"OTR_RID_OST_TRAN","OTR_RID_COMMIT_TRN","OTR_RID_LINK_TRN","OTR_AMT_ACTUAL","OTR_AMT_REQUESTED","OTR_AMT_NEW_RELSE","OTR_CDE_TYPE","OTR_CDE_LOAN_PURP","OTR_CDE_OBJ_STATE","OTR_CDE_OB_ST_CTG","OTR_CDE_PROC_AREA","OTR_CDE_REPR_FREQ","OTR_CDE_ACCR_FREQ","OTR_CDE_RISK_TYPE","OTR_DTE_EFFECTIVE","OTR_DTE_RELEASE","OTR_DTE_REPRICING","OTR_IND_AUTO_RELSE","OTR_PID_SUBLIMIT","OTR_RID_GROUP_TRAN","OTR_CDE_GROUP_TYPE","OTR_RID_OUTSTANDNG","OTR_UID_PROCESSOR","OTR_IND_CREATE_TRN","OTR_TSP_REC_CREATE","OTR_TSP_REC_UPDATE","OTR_UID_REC_CREATE","OTR_UID_REC_UPDATE","OTR_IND_NON_ACCR","OTR_AMT_FUND_FROZN","OTR_IND_PMT_FR_BOR","OTR_IND_AUTO_RDUCE","OTR_AMT_SCHED_BAL","OTR_AMT_PREMIUM","OTR_CDE_TRNS_PURP","OTR_RID_ORIG_OST","OTR_IND_UPD_FLEX","OTR_TXT_APP_TYPE","OTR_TXT_SYS_SOURCE","OTR_DTE_ACCR_EFFEC","OST_AMT_DISCOUNT","OST_DTE_NOTE","OST_IND_ELG_99A","OTR_AMT_CAP_CL_AMT","OTR_AMT_CAPT_INCRE","OTR_AMT_DF_PIN_AMT","OTR_AMT_IN_CHO_AMT","OTR_CDE_TAX_W_METH","OTR_DTE_TRN","OTR_IND_ATO_RDE_EX","OTR_IND_DEFR_AMT","OTR_IND_FIX_RA_RT","OTR_IND_ISTAX_REV","OTR_IND_MANUAL_CR","OTR_IND_ONDEL","OTR_IND_PREPAYMENT","OTR_IND_RFL_ALD","OTR_IND_ST_TR_UNSC","OTR_IND_TMP_UPD","OTR_IND_UNFREEZE","OTR_IND_UPDATED","OTR_RID_BORR_RLSD","OTR_RID_CSHFLTRN","OTR_RID_INT_PMT","OTR_RID_LOAN_CONV","OTR_RID_PD_ITM_TN","OTR_UID_ORIG","OTR_CDE_AGNT_ALIAS","OTR_RID_AGNT_TRANS","OTR_OID_OST_TRAN","OTR_CDE_BRANCH"
"ACEGO0NN","","","220000","220000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-06-26 00:00:00","2020-06-26 00:00:00","2020-06-29 00:00:00","N","","","","ACEGO0MK","MANZANOS","Y","2020-09-17 17:56:14","2020-09-17 18:11:13","SMANZANO","MANZANOM","N","","Y","N","220000","0","","","N","","","2020-06-26 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","361d41f7232bfe029e1d0d8","CG852"
"AJEGO0EN","","","-2000","-2000","7000","PPPMT","","RELSD","ACTUA","EUOPS","1M   ","","LOANS","2020-06-26 00:00:00","2020-06-26 00:00:00","2020-06-26 00:00:00","N","","","","L*EGNM1D","CMARTILL","N","2020-09-17 18:31:14","2020-09-17 19:24:03","CMARTILL","RPTSUP01","","","Y","N","-2000","0","","L*EGNM1D","N","","","2020-06-26 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","361dbef87642bbf7fe1d0e1","CG852"
"P!EGO46P","","","-216000","-216000","","PRDCR","","PEND ","POTEN","EUOPS","1D   ","","LOANS","2020-06-26 00:00:00","","2020-06-26 00:00:00","N","","P!EGO46N","LRP  ","0JEGNP9U","SMANZANO","N","2020-09-17 18:37:10","2020-09-17 18:37:10","SMANZANO","SMANZANO","","","Y","N","-216000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","361ddd5c54868d704e1d0e5","CG852"
"P!EGO4GW","","","230000","230000","","ID   ","ACQ  ","PEND ","POTEN","EUOPS","7D   ","WEEK ","LOANS","2020-06-26 00:00:00","","2020-06-29 00:00:00","N","","","","P!EGO4FT","SMANZANO","Y","2020-09-17 18:56:02","2020-09-17 18:56:02","SMANZANO","SMANZANO","N","","Y","N","230000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","361e0759b412d25c5e1d0fd","CG852"
"KIEGPCES","","","223000","223000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","7D   ","WEEK ","LOANS","2020-06-26 00:00:00","2020-06-26 00:00:00","2020-07-03 00:00:00","N","","","","KIEGPCDP","MANZANOS","Y","2020-09-18 10:17:13","2020-09-18 10:23:22","SMANZANO","MANZANOM","N","","Y","N","223000","0","","","N","","","2020-06-26 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","362b9edbaaced7658e1d198","CG852"
"9$EGPQFQ","","","520000","520000","","RCMF ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-06-29 00:00:00","2020-06-29 00:00:00","2020-06-30 00:00:00","N","","9$EGPQAP","LRP  ","9$EGPQEM","SMANZANO","Y","2020-09-18 15:40:48","2020-09-18 15:47:46","SMANZANO","MANZANOM","N","","Y","N","520000","0","","","N","","","2020-06-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","36305f6f20d0ae51de1d280","CG852"
"ROEGX68I","","ROEGX68F","1000","1000","","IBT  ","","RELSD","ACTUA","AUSNA","","","","2020-11-27 00:00:00","","","N","","","","ROEGX67Q","SUPAMT01","N","2020-09-22 15:56:44","2020-09-22 16:02:50","CFRANCIS","MGRAMT01","","","Y","N","0","0","","","N","","","2020-11-27 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3684f36e6cb7b8d21e1d3f9",""
"WOEGYP62","","","100","100","","ID   ","ACQ  ","AWSRA","POTEN","EUOPS","1M   ","MON  ","LOANS","2020-07-07 00:00:00","","2020-08-07 00:00:00","N","","","","WOEGYP5I","A116594 ","Y","2020-09-23 14:54:45","2020-09-28 07:58:37","A116594 ","LIQSVR05","N","","Y","N","100","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3699271a88c5c3028e1d439","CG852"
"WOEGYPDQ","","","100","100","","ID   ","ACQ  ","AWSRA","POTEN","EUOPS","1M   ","MON  ","LOANS","2020-07-07 00:00:00","","2020-08-07 00:00:00","N","","","","WOEGYPD6","A116594 ","Y","2020-09-23 15:06:34","2020-09-23 18:46:59","A116594 ","B116594 ","N","","Y","N","100","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3699562b6be42e8b6e1d440","CG852"
"-ZEH2RAM","","","100000","100000","","ID   ","ACQ  ","PEND ","POTEN","EUOPS","","QUA  ","FIXED","2020-07-07 00:00:00","","","N","","","","-ZEH2R9F","SMANZANO","Y","2020-09-25 16:53:01","2020-09-25 16:53:01","SMANZANO","SMANZANO","N","","Y","N","100000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","36c5148a03cefdeb7e1d5a6","CG852"
"QKEH83VE","","","22500","22500","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","7D   ","WEEK ","LOANS","2020-07-07 00:00:00","2020-07-10 00:00:00","2020-07-14 00:00:00","N","","","","QKEH83UQ","LIQUSR02","Y","2020-09-28 12:58:14","2020-10-08 09:57:54","LIQUSR05","LIQSVR02","N","","Y","N","22500","0","","","N","","","2020-07-07 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3700e93d85a469a1ee1d657","CG852"
"V:EH9TD3","","","-35000","-35000","","PRDCR","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-06-22 00:00:00","2020-07-07 00:00:00","2020-06-22 00:00:00","N","","V:EH9TD1","LRP  ","YVEGDOS1","LIQUSR05","N","2020-09-29 11:05:32","2020-09-29 12:19:51","LIQUSR05","LIQUSR05","","","Y","N","-35000","0","","","N","","","2020-06-22 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37145f32a2fbba208e1d6c8","CG852"
"V:EH9TDN","","","-1107000","-1107000","","PRDCR","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-06-22 00:00:00","2020-07-07 00:00:00","2020-06-22 00:00:00","N","","V:EH9TD1","LRP  ","OCEGCG78","LIQUSR05","N","2020-09-29 11:05:32","2020-09-29 12:19:51","LIQUSR05","LIQUSR05","","","Y","N","-1107000","0","","","N","","","2020-06-22 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37145f743d9488bdce1d6cb","CG852"
"V:EH9VGS","","","1142000","1142000","","RCMF ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-06-22 00:00:00","2020-07-07 00:00:00","2020-06-23 00:00:00","N","","V:EH9TD1","LRP  ","V:EH9VG2","LIQUSR05","Y","2020-09-29 11:51:14","2020-09-29 12:19:51","LIQUSR05","LIQUSR05","N","","Y","N","1142000","0","","","N","","","2020-06-22 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37150858c07571156e1d6f2","CG852"
".3EHDV3D","","","-5000","-5000","20000","PPPMT","","RELSD","ACTUA","EUOPS","1M   ","","FIXED","2020-07-09 00:00:00","2020-07-09 00:00:00","2020-08-10 00:00:00","N","","","","..EHDTBL","LIQUSR03","N","2020-10-01 16:46:39","2020-10-01 16:48:38","LIQUSR03","LIQUSR03","","","Y","N","-5000","0","","..EHDTBL","N","","","2020-07-09 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37438e392a2379f150af62d","CG852"
"O0EHF8D6","","O0EHF8D3","1000","1000","","IBT  ","","RELSD","ACTUA","AUSAG","","","","2021-01-15 00:00:00","","","N","","","","O0EHF8CE","SUPRON01","N","2020-10-02 09:43:41","2020-10-02 09:46:23","INPRON01","MGRRON01","","","Y","N","0","0","","","N","","","2021-01-15 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37526fb8945a12bc872b6c1",""
"YREHFALR","","YREHFALO","1000","1000","","IBT  ","","RELSD","ACTUA","AUSAG","","","","2021-01-15 00:00:00","","","N","","","","YREHFAKZ","SUPRON01","N","2020-10-02 10:34:54","2020-10-02 10:37:38","INPRON01","MGRRON01","","","Y","N","0","0","","","N","","","2021-01-15 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37532fdc069f4b88f72b6c6",""
"@YEHG3PP","","@YEHG3PM","1000","1000","","IBT  ","","RELSD","ACTUA","AUSAG","","","","2021-01-18 00:00:00","","","N","","","","@YEHG3OX","SUPRON01","N","2020-10-02 21:14:50","2020-10-02 21:19:28","INPRON01","MGRRON01","","","Y","N","0","0","","","N","","","2021-01-18 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","375c8dabc9f847a9672b712",""
"C+EHGBAM","","C+EHGBAJ","1000","1000","","IBT  ","","AWSTA","POTEN","AUSAG","","","","2021-01-19 00:00:00","","","N","","","","C+EHGB9U","INPRON01","N","2020-10-02 23:53:37","2020-10-02 23:53:37","INPRON01","INPRON01","","","Y","N","0","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","375ee15cb390b338d72b727",""
";;EHIZP3","","QWEH86YQ","-15400","-15400","15400","LRID ","","RELSD","ACTUA","EUOPS","1M   ","","LOANS","2020-07-07 00:00:00","2020-07-09 00:00:00","2020-08-07 00:00:00","N","","","","QWEH86Y0","CMARTILL","N","2020-10-04 11:20:44","2020-10-04 11:30:43","CMARTILL","RPTSUP01","","","Y","N","-15400","0","","QWEH86Y0","N","","","2020-07-07 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","377e0e0226a85600a578703","CG852"
";;EHIZUL","","","87000","87000","","ID   ","CONSH","LWREL","POTEN","EUOPS","7D   ","WEEK ","LOANS","2020-07-09 00:00:00","","2020-07-16 00:00:00","N","","","",";;EHIZTA","CMARTILL","Y","2020-10-04 12:03:57","2020-10-04 12:16:20","CMARTILL","RPTSUP01","N","","Y","N","87000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","377eac81c8b669c67578713","CG852"
";IEHKQUM","",";IEHKQUJ","1000","1000","","IBT  ","","RELSD","ACTUA","AUSAG","","","","2021-01-19 00:00:00","","","N","","","",";IEHKQTU","SUPRON01","N","2020-10-05 10:05:13","2020-10-05 10:09:55","INPRON01","MGRRON01","","","Y","N","0","0","","","N","","","2021-01-19 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37920730007fdaf5657871b",""
"RSEHKXLJ","","RSEHKXLG","1000","1000","","IBT  ","","RELSD","ACTUA","AUSAG","","","","2021-01-19 00:00:00","","","N","","","","RSEHKXKR","SUPRON01","N","2020-10-05 11:44:22","2020-10-05 11:49:02","INPRON01","MGRRON01","","","Y","N","0","0","","","N","","","2021-01-19 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37937afc89c0a852d578722",""
"+:EGNVFE","","","-216000","-216000","","PRDCR","","PEND ","POTEN","EUOPS","1D   ","","LOANS","2020-06-26 00:00:00","","2020-06-26 00:00:00","N","","+:EGNVFC","LRP  ","0JEGNP9U","SMANZANO","N","2020-09-17 16:41:29","2020-09-17 16:41:29","SMANZANO","SMANZANO","","","Y","N","-216000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","361c2b70e0e7768b8e1d071","CG852"
"P!EGO49T","","","-217000","-217000","","PRDCR","","PEND ","POTEN","EUOPS","1D   ","","LOANS","2020-06-26 00:00:00","","2020-06-26 00:00:00","N","","P!EGO49R","LRP  ","0JEGNPI3","SMANZANO","N","2020-09-17 18:40:33","2020-09-17 18:40:33","SMANZANO","SMANZANO","","","Y","N","-217000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","361dea18344714b3ae1d0ed","CG852"
"A@EGO006","","","-1000000","-1000000","","PRDCR","","CNCLD","INACT","EUOPS","1D   ","","LOANS","2020-06-26 00:00:00","","2020-06-26 00:00:00","N","","A@EGO004","LRP  ","BGEGM4DB","JAQUITAN","N","2020-09-17 16:59:11","2020-09-17 16:59:52","JAQUITAN","JAQUITAN","","","Y","N","-1000000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","361c6defa1998e3fae1d0a8","CG852"
"P!EGO4DC","","","-216000","-216000","","PRDCR","","PEND ","POTEN","EUOPS","1D   ","","LOANS","2020-06-26 00:00:00","","2020-06-26 00:00:00","N","","P!EGO4DA","LRP  ","0JEGNP9U","SMANZANO","N","2020-09-17 18:45:52","2020-09-17 18:45:52","SMANZANO","SMANZANO","","","Y","N","-216000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","361dfe0f93b229edfe1d0f6","CG852"
"A@EGO1OU","","","100000","100000","","ID   ","ACQ  ","PEND ","POTEN","EUOPS","1D   ","DAL  ","LOANS","2020-06-26 00:00:00","","2020-06-29 00:00:00","N","","","","A@EGO1O9","JAQUITAN","Y","2020-09-17 18:57:11","2020-09-17 18:57:11","JAQUITAN","JAQUITAN","N","","Y","N","100000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","361e258e55d0bf8d3e1d102","CG852"
"P!EGO4R9","","","300000","300000","","ID   ","ACQ  ","PEND ","POTEN","EUOPS","7D   ","WEEK ","LOANS","2020-06-26 00:00:00","","2020-06-29 00:00:00","N","","","","P!EGO4Q5","SMANZANO","Y","2020-09-17 18:58:18","2020-09-17 18:58:18","SMANZANO","SMANZANO","N","","Y","N","300000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","361e2a89b2d3eaf8ae1d105","CG852"
"P!EGO5C4","","","310000","310000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","7D   ","WEEK ","LOANS","2020-06-26 00:00:00","2020-06-26 00:00:00","2020-07-03 00:00:00","N","","","","P!EGO5B1","MANZANOS","Y","2020-09-17 19:10:49","2020-09-17 19:17:40","SMANZANO","MANZANOM","N","","Y","N","310000","0","","","N","","","2020-06-26 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","361e5a08a47e7c261e1d11c","CG852"
"AJEGO274","","","-2100","-2100","8000","PPPMT","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-06-26 00:00:00","2020-06-26 00:00:00","2020-06-26 00:00:00","N","","","","L*EGNLMN","CMARTILL","N","2020-09-17 19:08:20","2020-09-17 19:14:40","CMARTILL","RPTSUP01","","","Y","N","-2100","0","","L*EGNLMN","N","","","2020-06-26 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","361e5000b6bedf76de1d117","CG852"
"KIEGPC1U","","","-216000","-216000","","PRDCR","","PEND ","POTEN","EUOPS","1D   ","","LOANS","2020-06-26 00:00:00","","2020-06-26 00:00:00","N","","KIEGPC1S","LRP  ","0JEGNP9U","SMANZANO","N","2020-09-18 10:13:24","2020-09-18 10:13:24","SMANZANO","SMANZANO","","","Y","N","-216000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","362b942ff3f77a44ce1d18b","CG852"
"9ZEGPOEB","","","-1100000","-1100000","","PRDCR","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-06-29 00:00:00","2020-06-29 00:00:00","2020-06-29 00:00:00","N","","9ZEGPOE9","LRP  ","P3EGO6VJ","JAQUITAN","N","2020-09-18 14:47:11","2020-09-18 14:52:06","JAQUITAN","JANICEA2","","","Y","N","-1100000","0","","","N","","","2020-06-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","362f96d976d7b3b2be1d218","CG852"
"9$EGPQAR","","","-300000","-300000","","PRDCR","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-06-29 00:00:00","2020-06-29 00:00:00","2020-06-29 00:00:00","N","","9$EGPQAP","LRP  ","P!EGO52H","SMANZANO","N","2020-09-18 15:40:10","2020-09-18 15:47:46","SMANZANO","MANZANOM","","","Y","N","-300000","0","","","N","","","2020-06-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","36305d93a5f443525e1d271","CG852"
"9$EGPQB2","","","-220000","-220000","","PRDCR","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-06-29 00:00:00","2020-06-29 00:00:00","2020-06-29 00:00:00","N","","9$EGPQAP","LRP  ","ACEGO0MK","SMANZANO","N","2020-09-18 15:40:10","2020-09-18 15:47:46","SMANZANO","MANZANOM","","","Y","N","-220000","0","","","N","","","2020-06-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","36305d90f0960bb9de1d273","CG852"
"9EEGPP3S","","9EEGPP3P","0","1000000","","IBT  ","","CNCLD","INACT","AUSNA","","","","2020-11-25 00:00:00","","","N","","","","9EEGPP31","DANUSR01","N","2020-09-18 16:21:10","2020-09-18 16:36:21","DANUSR01","DANUSR01","","","Y","N","0","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3630f2301b334bf32e1d2a4",""
"EUEGPURA","","EUEGPUR7","0","1000000","","IBT  ","","PEND ","POTEN","AUSNA","","","","2020-11-25 00:00:00","","","N","","","","EUEGPUQJ","DANUSR01","N","2020-09-18 18:04:34","2020-09-18 18:04:34","DANUSR01","DANUSR01","","","Y","N","0","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","363275e1affbb8fb4e1d32a",""
"EUEGPX8I","","EUEGPX8F","1000","1000","","IBT  ","","AWSTA","POTEN","AUSAG","","","","2020-11-25 00:00:00","","","N","","","","EUEGPX7Q","DANUSR01","N","2020-09-18 19:16:48","2020-09-18 19:16:48","DANUSR01","DANUSR01","","","Y","N","0","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","363384b4517d90d07e1d376",""
"(0EGVELJ","(.EGVD2K","","0","0","1000000","ADJST","","RELSD","ACTUA","EUOPS","6M   ","","LOANS","2020-07-02 00:00:00","2020-07-02 00:00:00","2020-11-27 00:00:00","N","","","","JLEFFB50","LIQUSR03","N","2020-09-21 16:07:00","2020-09-21 16:25:27","LIQUSR03","LIQAPCP3","","200000","Y","N","0","0","","","N","","","2020-07-02 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3670096c4ba7220e5e1d3ad","CG852"
"C9EGWSQC","","","-10000","-10000","223000","PPPMT","","RELSD","ACTUA","EUOPS","7D   ","","LOANS","2020-07-03 00:00:00","2020-07-03 00:00:00","2020-07-03 00:00:00","N","","C9EGWSNG","PCP  ","KIEGPCDP","SMANZANO","N","2020-09-22 12:22:38","2020-09-22 12:32:38","SMANZANO","MANZANOS","","","Y","N","-10000","0","","KIEGPCDP","N","","","2020-07-03 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3681d75f4cddcbaade1d3e0","CG852"
"W;EGYS26","","","100","100","","ID   ","ACQ  ","AWSRA","POTEN","EUOPS","1M   ","MON  ","LOANS","2020-07-07 00:00:00","","2020-08-07 00:00:00","N","","","","W;EGYS1M","B116594 ","Y","2020-09-23 15:15:51","2020-09-23 15:27:08","B116594 ","A116594 ","N","","Y","N","100","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3699775eea9f853a2e1d446","CG852"
"W1EGYT8O","","","100","100","","ID   ","ACQ  ","AWRA ","POTEN","EUOPS","1M   ","MON  ","LOANS","2020-07-07 00:00:00","","2020-08-07 00:00:00","N","","","","W1EGYT84","C116594 ","Y","2020-09-23 15:43:17","2020-10-07 17:09:42","A116594 ","C116594 ","N","","Y","N","100","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3699df3dc9ec25f0be1d44d","CG852"
"N.EH2BOA","","","-2000","-2000","11900","PPPMT","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-07-07 00:00:00","2020-07-07 00:00:00","2020-05-29 00:00:00","N","","N.EH2BO5","PCP  ","HZEFJ1HC","CMARTILL","N","2020-09-25 10:56:43","2020-09-25 11:24:07","CMARTILL","RPTSUP01","","","Y","N","-2000","0","","HZEFJ1HC","N","","","2020-07-07 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","36bfddf1e3227e5f5e1d52b","CG852"
"QWEH86YQ","","","15400","15400","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","1M   ","MON  ","LOANS","2020-07-07 00:00:00","2020-07-09 00:00:00","2020-08-07 00:00:00","N","","","","QWEH86Y0","LIQUSR05","Y","2020-09-28 13:47:07","2020-09-30 15:44:34","LIQUSR05","LIQUSR05","N","","Y","N","15400","0","","","N","","","2020-07-07 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37019fe6b3a34ed50e1d65f","CG852"
":+EH8RN6","","","210000","210000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","","DAL  ","FIXED","2020-07-07 00:00:00","2020-07-07 00:00:00","","N","","","",":+EH8RLZ","MANZANOS","Y","2020-09-28 12:31:54","2020-09-28 12:46:01","SMANZANO","MANZANOM","N","","Y","N","210000","0","","","N","","","2020-07-07 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37007781a08767f76e1d643","CG852"
"Q-EH8CL4","","","9100","9100","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","7D   ","WEEK ","LOANS","2020-07-07 00:00:00","2020-07-09 00:00:00","2020-07-14 00:00:00","N","","","","Q-EH8CKE","LIQUSR05","Y","2020-09-28 15:17:26","2020-10-06 14:49:34","LIQUSR05","LIQUSR05","N","","Y","N","9100","0","","","N","","","2020-07-07 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3702f19529a39f30de1d670","CG852"
"V:EH9SAL","","","-990000","-990000","","PRDCR","","RELSD","ACTUA","EUOPS","7D   ","","LOANS","2020-07-07 00:00:00","2020-07-10 00:00:00","2020-06-05 00:00:00","N","","V:EH9SAJ","LRP  ","-AEFMZGX","LIQUSR05","N","2020-09-29 10:42:35","2020-10-08 09:59:48","LIQUSR05","LIQSVR02","","","Y","N","-990000","0","","","N","","","2020-07-07 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37140887c9cc37137e1d687","CG852"
