"RBP_CDE_RISK_BOOK","RBP_UID_USERID","RBP_TSP_REC_CREATE","RBP_TSP_REC_UPDATE","RBP_UID_REC_CREATE","RBP_UID_REC_UPDATE","RBP_IND_BUY_SELL","RBP_IND_MARK","RBP_IND_VIEW_PRCES","RBP_IND_PRIMARY"
"TEST ","CCUISIA ","2020-07-30 05:47:15","2020-07-30 05:47:15","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","CCUISIA ","2020-07-30 05:47:15","2020-07-30 05:47:15","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","CCUISIA ","2020-07-30 05:47:15","2020-07-30 05:47:15","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","CCUISIA ","2020-07-30 05:47:15","2020-07-30 05:47:15","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","CCUISIA ","2020-07-30 05:47:15","2020-07-30 05:47:15","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","CGLMNGR1","2020-08-13 12:26:31","2020-08-13 12:26:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","CGLMNGR1","2020-08-13 12:26:31","2020-08-13 12:26:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","CGLMNGR1","2020-08-13 12:26:31","2020-08-13 12:26:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","CGLMNGR1","2020-08-13 12:26:31","2020-08-13 12:26:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","CGLMNGR1","2020-08-13 12:26:31","2020-08-13 12:26:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","CGLMNGR1","2020-08-13 12:26:31","2020-08-13 12:26:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","CGLMNGR1","2020-08-13 12:26:31","2020-08-13 12:26:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","CGLMNGR1","2020-08-13 12:26:31","2020-08-13 12:26:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","CGLMNGR1","2020-08-13 12:27:56","2020-08-13 12:27:56","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","CGLMNGR1","2020-08-13 12:27:56","2020-08-13 12:27:56","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKA","LIQSVR05","2020-08-18 09:38:00","2020-08-18 09:38:00","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"SAM  ","LIQSVR05","2020-08-18 09:38:00","2020-08-18 09:38:00","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"LIQEU","LIQSVR05","2020-08-18 09:38:00","2020-08-18 09:38:00","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"RISKI","LIQSVR05","2020-08-18 09:38:00","2020-08-18 09:38:00","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"CORPF","LIQSVR05","2020-08-18 09:38:00","2020-08-18 09:38:00","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"TEST ","LIQSVR05","2020-08-18 09:38:00","2020-08-18 09:38:00","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"RTZ  ","LIQSVR05","2020-08-18 09:38:00","2020-08-18 09:38:00","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"RISKC","LIQSVR05","2020-08-18 09:38:00","2020-08-18 09:38:00","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"GTS  ","LIQSVR05","2020-08-18 09:38:00","2020-08-18 09:38:00","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"BKGOV","LIQSVR05","2020-08-18 09:38:00","2020-08-18 09:38:00","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"RELEN","LIQSVR05","2020-08-18 09:38:00","2020-08-18 09:38:00","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"SAF  ","LIQSVR05","2020-08-18 09:38:00","2020-08-18 09:38:00","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"PRIEQ","LIQSVR05","2020-08-18 09:38:00","2020-08-18 09:38:00","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"DCM  ","LIQSVR05","2020-08-18 09:38:00","2020-08-18 09:38:00","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"BPB  ","LIQSVR05","2020-08-18 09:38:00","2020-08-18 09:38:00","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"BCF  ","LIQSVR05","2020-08-18 09:38:00","2020-08-18 09:38:00","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"PRFIN","LIQSVR05","2020-08-18 09:38:00","2020-08-18 09:38:00","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"DCM  ","LIQSVR04","2020-08-18 10:54:35","2020-08-18 10:54:35","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"RELEN","LIQSVR04","2020-08-18 10:54:35","2020-08-18 10:54:35","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"CORPF","LIQSVR04","2020-08-18 10:54:35","2020-08-18 10:54:35","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"GTS  ","LIQSVR04","2020-08-18 10:54:35","2020-08-18 10:54:35","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"RISKC","LIQSVR04","2020-08-18 10:54:35","2020-08-18 10:54:35","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"RTZ  ","LIQSVR04","2020-08-18 10:54:35","2020-08-18 10:54:35","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"SAM  ","LIQSVR04","2020-08-18 10:54:35","2020-08-18 10:54:35","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"RISKI","LIQSVR04","2020-08-18 10:54:35","2020-08-18 10:54:35","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"SAF  ","LIQSVR04","2020-08-18 10:54:35","2020-08-18 10:54:35","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"BKGOV","LIQSVR04","2020-08-18 10:54:35","2020-08-18 10:54:35","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"PRFIN","LIQSVR04","2020-08-18 10:54:35","2020-08-18 10:54:35","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"PRIEQ","LIQSVR04","2020-08-18 10:54:35","2020-08-18 10:54:35","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"BCF  ","LIQSVR04","2020-08-18 10:54:35","2020-08-18 10:54:35","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"BPB  ","LIQSVR04","2020-08-18 10:54:35","2020-08-18 10:54:35","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"TEST ","LIQSVR04","2020-08-18 10:54:35","2020-08-18 10:54:35","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"LIQEU","LIQSVR04","2020-08-18 10:54:35","2020-08-18 10:54:35","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"RISKA","LIQSVR04","2020-08-18 10:54:35","2020-08-18 10:54:35","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"RTZ  ","INPCHER ","2020-08-18 12:32:55","2020-08-18 12:32:55","CGLMNGR1","CGLMNGR1","Y","N","Y","N"
"SAM  ","LIQAPCP3","2020-08-24 11:58:39","2020-08-24 11:58:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","LIQAPCP3","2020-08-24 11:58:39","2020-08-24 11:58:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","LIQAPCP3","2020-08-24 11:58:39","2020-08-24 11:58:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","LIQAPCP3","2020-08-24 11:58:39","2020-08-24 11:58:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","LIQAPCP3","2020-08-24 11:58:39","2020-08-24 11:58:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","LIQAPCP3","2020-08-24 11:58:39","2020-08-24 11:58:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RTZ  ","LIQAPCP3","2020-08-24 11:58:39","2020-08-24 11:58:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","LIQAPCP3","2020-08-24 11:58:39","2020-08-24 11:58:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","LIQAPCP3","2020-08-24 11:58:39","2020-08-24 11:58:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKC","LIQAPCP3","2020-08-24 11:58:39","2020-08-24 11:58:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKA","LIQAPCP3","2020-08-24 11:58:39","2020-08-24 11:58:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","LIQAPCP3","2020-08-24 11:58:39","2020-08-24 11:58:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","LIQAPCP3","2020-08-24 11:58:39","2020-08-24 11:58:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","LIQAPCP3","2020-08-24 11:58:39","2020-08-24 11:58:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKI","LIQAPCP3","2020-08-24 11:58:39","2020-08-24 11:58:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","LIQAPCP3","2020-08-24 11:58:39","2020-08-24 11:58:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","LIQAPCP3","2020-08-24 11:58:39","2020-08-24 11:58:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","INPUTNCB","2020-09-15 12:15:23","2020-09-15 12:15:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","INPUTNCB","2020-09-15 12:15:23","2020-09-15 12:15:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","INPUTNCB","2020-09-15 12:15:23","2020-09-15 12:15:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","INPUTNCB","2020-09-15 12:15:23","2020-09-15 12:15:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","INPUTNCB","2020-09-15 12:15:23","2020-09-15 12:15:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","INPUTNCB","2020-09-15 12:15:23","2020-09-15 12:15:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","INPUTNCB","2020-09-15 12:15:23","2020-09-15 12:15:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","INPUTNCB","2020-09-15 12:15:23","2020-09-15 12:15:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","MANCARL ","2020-09-21 15:49:44","2020-09-21 15:49:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","MANCARL ","2020-09-21 15:49:44","2020-09-21 15:49:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","JAVNZN01","2020-09-23 12:34:20","2020-09-23 12:34:20","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","JAVNZN01","2020-09-23 12:34:20","2020-09-23 12:34:20","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","JAVNZN01","2020-09-23 12:34:20","2020-09-23 12:34:20","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","JAVNZN01","2020-09-23 12:34:20","2020-09-23 12:34:20","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","JAVNZN01","2020-09-23 12:34:20","2020-09-23 12:34:20","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","JAVNZN01","2020-09-23 12:34:20","2020-09-23 12:34:20","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","JAVNZN01","2020-09-23 12:34:20","2020-09-23 12:34:20","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","JAVNZN01","2020-09-23 12:34:20","2020-09-23 12:34:20","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","JAVNZN02","2020-09-23 12:35:40","2020-09-23 12:35:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","JAVNZN02","2020-09-23 12:35:40","2020-09-23 12:35:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","JAVNZN02","2020-09-23 12:35:40","2020-09-23 12:35:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","JAVNZN02","2020-09-23 12:35:40","2020-09-23 12:35:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","JAVNZN02","2020-09-23 12:35:40","2020-09-23 12:35:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","JAVNZN02","2020-09-23 12:35:40","2020-09-23 12:35:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","JAVNZN02","2020-09-23 12:35:40","2020-09-23 12:35:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","JAVNZN02","2020-09-23 12:35:40","2020-09-23 12:35:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","JAVNZN03","2020-09-23 12:36:40","2020-09-23 12:36:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","JAVNZN03","2020-09-23 12:36:40","2020-09-23 12:36:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","JAVNZN03","2020-09-23 12:36:40","2020-09-23 12:36:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","JAVNZN03","2020-09-23 12:36:40","2020-09-23 12:36:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","JAVNZN03","2020-09-23 12:36:40","2020-09-23 12:36:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","JAVNZN03","2020-09-23 12:36:40","2020-09-23 12:36:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","JAVNZN03","2020-09-23 12:36:40","2020-09-23 12:36:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","JAVNZN03","2020-09-23 12:36:40","2020-09-23 12:36:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKI","A116594 ","2020-09-23 13:57:42","2020-09-23 13:57:42","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","A116594 ","2020-09-23 13:57:42","2020-09-23 13:57:42","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","A116594 ","2020-09-23 13:57:42","2020-09-23 13:57:42","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKC","A116594 ","2020-09-23 13:57:42","2020-09-23 13:57:42","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAM  ","A116594 ","2020-09-23 13:57:42","2020-09-23 13:57:42","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","A116594 ","2020-09-23 13:57:42","2020-09-23 13:57:42","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","A116594 ","2020-09-23 13:57:42","2020-09-23 13:57:42","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","A116594 ","2020-09-23 13:57:42","2020-09-23 13:57:42","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","DESIREE ","2020-06-25 15:41:41","2020-06-25 15:41:41","ADMIN1  ","ADMIN1  ","Y","Y","N","N"
"SAF  ","DESIREE ","2020-06-25 15:41:41","2020-06-25 15:41:41","ADMIN1  ","ADMIN1  ","Y","Y","Y","Y"
"SAF  ","DLABORI ","2020-06-25 15:51:13","2020-06-25 15:51:13","ADMIN1  ","ADMIN1  ","Y","Y","Y","Y"
"GTS  ","DLABORI ","2020-06-25 15:51:13","2020-06-25 15:51:13","ADMIN1  ","ADMIN1  ","Y","Y","N","N"
"DCM  ","JANICEA2","2020-08-20 16:03:51","2020-08-20 16:03:51","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"BCF  ","MANZANOS","2020-08-20 18:17:42","2020-08-20 18:17:42","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"TEST ","JANICEA2","2020-08-20 16:03:51","2020-08-20 16:03:51","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"RISKC","JANICEA2","2020-08-20 16:03:51","2020-08-20 16:03:51","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"CORPF","JANICEA2","2020-08-20 16:03:51","2020-08-20 16:03:51","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"BKGOV","JANICEA2","2020-08-20 16:03:51","2020-08-20 16:03:51","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"SAF  ","JANICEA2","2020-08-20 16:03:51","2020-08-20 16:03:51","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"RTZ  ","JANICEA2","2020-08-20 16:03:51","2020-08-20 16:03:51","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"PRFIN","JANICEA2","2020-08-20 16:03:51","2020-08-20 16:03:51","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"RISKI","JANICEA2","2020-08-20 16:03:51","2020-08-20 16:03:51","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"BCF  ","JANICEA2","2020-08-20 16:03:51","2020-08-20 16:03:51","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"PRIEQ","JANICEA2","2020-08-20 16:03:51","2020-08-20 16:03:51","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"GTS  ","JANICEA2","2020-08-20 16:03:51","2020-08-20 16:03:51","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"RISKA","JANICEA2","2020-08-20 16:03:51","2020-08-20 16:03:51","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"RELEN","JANICEA2","2020-08-20 16:03:51","2020-08-20 16:03:51","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"LIQEU","JANICEA2","2020-08-20 16:03:51","2020-08-20 16:03:51","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"BPB  ","JANICEA2","2020-08-20 16:03:51","2020-08-20 16:03:51","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"SAM  ","JANICEA2","2020-08-20 16:03:51","2020-08-20 16:03:51","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"BKGOV","MANZANOS","2020-08-20 18:17:42","2020-08-20 18:17:42","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"SAF  ","MANZANOS","2020-08-20 18:17:42","2020-08-20 18:17:42","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"PRFIN","MANZANOS","2020-08-20 18:17:42","2020-08-20 18:17:42","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"RISKA","MANZANOS","2020-08-20 18:17:42","2020-08-20 18:17:42","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"CORPF","MANZANOS","2020-08-20 18:17:42","2020-08-20 18:17:42","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"GTS  ","MANZANOS","2020-08-20 18:17:42","2020-08-20 18:17:42","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"PRIEQ","MANZANOS","2020-08-20 18:17:42","2020-08-20 18:17:42","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"RISKC","MANZANOS","2020-08-20 18:17:42","2020-08-20 18:17:42","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"RTZ  ","MANZANOS","2020-08-20 18:17:42","2020-08-20 18:17:42","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"TEST ","MANZANOS","2020-08-20 18:17:42","2020-08-20 18:17:42","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"SAM  ","MANZANOS","2020-08-20 18:17:42","2020-08-20 18:17:42","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"RELEN","MANZANOS","2020-08-20 18:17:42","2020-08-20 18:17:42","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"BPB  ","MANZANOS","2020-08-20 18:17:42","2020-08-20 18:17:42","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"DCM  ","MANZANOS","2020-08-20 18:17:42","2020-08-20 18:17:42","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"RISKI","MANZANOS","2020-08-20 18:17:42","2020-08-20 18:17:42","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"LIQEU","MANZANOS","2020-08-20 18:17:42","2020-08-20 18:17:42","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"CORPF","A116594 ","2020-09-23 13:57:42","2020-09-23 13:57:42","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKA","A116594 ","2020-09-23 13:57:42","2020-09-23 13:57:42","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","A116594 ","2020-09-23 13:57:42","2020-09-23 13:57:42","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RTZ  ","A116594 ","2020-09-23 13:57:42","2020-09-23 13:57:42","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","A116594 ","2020-09-23 13:57:42","2020-09-23 13:57:42","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","A116594 ","2020-09-23 13:57:42","2020-09-23 13:57:42","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","A116594 ","2020-09-23 13:57:42","2020-09-23 13:57:42","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","A116594 ","2020-09-23 13:57:42","2020-09-23 13:57:42","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","A116594 ","2020-09-23 13:57:42","2020-09-23 13:57:42","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","B116594 ","2020-09-23 14:03:48","2020-09-23 14:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","B116594 ","2020-09-23 14:03:48","2020-09-23 14:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","B116594 ","2020-09-23 14:03:48","2020-09-23 14:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKI","B116594 ","2020-09-23 14:03:48","2020-09-23 14:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","B116594 ","2020-09-23 14:03:48","2020-09-23 14:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","B116594 ","2020-09-23 14:03:48","2020-09-23 14:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","B116594 ","2020-09-23 14:03:48","2020-09-23 14:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","B116594 ","2020-09-23 14:03:48","2020-09-23 14:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","B116594 ","2020-09-23 14:03:48","2020-09-23 14:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","B116594 ","2020-09-23 14:03:48","2020-09-23 14:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAM  ","B116594 ","2020-09-23 14:03:48","2020-09-23 14:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","B116594 ","2020-09-23 14:03:48","2020-09-23 14:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","B116594 ","2020-09-23 14:03:48","2020-09-23 14:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKA","B116594 ","2020-09-23 14:03:48","2020-09-23 14:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","B116594 ","2020-09-23 14:03:48","2020-09-23 14:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RTZ  ","B116594 ","2020-09-23 14:03:48","2020-09-23 14:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKC","B116594 ","2020-09-23 14:03:48","2020-09-23 14:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","LIQTST01","2020-09-24 18:02:14","2020-09-24 18:02:14","ADMIN1  ","ADMIN1  ","Y","Y","N","N"
"SAF  ","LIQTST01","2020-09-24 18:02:14","2020-09-24 18:02:14","ADMIN1  ","ADMIN1  ","Y","Y","Y","Y"
"TEST ","MAKSUP00","2020-09-25 17:17:55","2020-09-25 17:17:55","DANUSR01","DANUSR01","Y","N","Y","N"
"BPB  ","MAKSUP00","2020-09-25 17:17:55","2020-09-25 17:17:55","DANUSR01","DANUSR01","Y","N","Y","N"
"DCM  ","MAKSUP00","2020-09-25 17:17:55","2020-09-25 17:17:55","DANUSR01","DANUSR01","Y","N","Y","N"
"SAF  ","MAKSUP00","2020-09-25 17:17:55","2020-09-25 17:17:55","DANUSR01","DANUSR01","Y","N","Y","N"
"CORPF","MAKSUP00","2020-09-25 17:17:55","2020-09-25 17:17:55","DANUSR01","DANUSR01","Y","N","Y","N"
"PRIEQ","MAKSUP00","2020-09-25 17:17:55","2020-09-25 17:17:55","DANUSR01","DANUSR01","Y","N","Y","N"
"PRFIN","MAKSUP00","2020-09-25 17:17:55","2020-09-25 17:17:55","DANUSR01","DANUSR01","Y","N","Y","N"
"LIQEU","MAKSUP00","2020-09-25 17:17:55","2020-09-25 17:17:55","DANUSR01","DANUSR01","Y","N","Y","N"
"BCF  ","MAKSUP00","2020-09-25 17:17:55","2020-09-25 17:17:55","DANUSR01","DANUSR01","Y","N","Y","N"
"RELEN","MAKSUP00","2020-09-25 17:17:55","2020-09-25 17:17:55","DANUSR01","DANUSR01","Y","N","Y","N"
"BKGOV","MAKSUP00","2020-09-25 17:17:55","2020-09-25 17:17:55","DANUSR01","DANUSR01","Y","N","Y","N"
"GTS  ","MAKSUP00","2020-09-25 17:17:55","2020-09-25 17:17:55","DANUSR01","DANUSR01","Y","N","Y","N"
"GTS  ","INPCGLAM","2020-09-25 18:13:13","2020-09-25 18:13:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","INPCGLAM","2020-09-25 18:13:13","2020-09-25 18:13:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","INPCGLAM","2020-09-25 18:13:13","2020-09-25 18:13:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","INPCGLAM","2020-09-25 18:13:13","2020-09-25 18:13:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","INPCGLAM","2020-09-25 18:13:13","2020-09-25 18:13:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","INPCGLAM","2020-09-25 18:13:13","2020-09-25 18:13:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","INPCGLAM","2020-09-25 18:13:13","2020-09-25 18:13:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAM  ","INPCGLAM","2020-09-25 18:13:13","2020-09-25 18:13:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","INPCGLAM","2020-09-25 18:13:13","2020-09-25 18:13:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","INPCGLAM","2020-09-25 18:13:13","2020-09-25 18:13:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","INPCGLAM","2020-09-25 18:13:13","2020-09-25 18:13:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","INPCGLAM","2020-09-25 18:13:13","2020-09-25 18:13:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAM  ","COPEAMST","2020-09-25 18:54:45","2020-09-25 18:54:45","ADMIN1  ","ADMIN1  ","N","N","Y","N"
