"SWF_RID_SWIFT_BANK","SWF_CDE_SWIFT_BIC","SWF_NME_FULL","SWF_IND_ACTIVE","SWF_IND_MAY_DEACT","SWF_UID_REC_CREATE","SWF_UID_REC_UPDATE","SWF_TSP_REC_CREATE","SWF_TSP_REC_UPDATE","SWF_IND_HOST_BANK","SWF_TXT_BRN_INFO"
"41793741","COMMCNSHZHE ","BANK OF COMMUNICATIONS","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:01","2005-08-04 12:12:01","N",""
"41794437","COMMCNSHZHI ","BANK OF COMMUNICATIONS","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:01","2005-08-04 12:12:01","N",""
"41794462","COMMCNSHZJG ","BANK OF COMMUNICATIONS","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:01","2005-08-04 12:12:01","N",""
"41794469","COMMCNSHZSN ","BANK OF COMMUNICATIONS","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:01","2005-08-04 12:12:01","N",""
"41794475","COMMHKHH    ","BANK OF COMMUNICATIONS HONG KONG","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:01","2005-08-04 12:12:01","N",""
"41794484","COMMJPJT    ","BANK OF COMMUNICATIONS","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:02","2005-08-04 12:12:02","N",""
"41794490","COMMSGSG    ","BANK OF COMMUNICATIONS-SINGAPORE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:02","2005-08-04 12:12:02","N",""
"41794496","COMURU4E    ","COMMERCIAL URALPROMSTROYBANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:02","2005-08-04 12:12:02","N",""
"41794502","CONACS22    ","CONTINENTAL BANK A.D.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:02","2005-08-04 12:12:02","N",""
"41794508","CONBCLRM    ","CORP BANCA CHILE (FKA CORPBANCA AKA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:02","2005-08-04 12:12:02","N",""
"41794513","CONICGC1    ","BANQUE INTERNATIONALE DU CONGO","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:02","2005-08-04 12:12:02","N",""
"41794519","CONKKENA    ","CONSOLIDATED BANK OF KENYA LTD.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:02","2005-08-04 12:12:02","N",""
"41794525","CONPPAPA    ","BANCO CONTINENTAL","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:03","2005-08-04 12:12:03","N",""
"41794798","CONSVECA    ","CORP BANCA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:03","2005-08-04 12:12:03","N",""
"41794829","CONVRUMM    ","CONVERSBANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:03","2005-08-04 12:12:03","N",""
"41794848","COOKAU2S    ","TRAVELEX LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:03","2005-08-04 12:12:03","N",""
"41794866","COOKGB22    ","TRAVELEX INC.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:03","2005-08-04 12:12:03","N",""
"41794887","COOPCHBB    ","COOP BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:03","2005-08-04 12:12:03","N",""
"41794904","COPBUGK1    ","COOPERATIVE BANK LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:03","2005-08-04 12:12:03","N",""
"41794923","COPRATWW    ","CONSTANTIA PRIVATBANK A G","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:04","2005-08-04 12:12:04","N",""
"41794953","CORDARBA    ","BANCO DE LA PROVINCIA DE CORDOBA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:04","2005-08-04 12:12:04","N",""
"41794972","CORPINBB    ","CORPORATION BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:04","2005-08-04 12:12:04","N",""
"41794989","CORUTZTZ    ","CRDB BANK LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:04","2005-08-04 12:12:04","N",""
"41795005","COSBUAUK    ","STATE OSCHANY BANK OF UKRAINE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:04","2005-08-04 12:12:04","N",""
"41795022","COSRPAPA    ","BANCO INTERNACIONAL DE COSTA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:04","2005-08-04 12:12:04","N",""
"41795272","COUTCHZZ    ","COUTTS BANK VON ERNST LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:04","2005-08-04 12:12:04","N",""
"41795285","COUTGB22    ","COUTTS AND COMPANY","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:05","2005-08-04 12:12:05","N",""
"41795291","COUTHKHH    ","COUTTS BANK VON ERNST LTD.H.K BRCH","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:05","2005-08-04 12:12:05","N",""
"41795297","COUTSGSG    ","COUTTS BANK VON ERNST LTD.SINGAPORE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:05","2005-08-04 12:12:05","N",""
"41795303","COUUETAA    ","CONSTRUCTION AND BUSINESS BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:05","2005-08-04 12:12:05","N",""
"41795309","COVBAM22    ","CONVERSE BANK CORPORATION","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:05","2005-08-04 12:12:05","N",""
"41795317","COXICNBA    ","XIAMEN COMMERCIAL BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:05","2005-08-04 12:12:05","N",""
"41795323","CPALDZAL    ","CREDIT POPULAIRE D'ALGERIE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:05","2005-08-04 12:12:05","N",""
"41795329","CPBIFRPP    ","CPR BILLETS S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:06","2005-08-04 12:12:06","N",""
"41795335","CPBKGB22    ","CO-OPERATIVE BANK PLC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:06","2005-08-04 12:12:06","N",""
"41795341","CPBLKHPP    ","CAMBODIAN PUBLIC BANK LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:06","2005-08-04 12:12:06","N",""
"41795348","CPHIPHMM    ","PHILIPPINE BANK OF COMMUNICATIONS","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:06","2005-08-04 12:12:06","N",""
"41795694","CPITMNUB    ","CAPITRON BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:12:06","2005-08-04 12:12:06","N",""
"41808038","HVBKCNBJ    ","WOORI BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:14:20","2005-08-04 12:14:20","N",""
"41808045","HVBKCNSH    ","WOORI BANK SHANGHAI BRANCH","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:14:20","2005-08-04 12:14:20","N",""
"41802127","EGGBEGCA    ","EGYPTIAN GULF BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:02","2005-08-04 12:13:02","N",""
"41802133","EGGGGB2L    ","EGG BANKING PLC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:02","2005-08-04 12:13:02","N",""
"41802141","EGNAGR2T    ","EGNATIA BANK S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:02","2005-08-04 12:13:02","N",""
"41802147","EGNAROBX    ","EGNATIA BANK ROMANIA S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:03","2005-08-04 12:13:03","N",""
"41802153","EHYPDEFF    ","EUROHYPO AKTIENGESELLSCHAFT","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:03","2005-08-04 12:13:03","N",""
"41802158","EIBCCNBJ    ","EXPORT IMPORT BK OF CHINA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:03","2005-08-04 12:13:03","N",""
"41802177","EIBIINBB    ","EXPORT IMPORT BANK OF INDIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:03","2005-08-04 12:13:03","N",""
"41802183","EIMBKG22    ","INEXIMBANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:03","2005-08-04 12:13:03","N",""
"41802189","EINBANC1    ","EXPRINTER INTERNATIONAL BANK N.V.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:03","2005-08-04 12:13:03","N",""
"41802196","EINIAEA1    ","EMIRATES INDIA INT'L","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:03","2005-08-04 12:13:03","N",""
"41802202","EITNJPJT    ","EIGHTEENTH BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:04","2005-08-04 12:13:04","N",""
"41802210","EJERMXMM    ","BANCO NACIONAL DEL EJERCITO-","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:04","2005-08-04 12:13:04","N",""
"41802216","EKINNGLA    ","EKO INT'L BANK OF NIGERIA PLC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:04","2005-08-04 12:13:04","N",""
"41802222","EKONIDJA    ","BANK EKONOMI RAHARJA PT","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:04","2005-08-04 12:13:04","N",""
"41802228","EKRDEE22    ","ESTONIAN KREDITBANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:04","2005-08-04 12:13:04","N",""
"41802234","EKSPNOKK    ","EKSPORTFINANS A.S.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:04","2005-08-04 12:13:04","N",""
"41802240","ELBAFRPP    ","ELECTRO BANQUE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:04","2005-08-04 12:13:04","N",""
"41802246","ELCACRSJ    ","BANCO ELCA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:05","2005-08-04 12:13:05","N",""
"41802252","ELECUA2X    ","ELECTRONBANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:05","2005-08-04 12:13:05","N",""
"41802258","ELGEDES1    ","BANKHAUS ELLWANGER - GEIGER","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:05","2005-08-04 12:13:05","N",""
"41802266","EMPOALTR    ","INTERCOMMERCIAL BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:05","2005-08-04 12:13:05","N",""
"41802272","EMPOAM22    ","EMPORIKI BANK (ARMENIA) CJSC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:05","2005-08-04 12:13:05","N",""
"41802278","EMPOCY2N    ","COMMERCIAL BANK OF GREECE - NICOSIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:05","2005-08-04 12:13:05","N",""
"41802284","EMPODEFF    ","EMPORIKI BANK-GERMANY GMBH","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:05","2005-08-04 12:13:05","N",""
"41802290","EMPOGB2L    ","EMPORIKI BANK OF GREECE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:06","2005-08-04 12:13:06","N",""
"41802295","EMPOGRAA    ","EMPORIKI BANK OF GREECE S.A","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:06","2005-08-04 12:13:06","N",""
"41802301","EMTUARB1    ","BANCO EMPRESARIO DE TUCUMAN COOP.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:06","2005-08-04 12:13:06","N",""
"41802307","ENEGMD22    ","ENERGBANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:06","2005-08-04 12:13:06","N",""
"41802313","ENERUAUX    ","ENERGOBANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:06","2005-08-04 12:13:06","N",""
"41802321","ENGORU2K    ","ENERGOTRANSBANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:06","2005-08-04 12:13:06","N",""
"41802327","ENIBBSNX    ","ENI INTERNATIONAL BANK LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:06","2005-08-04 12:13:06","N",""
"41802333","ENTITWTP    ","ENTIE COMMERCIAL BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:07","2005-08-04 12:13:07","N",""
"41802339","EOBBMYKL    ","EON BANK BERHAD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:07","2005-08-04 12:13:07","N",""
"41802344","EPPBGRAA    ","LAIKI BANK (HELLAS) SA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:07","2005-08-04 12:13:07","N",""
"41802350","EQUAKENA    ","EQUATORIAL COMMERCIAL BANK LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:07","2005-08-04 12:13:07","N",""
"41802356","EQUTNGLA    ","EQUITORIAL TRUST BANK LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:07","2005-08-04 12:13:07","N",""
"41802362","ERELMNUB    ","EREL BANK LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:07","2005-08-04 12:13:07","N",""
"41802368","EROCTWTP    ","EXPORT-IMPORT BANK OF THE R.O.C.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:07","2005-08-04 12:13:07","N",""
"41802375","ERRECHZH    ","EUROPEAN REINSURANCE COMPANY OF ZUR","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:08","2005-08-04 12:13:08","N",""
"41802381","ESACBRRF    ","BANCO DO ESTADO DE SANTA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:08","2005-08-04 12:13:08","N",""
"41802387","ESBCHR22    ","ERSTE - STEIERMAERKISCHE BANK DD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:08","2005-08-04 12:13:08","N",""
"41802393","ESBKATWW    ","DENIZBANK AG","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:08","2005-08-04 12:13:08","N",""
"41802398","ESCAPTPL001 ","BANCO INTERNACIONAL DE CREDITO","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:08","2005-08-04 12:13:08","N",""
"41802404","ESEBTRIS    ","ESBANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:08","2005-08-04 12:13:08","N",""
"41802410","ESKOZAJJ    ","ESKOM","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:08","2005-08-04 12:13:08","N",""
"41802416","ESPCESMM    ","BANCO ESPANOL DE CREDITO","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:09","2005-08-04 12:13:09","N",""
"41802422","ESPCUS3N    ","BANCO ESPANOL DE CREDITO SA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:09","2005-08-04 12:13:09","N",""
"41802430","ESSEDE5F    ","SEB AG","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:09","2005-08-04 12:13:09","N",""
"41802435","ESSEDEFF    ","SEB MERCHANT BANKING","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:09","2005-08-04 12:13:09","N",""
"41802441","ESSEDK22    ","SKANDINAVISKA ENSKILDA BANKEN A-S","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:09","2005-08-04 12:13:09","N",""
"41802447","ESSEDKKK    ","SEB COPENHAGEN BRANCH","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:09","2005-08-04 12:13:09","N",""
"41802453","ESSEFIHX    ","SKANDINAVISKA ENSKILDA BANKEN","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:09","2005-08-04 12:13:09","N",""
"41802459","ESSEFRPX    ","SKANDINAVISKA ENSKILDA BANKEN","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:09","2005-08-04 12:13:09","N",""
"41802465","ESSEGB2L    ","SKANDINAVISKA ENSKILDA BANKEN","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:10","2005-08-04 12:13:10","N",""
"41802471","ESSELULL    ","SEB PRIVATE BANK SA CLIENT ACCOUNT","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:10","2005-08-04 12:13:10","N",""
"41802476","ESSENOKX    ","SKANDINAVISKA ENSKILDA BANKEN","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:10","2005-08-04 12:13:10","N",""
"41802483","ESSESESG    ","SKANDINAVISKA ENSKILDA BANKEN","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:10","2005-08-04 12:13:10","N",""
"41802489","ESSESESS    ","SKANDINAVISKA ENSKILDA BANKEN","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:10","2005-08-04 12:13:10","N",""
"41802495","ESSESGSG    ","SKANDINAVISKA ENSKILDA BANKEN","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:10","2005-08-04 12:13:10","N",""
"41802541","ESSIPTPL    ","BANCO ESPIRITO SANTO DE INVESTIMENT","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:10","2005-08-04 12:13:10","N",""
"41802555","ESSLDE66    ","KREISSPARKASSE ESSLINGEN","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:11","2005-08-04 12:13:11","N",""
"41802567","ESUNHKHH    ","E.SUN COMMERCIAL BANK LTD HK BRANCH","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:11","2005-08-04 12:13:11","N",""
"41802578","ESUNTWTP    ","E. SUN COM'L BANK LTD.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:11","2005-08-04 12:13:11","N",""
"41802590","ESUNUS6L    ","E.SUN COMMERCIAL BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:11","2005-08-04 12:13:11","N",""
"41802601","ESWBMK22    ","EUROSWISS BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:11","2005-08-04 12:13:11","N",""
"41802613","ETHNCAMM    ","NATIONAL BANK OF GREECE (CANADA)","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:11","2005-08-04 12:13:11","N",""
"41802626","ETHNCSBG    ","NATIONAL BANK OF GREECE S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:11","2005-08-04 12:13:11","N",""
"41802641","ETHNCY2N    ","NATIONAL BANK OF GREECE (CYPRUS) LT","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:12","2005-08-04 12:13:12","N",""
"41802652","ETHNDEFF    ","NATIONAL BANK OF GREECE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:12","2005-08-04 12:13:12","N",""
"41802678","ETHNGB2L    ","NATIONAL BANK OF GREECE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:12","2005-08-04 12:13:12","N",""
"41802695","ETHNGRAA    ","NATIONAL BANK OF GREECE SA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:12","2005-08-04 12:13:12","N",""
"41802711","EUBACH22    ","BANCA EUROMOBILIARE (SUISSE) SA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:12","2005-08-04 12:13:12","N",""
"41802726","EUBKBGSF    ","EUROBANK PLC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:12","2005-08-04 12:13:12","N",""
"41802738","EUBNVECA    ","EUROBANCO BANCO COMERICAL C.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:12","2005-08-04 12:13:12","N",""
"41802755","EUFAFRP1    ","EUROPAY FRANCE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:13","2005-08-04 12:13:13","N",""
"41802777","EUMOLBBE    ","BEMO BANQUE EUROPEENNE -","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:13","2005-08-04 12:13:13","N",""
"41802793","EURBBE99    ","EUROPABANK N.V.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:13","2005-08-04 12:13:13","N",""
"41802808","EURCRUMM    ","EURASIA CENTRE BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:13","2005-08-04 12:13:13","N",""
"41804113","FLARCOBB    ","FONDO LATINOAMERICANO DE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:35","2005-08-04 12:13:35","N",""
"41803613","FCMCUS33    ","MIZUHO CAPITAL MARKETS CORP","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:24","2005-08-04 12:13:24","N",""
"41803623","FCOHHNTE    ","BANCO FICOHSA S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:24","2005-08-04 12:13:24","N",""
"41803633","FCSBDE71    ","FURSTLICH CASTELL'SCHE BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:24","2005-08-04 12:13:24","N",""
"41803644","FCTBSI2X    ","FACTOR BANKA D.D.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:25","2005-08-04 12:13:25","N",""
"41803651","FCTTTTPS    ","FIRST CITIZENS BANK LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:25","2005-08-04 12:13:25","N",""
"41803659","FDRLINBBIBD ","THE FEDERAL BANK LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:25","2005-08-04 12:13:25","N",""
"41803666","FEDPPAP1    ","BANCO FEDPA S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:25","2005-08-04 12:13:25","N",""
"41803671","FEFAALTR    ","PROCREDIT BANK SH.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:25","2005-08-04 12:13:25","N",""
"41803677","FEIBBGSF    ","UNIBANK AD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:25","2005-08-04 12:13:25","N",""
"41803683","FEIDRUM1    ","FEDERAL BANK OF INNOVATIONS","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:25","2005-08-04 12:13:25","N",""
"41803689","FEINTWTP    ","FAR EASTERN INTERNATIONAL BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:25","2005-08-04 12:13:25","N",""
"41803695","FEISRUMM    ","FEDERAL INDUSTRIAL BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:26","2005-08-04 12:13:26","N",""
"41803701","FENBVNV1    ","FAR EAST NATIONAL BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:26","2005-08-04 12:13:26","N",""
"41803707","FERLBSNS    ","FERRIER LULLIN BANK AND TRUST","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:26","2005-08-04 12:13:26","N",""
"41803715","FERLCHGG    ","FERRIER LULLIN AND CIE SA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:26","2005-08-04 12:13:26","N",""
"41803721","FFIIHKH1    ","FUKUOKA FINANCE INTERNATIONAL LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:26","2005-08-04 12:13:26","N",""
"41803727","FFINTRIS    ","FAMILY FINANCE INSTITUTION","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:26","2005-08-04 12:13:26","N",""
"41803733","FFSWCHGG    ","FAISAL FINANCE (SWITZERLAND) S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:26","2005-08-04 12:13:26","N",""
"41803739","FFVBDEFF    ","FRANKFURTER VOLKSBANK AG","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:27","2005-08-04 12:13:27","N",""
"41803745","FGBMAEAA    ","FIRST GULF BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:27","2005-08-04 12:13:27","N",""
"41803751","FHBKUS77XXX ","FIRST HAWAIIAN BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:27","2005-08-04 12:13:27","N",""
"41803757","FHCCRU21    ","FINANCIAL HOUSE CLEARING CENTER","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:27","2005-08-04 12:13:27","N",""
"41803763","FIAKKENX    ","FIRST AMERICAN BANK OF KENYA LTD.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:27","2005-08-04 12:13:27","N",""
"41803771","FIAKKENXMSA ","FIRST AMERICAN BANK OF KENYA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:27","2005-08-04 12:13:27","N",""
"41803777","FIBBBJBJ    ","FINANCIAL BANK-BENIN","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:28","2005-08-04 12:13:28","N",""
"41803782","FIBHBHBM    ","SHAMIL BANK OF BAHRAIN","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:28","2005-08-04 12:13:28","N",""
"41803788","FIBIBRSP    ","BANCO FIBRA S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:28","2005-08-04 12:13:28","N",""
"41803794","FIBIBSNS    ","BANCO FIBRA S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:28","2005-08-04 12:13:28","N",""
"41803800","FIBKITMM    ","BANCA FIDEURAM SPA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:28","2005-08-04 12:13:28","N",""
"41803806","FIBKLULL    ","FIDEURAM BANK LUXEMBOURG S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:28","2005-08-04 12:13:28","N",""
"41803812","FIBXUAUK    ","FIRST INVESTMENT BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:28","2005-08-04 12:13:28","N",""
"41803818","FIDDCAM1    ","FIDUCIE DESJARDINS","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:28","2005-08-04 12:13:28","N",""
"41803826","FIDLNFSC001 ","NATIONAL FINANCIAL SERVICES LLC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:29","2005-08-04 12:13:29","N",""
"41803832","FIDLNFSC002 ","NATIONAL FINANCIAL SERVICES LLC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:29","2005-08-04 12:13:29","N",""
"41803838","FIDLNFSC003 ","NATIONAL FINANCIAL SERVICES LLC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:29","2005-08-04 12:13:29","N",""
"41803844","FIDLNFSC004 ","NATIONAL FINANCIAL SERVICES LLC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:29","2005-08-04 12:13:29","N",""
"41803850","FIDLNFSC006 ","NATIONAL FINANCIAL SERVICES LLC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:29","2005-08-04 12:13:29","N",""
"41803856","FIDLNFSC007 ","NATIONAL FINANCIAL SERVICES LLC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:29","2005-08-04 12:13:29","N",""
"41803862","FIDLNFSC008 ","NATL FIN SVCS LLC 15 C3-3 SPEC RESV","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:29","2005-08-04 12:13:29","N",""
"41803868","FIDLNFSC009 ","NATIONAL FINANCIAL SERVICES CORP","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:30","2005-08-04 12:13:30","N",""
"41803874","FIDLNFSC014 ","NATIONAL FINANCIAL SERVICES CORP","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:30","2005-08-04 12:13:30","N",""
"41803882","FIDLNFSC015 ","NATIONAL FINANCIAL SVCS LLC SPECIAL","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:13:30","2005-08-04 12:13:30","N",""
