"PRF_RID_RMTNC","PRF_RID_OWNER","PRF_CID_CUSTOMER","PRF_RID_SVC_GROUP","PRF_CDE_ROLE","PRF_UID_REC_UPDATE","PRF_UID_REC_CREATE","PRF_TSP_REC_UPDATE","PRF_TSP_REC_CREATE","PRF_TXT_FROM_STRNG","PRF_TXT_TO_STRNG","PRF_IND_TX_WTH_REQ","PRF_PCT_TX_WTHHLD","PRF_CDE_OWNER_TYPE","PRF_IND_FPML_ENBLD","PRF_CDE_BRANCH"
"3:EGGBQY","3:EGGBQ8","AMDPAOVM","@*DZF8KQ","AGENT","CCUISIA ","CCUISIA ","2020-09-13 14:32:32","2020-09-13 14:32:32","","","N","0","DEA  ","N",""
"AGEG229H","AGEG228Z","?ZE4CIA6","7NE4CQON","BORR ","WBAYERS ","WBAYERS ","2020-09-05 21:11:29","2020-09-05 21:11:29","","","N","0","DEA  ","N",""
"AGEG22BS","AGEG22BA","?ZE4CIA6","7NE4CQON","BORR ","WBAYERS ","WBAYERS ","2020-09-05 21:42:46","2020-09-05 21:42:46","","","N","0","DEA  ","N",""
"AGEG229P","AGEG228Z","AMDPAOVM","@*DZF8KS","AGENT","WBAYERS ","WBAYERS ","2020-09-05 21:13:30","2020-09-05 21:13:30","","","N","0","DEA  ","N",""
"AGEG22C0","AGEG22BA","AMDPAOVM","@*DZF8KS","AGENT","WBAYERS ","WBAYERS ","2020-09-05 21:45:23","2020-09-05 21:45:23","","","N","0","DEA  ","N",""
"!:EG54PT","!:EG54NB","Y?EFF2ED","1DEFIZ1F","BORR ","INPDEL01","INPDEL01","2020-09-07 12:33:07","2020-09-07 12:33:07","","","N","0","OST  ","N",""
"!+EG56PK","!+EG56P4","#ZEFTUU3","#ZEFTYY9","BORR ","INPROS01","INPROS01","2020-09-07 13:12:13","2020-09-07 13:12:13","","","N","0","DEA  ","N",""
"!+EG56PO","!+EG56P4","AMDPAOVM","@*DZF8KS","AGENT","INPROS01","INPROS01","2020-09-07 13:13:20","2020-09-07 13:13:20","","","N","0","DEA  ","N",""
"!*EG57JM","!*EG57J6","#ZEFTUU3","#ZEFTYY9","BORR ","INPROS01","INPROS01","2020-09-07 14:01:32","2020-09-07 14:01:32","","","N","0","DEA  ","N",""
"!*EG57JQ","!*EG57J6","AMDPAOVM","@*DZF8KS","AGENT","INPROS01","INPROS01","2020-09-07 14:03:00","2020-09-07 14:03:00","","","N","0","DEA  ","N",""
"!*EG57KN","!*EG57K3","AMDPAOVM","@*DZF8KS","AGENT","INPROS01","INPROS01","2020-09-07 14:18:24","2020-09-07 14:18:24","","","N","0","DEA  ","N",""
"PUEG5ABT","PUEG5ABD","#ZEFTUU3","#ZEFTYY9","BORR ","INPROS01","INPROS01","2020-09-07 14:34:42","2020-09-07 14:34:42","","","N","0","DEA  ","N",""
"PFEG5BA0","PFEG5B9K","#ZEFTUU3","#ZEFTYY9","BORR ","INPROS01","INPROS01","2020-09-07 14:50:42","2020-09-07 14:50:42","","","N","0","DEA  ","N",""
"PFEG5BA4","PFEG5B9K","AMDPAOVM","@*DZF8KS","AGENT","INPROS01","INPROS01","2020-09-07 14:52:05","2020-09-07 14:52:05","","","N","0","DEA  ","N",""
"K$EG6O74","K$EG6O6K","AMDPAOVM","@*DZF8KS","AGENT","INPROS01","INPROS01","2020-09-08 08:31:36","2020-09-08 08:31:36","","","N","0","DEA  ","N",""
"F1EG79GE","F1EG79FX","FCEG76R8","FREG78E9","BORR ","INPAMT01","INPAMT01","2020-09-08 15:48:50","2020-09-08 15:48:50","","","N","0","DEA  ","N",""
"FVEG7FRU","FVEG7FPJ","FCEG76R8","FREG78E9","BORR ","INPAMT01","INPAMT01","2020-09-08 18:40:51","2020-09-08 18:40:51","","","N","0","OST  ","N",""
"ZDEG8POW","ZDEG8PMM","CAEFH7KI","CAEFH8PS","BORR ","INPROS01","INPROS01","2020-09-09 12:12:42","2020-09-09 12:12:42","","","N","0","DEA  ","N",""
"ZDEG8PRI","ZDEG8PMM","Y@EFF0L8","Y@EFF16S","AGENT","INPROS01","INPROS01","2020-09-09 12:14:18","2020-09-09 12:14:18","","","N","0","DEA  ","N",""
"ZDEG8Q0O","ZDEG8PYF","CAEFH7KI","CAEFH8PS","BORR ","INPROS01","INPROS01","2020-09-09 12:19:47","2020-09-09 12:19:47","","","N","0","DEA  ","N",""
"ZDEG8Q3B","ZDEG8PYF","Y@EFF0L8","Y@EFF16S","AGENT","INPROS01","INPROS01","2020-09-09 12:21:23","2020-09-09 12:21:23","","","N","0","DEA  ","N",""
"9?EG8S4V","9?EG8S2H","CAEFH7KI","CAEFH8PS","BORR ","INPROS01","INPROS01","2020-09-09 13:05:30","2020-09-09 13:05:30","","","N","0","DEA  ","N",""
"9IEG8X3B","9IEG8X0V","CAEFH7KI","CAEFH8PS","BORR ","INPROS01","INPROS01","2020-09-09 14:52:35","2020-09-09 14:52:35","","","N","0","DEA  ","N",""
"9IEG8X64","9IEG8X0V","Y@EFF0L8","Y@EFF16S","AGENT","INPROS01","INPROS01","2020-09-09 14:54:17","2020-09-09 14:54:17","","","N","0","DEA  ","N",""
"9QEG8XOB","9QEG8XNV","CAEFH7KI","CAEFH8PS","BORR ","INPROS01","INPROS01","2020-09-09 15:00:49","2020-09-09 15:00:49","","","N","0","DEA  ","N",""
"9QEG8XOH","9QEG8XNV","Y@EFF0L8","Y@EFF16S","AGENT","INPROS01","INPROS01","2020-09-09 15:02:32","2020-09-09 15:02:32","","","N","0","DEA  ","N",""
")!EG92MJ",")!EG92LV","J5E4FAZF","J5E4FB05","BORR ","INPDEL01","INPDEL01","2020-09-09 15:54:20","2020-09-09 15:54:20","","","N","0","DEA  ","N",""
")!EG92MS",")!EG92LV","3FE4FBRS","3FE4FBSR","BORR ","INPDEL01","INPDEL01","2020-09-09 15:55:32","2020-09-09 15:55:32","","","N","0","DEA  ","N",""
")!EG92MW",")!EG92LV","AMDPAOVM","@*DZF8KQ","AGENT","INPDEL01","INPDEL01","2020-09-09 15:56:40","2020-09-09 15:56:40","","","N","0","DEA  ","N",""
")VEG9BNY",")VEG9BN1","3FE4FBRS","3FE4FBSR","BORR ","INPDEL01","INPDEL01","2020-09-09 18:51:59","2020-09-09 18:51:59","","","N","0","DEA  ","N",""
")0EG9BWC",")0EG9BVV",":KEDDAP0",":9EDDCJM","BORR ","KIDUENAS","KIDUENAS","2020-09-09 19:07:02","2020-09-09 19:07:02","","","N","0","DEA  ","N",""
")0EG9BWL",")0EG9BVV","AMDPAOVM","@*DZF8KQ","AGENT","KIDUENAS","KIDUENAS","2020-09-09 19:08:39","2020-09-09 19:08:39","","","N","0","DEA  ","N",""
"EWEGAHK7","EWEGAHJA","3FE4FBRS","3FE4FBSR","BORR ","INPDEL01","INPDEL01","2020-09-10 09:56:59","2020-09-10 09:56:59","","","N","0","DEA  ","N",""
"EWEGAHKB","EWEGAHJA","AMDPAOVM","@*DZF8KQ","AGENT","INPDEL01","INPDEL01","2020-09-10 09:58:07","2020-09-10 09:58:07","","","N","0","DEA  ","N",""
"E6EGAGUJ","E6EGAGO6","CAEFH7KI","CAEFH8PS","BORR ","INPROS01","INPROS01","2020-09-10 10:03:24","2020-09-10 10:03:24","","","N","0","OST  ","N",""
"3LEGGFKD","3LEGGFF4","?ZE4CIA6","7NE4CQON","BORR ","CCUISIA ","CCUISIA ","2020-09-13 16:15:37","2020-09-13 16:15:37","","","N","0","DEA  ","N",""
"3LEGGFOA","3LEGGFF4","AMDPAOVM","@*DZF8KQ","AGENT","CCUISIA ","CCUISIA ","2020-09-13 16:17:42","2020-09-13 16:17:42","","","N","0","DEA  ","N",""
"(KEGGND6","(KEGGNCP","?ZE4CIA6","7NE4CQON","BORR ","CCUISIA ","CCUISIA ","2020-09-13 18:57:29","2020-09-13 18:57:29","","","N","0","DEA  ","N",""
"3+EGGNM6","3+EGGNI4","AMDPAOVM","@*DZF8KQ","AGENT","CFRANCIS","CFRANCIS","2020-09-13 19:09:12","2020-09-13 19:09:12","","","N","0","DEA  ","N",""
"(KEGGME8","(KEGGMDR","?ZE4CIA6","7NE4CQON","BORR ","CCUISIA ","CCUISIA ","2020-09-13 18:21:04","2020-09-13 18:21:04","","","N","0","DEA  ","N",""
"(KEGGMEH","(KEGGMDR","AMDPAOVM","@*DZF8KQ","AGENT","CCUISIA ","CCUISIA ","2020-09-13 18:23:40","2020-09-13 18:23:40","","","N","0","DEA  ","N",""
"(KEGGNDF","(KEGGNCP","AMDPAOVM","@*DZF8KQ","AGENT","CCUISIA ","CCUISIA ","2020-09-13 19:00:31","2020-09-13 19:00:31","","","N","0","DEA  ","N",""
"(KEGGO53","(KEGGO0H","?ZE4CIA6","7NE4CQON","BORR ","CCUISIA ","CCUISIA ","2020-09-13 19:20:49","2020-09-13 19:20:49","","","N","0","DEA  ","N",""
"3+EGGNK0","3+EGGNI4","?ZE4CIA6","7NE4CQON","BORR ","CFRANCIS","CFRANCIS","2020-09-13 19:08:05","2020-09-13 19:08:05","","","N","0","DEA  ","N",""
"(KEGGO8T","(KEGGO0H","AMDPAOVM","@*DZF8KQ","AGENT","CCUISIA ","CCUISIA ","2020-09-13 19:23:57","2020-09-13 19:23:57","","","N","0","DEA  ","N",""
"(KEGGP2F","(KEGGOZB","?ZE4CIA6","7NE4CQON","BORR ","CCUISIA ","CCUISIA ","2020-09-13 19:40:48","2020-09-13 19:40:48","","","N","0","DEA  ","N",""
"(KEGGP5V","(KEGGOZB","AMDPAOVM","@*DZF8KQ","AGENT","CCUISIA ","CCUISIA ","2020-09-13 19:42:40","2020-09-13 19:42:40","","","N","0","DEA  ","N",""
"(OEGGQ5N","3+EGGNI4","AMDPAOVM","@*DZF8KS","BENEF","CFRANCIS","CFRANCIS","2020-09-13 19:52:17","2020-09-13 19:52:17","","","N","0","DEA  ","N",""
"(KEGGQAH","(KEGGQ7J","?ZE4CIA6","7NE4CQON","BORR ","CCUISIA ","CCUISIA ","2020-09-13 20:07:14","2020-09-13 20:07:14","","","N","0","DEA  ","N",""
"(KEGGQEL","(KEGGQ7J","AMDPAOVM","@*DZF8KQ","AGENT","CCUISIA ","CCUISIA ","2020-09-13 20:10:26","2020-09-13 20:10:26","","","N","0","DEA  ","N",""
"(KEGGQWH","(KEGGQT9","?ZE4CIA6","7NE4CQON","BORR ","CCUISIA ","CCUISIA ","2020-09-13 20:20:26","2020-09-13 20:20:26","","","N","0","DEA  ","N",""
"(KEGGR01","(KEGGQT9","AMDPAOVM","@*DZF8KQ","AGENT","CCUISIA ","CCUISIA ","2020-09-13 20:22:23","2020-09-13 20:22:23","","","N","0","DEA  ","N",""
"(KEGGU30","(KEGGTYY","?ZE4CIA6","7NE4CQON","BORR ","CCUISIA ","CCUISIA ","2020-09-13 21:29:21","2020-09-13 21:29:21","","","N","0","DEA  ","N",""
"(KEGGU73","(KEGGTYY","AMDPAOVM","@*DZF8KQ","AGENT","CCUISIA ","CCUISIA ","2020-09-13 21:31:29","2020-09-13 21:31:29","","","N","0","DEA  ","N",""
"(KEGGUYV","(KEGGUVG","?ZE4CIA6","7NE4CQON","BORR ","CCUISIA ","CCUISIA ","2020-09-13 21:48:21","2020-09-13 21:48:21","","","N","0","DEA  ","N",""
"(KEGGV2G","(KEGGUVG","AMDPAOVM","@*DZF8KQ","AGENT","CCUISIA ","CCUISIA ","2020-09-13 21:50:17","2020-09-13 21:50:17","","","N","0","DEA  ","N",""
"(KEGGWHA","(KEGGWD6","?ZE4CIA6","7NE4CQON","BORR ","CCUISIA ","CCUISIA ","2020-09-13 22:21:04","2020-09-13 22:21:04","","","N","0","DEA  ","N",""
"CJEGH8S9","CJEGH8RU","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-09-14 01:07:35","2020-09-14 01:07:35","","","N","0","DEA  ","N",""
"CJEGH8SG","CJEGH8RU","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-09-14 01:09:10","2020-09-14 01:09:10","","","N","0","DEA  ","N",""
"CXEGHE1H","CXEGHE12","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-09-14 02:25:19","2020-09-14 02:25:19","","","N","0","DEA  ","N",""
"CXEGHE1O","CXEGHE12","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-09-14 02:27:00","2020-09-14 02:27:00","","","N","0","DEA  ","N",""
";KEGHIOQ",";KEGHIOB","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-09-14 05:05:26","2020-09-14 05:05:26","","","N","0","DEA  ","N",""
";KEGHIOX",";KEGHIOB","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-09-14 05:06:50","2020-09-14 05:06:50","","","N","0","DEA  ","N",""
";WEGHQV7",";WEGHQUS","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-09-14 06:55:13","2020-09-14 06:55:13","","","N","0","DEA  ","N",""
";WEGHQVE",";WEGHQUS","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-09-14 06:56:28","2020-09-14 06:56:28","","","N","0","DEA  ","N",""
";IEGHO7X","(KEGGWD6","?ZE4CIA6","7NE4CQON","BENEF","CFRANCIS","CFRANCIS","2020-09-14 08:12:27","2020-09-14 08:12:27","","","N","0","DEA  ","N",""
"6JEGI0OM","6JEGI0J7","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-09-14 12:49:14","2020-09-14 12:49:14","","","N","0","DEA  ","N",""
"W9EGIAV8","W9EGIAUB","3FE4FBRS","3FE4FBSR","BORR ","INPELY01","INPELY01","2020-09-14 15:19:29","2020-09-14 15:19:29","","","N","0","DEA  ","N",""
"W9EGIAVC","W9EGIAUB","AMDPAOVM","@*DZF8KQ","AGENT","INPELY01","INPELY01","2020-09-14 15:20:52","2020-09-14 15:20:52","","","N","0","DEA  ","N",""
"WUEGI7RW","WUEGI7N5","J5E4FAZF","J5E4FB05","BORR ","INPDEL01","INPDEL01","2020-09-14 15:22:18","2020-09-14 15:22:18","","","N","0","DEA  ","N",""
"WUEGI7U6","WUEGI7N5","3FE4FBRS","3FE4FBSR","BORR ","INPDEL01","INPDEL01","2020-09-14 15:23:39","2020-09-14 15:23:39","","","N","0","DEA  ","N",""
"WUEGI7W7","WUEGI7N5","AMDPAOVM","@*DZF8KQ","AGENT","INPDEL01","INPDEL01","2020-09-14 15:24:55","2020-09-14 15:24:55","","","N","0","DEA  ","N",""
"WHEGIALE","6NEGI8PM","AMDPAOVM","@*DZF8KS","BENEF","CFRANCIS","CFRANCIS","2020-09-14 16:04:54","2020-09-14 16:04:54","","","N","0","DEA  ","N",""
"W5EGID7K","W5EGID75","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-09-14 17:15:29","2020-09-14 17:15:29","","","N","0","DEA  ","N",""
"S8EGJUUK","S8EGJUU4","J5E4FAXX","J5E4FAZ1","BORR ","INPDEL01","INPDEL01","2020-09-15 12:04:16","2020-09-15 12:04:16","","","N","0","DEA  ","N",""
"S8EGJUV1","S8EGJUU4","3FE4FBRS","3FE4FBSR","BORR ","INPDEL01","INPDEL01","2020-09-15 12:08:06","2020-09-15 12:08:06","","","N","0","DEA  ","N",""
"S8EGJUV5","S8EGJUU4","AMDPAOVM","@*DZF8KQ","AGENT","INPDEL01","INPDEL01","2020-09-15 12:10:01","2020-09-15 12:10:01","","","N","0","DEA  ","N",""
"29EFMJ3B","29EFMJ2U","I2EFMH43","I2EFMI0X","BORR ","INPALN01","INPALN01","2020-08-28 11:37:40","2020-08-28 11:37:40","","","N","0","DEA  ","N",""
"29EFMJ3H","29EFMJ2U","AMDPAOVM","@*DZF8KS","AGENT","INPALN01","INPALN01","2020-08-28 11:39:06","2020-08-28 11:39:06","","","N","0","DEA  ","N",""
"I$EFMHXS","I$EFMHU0","A$DPARLG","U)E9BKCG","AGENT","INPDEL01","INPDEL01","2020-08-28 12:16:37","2020-08-28 12:16:37","","","N","0","DEA  ","N",""
"IXEFMN0X","IXEFMMYW","CAEFH7KI","CAEFH8PS","BORR ","INPROS01","INPROS01","2020-08-28 14:06:31","2020-08-28 14:06:31","","","N","0","DEA  ","N",""
"IXEFMN3G","IXEFMMYW","Y@EFF0L8","Y@EFF16S","AGENT","INPROS01","INPROS01","2020-08-28 14:08:02","2020-08-28 14:08:02","","","N","0","DEA  ","N",""
"I$EFMQ8V","I$EFMQ4E","A$DPARLG","U)E9BKCG","AGENT","INPDEL01","INPDEL01","2020-08-28 15:16:07","2020-08-28 15:16:07","","","N","0","DEA  ","N",""
"IQEFMV8Y","IQEFMV60","(IEFGRPX","(2EFGW8T","BORR ","INPRON01","INPRON01","2020-08-28 17:04:11","2020-08-28 17:04:11","","","N","0","DEA  ","N",""
"IQEFMVBA","IQEFMV60","AMDPAOVM","@*DZF8KS","AGENT","INPRON01","INPRON01","2020-08-28 17:05:35","2020-08-28 17:05:35","","","N","0","DEA  ","N",""
"-KEFN05E","-KEFN04S","A$DPARLG","U)E9BKCG","AGENT","INPDEL01","INPDEL01","2020-08-28 17:33:41","2020-08-28 17:33:41","","","N","0","DEA  ","N",""
"-KEFN21W","-KEFN1Y4","A$DPARLG","U)E9BKCG","AGENT","INPDEL01","INPDEL01","2020-08-28 19:31:08","2020-08-28 19:31:08","","","N","0","DEA  ","N",""
"IQEFN21X","IQEFN1ZH","(IEFGRPX","(2EFGW8T","BORR ","INPRON01","INPRON01","2020-08-28 19:31:09","2020-08-28 19:31:09","","","N","0","DEA  ","N",""
"IQEFN248","IQEFN1ZH","AMDPAOVM","@*DZF8KS","AGENT","INPRON01","INPRON01","2020-08-28 19:32:33","2020-08-28 19:32:33","","","N","0","DEA  ","N",""
"#KEFTTRH","#KEFTTR1","@MEFH6VL","@MEFH8AY","BORR ","INPDEL01","INPDEL01","2020-09-01 10:13:54","2020-09-01 10:13:54","","","N","0","DEA  ","N",""
"#TEFTVQ2","#TEFTVPM","@MEFH6VL","@MEFH8AY","BORR ","INPDEL01","INPDEL01","2020-09-01 10:40:18","2020-09-01 10:40:18","","","N","0","DEA  ","N",""
"#8EFTW5Z","#8EFTW5J","@MEFH6VL","@MEFH8AY","BORR ","INPDEL01","INPDEL01","2020-09-01 10:49:24","2020-09-01 10:49:24","","","N","0","DEA  ","N",""
"#8EFTW65","#8EFTW5J","A$DPARLG","U)E9BKCG","AGENT","INPDEL01","INPDEL01","2020-09-01 10:50:28","2020-09-01 10:50:28","","","N","0","DEA  ","N",""
"#8EFTYG7","#8EFTYCF","A$DPARLG","U)E9BKCG","AGENT","INPDEL01","INPDEL01","2020-09-01 12:56:57","2020-09-01 12:56:57","","","N","0","DEA  ","N",""
"B!EFU969","B!EFU95N","A$DPARLG","U)E9BKCG","AGENT","INPDEL01","INPDEL01","2020-09-01 15:32:09","2020-09-01 15:32:09","","","N","0","DEA  ","N",""
"5KEFXKBY","5KEFXKBI","#ZEFTUU3","#ZEFTYY9","BORR ","INPROS01","INPROS01","2020-09-03 10:26:05","2020-09-03 10:26:05","","","N","0","DEA  ","N",""
"5KEFXKC4","5KEFXKBI","Y@EFF0L8","Y@EFF16S","AGENT","INPROS01","INPROS01","2020-09-03 10:27:31","2020-09-03 10:27:31","","","N","0","DEA  ","N",""
"59EFXLNP","59EFXLN9","#ZEFTUU3","#ZEFTYY9","BORR ","INPROS01","INPROS01","2020-09-03 11:07:45","2020-09-03 11:07:45","","","N","0","DEA  ","N",""
"59EFXLNV","59EFXLN9","Y@EFF0L8","Y@EFF16S","AGENT","INPROS01","INPROS01","2020-09-03 11:09:18","2020-09-03 11:09:18","","","N","0","DEA  ","N",""
"5TEFXNI4","5TEFXNHI","Y@EFF0L8","Y@EFF16S","AGENT","INPROS01","INPROS01","2020-09-03 11:49:03","2020-09-03 11:49:03","","","N","0","DEA  ","N",""
"5#EFXVG7","5#EFXVFL","Y@EFF0L8","Y@EFF16S","AGENT","INPROS01","INPROS01","2020-09-03 14:19:45","2020-09-03 14:19:45","","","N","0","DEA  ","N",""
"5PEFXTKB","5PEFXTIK","P=E6K597","K0E9B6IG","BORR ","JCUSR01 ","JCUSR01 ","2020-09-03 15:02:09","2020-09-03 15:02:09","","","N","0","DEA  ","N",""
"5PEFXTLJ","5PEFXTIK","AMDPAOVM","@*DZF8KU","AGENT","JCUSR01 ","JCUSR01 ","2020-09-03 15:02:50","2020-09-03 15:02:50","","","N","0","DEA  ","N",""
"E*EGAR4C","E*EGAR3F","3FE4FBRS","3FE4FBSR","BORR ","INPDEL01","INPDEL01","2020-09-10 13:24:23","2020-09-10 13:24:23","","","N","0","DEA  ","N",""
"E*EGAWI7","E*EGAWF6","J5E4FAXX","J5E4FAZ1","BORR ","INPDEL01","INPDEL01","2020-09-10 16:35:15","2020-09-10 16:35:15","","","N","0","DEA  ","N",""
"E*EGAR4G","E*EGAR3F","AMDPAOVM","@*DZF8KQ","AGENT","INPDEL01","INPDEL01","2020-09-10 13:25:33","2020-09-10 13:25:33","","","N","0","DEA  ","N",""
"E*EGAWKJ","E*EGAWF6","J5E4FAZF","J5E4FB05","BORR ","INPDEL01","INPDEL01","2020-09-10 16:36:38","2020-09-10 16:36:38","","","N","0","DEA  ","N",""
"E*EGAR3V","E*EGAR3F","J5E4FAXX","J5E4FAZ1","BORR ","INPDEL01","INPDEL01","2020-09-10 13:21:54","2020-09-10 13:21:54","","","N","0","DEA  ","N",""
"E*EGAWMU","E*EGAWF6","3FE4FBRS","3FE4FBSR","BORR ","INPDEL01","INPDEL01","2020-09-10 16:38:00","2020-09-10 16:38:00","","","N","0","DEA  ","N",""
"E*EGAWPB","E*EGAWF6","AMDPAOVM","@*DZF8KQ","AGENT","INPDEL01","INPDEL01","2020-09-10 16:39:32","2020-09-10 16:39:32","","","N","0","DEA  ","N",""
"T5EGB8KJ","T5EGB8JI","AMDPAOVM","@*DZF8KQ","AGENT","INPDEL01","INPDEL01","2020-09-10 19:49:33","2020-09-10 19:49:33","","","N","0","DEA  ","N",""
"T-EGB5HH","T-EGB5H2","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-09-10 19:25:55","2020-09-10 19:25:55","","","N","0","DEA  ","N",""
"T5EGB8KF","T5EGB8JI","3FE4FBRS","3FE4FBSR","BORR ","INPDEL01","INPDEL01","2020-09-10 19:48:15","2020-09-10 19:48:15","","","N","0","DEA  ","N",""
".XEGB3ZI",".XEGB3Z3","P=E6K597","K0E9B6IG","BORR ","DANUSR01","DANUSR01","2020-09-10 18:08:11","2020-09-10 18:08:11","","","N","0","DEA  ","N",""
".XEGB3ZP",".XEGB3Z3","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-09-10 18:09:47","2020-09-10 18:09:47","","","N","0","DEA  ","N",""
".1EGB0YK",".1EGB0VR","J5E4FAXX","J5E4FAZ1","BORR ","INPDEL01","INPDEL01","2020-09-10 18:11:30","2020-09-10 18:11:30","","","N","0","DEA  ","N",""
"O=EGCHKD","O=EGCHJX","J5E4FAXX","J5E4FAZ1","BORR ","INPDEL01","INPDEL01","2020-09-11 11:52:39","2020-09-11 11:52:39","","","N","0","DEA  ","N",""
".1EGB10Y",".1EGB0VR","J5E4FAZF","J5E4FB05","BORR ","INPDEL01","INPDEL01","2020-09-10 18:12:53","2020-09-10 18:12:53","","","N","0","DEA  ","N",""
"O=EGCHKL","O=EGCHJX","J5E4FAZF","J5E4FB05","BORR ","INPDEL01","INPDEL01","2020-09-11 11:53:53","2020-09-11 11:53:53","","","N","0","DEA  ","N",""
".1EGB15Y",".1EGB0VR","AMDPAOVM","@*DZF8KQ","AGENT","INPDEL01","INPDEL01","2020-09-10 18:15:56","2020-09-10 18:15:56","","","N","0","DEA  ","N",""
"YPEGCMGC","YPEGCM9X","CAEFH7KI","CAEFH8PS","BORR ","INPROS01","INPROS01","2020-09-11 14:12:34","2020-09-11 14:12:34","","","N","0","OST  ","N",""
"Y0EGCTLS","Y0EGCTFA","A$DPARLG","U)E9BKCG","INVR ","INPROS01","INPROS01","2020-09-11 16:41:33","2020-09-11 16:41:33","","","N","0","OST  ","N",""
"Y0EGCTCH","Y0EGCT5Z","A$DPARLG","U)E9BKCG","INVR ","INPROS01","INPROS01","2020-09-11 16:28:00","2020-09-11 16:28:00","","","N","0","OST  ","N",""
"Y0EGCTCM","Y0EGCT5Z","Y@EFF0L8","Y@EFF16S","AGENT","INPROS01","INPROS01","2020-09-11 16:30:12","2020-09-11 16:30:12","","","N","0","OST  ","N",""
"OBEGCSMZ","OBEGCSKL","J5E4FAXX","J5E4FAZ1","BORR ","INPDEL01","INPDEL01","2020-09-11 17:07:01","2020-09-11 17:07:01","","","N","0","DEA  ","N",""
"OBEGCSP2","OBEGCSKL","J5E4FAZF","J5E4FB05","BORR ","INPDEL01","INPDEL01","2020-09-11 17:08:15","2020-09-11 17:08:15","","","N","0","DEA  ","N",""
"J)EGCWD1","J)EGCWA0","J5E4FAXX","J5E4FAZ1","BORR ","INPELY01","INPELY01","2020-09-11 18:27:30","2020-09-11 18:27:30","","","N","0","DEA  ","N",""
"J)EGCWFD","J)EGCWA0","J5E4FAZF","J5E4FB05","BORR ","INPELY01","INPELY01","2020-09-11 18:28:52","2020-09-11 18:28:52","","","N","0","DEA  ","N",""
"J)EGCWHO","J)EGCWA0","3FE4FBRS","3FE4FBSR","BORR ","INPELY01","INPELY01","2020-09-11 18:30:16","2020-09-11 18:30:16","","","N","0","DEA  ","N",""
"J6EGCZ50","J6EGCZ22","J5E4FAXX","J5E4FAZ1","BORR ","INPDEL01","INPDEL01","2020-09-11 19:27:28","2020-09-11 19:27:28","","","N","0","DEA  ","N",""
"J6EGCZ7A","J6EGCZ22","J5E4FAZF","J5E4FB05","BORR ","INPDEL01","INPDEL01","2020-09-11 19:28:48","2020-09-11 19:28:48","","","N","0","DEA  ","N",""
"J6EGCZ9J","J6EGCZ22","3FE4FBRS","3FE4FBSR","BORR ","INPDEL01","INPDEL01","2020-09-11 19:30:09","2020-09-11 19:30:09","","","N","0","DEA  ","N",""
"J6EGCZBL","J6EGCZ22","AMDPAOVM","@*DZF8KQ","AGENT","INPDEL01","INPDEL01","2020-09-11 19:31:25","2020-09-11 19:31:25","","","N","0","DEA  ","N",""
"74EGJZAI","74EGJZ7I","J5E4FAXX","J5E4FAZ1","BORR ","INPDEL01","INPDEL01","2020-09-15 14:14:26","2020-09-15 14:14:26","","","N","0","DEA  ","N",""
"74EGJZD9","74EGJZ7I","J5E4FAZF","J5E4FB05","BORR ","INPDEL01","INPDEL01","2020-09-15 14:16:04","2020-09-15 14:16:04","","","N","0","DEA  ","N",""
"74EGJZFX","74EGJZ7I","3FE4FBRS","3FE4FBSR","BORR ","INPDEL01","INPDEL01","2020-09-15 14:17:39","2020-09-15 14:17:39","","","N","0","DEA  ","N",""
"74EGJZIA","74EGJZ7I","AMDPAOVM","@*DZF8KQ","AGENT","INPDEL01","INPDEL01","2020-09-15 14:19:07","2020-09-15 14:19:07","","","N","0","DEA  ","N",""
"7$EGK8G0","7$EGK8FK","J5E4FAXX","J5E4FAZ1","BORR ","INPELY01","INPELY01","2020-09-15 16:18:45","2020-09-15 16:18:45","","","N","0","DEA  ","N",""
"7$EGK8G8","7$EGK8FK","J5E4FAZF","J5E4FB05","BORR ","INPELY01","INPELY01","2020-09-15 16:20:07","2020-09-15 16:20:07","","","N","0","DEA  ","N",""
"7$EGK8GH","7$EGK8FK","3FE4FBRS","3FE4FBSR","BORR ","INPELY01","INPELY01","2020-09-15 16:21:33","2020-09-15 16:21:33","","","N","0","DEA  ","N",""
