OST_RID_OUTSTANDNG,OST_NME_ALIAS,OST_CID_BORROWER,OST_PID_DEAL,OST_PID_FACILITY,OST_CDE_OUTSTD_TYP,OST_CDE_PRICE_OPT,OST_CDE_OBJ_STATE,OST_CDE_OB_ST_CTG,OST_TSP_REC_CREATE,OST_TSP_REC_UPDATE,OST_UID_REC_CREATE,OST_UID_REC_UPDATE,OST_AMT_BANK_GROSS,OST_AMT_BANK_NET,OST_IND_FLOAT_RATE,OST_IND_MATCH_FUND,OST_IND_HAS_RPR_DT,OST_CDE_PERF_STAT,OST_CDE_ENDTE_RULE,OST_IND_ACCRUABLE,OST_RTE_FC_RATE,OST_RTE_FC_HS_RATE,OST_AMT_FC_BNK_GRS,OST_AMT_FC_BNK_NET,OST_CDE_TRSRY_AREA,OST_CDE_RQST_CCY,OST_IND_AC_CF_ONLY,OST_AMT_FC_CURRENT,OST_CDE_CURRENCY,OST_CDE_LOAN_PURP,OST_DTE_REPRICING,OST_CDE_REPR_FREQ,OST_CDE_RISK_TYPE,OST_PID_SUBLIMIT,OST_DTE_EFFECTIVE,OST_AMT_ORIGINAL,OST_AMT_CURRENT,OST_CDE_ACR_PERIOD,OST_IND_AUTO_EXTND,OST_CDE_EXTENSION,OST_NUM_NOTIFICATN,OST_IND_REINSTATBL,OST_NUM_EXT_INCR,OST_DTE_EXPIRY_ENT,OST_DTE_EXPIRY_CLC,OST_DTE_EXPIRY_FNL,OST_CDE_SIC,OST_CDE_GL_CLASS,OST_IND_NOTF_RCVD,OST_IND_FACING_FEE,OST_IND_ISSUIN_FEE,OST_DTE_PAID_DOWN,OST_CDE_FRG_WTHHLD,OST_PCT_FRG_WTHHLD,OST_CDE_TAX_EXEMPT,OST_PCT_TAX_EXEMPT,OST_CDE_RAC_REPRIC,OST_CDE_SIC_CNTRY,OST_DTE_RAC_REPRIC,OST_CDE_ACT_ACR_RL,OST_RID_COLLAT_DEF,OST_IND_AC_SCD_BAL,OST_AMT_SCHED_BAL,OST_IND_AUTO_PREPF,OST_IND_BILL_BORR,OST_NUM_BILL_DAYS,OST_IND_DONT_PRNT,OST_IND_DONT_MAIL,OST_IND_BILL_MATR,OST_AMT_NACR_TLRNC,OST_PCT_NACR_TLRNC,OST_RID_LCHG_RULE,OST_CDE_OVERAGE_RL,OST_IND_SEPACRFEES,OST_IND_PMAT_INT,OST_IND_ANV_DTE_AP,OST_DTE_ANIVERSARY,OST_CDE_ANVDTE_EOM,OST_IND_INT_DUE_RP,OST_IND_SYNC_PC_RP,OST_DTE_ACT_REPRIC,OST_CDE_DEC_ROUND,OST_CDE_FRAC_ROUND,OST_CDE_DEC_PRECN,OST_CDE_FRAC_IRATE,OST_CDE_RAP_MTHD,OST_IND_INC_XMLBIL,OST_CDE_UNSCHP_MTH,OST_IND_CARE_OF,OST_AMT_PREP_FEE,OST_IND_TEMP_PYMT,OST_CDE_PLEDGE,OST_AMT_ADJBAL,OST_AMT_BASE_DISC,OST_AMT_SCH_DISC,OST_CDE_CON_BIL_OP,OST_CDE_F_ACR_CUR,OST_CDE_GRACE_CAL,OST_CDE_OWNER_TYPE,OST_CDE_PSD_IT_TYP,OST_CDE_STDTE_RULE,OST_CDE_STMT_FREQ,OST_DTE_ART_SET,OST_DTE_CDS_NEXT,OST_DTE_EOC_DDLPI,OST_DTE_EOM_DDLPI,OST_DTE_FFPMT_EFF,OST_DTE_FX_RATE,OST_DTE_IFPMT_EFF,OST_DTE_INTENT,OST_DTE_NOTE,OST_DTE_RATE_SETT,OST_IND_AUTO_GEN,OST_IND_AUTO_OPYMT,OST_IND_AUTO_RD_EX,OST_IND_AUTO_REL,OST_IND_AUTO_RTF,OST_IND_BULLET_PAY,OST_IND_CMP_INT,OST_IND_CSFL_FRMTO,OST_IND_DIR_NOTE,OST_IND_ELG_98,OST_IND_ELG_99DIV,OST_IND_FDPR_DATE,OST_IND_MRT_SET,OST_IND_PMT_PLAN,OST_IND_PSTDUE_ACR,OST_IND_RP_SCH_SYN,OST_IND_SEP_99AC,OST_IND_STA_HB_SHR,OST_IND_UNED_INT,OST_IND_WAIVE_STTX,OST_NME_ACCT_NAME,OST_NME_PROPERTY,OST_NUM_PDUE_GDAYS,OST_TXT_CONTRACTID,OST_RID_LINKED_DEP,OST_RID_OWNER,OST_RID_PSTD_ITEM,OST_RID_PSTDUE_PRA,OST_RTE_AC_HS_RATE,OST_RTE_ACR_RATE,OST_RTE_PURCHASED,OST_TXT_CNTNO,OST_TXT_EOC_SRP,OST_TXT_SRC_SYS_ID,OST_CDE_IMP_STAGE,OST_IND_CFA_CHO,OST_IND_IMP_ST_OVR,OST_IND_INSCH_RPDT,OST_IND_DEPO_PAYOF,OST_IND_ITEM_PAYOF,OST_DTE_MSD_PRC,OST_DTE_MSD_INT,OST_CDE_MSD_PRC,OST_CDE_MSD_INT,OST_IND_MSD_PRC,OST_IND_MSD_INT,OST_OID_OUTSTANDNG,OST_CDE_BRANCH
STEI1SBR,"60001207       ",?ZE4CIA6,D3EI1MRL,DXEI1OOP,"LOAN ",NIBOR,INCAN,INACT,2020-10-14 15:33:26,2020-10-14 19:46:06,JAQUITAN,JAQUITAN,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"AU   ",NOK,N,0,NOK,"ACQ  ",2021-04-06 00:00:00,"1M   ",LOANS,,2021-03-05 00:00:00,20000000,0,"MON  ",N,,,N,,2026-03-03 00:00:00,,,"0420      ",OTHER,N,N,N,2021-03-05 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-03 00:00:00,,,,,2021-03-31 00:00:00,,2021-03-30 00:00:00,,2021-03-31 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2026-03-03 00:00:00,2026-03-03 00:00:00,"LMTR ","LMTR ",N,N,38549ec07c2df7904f9ee58,CG852
XDEI1ZKY,"60001210       ",SIEESUTN,"#!EFTROA","#!EFTRT9","LOAN ",EURLI,"PEND ",POTEN,2020-10-14 18:12:19,2020-10-14 19:00:52,CMARTILL,RPTMGR01,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NZ   ",EUR,N,,EUR,CONSH,2021-04-06 00:00:00,"1M   ",LOANS,,2021-03-05 00:00:00,77950,,"MON  ",N,,,N,,2024-05-28 00:00:00,,,"0124      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-03 00:00:00,,,,,2021-03-31 00:00:00,,2021-03-30 00:00:00,,2021-03-31 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,3857035bd3d2a599df9ee79,CG852
IKEI21VE,"60001216       ",?ZE4CIA6,D3EI1MRL,X-EI206K,"LOAN ",USDLI,"PEND ",POTEN,2020-10-14 19:00:14,2020-10-14 19:02:34,SMANZANO,SMANZANO,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"AU   ",USD,N,,USD,"ACQ  ",2021-04-12 00:00:00,"1M   ",LOANS,,2021-03-10 00:00:00,10.45,,"MON  ",,,,N,,2026-03-05 00:00:00,,,"0420      ",,,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-08 00:00:00,,,,,2021-04-08 00:00:00,,2021-04-07 00:00:00,,2021-04-08 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,3857b48cf76fa7ab2f9eea1,CG852
I5EI25PL,"60001221       ",?ZE4CIA6,D3EI1MRL,DXEI1OOP,"LOAN ",NIBOR,LRELS,ACTUA,2020-10-14 19:58:28,2020-10-14 20:03:16,JAQUITAN,JANICEA2,400000,400000,N,N,Y,"ACCR ","TOAD ",Y,1,1,400000,400000,"AU   ",NOK,N,1000000,NOK,"ACQ  ",2021-04-06 00:00:00,"1M   ",LOANS,,2021-03-03 00:00:00,1000000,1000000,"MON  ",N,,,N,,2026-03-03 00:00:00,,,"0420      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,1000000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-01 00:00:00,,,,,2021-03-31 00:00:00,,2021-03-30 00:00:00,,2021-03-31 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2026-03-03 00:00:00,2026-03-03 00:00:00,"LMTR ","LMTR ",N,N,385894981088aa234f9eed3,CG852
G(EHQKWA,"60001136       ",)?EF8978,IREFMCO3,I:EFMEGK,"LOAN ",EURLI,LRELS,ACTUA,2020-10-08 11:22:25,2020-10-08 11:33:21,LIQSVR02,LIQUSR02,8000,8000,N,N,Y,"ACCR ","TOAD ",Y,1,1,8000,8000,"NL   ",EUR,N,8000,EUR,"ACQ  ",2020-07-10 00:00:00,"1D   ",LOANS,,2020-07-09 00:00:00,8000,8000,"DAL  ",N,,,N,,2025-05-29 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,8000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-07 00:00:00,,,,,2020-07-08 00:00:00,,2020-07-07 00:00:00,,2020-07-08 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-29 00:00:00,2025-05-29 00:00:00,"LMTR ","LMTR ",N,N,37d274bd127ce417bb7176e,CG852
FFEHSALC,"60001164       ",ZHEF7YY1,3.EFFDYP,3.EFFDZL,"LOAN ",EURLI,"PEND ",POTEN,2020-10-09 14:18:21,2020-10-10 13:48:25,"C116594 ","B116594 ",0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NL   ",EUR,N,,EUR,"ACQ  ",2020-08-13 00:00:00,"1M   ",LOANS,,2020-07-13 00:00:00,30,,"MON  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-09 00:00:00,,,,,2020-08-11 00:00:00,,2020-08-10 00:00:00,,2020-08-11 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,37ea1aba4ce164c8db7194f,CG852
F;EHSRKD,"60001165       ",SIEESUTN,"#!EFTROA","#!EFTRT9","LOAN ",EURLI,"PEND ",POTEN,2020-10-09 14:32:39,2020-10-09 16:21:23,LIQUSR03,LIQUSR03,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NZ   ",EUR,N,,EUR,CONSH,2020-10-15 00:00:00,"3M   ",LOANS,,2020-07-15 00:00:00,100000,,"QUA  ",N,,,N,,2024-05-28 00:00:00,,,"0124      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-13 00:00:00,,,,,2020-10-13 00:00:00,,2020-10-12 00:00:00,,2020-10-13 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,37ea4dcbc12285648b71954,CG852
F2EHSIKF,"60001170       ",SIEESUTN,"#!EFTROA","#!EFTRT9","LOAN ",EURLI,"PEND ",POTEN,2020-10-09 15:28:24,2020-10-09 15:51:11,CMARTILL,RPTSUP01,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NZ   ",EUR,N,,EUR,CONSH,2020-07-14 00:00:00,"1D   ",LOANS,,2020-07-13 00:00:00,121000,,"DAL  ",N,,,N,,2024-05-28 00:00:00,,,"0124      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-09 00:00:00,,,,,2020-07-10 00:00:00,,2020-07-09 00:00:00,,2020-07-10 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,37eb260f51e2da679b71997,CG852
$;EI1MD1,"60001197       ",)?EF8978,YZEFEWH5,YZEFEXAM,"LOAN ",EURLI,"PEND ",POTEN,2020-10-14 12:10:55,2020-10-14 12:17:01,SMANZANO,MANZANOM,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NL   ",EUR,N,,EUR,"ACQ  ",2021-03-04 00:00:00,"1D   ",LOANS,,2021-03-03 00:00:00,1000000,,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-01 00:00:00,,,,,2021-03-02 00:00:00,,2021-03-01 00:00:00,,2021-03-02 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,3851babe57fcbf616f9ee0b,CG852
?5EI1TBD,"60001205       ",SIEESUTN,$QEI1OJW,$QEI1OLY,"LOAN ","BAB  ","PEND ",POTEN,2020-10-14 14:40:50,2020-10-14 15:35:55,LIQUSR03,LIQUSR03,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NZ   ",AUD,N,,AUD,"ACQ  ",2021-04-06 00:00:00,"1M   ",LOANS,,2021-03-05 00:00:00,1000000,,"MON  ",N,,,N,,2025-03-03 00:00:00,,,"0124      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-05 00:00:00,,,,,2021-04-06 00:00:00,,2021-03-30 00:00:00,,2021-04-06 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,3853eb9d584b56c9ef9ee4f,CG852
S)EI1XRG,"60001208       ",SIEESUTN,$QEI1OJW,$QEI1OLY,"LOAN ","BAB  ","PEND ",POTEN,2020-10-14 15:46:49,2020-10-14 15:47:06,LIQUSR03,LIQUSR03,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NZ   ",AUD,N,,AUD,"ACQ  ",2021-04-06 00:00:00,"1M   ",LOANS,,2021-03-03 00:00:00,1000000,,"MON  ",,,,N,,2025-03-03 00:00:00,,,"0124      ",,,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-03 00:00:00,,,,,2021-04-06 00:00:00,,2021-03-30 00:00:00,,2021-04-06 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,3854e512fd58d8c76f9ee65,CG852
IKEI21Q1,"60001215       ",?ZE4CIA6,D3EI1MRL,X-EI206K,"LOAN ",USDLI,CNCLD,INACT,2020-10-14 18:48:59,2020-10-14 18:57:33,SMANZANO,SMANZANO,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"AU   ",USD,N,,USD,"ACQ  ",2021-04-12 00:00:00,"1M   ",LOANS,,2021-03-10 00:00:00,1000078.25,,"MON  ",,,,N,,2026-03-05 00:00:00,,,"0420      ",,,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-08 00:00:00,,,,,2021-04-08 00:00:00,,2021-04-07 00:00:00,,2021-04-08 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,38578833c511101fdf9ee94,CG852
I-EI254R,"60001220       ",?ZE4CIA6,D3EI1MRL,X-EI206K,"LOAN ",USDLI,"PEND ",POTEN,2020-10-14 19:54:41,2020-10-14 19:54:59,SMANZANO,SMANZANO,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"AU   ",USD,N,,USD,"ACQ  ",2021-04-09 00:00:00,"1M   ",LOANS,,2021-03-09 00:00:00,10000.65,,"MON  ",,,,N,,2026-03-05 00:00:00,,,"0420      ",,,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-05 00:00:00,,,,,2021-04-07 00:00:00,,2021-04-06 00:00:00,,2021-04-07 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,38588387ca4226427f9eece,CG852
04EHQPAM,"60001141       ",SIEESUTN,(7EFGXIA,(7EFGXST,"LOAN ",EURLI,"PEND ",POTEN,2020-10-08 16:02:46,2020-10-08 16:02:46,CMARTILL,CMARTILL,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NZ   ",EUR,N,,EUR,CONSH,2020-07-17 00:00:00,"7D   ",LOANS,,2020-07-10 00:00:00,2500,,"WEEK ",,,,N,,2025-05-27 00:00:00,,,"0124      ",,,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-08 00:00:00,,,,,2020-07-15 00:00:00,,2020-07-14 00:00:00,,2020-07-15 00:00:00,,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,37d67ead907ebf03cb71839,CG852
4;EHS6PZ,"60001154       ",SIEESUTN,"#!EFTROA","#!EFTRT9","LOAN ",EURLI,"PEND ",POTEN,2020-10-09 10:15:23,2020-10-09 10:15:28,SMANZANO,SMANZANO,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NZ   ",EUR,N,,EUR,CONSH,2020-07-13 00:00:00,"1D   ",LOANS,,2020-07-10 00:00:00,100000,,"DAL  ",,,,N,,2024-05-28 00:00:00,,,"0124      ",,,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-08 00:00:00,,,,,2020-07-09 00:00:00,,2020-07-08 00:00:00,,2020-07-09 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,37e681401b779a58db718db,CG852
4;EHS6TZ,"60001155       ",SIEESUTN,"#!EFTROA","#!EFTRT9","LOAN ",EURLI,LRELS,ACTUA,2020-10-09 10:17:32,2020-10-09 10:23:12,SMANZANO,MANZANOM,100000,50000,N,N,Y,"ACCR ","TOAD ",Y,1,1,100000,50000,"NZ   ",EUR,N,100000,EUR,CONSH,2020-07-13 00:00:00,"1D   ",LOANS,,2020-07-10 00:00:00,100000,100000,"DAL  ",N,,,N,,2024-05-28 00:00:00,,,"0124      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,100000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-08 00:00:00,,,,,2020-07-09 00:00:00,,2020-07-08 00:00:00,,2020-07-09 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2024-05-28 00:00:00,2024-05-28 00:00:00,"LMTR ","LMTR ",N,N,37e69a6bbe536d0e2b718de,CG852
4MEHS8E8,"60001156       ",ZHEF7YY1,+OEH9ZC4,+OEH9ZD0,"LOAN ",EURLI,LRELS,ACTUA,2020-10-09 10:25:43,2020-10-09 10:29:43,SMANZANO,MANZANOM,120000,120000,N,N,Y,"ACCR ","TOAD ",Y,1,1,120000,120000,"NL   ",EUR,N,120000,EUR,"ACQ  ",2020-07-13 00:00:00,"1D   ",LOANS,,2020-07-10 00:00:00,120000,120000,"DAL  ",N,,,N,,2025-07-08 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,120000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-08 00:00:00,,,,,2020-07-09 00:00:00,,2020-07-08 00:00:00,,2020-07-09 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-07-08 00:00:00,2025-07-08 00:00:00,"LMTR ","LMTR ",N,N,37e6b822c9753aca8b718e5,CG852
FAEHSD8D,"60001162       ",SIEESUTN,"#!EFTROA","#!EFTRT9","LOAN ",EURLI,"PEND ",POTEN,2020-10-09 13:31:15,2020-10-09 13:38:02,SMANZANO,MANZANOM,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NZ   ",EUR,N,,EUR,CONSH,2020-07-14 00:00:00,"1D   ",LOANS,,2020-07-13 00:00:00,100000,,"DAL  ",N,,,N,,2024-05-28 00:00:00,,,"0124      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-09 00:00:00,,,,,2020-07-10 00:00:00,,2020-07-09 00:00:00,,2020-07-10 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,37e97146606dc6279b71935,CG852
CFEHZW9G,"60001188       ",ZHEF7YY1,9ZEF82FK,CKEHZVC2,"LOAN ",GBLIB,"PEND ",POTEN,2020-10-13 14:42:31,2020-10-13 15:07:50,JAQUITAN,JANICEA2,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NL   ",GBP,N,,GBP,"ACQ  ",2021-04-06 00:00:00,"1M   ",LOANS,,2021-03-03 00:00:00,50000000,,"MON  ",N,,,N,,2025-03-07 00:00:00,,,"2161      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-01 00:00:00,,,,,2021-03-31 00:00:00,,2021-03-30 00:00:00,,2021-03-31 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,383edb7f9b0e0134467d4a0,CG852
(VEHZXGI,"60001189       ",SIEESUTN,(7EFGXIA,(7EFGXST,"LOAN ",EURLI,LRELS,ACTUA,2020-10-13 15:35:14,2020-10-13 16:01:48,CMARTILL,RPTSUP01,86200,86200,N,N,Y,"ACCR ","TOAD ",Y,1,1,86200,86200,"NZ   ",EUR,N,86200,EUR,CONSH,2021-04-01 00:00:00,"1M   ",LOANS,,2021-03-01 00:00:00,86200,86200,"MON  ",N,,,N,,2025-05-27 00:00:00,,,"0124      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,86200,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-02-25 00:00:00,,,,,2021-03-30 00:00:00,,2021-03-29 00:00:00,,2021-03-30 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,383f9bb8c83a08d6a67d4a8,CG852
