"LOC_CDE_LOCATION","LOC_DSC_LOCATION","LOC_CDE_COUNTRY","LOC_CDE_STATE","LOC_IND_ACTIVE","LOC_IND_MAY_DEACT","LOC_TSP_REC_CREATE","LOC_TSP_REC_UPDATE","LOC_UID_REC_CREATE","LOC_UID_REC_UPDATE","LOC_CDE_COUNTY","LOC_CDE_PROVINCE"
"MOE  ","Monroe, OH","US","OH","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:25","LS2BATCH","LS2BATCH","",""
"MOI  ","Mito, Japan","JP","","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:25","LS2BATCH","LS2BATCH","",""
"MOL  ","Moline, IL","US","IL","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:26","LS2BATCH","LS2BATCH","",""
"MON  ","Montreal, Canada","CA","","Y","Y","1993-06-11 23:22:58","2019-04-03 23:46:26","LS2BATCH","LS2BATCH","","QUE  "
"MONT ","Montebello, NY","US","NY","N","Y","1996-02-09 14:10:26","2019-04-03 23:46:26","LS2BATCH","LS2BATCH","",""
"MOO  ","Moorestown, NJ","US","NJ","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:26","LS2BATCH","LS2BATCH","",""
"MOR  ","Morristown, NJ","US","NJ","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:26","LS2BATCH","LS2BATCH","",""
"MOS  ","Moscow, Russia","RU","","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:26","LS2BATCH","LS2BATCH","",""
"MOT  ","Monticello, MS","US","MS","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:26","LS2BATCH","LS2BATCH","",""
"MOU  ","Mountainside, NJ","US","NJ","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:27","LS2BATCH","LS2BATCH","",""
"MOV  ","Mantova, Italy","IT","","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:27","LS2BATCH","LS2BATCH","",""
"MP   ","Morris Plains, NJ","US","NJ","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:27","LS2BATCH","LS2BATCH","",""
"MPCA ","Moorpark CA, CA","US","CA","N","Y","1994-01-10 09:01:31","2019-04-03 23:46:27","LS2BATCH","LS2BATCH","",""
"MPK  ","Melrose Park, IL","US","IL","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:27","LS2BATCH","LS2BATCH","",""
"MPL  ","Mount Pleasant, WA,Australia","AU","","Y","Y","1993-06-11 23:22:58","2019-04-03 23:46:27","LS2BATCH","LS2BATCH","","WA   "
"MPT  ","Mount Prospect, IL","US","IL","N","Y","1995-06-14 19:32:48","2019-04-03 23:46:27","LS2BATCH","LS2BATCH","",""
"MPU  ","Maputo, Mozambique","MZ","","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:28","LS2BATCH","LS2BATCH","",""
"MR   ","Marvern, PA","US","PA","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:28","LS2BATCH","LS2BATCH","",""
"MRA  ","Marta, GA","US","GA","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:28","LS2BATCH","LS2BATCH","",""
"MRACA","Marina CA, CA","US","CA","N","Y","1994-01-10 09:00:09","2019-04-03 23:46:28","LS2BATCH","LS2BATCH","",""
"MRB  ","Millensburg, PA","US","PA","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:28","LS2BATCH","LS2BATCH","",""
"MRC  ","Mercer, PA","US","PA","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:28","LS2BATCH","LS2BATCH","",""
"MRD  ","Meriden, CT","US","CT","N","Y","1994-03-15 17:47:50","2019-04-03 23:46:29","LS2BATCH","LS2BATCH","",""
"MRH  ","Murray Hill, NJ","US","NJ","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:29","LS2BATCH","LS2BATCH","",""
"MRI  ","Marion, IN","US","IN","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:29","LS2BATCH","LS2BATCH","",""
"MRL  ","Marlboro, MA","US","MA","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:29","LS2BATCH","LS2BATCH","",""
"MRM  ","Merriam, KS","US","KS","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:29","LS2BATCH","LS2BATCH","",""
"MRN  ","Marion, OH","US","OH","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:29","LS2BATCH","LS2BATCH","",""
"MRO  ","Monroe, LA","US","LA","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:29","LS2BATCH","LS2BATCH","",""
"MRP  ","Melrose Park, PA","US","PA","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:29","LS2BATCH","LS2BATCH","",""
"MRT  ","Margate, FL","US","FL","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:29","LS2BATCH","LS2BATCH","",""
"MRV  ","Marne-La Vallee, France","FR","","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:29","LS2BATCH","LS2BATCH","",""
"MSA  ","Mesa, AZ","US","AZ","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:29","LS2BATCH","LS2BATCH","",""
"MSC  ","Mason City, IA United States","US","IA","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:30","LS2BATCH","LS2BATCH","",""
"MSD  ","Matsudo, Japan","JP","","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:30","LS2BATCH","LS2BATCH","",""
"MSG  ","Mississauga, Canada","CA","","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:30","LS2BATCH","LS2BATCH","",""
"MSH  ","Marshall Town, IA United States","US","IA","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:30","LS2BATCH","LS2BATCH","",""
"MSI  ","Mosinee, WI","US","WI","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:30","LS2BATCH","LS2BATCH","",""
"MSK  ","Muskegan, MI","US","MI","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:30","LS2BATCH","LS2BATCH","",""
"MSL  ","Massillon, OH","US","OH","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:30","LS2BATCH","LS2BATCH","",""
"MSQ  ","Mesquite, TX","US","TX","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:30","LS2BATCH","LS2BATCH","",""
"MSS  ","Merseyside, United Kingdom","GB","","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:30","LS2BATCH","LS2BATCH","",""
"MST  ","Morristown, TN","US","TN","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:30","LS2BATCH","LS2BATCH","",""
"MSU  ","Matsue, Japan","JP","","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:30","LS2BATCH","LS2BATCH","",""
"MSV  ","Maserv, Lesotho","LS","","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:30","LS2BATCH","LS2BATCH","",""
"MSW  ","Mission Woods, KS","US","KS","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:30","LS2BATCH","LS2BATCH","",""
"MTA  ","Marlton, NJ","US","NJ","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:31","LS2BATCH","LS2BATCH","",""
"MTB  ","Mt, PA","US","PA","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:31","LS2BATCH","LS2BATCH","",""
"NMD  ","New Maldon, United Kingdom","GB","","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:38","LS2BATCH","LS2BATCH","",""
"NNT  ","Nantes, France","FR","","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:38","LS2BATCH","LS2BATCH","",""
"NOB  ","Northborough, MA","US","MA","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:38","LS2BATCH","LS2BATCH","",""
"NOC  ","Nocona, TX","US","TX","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:38","LS2BATCH","LS2BATCH","",""
"NOG  ","Nogales, AZ","US","AZ","N","Y","1995-06-16 17:02:04","2019-04-03 23:46:38","LS2BATCH","LS2BATCH","",""
"NOH  ","Northville, MI","US","MI","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:38","LS2BATCH","LS2BATCH","",""
"NOL  ","New Orleans, LA","US","LA","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:38","LS2BATCH","LS2BATCH","",""
"NOP  ","Northport, NY","US","NY","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:39","LS2BATCH","LS2BATCH","",""
"NOR  ","Norristown, PA","US","PA","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:39","LS2BATCH","LS2BATCH","",""
"NOT  ","Nottingham, United Kingdom","GB","","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:39","LS2BATCH","LS2BATCH","",""
"NOV  ","Novara, Italy","IT","","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:39","LS2BATCH","LS2BATCH","",""
"NOW  ","Norwalk, CT,United States","US","CT","Y","Y","1993-06-11 23:23:00","2019-04-03 23:46:39","LS2BATCH","LS2BATCH","",""
"NPA  ","Napa, CA,United States","US","CA","Y","Y","1997-11-17 17:07:53","2019-04-03 23:46:39","LS2BATCH","LS2BATCH","",""
"NPB  ","Newport Beach, CA","US","CA","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:39","LS2BATCH","LS2BATCH","",""
"NPL  ","Naples, FL","US","FL","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:39","LS2BATCH","LS2BATCH","",""
"NPM  ","North Palm Beach, FL","US","FL","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:39","LS2BATCH","LS2BATCH","",""
"NPN  ","Newport News, VA","US","VA","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:39","LS2BATCH","LS2BATCH","",""
"NPR  ","New Port Richey, FL","US","FL","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:39","LS2BATCH","LS2BATCH","",""
"NPT  ","Northport, FL","US","FL","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:39","LS2BATCH","LS2BATCH","",""
"NPV  ","Naperville, IL","US","IL","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:39","LS2BATCH","LS2BATCH","",""
"NPZ  ","New Paltz, NY","US","NY","N","Y","1995-06-19 09:39:06","2019-04-03 23:46:40","LS2BATCH","LS2BATCH","",""
"NQY  ","North Quincy, MA","US","MA","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:40","LS2BATCH","LS2BATCH","",""
"NRD  ","North Ryde, NSW,Australia","AU","","Y","Y","1993-06-11 23:23:00","2019-04-03 23:46:40","LS2BATCH","LS2BATCH","","NSW  "
"NRF  ","Northfield, IL","US","IL","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:40","LS2BATCH","LS2BATCH","",""
"NRM  ","Normal, IL","US","IL","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:40","LS2BATCH","LS2BATCH","",""
"NRO  ","New Rochelle, NY","US","NY","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:40","LS2BATCH","LS2BATCH","",""
"NRT  ","Northumberland, PA","US","PA","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:40","LS2BATCH","LS2BATCH","",""
"NRV  ","Norwich, VT","US","VT","N","Y","1995-03-30 10:21:25","2019-04-03 23:46:40","LS2BATCH","LS2BATCH","",""
"NRW  ","Norwich, CT","US","CT","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:40","LS2BATCH","LS2BATCH","",""
"NSH  ","Nashville, TN","US","TN","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:40","LS2BATCH","LS2BATCH","",""
"NTF  ","Northford, CT","US","CT","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:40","LS2BATCH","LS2BATCH","",""
"NTH  ","Northampton, PA","US","PA","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:40","LS2BATCH","LS2BATCH","",""
"NTM  ","Northampton, MA","US","MA","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:40","LS2BATCH","LS2BATCH","",""
"NTN  ","Newton, MA,United States","US","MA","Y","Y","1993-06-11 23:23:00","2019-04-03 23:46:41","LS2BATCH","LS2BATCH","",""
"NTO  ","Newton, NC","US","NC","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:41","LS2BATCH","LS2BATCH","",""
"NTR  ","Nitro, WV","US","WV","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:41","LS2BATCH","LS2BATCH","",""
"NTY  ","North York, Canada","CA","","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:41","LS2BATCH","LS2BATCH","",""
"NUA  ","Nashua, NH","US","NH","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:41","LS2BATCH","LS2BATCH","",""
"NUH  ","Neuhofen, Germany","DE","","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:41","LS2BATCH","LS2BATCH","",""
"NUR  ","Nuraberg, Germany","DE","","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:41","LS2BATCH","LS2BATCH","",""
"NUT  ","Nutley, NJ","US","NJ","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:41","LS2BATCH","LS2BATCH","",""
"NVS  ","Novi Sad, Yugoslavia","YU","","N","Y","1993-06-11 23:23:01","2005-07-20 15:18:40","LS2BATCH","ADMIN2  ","",""
"NVT  ","Novato, CA","US","CA","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:41","LS2BATCH","LS2BATCH","",""
"NWA  ","Newark, CA","US","CA","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:41","LS2BATCH","LS2BATCH","",""
"NWC  ","Newcastle, Australia","AU","","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:41","LS2BATCH","LS2BATCH","",""
"NWD  ","Newark, DE","US","DE","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:41","LS2BATCH","LS2BATCH","",""
"NWH  ","Norwich, United Kingdom","GB","","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:42","LS2BATCH","LS2BATCH","",""
"NWI  ","North Wilkesboro, NC","US","NC","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:42","LS2BATCH","LS2BATCH","",""
"NWK  ","Newark, NJ","US","NJ","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:42","LS2BATCH","LS2BATCH","",""
"NWP  ","Newport, DE","US","DE","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:42","LS2BATCH","LS2BATCH","",""
"NWR  ","Newark, OH","US","OH","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:42","LS2BATCH","LS2BATCH","",""
"NWT  ","Newton, GA","US","GA","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:42","LS2BATCH","LS2BATCH","",""
"NYA  ","Nyack, NY","US","NY","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:42","LS2BATCH","LS2BATCH","",""
"NYK  ","West Nyack, NY United States","US","NY","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:42","LS2BATCH","LS2BATCH","",""
"NYO  ","Nyon, Switzerland","CH","","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:42","LS2BATCH","LS2BATCH","",""
"OAK  ","Oakland, CA","US","CA","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:42","LS2BATCH","LS2BATCH","",""
"OAL  ","Oak Lawn, IL","US","IL","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:42","LS2BATCH","LS2BATCH","",""
"OAP  ","Oak Park, IL","US","IL","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:42","LS2BATCH","LS2BATCH","",""
"OAV  ","Oakville, Canada","CA","","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:42","LS2BATCH","LS2BATCH","",""
"OBP  ","Old Bethpage, NY","US","NY","N","Y","1995-07-05 11:00:52","2019-04-03 23:46:43","LS2BATCH","LS2BATCH","",""
"OBR  ","Oberhausen, Germany","DE","","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:43","LS2BATCH","LS2BATCH","",""
"OBT  ","Oakbrook Terrace, IL","US","IL","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:43","LS2BATCH","LS2BATCH","",""
"OCL  ","Ocala, FL","US","FL","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:43","LS2BATCH","LS2BATCH","",""
"OCS  ","Oceanside, CA","US","CA","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:43","LS2BATCH","LS2BATCH","",""
"ODB  ","Oldenburg, Germany","DE","","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:43","LS2BATCH","LS2BATCH","",""
"ODE  ","Odessa, TX","US","TX","N","Y","1996-11-04 16:32:25","2019-04-03 23:46:43","LS2BATCH","LS2BATCH","",""
"ODW  ","Odawara City, Japan","JP","","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:43","LS2BATCH","LS2BATCH","",""
"OGD  ","Ogden, UT","US","UT","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:43","LS2BATCH","LS2BATCH","",""
"OGE  ","Orange, TX","US","TX","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:43","LS2BATCH","LS2BATCH","",""
"OGK  ","Ogaki, Japan","JP","","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:43","LS2BATCH","LS2BATCH","",""
"OGL  ","Oglesby, IL","US","IL","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:43","LS2BATCH","LS2BATCH","",""
"OIL  ","Oil City, PA","US","PA","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:43","LS2BATCH","LS2BATCH","",""
"OJA  ","Ojai, CA","US","CA","N","Y","1995-06-27 12:11:09","2019-04-03 23:46:44","LS2BATCH","LS2BATCH","",""
"OKB  ","Oakbrook, IL","US","IL","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:44","LS2BATCH","LS2BATCH","",""
"OKC  ","Oklahoma City, OK,United States","US","OK","Y","Y","1993-06-11 23:23:01","2019-04-03 23:46:44","LS2BATCH","LS2BATCH","",""
"OKL  ","Oakland, NJ","US","NJ","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:44","LS2BATCH","LS2BATCH","",""
"OKN  ","Okinawa, Japan","JP","","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:44","LS2BATCH","LS2BATCH","",""
"OKO  ","Okoyama, Japan","JP","","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:44","LS2BATCH","LS2BATCH","",""
"OKR  ","Oakridge, TN","US","TN","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:44","LS2BATCH","LS2BATCH","",""
"OLB  ","Old Bridge, NJ","US","NJ","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:44","LS2BATCH","LS2BATCH","",""
"OLD  ","Old Greenwich, CT","US","CT","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:44","LS2BATCH","LS2BATCH","",""
"OLE  ","Olean, NY","US","NY","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:44","LS2BATCH","LS2BATCH","",""
"OLL  ","Old Lyne, CT","US","CT","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:44","LS2BATCH","LS2BATCH","",""
"OLM  ","Olympia Falls, IL","US","IL","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:44","LS2BATCH","LS2BATCH","",""
"OLN  ","Olney, TX","US","TX","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:44","LS2BATCH","LS2BATCH","",""
"OLW  ","Old Westbury, NY","US","NY","N","Y","1993-06-11 23:23:01","2019-04-03 23:46:44","LS2BATCH","LS2BATCH","",""
"MHB  ","Manhattan Beach, CA","US","CA","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:19","LS2BATCH","LS2BATCH","",""
"MHC  ","Mishima City, Japan","JP","","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:19","LS2BATCH","LS2BATCH","",""
"MHD  ","Maidenhead, United Kingdom","GB","","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:19","LS2BATCH","LS2BATCH","",""
"MHM  ","Mariehamn, Finland","FI","","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:19","LS2BATCH","LS2BATCH","",""
"MHN  ","Manhattan, KS","US","KS","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:19","LS2BATCH","LS2BATCH","",""
"MHO  ","Michoacan City, Mexico","MX","","N","Y","1995-06-27 12:20:05","2019-04-03 23:46:19","LS2BATCH","LS2BATCH","",""
"MHS  ","Manchester, TN","US","TN","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:19","LS2BATCH","LS2BATCH","",""
"MHW  ","Matthews, NC","US","NC","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:19","LS2BATCH","LS2BATCH","",""
"MIA  ","Miami, FL,United States","US","FL","Y","Y","1993-06-11 23:22:58","2019-04-03 23:46:19","LS2BATCH","LS2BATCH","",""
"MIB  ","Millburn, NJ","US","NJ","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:20","LS2BATCH","LS2BATCH","",""
"MIC  ","Michigan City, IN","US","IN","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:20","LS2BATCH","LS2BATCH","",""
"MID  ","Madison, WI","US","WI","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:20","LS2BATCH","LS2BATCH","",""
"MIE  ","Mie, Japan","JP","","Y","Y","1993-06-11 23:22:58","2019-04-03 23:46:20","LS2BATCH","LS2BATCH","",""
"MIK  ","Miami Lakes, FL","US","FL","N","Y","1993-06-11 23:22:58","2019-04-03 23:46:20","LS2BATCH","LS2BATCH","",""
"NMB  ","No Miami Beach, FL","US","FL","N","Y","1993-06-11 23:23:00","2019-04-03 23:46:38","LS2BATCH","LS2BATCH","",""
"MTD  ","Maitland, FL","US","FL","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:31","LS2BATCH","LS2BATCH","",""
"MTE  ","Montville, NJ","US","NJ","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:31","LS2BATCH","LS2BATCH","",""
"MTG  ","Montgomery, PA","US","PA","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:31","LS2BATCH","LS2BATCH","",""
"MTH  ","Mt Holly, NC","US","NC","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:31","LS2BATCH","LS2BATCH","",""
"MTK  ","Milton Keynes, United Kingdom","GB","","Y","Y","1993-06-11 23:22:59","1993-06-11 23:22:59","LS2BATCH","LS2BATCH","",""
"MTL  ","Mount Laurel, NJ","US","NJ","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:31","LS2BATCH","LS2BATCH","",""
"MTN  ","Morgantown, WV","US","WV","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:31","LS2BATCH","LS2BATCH","",""
"MTO  ","Montevideo, Uruguay","UY","","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:31","LS2BATCH","LS2BATCH","",""
"MTP  ","Monterey Park, CA","US","CA","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:31","LS2BATCH","LS2BATCH","",""
"MTT  ","Marietta, PA","US","PA","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:31","LS2BATCH","LS2BATCH","",""
"MTU  ","Montour, PA","US","PA","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:31","LS2BATCH","LS2BATCH","",""
"MTV  ","Mountain View, CA","US","CA","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:32","LS2BATCH","LS2BATCH","",""
"MTW  ","Manitowoc, WI","US","WI","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:32","LS2BATCH","LS2BATCH","",""
"MTY  ","Monterrey, Mexico","MX","","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:32","LS2BATCH","LS2BATCH","",""
"MTZ  ","Matsuzaka, Japan","JP","","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:32","LS2BATCH","LS2BATCH","",""
"MUA  ","Missoula, MT","US","MT","N","Y","1995-08-11 16:15:50","2019-04-03 23:46:32","LS2BATCH","LS2BATCH","",""
"MUC  ","Muscatine, IA United States","US","IA","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:32","LS2BATCH","LS2BATCH","",""
"MUE  ","Muenchen, Germany","DE","","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:32","LS2BATCH","LS2BATCH","",""
"MUL  ","Mullica Hill, NJ","US","NJ","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:32","LS2BATCH","LS2BATCH","",""
"MUM  ","Mumbai, India","IN","","Y","Y","1996-10-24 16:33:39","1996-10-24 16:33:39","LS2BATCH","LS2BATCH","",""
"MUN  ","Mundenlein, IL","US","IL","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:32","LS2BATCH","LS2BATCH","",""
"MUR  ","Murray, UT","US","UT","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:32","LS2BATCH","LS2BATCH","",""
"MUS  ","Muscat, Muscat and Oman","OM","","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:32","LS2BATCH","LS2BATCH","",""
"MV   ","Ma Venlo, Netherlands","NL","","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:32","LS2BATCH","LS2BATCH","",""
"MVA  ","Mill Valley, CA","US","CA","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:32","LS2BATCH","LS2BATCH","",""
"MVL  ","Montvale, NJ","US","NJ","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:33","LS2BATCH","LS2BATCH","",""
"MVN  ","Mount Vernon, OH","US","OH","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:33","LS2BATCH","LS2BATCH","",""
"MVO  ","Monrevideo, Uruguay","UY","","N","Y","1995-06-28 15:41:37","2019-04-03 23:46:33","LS2BATCH","LS2BATCH","",""
"MVR  ","Mount Vernon, NY","US","NY","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:33","LS2BATCH","LS2BATCH","",""
"MWK  ","Mawson Lakes, SA,Australia","AU","","Y","Y","1993-06-11 23:22:59","2019-04-03 23:46:33","LS2BATCH","LS2BATCH","","SA   "
"MXC  ","Mexico City, Mexico","MX","","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:33","LS2BATCH","LS2BATCH","",""
"MYD  ","Maywood, NJ","US","NJ","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:33","LS2BATCH","LS2BATCH","",""
"MYM  ","Matsuyama, Japan","JP","","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:33","LS2BATCH","LS2BATCH","",""
"N    ","New York, NY,United States","US","NY","Y","Y","1993-06-11 23:22:59","2019-04-03 23:46:33","LS2BATCH","LS2BATCH","",""
"NAA  ","Naarden, Netherlands","NL","","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:33","LS2BATCH","LS2BATCH","",""
"NAB  ","Newton Abbott, United Kingdom","GB","","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:33","LS2BATCH","LS2BATCH","",""
"NAD  ","North Andover, MA","US","MA","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:33","LS2BATCH","LS2BATCH","",""
"NAG  ","Nagoya, Japan","JP","","Y","Y","1993-06-11 23:22:59","1993-06-11 23:22:59","LS2BATCH","LS2BATCH","",""
"NAI  ","Nairobi, Kenya","KE","","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:33","LS2BATCH","LS2BATCH","",""
"NAL  ","New Albany, IN","US","IN","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:34","LS2BATCH","LS2BATCH","",""
"NAN  ","Nanuet, NY","US","NY","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:34","LS2BATCH","LS2BATCH","",""
"NAP  ","Naples, Italy","IT","","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:34","LS2BATCH","LS2BATCH","",""
"NAS  ","Nassau, Bahamas","BS","","Y","Y","1993-06-11 23:22:59","1993-06-11 23:22:59","LS2BATCH","LS2BATCH","",""
"NAT  ","Natick, MA","US","MA","N","Y","1993-06-11 23:22:59","2019-04-03 23:46:34","LS2BATCH","LS2BATCH","",""
