"TRE_RID_OBJECT","TRE_CDE_ACTION","TRE_DTE_EFFECTIVE","TRE_RID_TRAN_EVENT","TRE_IND_ACTIVE","TRE_TSP_REC_CREATE","TRE_TSP_REC_UPDATE","TRE_UID_REC_CREATE","TRE_UID_REC_UPDATE","TRE_CDE_TIP_TYPE","TRE_RID_TIP","TRE_NUM_LENDER_CNT","TRE_CDE_OBJ_TYP","TRE_CDE_VOL_TRACK","TRE_NUM_PART_CNT","TRE_DTE_EFFCT_PREV","TRE_TXT_COMMENT","TRE_CDE_BRANCH"
"LQEU0004","UPRBU","2013-04-01 00:00:00","J)E9RPIX","Y","2020-05-06 13:04:02","2020-05-06 13:04:02","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: BPB",""
"LQEU0004","UPRBU","2013-04-01 00:00:00","J)E9RPJ3","Y","2020-05-06 13:08:41","2020-05-06 13:08:41","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: BPB",""
"LQEU0005","NEW  ","2013-04-01 00:00:00","O#E9PQY4","Y","2020-05-05 14:58:49","2020-05-05 14:58:49","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQEU0005","UPRBU","2013-04-01 00:00:00","3@E9RJ3X","Y","2020-05-06 13:31:13","2020-05-06 13:31:13","XMIRANDA","XMIRANDA","","","","UPT  ","","","","Riskbook(s) 1 added: SAF",""
"LQEU0005","UPRBU","2013-04-01 00:00:00","J)E9RPJH","Y","2020-05-06 13:36:52","2020-05-06 13:36:52","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: SAF",""
"LQEU0006","NEW  ","2013-04-01 00:00:00","O#E9PQYP","Y","2020-05-05 14:59:11","2020-05-05 14:59:11","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQEU0007","NEW  ","2013-04-01 00:00:00","O#E9PQYX","Y","2020-05-05 14:59:18","2020-05-05 14:59:18","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQEU0007","UPRBU","2013-04-01 00:00:00","O:E9PTTG","Y","2020-05-05 16:00:51","2020-05-05 16:00:51","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: DCM",""
"LQEU0007","UPRBU","2013-04-01 00:00:00","Y3E9PTN5","Y","2020-05-05 15:57:39","2020-05-05 15:57:39","XMIRANDA","XMIRANDA","","","","UPT  ","","","","Riskbook(s) 1 added: DCM",""
"LQEU0008","NEW  ","2013-04-01 00:00:00","O#E9PQZ9","Y","2020-05-05 14:59:31","2020-05-05 14:59:31","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQEU0008","UPRBU","2013-04-01 00:00:00","O#E9PUEO","Y","2020-05-05 16:13:35","2020-05-05 16:13:35","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 modified: DCM",""
"LQEU0008","UPRBU","2013-04-01 00:00:00","O:E9PTZW","Y","2020-05-05 16:04:43","2020-05-05 16:04:43","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: DCM",""
"LQEU0009","NEW  ","2013-04-01 00:00:00","O#E9PQZL","Y","2020-05-05 14:59:42","2020-05-05 14:59:42","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQEU0009","UPRBU","2013-04-01 00:00:00","3@E9RKB2","Y","2020-05-06 14:31:17","2020-05-06 14:31:17","XMIRANDA","XMIRANDA","","","","UPT  ","","","","Riskbook(s) 3 added: BPB, DCM, SAF",""
"LQEU0009","UPRBU","2013-04-01 00:00:00","3@E9RKKZ","Y","2020-05-06 14:37:08","2020-05-06 14:37:08","XMIRANDA","XMIRANDA","","","","UPT  ","","","","Riskbook(s) 3 added: BPB, DCM, SAF",""
"LQEU0009","UPRBU","2013-04-01 00:00:00","J)E9RPKK","Y","2020-05-06 14:36:19","2020-05-06 14:36:19","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 deleted: SAF, DCM, BPB",""
"LQEU0009","UPRBU","2013-04-01 00:00:00","J)E9RPKM","Y","2020-05-06 14:43:24","2020-05-06 14:43:24","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 deleted: BPB, SAF, DCM",""
"LQEU0010","NEW  ","2013-04-01 00:00:00","O#E9PQZV","Y","2020-05-05 14:59:52","2020-05-05 14:59:52","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQEU0010","UPRBU","2013-04-01 00:00:00","J)E9RPKS","Y","2020-05-06 14:47:18","2020-05-06 14:47:18","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 added: BKGOV, DCM, SAF",""
"LQEU0011","NEW  ","2013-04-01 00:00:00","O#E9PR03","Y","2020-05-05 15:00:00","2020-05-05 15:00:00","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQEU0011","UPRBU","2013-04-01 00:00:00","3@E9RLSX","Y","2020-05-06 15:03:35","2020-05-06 15:03:35","XMIRANDA","XMIRANDA","","","","UPT  ","","","","Riskbook(s) 1 added: LIQEU",""
"LQEU0012","NEW  ","2013-04-01 00:00:00","O#E9PR09","Y","2020-05-05 15:00:06","2020-05-05 15:00:06","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQEU0012","UPRBU","2013-04-01 00:00:00","J)E9RPLY","Y","2020-05-06 16:22:38","2020-05-06 16:22:38","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: BKGOV, SAF",""
"LQEU0012","UPRBU","2013-04-01 00:00:00","J)E9RPM0","Y","2020-05-06 16:23:47","2020-05-06 16:23:47","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: BKGOV Riskbook(s) 1 modified: SAF",""
"LQEU0013","NEW  ","2013-04-01 00:00:00","O#E9PR0J","Y","2020-05-05 15:00:17","2020-05-05 15:00:17","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQEU0013","UPRBU","2013-04-01 00:00:00","3XE9RUSD","Y","2020-05-06 17:14:47","2020-05-06 17:14:47","XMIRANDA","XMIRANDA","","","","UPT  ","","","","Riskbook(s) 1 deleted: BKGOV",""
"LQEU0013","UPRBU","2013-04-01 00:00:00","J)E9RPRY","Y","2020-05-06 16:28:45","2020-05-06 16:28:45","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: BKGOV, SAF",""
"LQEU0014","NEW  ","2013-04-01 00:00:00","O#E9PR1A","Y","2020-05-05 15:00:43","2020-05-05 15:00:43","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQEU0014","UPRBU","2013-04-01 00:00:00","J)E9RS53","Y","2020-05-06 17:19:51","2020-05-06 17:19:51","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 added: BKGOV, DCM, SAF",""
"LQEU0014","UPRBU","2013-04-01 00:00:00","J)E9RS7B","Y","2020-05-06 17:21:11","2020-05-06 17:21:11","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 deleted: DCM, BKGOV, SAF",""
"LQEU0015","NEW  ","2013-04-01 00:00:00","O#E9PR1M","Y","2020-05-05 15:00:55","2020-05-05 15:00:55","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQEU0015","UPRBU","2013-04-01 00:00:00","3XE9RUTP","Y","2020-05-06 17:31:40","2020-05-06 17:31:40","XMIRANDA","XMIRANDA","","","","UPT  ","","","","Riskbook(s) 3 deleted: BKGOV, SAF, DCM",""
"LQEU0015","UPRBU","2013-04-01 00:00:00","J)E9RSG3","Y","2020-05-06 17:26:27","2020-05-06 17:26:27","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 added: BKGOV, DCM, SAF",""
"LQEU0016","NEW  ","2013-04-01 00:00:00","O#E9PRXY","Y","2020-05-05 15:20:19","2020-05-05 15:20:19","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQEU0016","UPRBU","2013-04-01 00:00:00","O#E9PWDI","Y","2020-05-05 16:56:06","2020-05-05 16:56:06","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 modified: SAF, DCM",""
"LQEU0016","UPRBU","2013-04-01 00:00:00","O#E9PWOX","Y","2020-05-05 17:02:56","2020-05-05 17:02:56","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: GTS Riskbook(s) 1 deleted: DCM Riskbook(s) 1 modified: SAF",""
"LQEU0016","UPRBU","2013-04-01 00:00:00","O#E9PWSY","Y","2020-05-05 17:05:21","2020-05-05 17:05:21","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: DCM Riskbook(s) 1 deleted: GTS Riskbook(s) 1 modified: SAF",""
"LQEU0016","UPRBU","2013-04-01 00:00:00","Y3E9PVWK","Y","2020-05-05 16:46:29","2020-05-05 16:46:29","XMIRANDA","XMIRANDA","","","","UPT  ","","","","Riskbook(s) 2 added: DCM, SAF",""
"LQEU0017","NEW  ","2013-04-01 00:00:00","O#E9PRY7","Y","2020-05-05 15:20:29","2020-05-05 15:20:29","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQEU0017","UPRBU","2013-04-01 00:00:00","O#E9Q07X","Y","2020-05-05 18:19:08","2020-05-05 18:19:08","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: BKGOV",""
"LQEU0017","UPRBU","2013-04-01 00:00:00","O:E9PZX8","Y","2020-05-05 18:12:43","2020-05-05 18:12:43","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 modified: BKGOV",""
"LQEU0017","UPRBU","2013-04-01 00:00:00","YNE9PZSC","Y","2020-05-05 18:10:13","2020-05-05 18:10:13","XMIRANDA","XMIRANDA","","","","UPT  ","","","","Riskbook(s) 1 added: BKGOV",""
"LQEU0018","NEW  ","2013-04-01 00:00:00","O#E9PRYK","Y","2020-05-05 15:20:41","2020-05-05 15:20:41","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQEU0018","UPRBU","2013-04-01 00:00:00","O#E9Q0FW","Y","2020-05-05 18:23:55","2020-05-05 18:23:55","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: BKGOV",""
"LQEU0019","NEW  ","2013-04-01 00:00:00","O#E9PS01","Y","2020-05-05 15:21:35","2020-05-05 15:21:35","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQEU0019","UPRBU","2013-04-01 00:00:00","O:E9PUMY","Y","2020-05-05 16:18:33","2020-05-05 16:18:33","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: DCM",""
"LQEU0020","NEW  ","2013-04-01 00:00:00","O#E9PS0I","Y","2020-05-05 15:21:51","2020-05-05 15:21:51","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQEU0020","UPRBU","2013-04-01 00:00:00","O:E9PURP","Y","2020-05-05 16:21:24","2020-05-05 16:21:24","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: DCM",""
"LQEU0021","NEW  ","2013-04-01 00:00:00","O#E9PS0P","Y","2020-05-05 15:21:59","2020-05-05 15:21:59","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQEU0021","UPRBU","2013-04-01 00:00:00","O#E9PX4H","Y","2020-05-05 17:12:16","2020-05-05 17:12:16","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: SAF, DCM",""
"LQEU0021","UPRBU","2013-04-01 00:00:00","O#E9PXHX","Y","2020-05-05 17:20:21","2020-05-05 17:20:21","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 modified: DCM, SAF",""
"LQEU0022","NEW  ","2013-04-01 00:00:00","O#E9PS0W","Y","2020-05-05 15:22:06","2020-05-05 15:22:06","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQEU0024","NEW  ","2013-04-01 00:00:00","O#E9PX9X","Y","2020-05-05 17:15:31","2020-05-05 17:15:31","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQEU0024","UPRBU","2013-04-01 00:00:00","O#E9PXF5","Y","2020-05-05 17:18:40","2020-05-05 17:18:40","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: SAF, DCM",""
"LQEU0024","UPRBU","2013-04-01 00:00:00","O#E9PXI6","Y","2020-05-05 17:20:29","2020-05-05 17:20:29","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 modified: DCM, SAF",""
"LQEU0025","NEW  ","2013-04-01 00:00:00","O#E9PYUJ","Y","2020-05-05 17:49:28","2020-05-05 17:49:28","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQEU0025","UPRBU","2013-04-01 00:00:00","O:E9PZ68","Y","2020-05-05 17:56:31","2020-05-05 17:56:31","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: SAF, DCM",""
"LQEU0025","UPRBU","2013-04-01 00:00:00","O:E9PZBQ","Y","2020-05-05 17:59:50","2020-05-05 17:59:50","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 modified: DCM, SAF",""
"LQG17101","NEW  ","2020-04-22 00:00:00","V8E94IQG","Y","2020-04-24 03:51:49","2020-04-24 03:51:49","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQG17101","UPSPU","2020-04-22 00:00:00","V8E94IQI","Y","2020-04-24 03:51:49","2020-04-24 03:51:49","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"LQG17102","NEW  ","2020-04-22 00:00:00","V8E94J1X","Y","2020-04-24 03:58:42","2020-04-24 03:58:42","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQG17102","UPSPU","2020-04-22 00:00:00","V8E94J1Z","Y","2020-04-24 03:58:42","2020-04-24 03:58:42","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"LQG18101","NEW  ","2020-04-22 00:00:00","V8E92KAI","Y","2020-04-23 02:30:15","2020-04-23 02:30:15","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQG18101","UPSPU","2020-04-22 00:00:00","V8E92KAK","Y","2020-04-23 02:30:15","2020-04-23 02:30:15","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"LQG19101","NEW  ","2020-04-22 00:00:00","V8E92VOC","Y","2020-04-23 06:36:08","2020-04-23 06:36:08","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQG19101","UPSPU","2020-04-22 00:00:00","V8E92VOE","Y","2020-04-23 06:36:08","2020-04-23 06:36:08","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"LQG19101","UPSPU","2020-04-22 00:00:00","V8E92YQN","Y","2020-04-23 07:42:22","2020-04-23 07:42:22","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: AUSNA Secondary Proc Area(s) 1 deleted: INTOL",""
"LQG21101","NEW  ","2020-04-22 00:00:00","V8E919LF","Y","2020-04-22 09:41:36","2020-04-22 09:41:36","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQG21101","STCH ","2020-04-22 00:00:00","V8E91AA0","Y","2020-04-22 09:56:24","2020-04-22 09:56:24","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Status changed from: Active User to: Inactive User.",""
"LQG21101","UPSPU","2020-04-22 00:00:00","V8E919LH","Y","2020-04-22 09:41:36","2020-04-22 09:41:36","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"LQG22101","NEW  ","2020-04-22 00:00:00","V8E938GK","Y","2020-04-23 11:12:17","2020-04-23 11:12:17","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQG22101","STCH ","2020-04-22 00:00:00","V8E938RB","Y","2020-04-23 11:18:46","2020-04-23 11:18:46","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Status changed from: Active User to: Inactive User.",""
"LQG22101","UPSPU","2020-04-22 00:00:00","V8E938GM","Y","2020-04-23 11:12:17","2020-04-23 11:12:17","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"LQG23101","NEW  ","2020-04-22 00:00:00","V8E92LXH","Y","2020-04-23 03:05:38","2020-04-23 03:05:38","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQG23101","STCH ","2020-04-22 00:00:00","!1E9397Y","Y","2020-04-23 03:10:54","2020-04-23 03:10:54","XMIRANDA","XMIRANDA","","","","UPT  ","","","","Status changed from: Active User to: Inactive User.",""
"LQG23101","UPSPU","2020-04-22 00:00:00","V8E92LXJ","Y","2020-04-23 03:05:38","2020-04-23 03:05:38","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"LQGALL01","NEW  ","2020-10-14 00:00:00","RVEG4T28","Y","2020-09-07 09:30:04","2020-09-07 09:30:04","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQGALL01","UPSPU","2020-10-14 00:00:00","RVEG4T2A","Y","2020-09-07 09:30:04","2020-09-07 09:30:04","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"LQI20006","NEW  ","2020-05-27 00:00:00","I-ECZTWD","Y","2020-07-08 09:19:21","2020-07-08 09:19:21","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQI20006","UPSPU","2020-05-27 00:00:00","I-ECZTWF","Y","2020-07-08 09:19:21","2020-07-08 09:19:21","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"LQIEE105","NEW  ","2020-04-22 00:00:00","KME9BCV9","Y","2020-04-27 16:25:02","2020-04-27 16:25:02","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQIEE105","UPSPU","2020-04-22 00:00:00","KME9BCVB","Y","2020-04-27 16:25:02","2020-04-27 16:25:02","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"LQIEE107","NEW  ","2020-04-22 00:00:00","KME9BCVH","Y","2020-04-27 16:26:10","2020-04-27 16:26:10","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQIEE107","UPRBU","2020-04-22 00:00:00","KME9BCVW","Y","2020-04-27 16:35:07","2020-04-27 16:35:07","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: BKGOV",""
"LQIEE107","UPSPU","2020-04-22 00:00:00","KME9BCVJ","Y","2020-04-27 16:26:10","2020-04-27 16:26:10","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"LQIEE108","NEW  ","2020-04-22 00:00:00","KME9BCVP","Y","2020-04-27 16:26:28","2020-04-27 16:26:28","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQIEE108","UPRBU","2020-04-22 00:00:00","KME9BCVU","Y","2020-04-27 16:32:40","2020-04-27 16:32:40","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: GTS, SAF",""
"LQIEE108","UPSPU","2020-04-22 00:00:00","KME9BCVR","Y","2020-04-27 16:26:28","2020-04-27 16:26:28","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"LQIEE109","NEW  ","2020-04-22 00:00:00","KME9BCW1","Y","2020-04-27 16:36:43","2020-04-27 16:36:43","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQIEE109","UPRBU","2020-04-22 00:00:00","K?E9B2FU","Y","2020-04-27 16:38:24","2020-04-27 16:38:24","XMIRANDA","XMIRANDA","","","","UPT  ","","","","Riskbook(s) 2 added: GTS, SAF",""
"LQIEE109","UPRBU","2020-04-22 00:00:00","KME9BCW6","Y","2020-04-27 16:41:05","2020-04-27 16:41:05","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: SAF Riskbook(s) 1 modified: GTS",""
"LQIEE109","UPSPU","2020-04-22 00:00:00","KME9BCW3","Y","2020-04-27 16:36:43","2020-04-27 16:36:43","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"LQIEE110","NEW  ","2020-04-22 00:00:00","KME9BCWB","Y","2020-04-27 16:43:25","2020-04-27 16:43:25","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQIEE110","UPRBU","2020-04-22 00:00:00","K?E9B2H3","Y","2020-04-27 16:44:10","2020-04-27 16:44:10","XMIRANDA","XMIRANDA","","","","UPT  ","","","","Riskbook(s) 1 added: GTS",""
"LQIEE110","UPRBU","2020-04-22 00:00:00","K?E9B2HQ","Y","2020-04-27 16:44:35","2020-04-27 16:44:35","XMIRANDA","XMIRANDA","","","","UPT  ","","","","Riskbook(s) 1 added: DCM",""
"LQIEE110","UPRBU","2020-04-22 00:00:00","K?E9B2IL","Y","2020-04-27 16:45:06","2020-04-27 16:45:06","XMIRANDA","XMIRANDA","","","","UPT  ","","","","Riskbook(s) 1 modified: DCM",""
"LQIEE110","UPRBU","2020-04-22 00:00:00","KME9BCWG","Y","2020-04-27 16:46:46","2020-04-27 16:46:46","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: DCM Riskbook(s) 1 modified: GTS",""
"LQIEE110","UPRBU","2020-04-22 00:00:00","KME9BCWI","Y","2020-04-27 16:55:02","2020-04-27 16:55:02","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 added: SAF Riskbook(s) 1 modified: GTS",""
"LQIEE110","UPRBU","2020-04-22 00:00:00","KME9BCWK","Y","2020-04-27 16:56:11","2020-04-27 16:56:11","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 modified: GTS, SAF",""
"LQIEE110","UPSPU","2020-04-22 00:00:00","KME9BCWD","Y","2020-04-27 16:43:25","2020-04-27 16:43:25","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"LQIEE111","NEW  ","2020-04-22 00:00:00","KME9BCWP","Y","2020-04-27 17:04:53","2020-04-27 17:04:53","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQIEE111","UPRBU","2020-04-22 00:00:00","KME9BCWU","Y","2020-04-27 17:15:33","2020-04-27 17:15:33","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: DCM, BCF",""
"LQIEE111","UPRBU","2020-04-22 00:00:00","KME9BCWW","Y","2020-04-27 17:20:16","2020-04-27 17:20:16","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: BCF Riskbook(s) 1 modified: DCM",""
"LQIEE111","UPSPU","2020-04-22 00:00:00","KME9BCWR","Y","2020-04-27 17:04:53","2020-04-27 17:04:53","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"LQIEE112","NEW  ","2020-04-22 00:00:00","KME9BCX1","Y","2020-04-27 17:24:38","2020-04-27 17:24:38","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQIEE112","UPRBU","2020-04-22 00:00:00","KME9BCX6","Y","2020-04-27 17:31:19","2020-04-27 17:31:19","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: DCM, BCF",""
"LQIEE112","UPRBU","2020-04-22 00:00:00","KME9BCX8","Y","2020-04-27 17:32:24","2020-04-27 17:32:24","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: BCF Riskbook(s) 1 modified: DCM",""
"LQIEE112","UPRBU","2020-04-23 00:00:00","9IE9G70H","Y","2020-04-30 10:24:30","2020-04-30 10:24:30","XMIRANDA","XMIRANDA","","","","UPT  ","","","","Riskbook(s) 1 deleted: DCM",""
"LQIEE112","UPRBU","2020-04-23 00:00:00","F4E9G4ZI","Y","2020-04-30 10:26:06","2020-04-30 10:26:06","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 2 added: DCM, BCF",""
"LQIEE112","UPRBU","2020-04-23 00:00:00","F4E9G554","Y","2020-04-30 10:29:27","2020-04-30 10:29:27","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 1 deleted: BCF Riskbook(s) 1 modified: DCM",""
"LQIEE112","UPSPU","2020-04-22 00:00:00","KME9BCX3","Y","2020-04-27 17:24:38","2020-04-27 17:24:38","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"LQIEE114","NEW  ","2020-04-22 00:00:00","KME9BCXH","Y","2020-04-27 17:44:15","2020-04-27 17:44:15","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQIEE114","UPSPU","2020-04-22 00:00:00","KME9BCXJ","Y","2020-04-27 17:44:15","2020-04-27 17:44:15","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"LQIEE115","NEW  ","2020-04-22 00:00:00","KME9CN2D","Y","2020-04-28 13:06:10","2020-04-28 13:06:10","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQIEE115","UPSPU","2020-04-22 00:00:00","KME9CN2F","Y","2020-04-28 13:06:10","2020-04-28 13:06:10","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"LQIEE118","NEW  ","2020-04-23 00:00:00","9BE9GOXT","Y","2020-04-30 15:15:03","2020-04-30 15:15:03","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQIEE118","UPRBU","2020-04-23 00:00:00",")UE9GJ9E","Y","2020-04-30 15:34:35","2020-04-30 15:34:35","XMIRANDA","XMIRANDA","","","","UPT  ","","","","Riskbook(s) 3 added: DCM, GTS, SAF",""
"LQIEE118","UPRBU","2020-04-23 00:00:00","9BE9GP00","Y","2020-04-30 16:35:55","2020-04-30 16:35:55","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 deleted: SAF, DCM, GTS",""
"LQIEE118","UPSPU","2020-04-23 00:00:00","9BE9GOXV","Y","2020-04-30 15:15:03","2020-04-30 15:15:03","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"LQIEE119","NEW  ","2020-04-23 00:00:00","9BE9GOY1","Y","2020-04-30 15:15:13","2020-04-30 15:15:13","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQIEE119","UPRBU","2020-04-23 00:00:00","9BE9GP07","Y","2020-04-30 17:00:14","2020-04-30 17:00:14","RETAIL  ","RETAIL  ","","","","UPT  ","","","","Riskbook(s) 3 added: BKGOV, DCM, GTS",""
"LQIEE119","UPSPU","2020-04-23 00:00:00","9BE9GOY3","Y","2020-04-30 15:15:13","2020-04-30 15:15:13","LOANIQ01","LOANIQ01","","","","UPT  ","","","","Secondary Proc Area(s) 1 added: INTOL",""
"LQIEE120","NEW  ","2020-04-23 00:00:00","9BE9GOY9","Y","2020-04-30 15:15:21","2020-04-30 15:15:21","LOANIQ01","LOANIQ01","","","","UPT  ","","","","",""
"LQIEE120","UPRBU","2020-04-23 00:00:00",")0E9GSFZ","Y","2020-04-30 18:06:20","2020-04-30 18:06:20","XMIRANDA","XMIRANDA","","","","UPT  ","","","","Riskbook(s) 1 added: TEST",""
