"VAH_RID_VAL_HIST","VAH_RID_OWNER","VAH_CDE_OWNER_TYPE","VAH_CDE_VALUE_TYPE","VAH_DTE_START","VAH_DTE_END","VAH_DEC_VALUE","VAH_IND_VALUE","VAH_UID_REC_CREATE","VAH_UID_REC_UPDATE","VAH_TSP_REC_CREATE","VAH_TSP_REC_UPDATE","VAH_TXT_VALUE","VAH_CDE_BRANCH"
":=EHOYQH","+.EHA56X","ORT  ","OSTNM","2020-07-08 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-07 13:45:48","2020-10-07 13:45:48","NMFCF","CG852"
":=EHOYQJ","+.EHA56X","ORT  ","OSTNA","2020-07-08 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-07 13:45:48","2020-10-07 13:45:48","","CG852"
":=EHOYQL","+.EHA56X","ORT  ","OSTRB","2020-07-08 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-07 13:45:48","2020-10-07 13:45:48","G365","CG852"
":?EH7RI5",":?EH7RI4","NCS  ","FRS  ","2021-01-07 00:00:00","","0","","MGRAMT01","MGRAMT01","2020-09-28 10:29:15","2020-09-28 10:29:15","",""
":@EDDZU9",":@EDDZU8","DFR  ","DEAFR","2020-05-27 00:00:00","","1","","FJUSRAM ","FJUSRAM ","2020-07-16 00:13:21","2020-07-16 00:13:21","","CG852"
":@EHON51",":@EHON50","NCS  ","FRS  ","2020-07-09 00:00:00","","0","","LIQAPCP3","LIQAPCP3","2020-10-07 12:42:36","2020-10-07 12:42:36","",""
":@EHON53","BKEHOLEO","OST  ","OSTFX","2020-07-09 00:00:00","","1","","LIQAPCP3","LIQAPCP3","2020-10-07 12:42:36","2020-10-07 12:42:36","","CG852"
":@EHON54","BKEHOLEV","ORT  ","PCTRF","2020-07-09 00:00:00","","1","","LIQAPCP3","LIQAPCP3","2020-10-07 12:42:36","2020-10-07 12:42:36","LAST","CG852"
":@EHON55","BKEHOLEO","OST  ","RPRGF","2020-07-09 00:00:00","","","","LIQAPCP3","LIQAPCP3","2020-10-07 12:42:36","2020-10-07 12:42:36","1M","CG852"
":@EHON56","BKEHOLEO","OST  ","RDGIF","2020-07-09 00:00:00","","","","LIQAPCP3","LIQAPCP3","2020-10-07 12:42:36","2020-10-07 12:42:36","1/8","CG852"
":@EHON57","BKEHOLEO","OST  ","RDGFM","2020-07-09 00:00:00","","","","LIQAPCP3","LIQAPCP3","2020-10-07 12:42:36","2020-10-07 12:42:36","NEAR","CG852"
":@EHON58","BKEHOLEO","OST  ","RDGDP","2020-07-09 00:00:00","","","","LIQAPCP3","LIQAPCP3","2020-10-07 12:42:36","2020-10-07 12:42:36","3","CG852"
":@EHON59","BKEHOLEO","OST  ","RDGDM","2020-07-09 00:00:00","","","","LIQAPCP3","LIQAPCP3","2020-10-07 12:42:36","2020-10-07 12:42:36","NEAR","CG852"
":@EHON5A","BKEHOLEO","OST  ","RDGAM","2020-07-09 00:00:00","","","","LIQAPCP3","LIQAPCP3","2020-10-07 12:42:36","2020-10-07 12:42:36","BASEF","CG852"
":@EHON5B","BKEHOLEV","ORT  ","ALLIN","2020-07-09 00:00:00","","0.02","","LIQAPCP3","LIQAPCP3","2020-10-07 12:42:36","2020-10-07 12:42:36","","CG852"
":@EHON5P","BKEHOLEO","OST  ","OSTPO","2020-07-09 00:00:00","","","","LIQAPCP3","LIQAPCP3","2020-10-07 12:42:36","2020-10-07 12:42:36","EURLI","CG852"
":@EHON5T","BKEHOLEV","ORT  ","OSTSD","2020-07-09 00:00:00","","0.01","","LIQAPCP3","LIQAPCP3","2020-10-07 12:42:36","2020-10-07 12:42:36","","CG852"
":@EHON5V","BKEHOLEV","ORT  ","OSTNM","2020-07-09 00:00:00","","","","LIQAPCP3","LIQAPCP3","2020-10-07 12:42:36","2020-10-07 12:42:36","NMFCF","CG852"
":@EHON5X","BKEHOLEV","ORT  ","OSTNA","2020-07-09 00:00:00","","","","LIQAPCP3","LIQAPCP3","2020-10-07 12:42:36","2020-10-07 12:42:36","","CG852"
":@EHON5Z","BKEHOLEV","ORT  ","OSTRB","2020-07-09 00:00:00","","","","LIQAPCP3","LIQAPCP3","2020-10-07 12:42:36","2020-10-07 12:42:36","BANK","CG852"
":CEJDX3J",":CEJDX1K","ORT  ","OTPSS","2021-10-15 00:00:00","","","","B116594 ","B116594 ","2020-11-09 17:03:48","2020-11-09 17:03:48","OFF","CG852"
":CEJDX3K",":CEJDX1K","ORT  ","OSTPS","2021-10-15 00:00:00","","0","","B116594 ","B116594 ","2020-11-09 17:03:48","2020-11-09 17:03:48","","CG852"
":CEJDX40",":CEJDX1K","ORT  ","RWBRT","2021-10-15 00:00:00","","0.02","","B116594 ","B116594 ","2020-11-09 17:04:07","2020-11-09 17:04:07","","CG852"
":CEJDX4B",":CEJDX1K","ORT  ","OSTRT","2021-10-15 00:00:00","","0.02","","B116594 ","B116594 ","2020-11-09 17:04:07","2020-11-09 17:04:07","","CG852"
":EEI3HZ5",":EEI3HZ4","NCS  ","FRS  ","2020-06-09 00:00:00","","0","","LIQUSR05","LIQUSR05","2020-10-15 10:42:15","2020-10-15 10:42:15","",""
":EEI3HZ7","#:EHOMSQ","OST  ","OSTFX","2020-06-09 00:00:00","","1","","LIQUSR05","LIQUSR05","2020-10-15 10:42:15","2020-10-15 10:42:15","","CG852"
":EEI3HZ8","#:EHOMSX","ORT  ","PCTRF","2020-06-09 00:00:00","","1","","LIQUSR05","LIQUSR05","2020-10-15 10:42:15","2020-10-15 10:42:15","LAST","CG852"
":EEI3HZ9","#:EHOMSQ","OST  ","RPRGF","2020-06-09 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:42:15","2020-10-15 10:42:15","7D","CG852"
":EEI3HZA","#:EHOMSQ","OST  ","RDGIF","2020-06-09 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:42:15","2020-10-15 10:42:15","1/8","CG852"
":EEI3HZB","#:EHOMSQ","OST  ","RDGFM","2020-06-09 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:42:15","2020-10-15 10:42:15","NEAR","CG852"
":EEI3HZC","#:EHOMSQ","OST  ","RDGDP","2020-06-09 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:42:15","2020-10-15 10:42:15","3","CG852"
":EEI3HZD","#:EHOMSQ","OST  ","RDGDM","2020-06-09 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:42:15","2020-10-15 10:42:15","NEAR","CG852"
":EEI3HZE","#:EHOMSQ","OST  ","RDGAM","2020-06-09 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:42:15","2020-10-15 10:42:15","BASEF","CG852"
":EEI3HZF","#:EHOMSX","ORT  ","ALLIN","2020-06-09 00:00:00","","0.02895","","LIQUSR05","LIQUSR05","2020-10-15 10:42:15","2020-10-15 10:42:15","","CG852"
":EEI3HZU","#:EHOMSQ","OST  ","OSTPO","2020-06-09 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:42:15","2020-10-15 10:42:15","EURLI","CG852"
":EEI3HZY","#:EHOMSX","ORT  ","OSTSD","2020-06-09 00:00:00","","0.0252","","LIQUSR05","LIQUSR05","2020-10-15 10:42:15","2020-10-15 10:42:15","","CG852"
":EEI3I00","#:EHOMSX","ORT  ","OSTNM","2020-06-09 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:42:15","2020-10-15 10:42:15","NMFCF","CG852"
":EEI3I02","#:EHOMSX","ORT  ","OSTNA","2020-06-09 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:42:15","2020-10-15 10:42:15","","CG852"
":EEI3I04","#:EHOMSX","ORT  ","OSTRB","2020-06-09 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:42:15","2020-10-15 10:42:15","G365","CG852"
":EEI3I5C","IHEFMJJ8","OST  ","OSTPO","2020-06-03 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:45:29","2020-10-15 10:45:29","EURLI","CG852"
":EEI3I5G",":EEI3I5F","NCS  ","FRS  ","2020-06-03 00:00:00","","0","","LIQUSR05","LIQUSR05","2020-10-15 10:45:29","2020-10-15 10:45:29","",""
":EEI3I5I","IHEFMJJ8","OST  ","OSTFX","2020-06-03 00:00:00","","1","","LIQUSR05","LIQUSR05","2020-10-15 10:45:29","2020-10-15 10:45:29","","CG852"
":EEI3I5J","IHEFMJJE","ORT  ","PCTRF","2020-06-03 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:45:29","2020-10-15 10:45:29","","CG852"
":EEI3I5K","IHEFMJJ8","OST  ","RPRGF","2020-06-03 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:45:29","2020-10-15 10:45:29","7D","CG852"
":EEI3I5L","IHEFMJJ8","OST  ","RDGIF","2020-06-03 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:45:29","2020-10-15 10:45:29","1/8","CG852"
":EEI3I5M","IHEFMJJ8","OST  ","RDGFM","2020-06-03 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:45:29","2020-10-15 10:45:29","NEAR","CG852"
":EEI3I5N","IHEFMJJ8","OST  ","RDGDP","2020-06-03 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:45:29","2020-10-15 10:45:29","3","CG852"
":EEI3I5O","IHEFMJJ8","OST  ","RDGDM","2020-06-03 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:45:29","2020-10-15 10:45:29","NEAR","CG852"
":EEI3I5P","IHEFMJJ8","OST  ","RDGAM","2020-06-03 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:45:29","2020-10-15 10:45:29","BASEF","CG852"
":EEI3I6D","IHEFMJJE","ORT  ","OSTSD","2020-06-03 00:00:00","","0.0252","","LIQUSR05","LIQUSR05","2020-10-15 10:45:29","2020-10-15 10:45:29","","CG852"
":EEI3I6F","IHEFMJJE","ORT  ","OSTNM","2020-06-03 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:45:29","2020-10-15 10:45:29","NMFCF","CG852"
":EEI3I6H","IHEFMJJE","ORT  ","OSTNA","2020-06-03 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:45:29","2020-10-15 10:45:29","","CG852"
":EEI3I6J","IHEFMJJE","ORT  ","OSTRB","2020-06-03 00:00:00","","","","LIQUSR05","LIQUSR05","2020-10-15 10:45:29","2020-10-15 10:45:29","G365","CG852"
":JEGM7XH",":JEGM7XG","FRA  ","FRA  ","2020-06-25 00:00:00","","0","","RPTSUP01","RPTSUP01","2020-09-16 18:19:34","2020-09-16 18:19:34","",""
":JEGM7XK",":JEGM7XJ","FRA  ","FRA  ","2020-06-25 00:00:00","","0","","RPTSUP01","RPTSUP01","2020-09-16 18:20:43","2020-09-16 18:20:43","",""
":JEGM7XT",":JEGM7XS","FRA  ","FRA  ","2020-06-25 00:00:00","","0","","RPTSUP01","RPTSUP01","2020-09-16 18:39:48","2020-09-16 18:39:48","",""
":JEGM7XW",":JEGM7XV","FRA  ","FRA  ","2020-06-25 00:00:00","","0","","RPTSUP01","RPTSUP01","2020-09-16 18:40:39","2020-09-16 18:40:39","",""
":JEGM8OR",":JEGM8OQ","FRA  ","FRA  ","2020-06-25 00:00:00","","0","","RPTSUP01","RPTSUP01","2020-09-16 18:52:37","2020-09-16 18:52:37","",""
":JEGM8OS",":JEGM8OQ","FRA  ","FRA  ","2020-06-25 00:00:00","","0","","RPTSUP01","RPTSUP01","2020-09-16 18:52:37","2020-09-16 18:52:37","",""
":JEGMBQV",":JEGMBQU","NCS  ","FRS  ","2020-06-25 00:00:00","","0","","RPTSUP01","RPTSUP01","2020-09-16 20:37:45","2020-09-16 20:37:45","",""
":JEGMBQX","B+EGM7QV","OST  ","OSTFX","2020-06-25 00:00:00","","0.65603883749918","","RPTSUP01","RPTSUP01","2020-09-16 20:37:45","2020-09-16 20:37:45","","CG852"
":JEGMBQY","B+EGM7R3","ORT  ","PCTRF","2020-06-25 00:00:00","","1","","RPTSUP01","RPTSUP01","2020-09-16 20:37:45","2020-09-16 20:37:45","LAST","CG852"
":JEGMBQZ","B+EGM7QV","OST  ","RPRGF","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:37:45","2020-09-16 20:37:45","1M","CG852"
":JEGMBR0","B+EGM7QV","OST  ","RDGIF","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:37:45","2020-09-16 20:37:45","1/8","CG852"
":JEGMBR1","B+EGM7QV","OST  ","RDGFM","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:37:45","2020-09-16 20:37:45","NONE","CG852"
":JEGMBR2","B+EGM7QV","OST  ","RDGDP","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:37:45","2020-09-16 20:37:45","3","CG852"
":JEGMBR3","B+EGM7QV","OST  ","RDGDM","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:37:45","2020-09-16 20:37:45","NONE","CG852"
":JEGMBR4","B+EGM7QV","OST  ","RDGAM","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:37:45","2020-09-16 20:37:45","BASEF","CG852"
":JEGMBR5","B+EGM7R3","ORT  ","ALLIN","2020-06-25 00:00:00","2020-06-25 00:00:00","0.042","","RPTSUP01","LS2BATCH","2020-09-16 20:37:45","2020-10-09 12:56:04","","CG852"
":JEGMBRJ","B+EGM7QV","OST  ","OSTPO","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:37:45","2020-09-16 20:37:45","CDOR","CG852"
":JEGMBRN","B+EGM7R3","ORT  ","OSTSD","2020-06-25 00:00:00","2020-06-25 00:00:00","0.02","","RPTSUP01","LS2BATCH","2020-09-16 20:37:45","2020-10-09 12:56:04","","CG852"
":JEGMBRP","B+EGM7R3","ORT  ","OSTNM","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:37:45","2020-09-16 20:37:45","NMFCF","CG852"
":JEGMBRR","B+EGM7R3","ORT  ","OSTNA","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:37:45","2020-09-16 20:37:45","","CG852"
":JEGMBRT","B+EGM7R3","ORT  ","OSTRB","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:37:45","2020-09-16 20:37:45","G365","CG852"
":JEGMBXI",":JEGMBXH","NCS  ","FRS  ","2020-06-25 00:00:00","","0","","RPTSUP01","RPTSUP01","2020-09-16 20:41:39","2020-09-16 20:41:39","",""
":JEGMBXK","B+EGM97T","OST  ","OSTFX","2020-06-25 00:00:00","","0.950868618482984","","RPTSUP01","RPTSUP01","2020-09-16 20:41:39","2020-09-16 20:41:39","","CG852"
":JEGMBXL","B+EGM981","ORT  ","PCTRF","2020-06-25 00:00:00","","1","","RPTSUP01","RPTSUP01","2020-09-16 20:41:39","2020-09-16 20:41:39","LAST","CG852"
":JEGMBXM","B+EGM97T","OST  ","RPRGF","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:41:39","2020-09-16 20:41:39","3D","CG852"
":JEGMBXN","B+EGM97T","OST  ","RDGIF","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:41:39","2020-09-16 20:41:39","1/8","CG852"
":JEGMBXO","B+EGM97T","OST  ","RDGFM","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:41:39","2020-09-16 20:41:39","NONE","CG852"
":JEGMBXP","B+EGM97T","OST  ","RDGDP","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:41:39","2020-09-16 20:41:39","3","CG852"
":JEGMBXQ","B+EGM97T","OST  ","RDGDM","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:41:39","2020-09-16 20:41:39","NONE","CG852"
":JEGMBXR","B+EGM97T","OST  ","RDGAM","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:41:39","2020-09-16 20:41:39","BASEF","CG852"
":JEGMBXS","B+EGM981","ORT  ","ALLIN","2020-06-25 00:00:00","2020-07-07 00:00:00","0.04","","RPTSUP01","LS2BATCH","2020-09-16 20:41:39","2020-10-09 12:56:04","","CG852"
":JEGMBY6","B+EGM97T","OST  ","OSTPO","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:41:39","2020-09-16 20:41:39","CHFLI","CG852"
":JEGMBYA","B+EGM981","ORT  ","OSTSD","2020-06-25 00:00:00","2020-07-07 00:00:00","0.021","","RPTSUP01","LS2BATCH","2020-09-16 20:41:39","2020-10-09 12:56:04","","CG852"
":JEGMBYC","B+EGM981","ORT  ","OSTNM","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:41:39","2020-09-16 20:41:39","NMFCF","CG852"
":JEGMBYE","B+EGM981","ORT  ","OSTNA","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:41:39","2020-09-16 20:41:39","","CG852"
":JEGMBYG","B+EGM981","ORT  ","OSTRB","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:41:39","2020-09-16 20:41:39","G365","CG852"
":JEGMC3Z",":JEGMC3Y","NCS  ","FRS  ","2020-06-25 00:00:00","","0","","RPTSUP01","RPTSUP01","2020-09-16 20:44:47","2020-09-16 20:44:47","",""
":JEGMC41","B+EGMA8L","OST  ","OSTFX","2020-06-25 00:00:00","","0.950868618482984","","RPTSUP01","RPTSUP01","2020-09-16 20:44:47","2020-09-16 20:44:47","","CG852"
":JEGMC42","B+EGMA8T","ORT  ","PCTRF","2020-06-25 00:00:00","","1","","RPTSUP01","RPTSUP01","2020-09-16 20:44:47","2020-09-16 20:44:47","LAST","CG852"
":JEGMC43","B+EGMA8L","OST  ","RPRGF","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:44:47","2020-09-16 20:44:47","3D","CG852"
":JEGMC44","B+EGMA8L","OST  ","RDGIF","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:44:47","2020-09-16 20:44:47","1/8","CG852"
":JEGMC45","B+EGMA8L","OST  ","RDGFM","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:44:47","2020-09-16 20:44:47","NONE","CG852"
":JEGMC46","B+EGMA8L","OST  ","RDGDP","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:44:47","2020-09-16 20:44:47","3","CG852"
":JEGMC47","B+EGMA8L","OST  ","RDGDM","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:44:47","2020-09-16 20:44:47","NONE","CG852"
":JEGMC48","B+EGMA8L","OST  ","RDGAM","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:44:47","2020-09-16 20:44:47","BASEF","CG852"
":JEGMC49","B+EGMA8T","ORT  ","ALLIN","2020-06-25 00:00:00","2020-07-07 00:00:00","0.039","","RPTSUP01","LS2BATCH","2020-09-16 20:44:47","2020-10-09 12:56:04","","CG852"
":JEGMC4N","B+EGMA8L","OST  ","OSTPO","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:44:47","2020-09-16 20:44:47","CHFLI","CG852"
":JEGMC4R","B+EGMA8T","ORT  ","OSTSD","2020-06-25 00:00:00","2020-07-07 00:00:00","0.021","","RPTSUP01","LS2BATCH","2020-09-16 20:44:47","2020-10-09 12:56:04","","CG852"
":JEGMC4T","B+EGMA8T","ORT  ","OSTNM","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:44:47","2020-09-16 20:44:47","NMFCF","CG852"
":JEGMC4V","B+EGMA8T","ORT  ","OSTNA","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:44:47","2020-09-16 20:44:47","","CG852"
":JEGMC4X","B+EGMA8T","ORT  ","OSTRB","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:44:47","2020-09-16 20:44:47","G365","CG852"
":JEGMCAI",":JEGMCAH","NCS  ","FRS  ","2020-06-25 00:00:00","","0","","RPTSUP01","RPTSUP01","2020-09-16 20:48:32","2020-09-16 20:48:32","",""
":JEGMCAK","B+EGM9NV","OST  ","OSTFX","2020-06-25 00:00:00","","0.129959413675109","","RPTSUP01","RPTSUP01","2020-09-16 20:48:32","2020-09-16 20:48:32","","CG852"
":JEGMCAL","B+EGM9O3","ORT  ","PCTRF","2020-06-25 00:00:00","","1","","RPTSUP01","RPTSUP01","2020-09-16 20:48:32","2020-09-16 20:48:32","LAST","CG852"
":JEGMCAM","B+EGM9NV","OST  ","RPRGF","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:48:32","2020-09-16 20:48:32","1D","CG852"
":JEGMCAN","B+EGM9NV","OST  ","RDGIF","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:48:32","2020-09-16 20:48:32","1/8","CG852"
":JEGMCAO","B+EGM9NV","OST  ","RDGFM","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:48:32","2020-09-16 20:48:32","NONE","CG852"
":JEGMCAP","B+EGM9NV","OST  ","RDGDP","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:48:32","2020-09-16 20:48:32","3","CG852"
":JEGMCAQ","B+EGM9NV","OST  ","RDGDM","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:48:32","2020-09-16 20:48:32","NONE","CG852"
":JEGMCAR","B+EGM9NV","OST  ","RDGAM","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:48:32","2020-09-16 20:48:32","BASEF","CG852"
":JEGMCAS","B+EGM9O3","ORT  ","ALLIN","2020-06-25 00:00:00","2020-07-09 00:00:00","0.029","","RPTSUP01","LS2BATCH","2020-09-16 20:48:32","2020-10-09 12:56:04","","CG852"
":JEGMCB6","B+EGM9NV","OST  ","OSTPO","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:48:32","2020-09-16 20:48:32","CHIBO","CG852"
":JEGMCBA","B+EGM9O3","ORT  ","OSTSD","2020-06-25 00:00:00","2020-07-09 00:00:00","0.019","","RPTSUP01","LS2BATCH","2020-09-16 20:48:32","2020-10-09 12:56:04","","CG852"
":JEGMCBC","B+EGM9O3","ORT  ","OSTNM","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:48:32","2020-09-16 20:48:32","NMFCF","CG852"
":JEGMCBE","B+EGM9O3","ORT  ","OSTNA","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:48:32","2020-09-16 20:48:32","","CG852"
":JEGMCBG","B+EGM9O3","ORT  ","OSTRB","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:48:32","2020-09-16 20:48:32","G365","CG852"
":JEGMCH3",":JEGMCH2","NCS  ","FRS  ","2020-06-25 00:00:00","","0","","RPTSUP01","RPTSUP01","2020-09-16 20:51:38","2020-09-16 20:51:38","",""
":JEGMCH5","B+EGM9Y5","OST  ","OSTFX","2020-06-25 00:00:00","","0.028315272436809","","RPTSUP01","RPTSUP01","2020-09-16 20:51:38","2020-09-16 20:51:38","","CG852"
":JEGMCH6","B+EGM9YD","ORT  ","PCTRF","2020-06-25 00:00:00","","1","","RPTSUP01","RPTSUP01","2020-09-16 20:51:38","2020-09-16 20:51:38","LAST","CG852"
":JEGMCH7","B+EGM9Y5","OST  ","RPRGF","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:51:38","2020-09-16 20:51:38","1D","CG852"
":JEGMCH8","B+EGM9Y5","OST  ","RDGIF","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:51:38","2020-09-16 20:51:38","1/8","CG852"
":JEGMCH9","B+EGM9Y5","OST  ","RDGFM","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:51:38","2020-09-16 20:51:38","NONE","CG852"
":JEGMCHA","B+EGM9Y5","OST  ","RDGDP","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:51:38","2020-09-16 20:51:38","3","CG852"
":JEGMCHB","B+EGM9Y5","OST  ","RDGDM","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:51:38","2020-09-16 20:51:38","NONE","CG852"
":JEGMCHC","B+EGM9Y5","OST  ","RDGAM","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:51:38","2020-09-16 20:51:38","BASEF","CG852"
":JEGMCHD","B+EGM9YD","ORT  ","ALLIN","2020-06-25 00:00:00","2020-07-09 00:00:00","0.038","","RPTSUP01","LS2BATCH","2020-09-16 20:51:38","2020-10-09 12:56:04","","CG852"
":JEGMCHR","B+EGM9Y5","OST  ","OSTPO","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:51:38","2020-09-16 20:51:38","THBFI","CG852"
":JEGMCHV","B+EGM9YD","ORT  ","OSTSD","2020-06-25 00:00:00","2020-07-09 00:00:00","0.018","","RPTSUP01","LS2BATCH","2020-09-16 20:51:38","2020-10-09 12:56:04","","CG852"
":JEGMCHX","B+EGM9YD","ORT  ","OSTNM","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:51:38","2020-09-16 20:51:38","NMFCF","CG852"
":JEGMCHZ","B+EGM9YD","ORT  ","OSTNA","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:51:38","2020-09-16 20:51:38","","CG852"
":JEGMCI1","B+EGM9YD","ORT  ","OSTRB","2020-06-25 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-16 20:51:38","2020-09-16 20:51:38","G365","CG852"
":LEI3GSB",":LEI3GO4","ORT  ","OTPSS","2021-03-08 00:00:00","","","","CMARTILL","CMARTILL","2020-10-15 12:05:14","2020-10-15 12:05:14","OFF","CG852"
":LEI3GSC",":LEI3GO4","ORT  ","OSTPS","2021-03-08 00:00:00","","0","","CMARTILL","CMARTILL","2020-10-15 12:05:14","2020-10-15 12:05:14","","CG852"
":LEI3GT3",":LEI3GO4","ORT  ","RWBRT","2021-03-08 00:00:00","","0.05","","CMARTILL","CMARTILL","2020-10-15 12:05:30","2020-10-15 12:05:30","","CG852"
":LEI3GTW",":LEI3GO4","ORT  ","OSTRT","2021-03-08 00:00:00","","0.05","","CMARTILL","CMARTILL","2020-10-15 12:05:30","2020-10-15 12:05:30","","CG852"
":PEII6TB",":PEII6RC","ORT  ","OTPSS","2021-03-08 00:00:00","","","","A116594 ","A116594 ","2020-10-23 13:21:56","2020-10-23 13:21:56","OFF","CG852"
":PEII6TC",":PEII6RC","ORT  ","OSTPS","2021-03-08 00:00:00","","0","","A116594 ","A116594 ","2020-10-23 13:21:56","2020-10-23 13:21:56","","CG852"
":PEII6TS",":PEII6RC","ORT  ","RWBRT","2021-03-08 00:00:00","","0.03","","A116594 ","A116594 ","2020-10-23 13:22:51","2020-10-23 13:22:51","","CG852"
":PEII6U3",":PEII6RC","ORT  ","OSTRT","2021-03-08 00:00:00","","0.03","","A116594 ","A116594 ","2020-10-23 13:22:51","2020-10-23 13:22:51","","CG852"
