"UDP_UID_USERID","UDP_CDE_DEPT","UDP_TSP_REC_CREATE","UDP_TSP_REC_UPDATE","UDP_UID_REC_CREATE","UDP_UID_REC_UPDATE","UDP_IND_PRIMARY"
"MULT1728","GLB  ","2020-07-23 20:13:11","2020-07-23 20:13:11","LOANIQ01","LOANIQ01","Y"
"MULT1729","GLB  ","2020-07-23 20:48:47","2020-07-23 20:48:47","LOANIQ01","LOANIQ01","Y"
"CRE07120","GLB  ","2020-07-24 11:15:38","2020-07-24 11:15:38","LOANIQ01","LOANIQ01","Y"
"LLL20011","GLB  ","2020-07-24 12:25:54","2020-07-24 12:25:54","LOANIQ01","LOANIQ01","Y"
"CRE07121","GLB  ","2020-07-24 13:01:01","2020-07-24 13:01:01","LOANIQ01","LOANIQ01","Y"
"CRE07122","GLB  ","2020-07-24 13:17:43","2020-07-24 13:17:43","LOANIQ01","LOANIQ01","Y"
"CRE07123","GLB  ","2020-07-24 14:22:47","2020-07-24 14:22:47","LOANIQ01","LOANIQ01","Y"
"CRE07124","GLB  ","2020-07-24 15:02:20","2020-07-24 15:02:20","LOANIQ01","LOANIQ01","Y"
"CRE07125","GLB  ","2020-07-24 15:56:41","2020-07-24 15:56:41","LOANIQ01","LOANIQ01","Y"
"CRE07221","GLB  ","2020-07-24 16:31:20","2020-07-24 16:31:20","LOANIQ01","LOANIQ01","Y"
"CRE07320","GLB  ","2020-07-24 16:58:42","2020-07-24 16:58:42","LOANIQ01","LOANIQ01","Y"
"CREA1212","GLB  ","2020-07-24 19:13:20","2020-07-24 19:13:20","LOANIQ01","LOANIQ01","Y"
"CREA1213","GLB  ","2020-07-24 20:08:46","2020-07-24 20:08:46","LOANIQ01","LOANIQ01","Y"
"LMIN01  ","GLB  ","2020-07-28 16:55:07","2020-07-28 16:55:07","LOANIQ01","LOANIQ01","Y"
"LMIN02  ","GLB  ","2020-07-28 17:59:46","2020-07-28 17:59:46","LOANIQ01","LOANIQ01","Y"
"LMIN03  ","GLB  ","2020-07-28 20:21:49","2020-07-28 20:21:49","LOANIQ01","LOANIQ01","Y"
"LIQMAX01","GLB  ","2020-07-29 16:48:03","2020-07-29 16:48:03","LOANIQ01","LOANIQ01","Y"
"III10010","GLB  ","2020-07-29 19:15:37","2020-07-29 19:15:37","LOANIQ01","LOANIQ01","Y"
"III10009","GLB  ","2020-07-29 18:06:48","2020-07-29 18:06:48","LOANIQ01","LOANIQ01","Y"
"LIQUSR02","GLB  ","2020-08-13 13:06:14","2020-08-13 13:06:14","ADMIN1  ","ADMIN1  ","N"
"RUNTEST1","GLB  ","2020-08-04 17:15:30","2020-08-04 17:15:30","ADMIN1  ","ADMIN1  ","N"
"RONINP01","GLB  ","2020-08-18 14:47:47","2020-08-18 14:47:47","ADMIN1  ","ADMIN1  ","N"
"RONSUP01","GLB  ","2020-08-18 14:48:54","2020-08-18 14:48:54","ADMIN1  ","ADMIN1  ","N"
"ALNINP01","GLB  ","2020-08-18 14:50:36","2020-08-18 14:50:36","ADMIN1  ","ADMIN1  ","N"
"ALNSUP01","GLB  ","2020-08-18 14:51:31","2020-08-18 14:51:31","ADMIN1  ","ADMIN1  ","N"
"INPELY01","GLB  ","2020-08-19 12:18:30","2020-08-19 12:18:30","ADMIN1  ","ADMIN1  ","N"
"SUPELY01","GLB  ","2020-08-19 12:20:04","2020-08-19 12:20:04","ADMIN1  ","ADMIN1  ","N"
"MGRELY01","GLB  ","2020-08-19 12:20:58","2020-08-19 12:20:58","ADMIN1  ","ADMIN1  ","N"
"INPDEL01","GLB  ","2020-08-19 12:48:03","2020-08-19 12:48:03","ADMIN1  ","ADMIN1  ","N"
"SUPDEL01","GLB  ","2020-08-19 12:48:44","2020-08-19 12:48:44","ADMIN1  ","ADMIN1  ","N"
"MGRDEL01","GLB  ","2020-08-19 12:49:33","2020-08-19 12:49:33","ADMIN1  ","ADMIN1  ","N"
"INPROS01","GLB  ","2020-08-19 12:50:18","2020-08-19 12:50:18","ADMIN1  ","ADMIN1  ","N"
"SUPROS01","GLB  ","2020-08-19 12:50:53","2020-08-19 12:50:53","ADMIN1  ","ADMIN1  ","N"
"MGRROS01","GLB  ","2020-08-19 12:51:28","2020-08-19 12:51:28","ADMIN1  ","ADMIN1  ","N"
"INPCHO  ","GLB  ","2020-08-19 12:52:05","2020-08-19 12:52:05","ADMIN1  ","ADMIN1  ","N"
"SUPCHO01","GLB  ","2020-08-19 12:52:58","2020-08-19 12:52:58","ADMIN1  ","ADMIN1  ","N"
"MGRCHO01","GLB  ","2020-08-19 12:54:11","2020-08-19 12:54:11","ADMIN1  ","ADMIN1  ","N"
"JAQUITAN","GLB  ","2020-08-20 11:10:01","2020-08-20 11:10:01","ADMIN1  ","ADMIN1  ","N"
"LIQAPCP3","GLB  ","2020-08-24 11:58:39","2020-08-24 11:58:39","ADMIN1  ","ADMIN1  ","N"
"TSTCNS03","GLB  ","2020-08-27 09:10:01","2020-08-27 09:10:01","LOANIQ01","LOANIQ01","Y"
"ALLDEL72","GLB  ","2020-08-27 10:28:10","2020-08-27 10:28:10","LOANIQ01","LOANIQ01","Y"
"TSTCNS07","GLB  ","2020-09-06 20:16:00","2020-09-06 20:16:00","LOANIQ01","LOANIQ01","Y"
"TSTCNS06","GLB  ","2020-09-03 20:38:17","2020-09-03 20:38:17","LOANIQ01","LOANIQ01","Y"
"LIQGET03","GLB  ","2020-09-04 15:20:56","2020-09-04 15:20:56","LOANIQ01","LOANIQ01","Y"
"LQGALL01","GLB  ","2020-09-07 09:30:04","2020-09-07 09:30:04","LOANIQ01","LOANIQ01","Y"
"LIQ9881 ","GLB  ","2020-02-04 10:25:32","2020-02-04 10:25:32","CMARTILL","CMARTILL","N"
"LLL20012","GLB  ","2020-03-11 07:04:05","2020-03-11 07:04:05","LOANIQ02","LOANIQ02","Y"
"LLL20013","GLB  ","2020-03-11 09:58:15","2020-03-11 09:58:15","LOANIQ02","LOANIQ02","Y"
"LLL23005","GLB  ","2020-03-16 10:49:57","2020-03-16 10:49:57","LOANIQ01","LOANIQ01","Y"
"LIQ92323","GLB  ","2020-03-16 11:28:58","2020-03-16 11:28:58","LOANIQ01","LOANIQ01","Y"
"LIQ95532","GLB  ","2020-03-16 11:36:38","2020-03-16 11:36:38","LOANIQ01","LOANIQ01","Y"
"LLL23006","GLB  ","2020-03-16 11:50:14","2020-03-16 11:50:14","LOANIQ01","LOANIQ01","Y"
"LLL23007","GLB  ","2020-03-16 12:15:30","2020-03-16 12:15:30","LOANIQ01","LOANIQ01","Y"
"LLL23008","GLB  ","2020-03-16 12:47:55","2020-03-16 12:47:55","LOANIQ01","LOANIQ01","Y"
"LLL23009","GLB  ","2020-03-17 03:08:19","2020-03-17 03:08:19","LOANIQ01","LOANIQ01","Y"
"LIQ85531","GLB  ","2020-03-17 03:14:19","2020-03-17 03:14:19","LOANIQ01","LOANIQ01","Y"
"LIQ85534","GLB  ","2020-03-17 03:34:16","2020-03-17 03:34:16","LOANIQ01","LOANIQ01","Y"
"LLL23010","GLB  ","2020-03-17 05:15:05","2020-03-17 05:15:05","LOANIQ01","LOANIQ01","Y"
"LLL23011","GLB  ","2020-03-17 06:37:21","2020-03-17 06:37:21","LOANIQ01","LOANIQ01","Y"
"LLL23012","GLB  ","2020-03-17 07:29:57","2020-03-17 07:29:57","LOANIQ01","LOANIQ01","Y"
"LLL23015","GLB  ","2020-03-17 13:34:37","2020-03-17 13:34:37","LOANIQ01","LOANIQ01","Y"
"DFUSR231","GLB  ","2020-04-13 10:28:37","2020-04-13 10:28:37","LOANIQ01","LOANIQ01","Y"
"LLL23014","GLB  ","2020-03-17 13:03:42","2020-03-17 13:03:42","LOANIQ01","LOANIQ01","Y"
"REC07119","GLB  ","2020-03-18 04:36:34","2020-03-18 04:36:34","LOANIQ01","LOANIQ01","Y"
"LLL23016","GLB  ","2020-03-17 14:16:39","2020-03-17 14:16:39","LOANIQ01","LOANIQ01","Y"
"LLL23017","GLB  ","2020-03-17 14:31:06","2020-03-17 14:31:06","LOANIQ01","LOANIQ01","Y"
"REC07120","GLB  ","2020-03-18 06:17:28","2020-03-18 06:17:28","LOANIQ01","LOANIQ01","Y"
"REC07121","GLB  ","2020-03-18 06:53:41","2020-03-18 06:53:41","LOANIQ01","LOANIQ01","Y"
"REC07122","GLB  ","2020-03-18 08:23:28","2020-03-18 08:23:28","LOANIQ01","LOANIQ01","Y"
"REC07123","GLB  ","2020-03-18 09:00:42","2020-03-18 09:00:42","LOANIQ01","LOANIQ01","Y"
"REC07124","GLB  ","2020-03-18 13:32:04","2020-03-18 13:32:04","LOANIQ01","LOANIQ01","Y"
"CARE1210","GLB  ","2020-03-19 08:46:41","2020-03-19 08:46:41","LOANIQ01","LOANIQ01","Y"
"CARE1211","GLB  ","2020-03-19 09:29:31","2020-03-19 09:29:31","LOANIQ01","LOANIQ01","Y"
"CARE1212","GLB  ","2020-03-19 10:04:58","2020-03-19 10:04:58","LOANIQ01","LOANIQ01","Y"
"DFUSR232","GLB  ","2020-04-13 10:45:43","2020-04-13 10:45:43","LOANIQ01","LOANIQ01","Y"
"UTST7105","GLB  ","2020-03-19 11:19:32","2020-03-19 11:19:32","LOANIQ01","LOANIQ01","Y"
"LIQGET01","GLB  ","2020-04-13 09:51:33","2020-04-13 09:51:33","LOANIQ01","LOANIQ01","Y"
"APP2MANS","GLB  ","2020-04-13 13:02:45","2020-04-13 13:02:45","ADMIN1  ","ADMIN1  ","N"
"DFU2302 ","GLB  ","2020-04-13 13:26:26","2020-04-13 13:26:26","LOANIQ01","LOANIQ01","Y"
"LLL20004","GLB  ","2020-02-04 08:56:34","2020-02-04 08:56:34","LOANIQ02","LOANIQ02","Y"
"LLL20005","GLB  ","2020-02-04 09:28:18","2020-02-04 09:28:18","LOANIQ02","LOANIQ02","Y"
"III10001","GLB  ","2020-02-04 11:05:43","2020-02-04 11:05:43","LOANIQ02","LOANIQ02","Y"
"III10002","GLB  ","2020-02-04 12:02:59","2020-02-04 12:02:59","LOANIQ02","LOANIQ02","Y"
"III10003","GLB  ","2020-02-04 12:18:01","2020-02-04 12:18:01","LOANIQ02","LOANIQ02","Y"
"QQQ10002","GLB  ","2020-02-05 12:43:03","2020-02-05 12:43:03","LOANIQ02","LOANIQ02","Y"
"III10004","GLB  ","2020-02-04 13:02:46","2020-02-04 13:02:46","LOANIQ02","LOANIQ02","Y"
"QQQ10001","GLB  ","2020-02-05 09:46:39","2020-02-05 09:46:39","LOANIQ02","LOANIQ02","Y"
"JCSR9101","GLB  ","2020-02-05 09:54:47","2020-02-05 09:54:47","LOANIQ02","LOANIQ02","Y"
"PAA30001","GLB  ","2020-02-06 04:57:14","2020-02-06 04:57:14","LOANIQ02","LOANIQ02","Y"
"CCC10001","GLB  ","2020-02-06 07:34:24","2020-02-06 07:34:24","LOANIQ02","LOANIQ02","Y"
"PAA30002","GLB  ","2020-02-06 09:07:56","2020-02-06 09:07:56","LOANIQ02","LOANIQ02","Y"
"EEE10001","GLB  ","2020-02-06 11:38:18","2020-02-06 11:38:18","LOANIQ02","LOANIQ02","Y"
"FFF30001","GLB  ","2020-02-06 11:39:33","2020-02-06 11:39:33","LOANIQ02","LOANIQ02","Y"
"RPTINPAM","GLB  ","2020-03-13 11:45:17","2020-03-13 11:45:17","ADMIN1  ","ADMIN1  ","N"
"RPTSUPAM","GLB  ","2020-03-13 11:46:59","2020-03-13 11:46:59","ADMIN1  ","ADMIN1  ","N"
"RPTMGRAM","GLB  ","2020-03-13 11:47:56","2020-03-13 11:47:56","ADMIN1  ","ADMIN1  ","N"
"XMIRANDA","GLB  ","2020-03-19 03:46:35","2020-03-19 03:46:35","MGALING ","MGALING ","N"
"LIQ85536","GLB  ","2020-04-13 05:23:25","2020-04-13 05:23:25","LOANIQ01","LOANIQ01","Y"
"LIQT0001","GLB  ","2020-04-13 05:33:03","2020-04-13 05:33:03","LOANIQ01","LOANIQ01","Y"
"LIQD0001","GLB  ","2020-04-13 06:35:45","2020-04-13 06:35:45","LOANIQ01","LOANIQ01","Y"
"DFUSR230","GLB  ","2020-04-13 07:08:42","2020-04-13 07:08:42","LOANIQ01","LOANIQ01","Y"
"III10005","GLB  ","2020-02-05 03:54:09","2020-02-05 03:54:09","LOANIQ02","LOANIQ02","Y"
"III10006","GLB  ","2020-02-05 04:14:38","2020-02-05 04:14:38","LOANIQ02","LOANIQ02","Y"
"III10008","GLB  ","2020-02-05 06:33:04","2020-02-05 06:33:04","LOANIQ02","LOANIQ02","Y"
"III10007","GLB  ","2020-02-05 05:27:14","2020-02-05 05:27:14","LOANIQ02","LOANIQ02","Y"
"LLL20007","GLB  ","2020-03-10 10:29:22","2020-03-10 10:29:22","LOANIQ02","LOANIQ02","Y"
"MGALING2","GLB  ","2020-02-19 05:09:24","2020-02-19 05:09:24","ADMIN1  ","ADMIN1  ","N"
"LLL20006","GLB  ","2020-03-10 09:09:41","2020-03-10 09:09:41","LOANIQ02","LOANIQ02","Y"
"LLL20008","GLB  ","2020-03-10 11:48:52","2020-03-10 11:48:52","LOANIQ02","LOANIQ02","Y"
"INPMANS ","GLB  ","2020-04-13 06:07:45","2020-04-13 06:07:45","ADMIN1  ","ADMIN1  ","N"
"HSSUPR01","GLB  ","2020-01-23 09:28:07","2020-01-23 09:28:07","ADMIN1  ","ADMIN1  ","N"
"HSMGR02 ","GLB  ","2020-01-23 09:54:21","2020-01-23 09:54:21","ADMIN1  ","ADMIN1  ","N"
"MULT1006","GLB  ","2020-01-23 12:31:05","2020-01-23 12:31:05","LOANIQ02","LOANIQ02","Y"
"MULT1007","GLB  ","2020-01-23 12:44:01","2020-01-23 12:44:01","LOANIQ02","LOANIQ02","Y"
"MULT1008","GLB  ","2020-01-23 12:57:15","2020-01-23 12:57:15","LOANIQ02","LOANIQ02","Y"
"MULT1009","GLB  ","2020-01-23 13:04:05","2020-01-23 13:04:05","LOANIQ02","LOANIQ02","Y"
"MULT1010","GLB  ","2020-01-23 13:16:03","2020-01-23 13:16:03","LOANIQ02","LOANIQ02","Y"
"MULT1011","GLB  ","2020-01-23 13:24:18","2020-01-23 13:24:18","LOANIQ02","LOANIQ02","Y"
"PUSR3616","GLB  ","2020-01-24 09:49:39","2020-01-24 09:49:39","LOANIQ02","LOANIQ02","Y"
"MULT1016","GLB  ","2020-01-28 09:03:54","2020-01-28 09:03:54","LOANIQ02","LOANIQ02","Y"
"MULT1017","GLB  ","2020-01-28 09:05:25","2020-01-28 09:05:25","LOANIQ02","LOANIQ02","Y"
"MULT1018","GLB  ","2020-01-28 09:07:24","2020-01-28 09:07:24","LOANIQ02","LOANIQ02","Y"
"MULT1019","GLB  ","2020-01-28 09:10:06","2020-01-28 09:10:06","LOANIQ02","LOANIQ02","Y"
"MULT1020","GLB  ","2020-01-28 09:20:05","2020-01-28 09:20:05","LOANIQ02","LOANIQ02","Y"
"MULT1021","GLB  ","2020-01-28 09:20:57","2020-01-28 09:20:57","LOANIQ02","LOANIQ02","Y"
"MULT1022","GLB  ","2020-01-28 09:23:02","2020-01-28 09:23:02","LOANIQ02","LOANIQ02","Y"
"MULT1023","GLB  ","2020-01-28 09:45:43","2020-01-28 09:45:43","LOANIQ02","LOANIQ02","Y"
"MULT1024","GLB  ","2020-01-28 09:54:31","2020-01-28 09:54:31","LOANIQ02","LOANIQ02","Y"
"MULT1025","GLB  ","2020-01-28 10:12:28","2020-01-28 10:12:28","LOANIQ02","LOANIQ02","Y"
"LIQ99010","GLB  ","2020-01-28 12:26:09","2020-01-28 12:26:09","LOANIQ02","LOANIQ02","Y"
"MULT1026","GLB  ","2020-01-28 10:40:08","2020-01-28 10:40:08","LOANIQ02","LOANIQ02","Y"
"MULT1027","GLB  ","2020-01-28 10:43:45","2020-01-28 10:43:45","LOANIQ02","LOANIQ02","Y"
"MULT1031","GLB  ","2020-01-28 12:25:42","2020-01-28 12:25:42","LOANIQ02","LOANIQ02","Y"
"UTST8004","GLB  ","2020-01-28 13:19:53","2020-01-28 13:19:53","LOANIQ02","LOANIQ02","Y"
"UTS7005 ","GLB  ","2020-01-28 12:52:45","2020-01-28 12:52:45","LOANIQ02","LOANIQ02","Y"
"MULT1034","GLB  ","2020-01-29 03:07:19","2020-01-29 03:07:19","LOANIQ02","LOANIQ02","Y"
"MULT1032","GLB  ","2020-01-28 14:00:21","2020-01-28 14:00:21","LOANIQ02","LOANIQ02","Y"
"MULT1033","GLB  ","2020-01-28 14:23:39","2020-01-28 14:23:39","LOANIQ02","LOANIQ02","Y"
"MULT1035","GLB  ","2020-01-29 03:15:52","2020-01-29 03:15:52","LOANIQ02","LOANIQ02","Y"
"MULT1036","GLB  ","2020-01-29 03:30:59","2020-01-29 03:30:59","LOANIQ02","LOANIQ02","Y"
"MULT1037","GLB  ","2020-01-29 03:36:57","2020-01-29 03:36:57","LOANIQ02","LOANIQ02","Y"
"MULT1038","GLB  ","2020-01-29 03:43:18","2020-01-29 03:43:18","LOANIQ02","LOANIQ02","Y"
"MULT1039","GLB  ","2020-01-29 03:48:52","2020-01-29 03:48:52","LOANIQ02","LOANIQ02","Y"
"LIQ91006","GLB  ","2020-01-29 03:54:32","2020-01-29 03:54:32","LOANIQ02","LOANIQ02","Y"
"MULT1040","GLB  ","2020-01-29 03:56:04","2020-01-29 03:56:04","LOANIQ02","LOANIQ02","Y"
"MULT1041","GLB  ","2020-01-29 04:01:11","2020-01-29 04:01:11","LOANIQ02","LOANIQ02","Y"
"MULT1042","GLB  ","2020-01-29 06:05:54","2020-01-29 06:05:54","LOANIQ02","LOANIQ02","Y"
"ALLDEL44","GLB  ","2020-01-29 08:14:38","2020-01-29 08:14:38","LOANIQ02","LOANIQ02","Y"
"LUPD0013","GLB  ","2020-01-30 03:43:28","2020-01-30 03:43:28","LOANIQ02","LOANIQ02","Y"
"JCD907  ","GLB  ","2020-01-30 07:59:31","2020-01-30 07:59:31","LOANIQ02","LOANIQ02","Y"
"LIQAD129","GLB  ","2020-01-30 04:02:23","2020-01-30 04:02:23","LOANIQ02","LOANIQ02","Y"
"JCD900  ","GLB  ","2020-01-30 07:52:35","2020-01-30 07:52:35","LOANIQ02","LOANIQ02","Y"
"CMAR1249","GLB  ","2020-01-30 08:00:27","2020-01-30 08:00:27","LOANIQ02","LOANIQ02","Y"
"PTY0018 ","GLB  ","2020-01-30 08:02:24","2020-01-30 08:02:24","LOANIQ02","LOANIQ02","Y"
"PTY0019 ","GLB  ","2020-01-30 08:07:54","2020-01-30 08:07:54","LOANIQ02","LOANIQ02","Y"
"CFRANCIS","GLB  ","2020-01-23 02:52:53","2020-01-23 02:52:53","ADMIN1  ","ADMIN1  ","N"
"UTST7005","GLB  ","2020-01-28 06:30:46","2020-01-28 06:30:46","LOANIQ02","LOANIQ02","Y"
"JCUSR01 ","GLB  ","2020-01-22 13:51:26","2020-01-22 13:51:26","ADMIN1  ","ADMIN1  ","N"
"LS2BATCH","GLB  ","2020-01-24 07:22:09","2020-01-24 07:22:09","ADMIN1  ","ADMIN1  ","N"
"MULT1028","GLB  ","2020-01-28 10:59:46","2020-01-28 10:59:46","LOANIQ02","LOANIQ02","Y"
"MULT1029","GLB  ","2020-01-28 11:03:53","2020-01-28 11:03:53","LOANIQ02","LOANIQ02","Y"
"MULT1030","GLB  ","2020-01-28 11:19:16","2020-01-28 11:19:16","LOANIQ02","LOANIQ02","Y"
"LQXY0001","GLB  ","2020-01-27 09:29:04","2020-01-27 09:29:04","LOANIQ02","LOANIQ02","Y"
"LII99010","GLB  ","2020-01-22 06:43:54","2020-01-22 06:43:54","LOANIQ01","LOANIQ01","Y"
"LII99011","GLB  ","2020-01-22 08:55:57","2020-01-22 08:55:57","LOANIQ01","LOANIQ01","Y"
"LII99012","GLB  ","2020-01-22 09:59:54","2020-01-22 09:59:54","LOANIQ01","LOANIQ01","Y"
"WBAYERS ","GLB  ","2020-01-22 12:15:18","2020-01-22 12:15:18","ADMIN1  ","ADMIN1  ","N"
"DHENDERS","GLB  ","2020-01-22 12:15:39","2020-01-22 12:15:39","ADMIN1  ","ADMIN1  ","N"
"MWHEELER","GLB  ","2020-01-22 12:16:43","2020-01-22 12:16:43","ADMIN1  ","ADMIN1  ","N"
"LII99013","GLB  ","2020-01-22 14:06:47","2020-01-22 14:06:47","LOANIQ01","LOANIQ01","Y"
"JOBINPUT","GLB  ","2020-01-23 06:09:50","2020-01-23 06:09:50","ADMIN1  ","ADMIN1  ","N"
"JOBMNGER","GLB  ","2020-01-23 06:11:41","2020-01-23 06:11:41","ADMIN1  ","ADMIN1  ","N"
"KIDUENAS","GLB  ","2020-09-09 17:51:01","2020-09-09 17:51:01","ADMIN1  ","ADMIN1  ","N"
"COPEINP ","GLB  ","2020-09-15 12:00:18","2020-09-15 12:00:18","ADMIN1  ","ADMIN1  ","N"
"DELINP01","GLB  ","2020-10-12 13:52:08","2020-10-12 13:52:08","LOANIQ01","LOANIQ01","Y"
"DELSUP01","GLB  ","2020-10-12 13:54:42","2020-10-12 13:54:42","LOANIQ01","LOANIQ01","Y"
"DELMGR01","GLB  ","2020-10-12 13:56:28","2020-10-12 13:56:28","LOANIQ01","LOANIQ01","Y"
"JCUSREU1","GLB  ","2020-11-04 14:27:31","2020-11-04 14:27:31","ADMIN1  ","ADMIN1  ","Y"
"CGLMGR01","GLB  ","2020-11-24 11:01:12","2020-11-24 11:01:12","ADMIN1  ","ADMIN1  ","Y"
"CGLSUP01","GLB  ","2020-11-24 11:03:02","2020-11-24 11:03:02","ADMIN1  ","ADMIN1  ","Y"
"SUPCESSL","GLB  ","2020-11-24 13:01:18","2020-11-24 13:01:18","ADMIN1  ","ADMIN1  ","Y"
"MNGCESSL","GLB  ","2020-11-24 13:03:12","2020-11-24 13:03:12","ADMIN1  ","ADMIN1  ","Y"
"SHSUPAU0","GLB  ","2020-11-24 19:34:13","2020-11-24 19:34:13","ADMIN1  ","ADMIN1  ","N"
"SHMANAU0","GLB  ","2020-11-24 19:34:48","2020-11-24 19:34:48","ADMIN1  ","ADMIN1  ","N"
"LIQAD132","GLB  ","2020-09-08 21:38:11","2020-09-08 21:38:11","CFRANCIS","CFRANCIS","Y"
"LIQAD133","GLB  ","2020-09-08 21:48:05","2020-09-08 21:48:05","ADMIN1  ","ADMIN1  ","Y"
"LIQAD134","GLB  ","2020-09-08 22:08:25","2020-09-08 22:08:25","ADMIN1  ","ADMIN1  ","Y"
"LIQAD109","GLB  ","2020-09-09 00:35:31","2020-09-09 00:35:31","ADMIN1  ","ADMIN1  ","Y"
"LIQAD118","GLB  ","2020-09-09 00:54:21","2020-09-09 00:54:21","ADMIN1  ","ADMIN1  ","Y"
"KDUENAPP","GLB  ","2020-09-09 18:15:42","2020-09-09 18:15:42","ADMIN1  ","ADMIN1  ","N"
"TESTCOPE","GLB  ","2020-09-16 17:44:51","2020-09-16 17:44:51","ADMIN1  ","ADMIN1  ","N"
"INPCARL ","GLB  ","2020-09-21 14:42:55","2020-09-21 14:42:55","ADMIN1  ","ADMIN1  ","N"
"SUPCARL ","GLB  ","2020-09-21 15:34:23","2020-09-21 15:34:23","ADMIN1  ","ADMIN1  ","N"
"MIGGY_MA","GLB  ","2020-09-28 15:59:45","2020-09-28 15:59:45","ADMIN1  ","ADMIN1  ","N"
"SAMGR01 ","GLB  ","2020-09-29 11:44:13","2020-09-29 11:44:13","ADMIN1  ","ADMIN1  ","N"
"ARFELS01","GLB  ","2020-09-30 16:12:51","2020-09-30 16:12:51","LOANIQ01","LOANIQ01","Y"
"ARFELI01","GLB  ","2020-09-30 16:14:33","2020-09-30 16:14:33","LOANIQ01","LOANIQ01","Y"
"ARFELM01","GLB  ","2020-09-30 16:15:06","2020-09-30 16:15:06","LOANIQ01","LOANIQ01","Y"
"CESSINP1","GLB  ","2020-10-05 14:41:56","2020-10-05 14:41:56","LOANIQ01","LOANIQ01","Y"
"CESSSUP1","GLB  ","2020-10-05 15:06:23","2020-10-05 15:06:23","LOANIQ01","LOANIQ01","Y"
"CESSMNG1","GLB  ","2020-10-05 15:25:41","2020-10-05 15:25:41","LOANIQ01","LOANIQ01","Y"
"LIQSVR03","GLB  ","2020-10-08 08:49:25","2020-10-08 08:49:25","LIQSVR05","LIQSVR05","N"
"LIQAPP05","GLB  ","2020-10-08 14:13:17","2020-10-08 14:13:17","ADMIN1  ","ADMIN1  ","N"
"LIQAPP04","GLB  ","2020-10-08 14:44:31","2020-10-08 14:44:31","ADMIN1  ","ADMIN1  ","N"
"SUPAMT02","GLB  ","2020-11-06 14:41:55","2020-11-06 14:41:55","ADMIN1  ","ADMIN1  ","N"
"INPRON02","GLB  ","2020-11-06 14:47:36","2020-11-06 14:47:36","ADMIN1  ","ADMIN1  ","N"
"SUPRON02","GLB  ","2020-11-06 14:48:33","2020-11-06 14:48:33","ADMIN1  ","ADMIN1  ","N"
"MGRRON02","GLB  ","2020-11-06 14:49:37","2020-11-06 14:49:37","ADMIN1  ","ADMIN1  ","N"
"KINGMAN ","GLB  ","2020-11-10 21:06:36","2020-11-10 21:06:36","ADMIN1  ","ADMIN1  ","N"
"LUCASINC","GLB  ","2020-10-06 17:06:33","2020-10-06 17:06:33","ADMIN1  ","ADMIN1  ","N"
"LIQSVR02","GLB  ","2020-10-08 09:19:08","2020-10-08 09:19:08","LIQSVR03","LIQSVR03","N"
"SUPCC02 ","GLB  ","2020-10-12 12:27:36","2020-10-12 12:27:36","ADMIN1  ","ADMIN1  ","N"
"AMSCARL1","GLB  ","2020-10-13 00:47:23","2020-10-13 00:47:23","ADMIN1  ","ADMIN1  ","N"
"TESTSUP ","GLB  ","2020-10-27 13:01:35","2020-10-27 13:01:35","ADMIN1  ","ADMIN1  ","N"
"MANCARL ","GLB  ","2020-09-21 15:49:44","2020-09-21 15:49:44","ADMIN1  ","ADMIN1  ","N"
"JAVNZN01","GLB  ","2020-09-23 12:34:20","2020-09-23 12:34:20","ADMIN1  ","ADMIN1  ","N"
"JAVNZN02","GLB  ","2020-09-23 12:35:40","2020-09-23 12:35:40","ADMIN1  ","ADMIN1  ","N"
"JAVNZN03","GLB  ","2020-09-23 12:36:40","2020-09-23 12:36:40","ADMIN1  ","ADMIN1  ","N"
"A116594 ","GLB  ","2020-09-23 13:57:42","2020-09-23 13:57:42","ADMIN1  ","ADMIN1  ","N"
"B116594 ","GLB  ","2020-09-23 14:03:48","2020-09-23 14:03:48","ADMIN1  ","ADMIN1  ","N"
"LIQTST01","GLB  ","2020-09-24 18:02:14","2020-09-24 18:02:14","ADMIN1  ","ADMIN1  ","N"
"MIGGY_IN","GLB  ","2020-09-28 15:34:16","2020-09-28 15:34:16","ADMIN1  ","ADMIN1  ","N"
"MIGGY_SU","GLB  ","2020-09-28 15:45:14","2020-09-28 15:45:14","ADMIN1  ","ADMIN1  ","N"
"GIBLINCH","GLB  ","2020-10-22 06:05:31","2020-10-22 06:05:31","LOANIQ01","LOANIQ01","N"
"TESTINP ","GLB  ","2020-10-27 11:53:58","2020-10-27 11:53:58","ADMIN1  ","ADMIN1  ","N"
"INPUTNCB","GLB  ","2020-09-15 12:15:23","2020-09-15 12:15:23","ADMIN1  ","ADMIN1  ","N"
"JCADMIN ","GLB  ","2020-10-21 14:03:24","2020-10-21 14:03:24","JCUSR01 ","JCUSR01 ","N"
"U723252 ","GLB  ","2020-10-26 10:21:06","2020-10-26 10:21:06","ADMIN1  ","ADMIN1  ","N"
"TESTMGR ","GLB  ","2020-10-27 12:01:25","2020-10-27 12:01:25","ADMIN1  ","ADMIN1  ","N"
"LIQAD111","GLB  ","2020-09-08 07:49:59","2020-09-08 07:49:59","LOANIQ01","LOANIQ01","Y"
"LQDLGA02","GLB  ","2020-09-08 10:00:51","2020-09-08 10:00:51","LOANIQ01","LOANIQ01","Y"
