"LGE_RID_EVENT","LGE_CHR_USER_ID","LGE_CHR_LOGIN_ID","LGE_CHR_NODE","LGE_CDE_EVENT","LGE_TXT_COMMENT","LGE_TSP_REC_CREATE","LGE_TSP_REC_UPDATE","LGE_UID_REC_CREATE","LGE_UID_REC_UPDATE"
"#GEFTJ35","MANZANOM","MANZANOM                                                        ","00000AF2182B","SLGIN","SuccessfulLogin","2020-09-01 15:21:05","2020-09-01 15:21:05","LS2LOCK ","LS2LOCK "
"#0EFTJ3O","        ","ADMIN01                                                         ","00000A75203A","FLGIU","InvalidUser","2020-09-01 15:21:24","2020-09-01 15:21:24","LS2LOCK ","LS2LOCK "
"#+EFTJ44","        ","ADMIN01                                                         ","00000A75203A","FLGIU","InvalidUser","2020-09-01 15:21:40","2020-09-01 15:21:40","LS2LOCK ","LS2LOCK "
"#*EFTJ55","        ","ADMIN01                                                         ","00000A75203A","FLGIU","InvalidUser","2020-09-01 15:22:17","2020-09-01 15:22:17","LS2LOCK ","LS2LOCK "
"BAEFTJ5Z","ADMIN1  ","ADMIN1                                                          ","00000A75203A","SLGIN","SuccessfulLogin","2020-09-01 15:22:47","2020-09-01 15:22:47","LS2LOCK ","LS2LOCK "
"B!EFTJCL","INPDEL01","INPDEL01                                                        ","00000A7520B6","SLGIN","SuccessfulLogin","2020-09-01 15:26:45","2020-09-01 15:26:45","LS2LOCK ","LS2LOCK "
"BPEFTJIK","INPAMT01","INPAMT01                                                        ","00000A75203A","SLGIN","SuccessfulLogin","2020-09-01 15:30:20","2020-09-01 15:30:20","LS2LOCK ","LS2LOCK "
"BUEFTKWP","MGRDEL01","MGRDEL01                                                        ","00000A7520B6","SLGIN","SuccessfulLogin","2020-09-01 16:00:25","2020-09-01 16:00:25","LS2LOCK ","LS2LOCK "
"BZEFTL81","INPCHER ","INPCHER                                                         ","00000A7520A9","SLGIN","SuccessfulLogin","2020-09-01 16:07:13","2020-09-01 16:07:13","LS2LOCK ","LS2LOCK "
":YEFVEVM","LIQAPCP3","LIQAPCP3                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-09-02 15:45:22","2020-09-02 15:45:22","LS2LOCK ","LS2LOCK "
":JEFVEVY","DJRHINPT","DJRHINPT                                                        ","00000A75207E","SLGIN","SuccessfulLogin","2020-09-02 15:45:34","2020-09-02 15:45:34","LS2LOCK ","LS2LOCK "
":3EFVEWR","LIQUSR03","LIQUSR03                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-09-02 15:46:03","2020-09-02 15:46:03","LS2LOCK ","LS2LOCK "
":(EFVF60","CCUISIA ","CCUISIA                                                         ","00000A752116","SLGIN","SuccessfulLogin","2020-09-02 15:51:36","2020-09-02 15:51:36","LS2LOCK ","LS2LOCK "
"Z5EF7CBC","CMARTILL","CMARTILL                                                        ","00000AF21846","SLGIN","SuccessfulLogin","2020-08-20 15:47:36","2020-08-20 15:47:36","LS2LOCK ","LS2LOCK "
"ZLEF7CD1","RPTMGR01","RPTMGR01                                                        ","00000A75201D","SLGIN","SuccessfulLogin","2020-08-20 15:48:37","2020-08-20 15:48:37","LS2LOCK ","LS2LOCK "
"ZVEF7CE4","JANICEA1","JANICEA1                                                        ","00000AF21824","SLGIN","SuccessfulLogin","2020-08-20 15:49:16","2020-08-20 15:49:16","LS2LOCK ","LS2LOCK "
"Z0EF7CE6","JANICEA1","JANICEA1                                                        ","00000AF21824","SLGIN","SuccessfulLogin","2020-08-20 15:49:18","2020-08-20 15:49:18","LS2LOCK ","LS2LOCK "
"9FEF7DCO","DANUSR01","DANUSR01                                                        ","00000A75201D","SLGIN","SuccessfulLogin","2020-08-20 16:10:00","2020-08-20 16:10:00","LS2LOCK ","LS2LOCK "
"99EF7DJ4","JCAPR02 ","JCAPR02                                                         ","00000A15D9A7","SLGIN","SuccessfulLogin","2020-08-20 16:13:52","2020-08-20 16:13:52","LS2LOCK ","LS2LOCK "
"9EEF7E5S","JCUSR01 ","JCUSR01                                                         ","00000A15D9A7","SLGIN","SuccessfulLogin","2020-08-20 16:27:28","2020-08-20 16:27:28","LS2LOCK ","LS2LOCK "
"9.EF7EEP","INPRON01","INPRON01                                                        ","00000A752072","SLGIN","SuccessfulLogin","2020-08-20 16:32:49","2020-08-20 16:32:49","LS2LOCK ","LS2LOCK "
"9TEF7EI2","DANUSR01","DANUSR01                                                        ","00000A75201D","SLGIN","SuccessfulLogin","2020-08-20 16:34:50","2020-08-20 16:34:50","LS2LOCK ","LS2LOCK "
"98EF7EPE","INPRON01","INPRON01                                                        ","00000A752072","SLGIN","SuccessfulLogin","2020-08-20 16:39:14","2020-08-20 16:39:14","LS2LOCK ","LS2LOCK "
"9(EF7EXU","DHENDERS","DHENDERS                                                        ","00000A752037","SLGIN","SuccessfulLogin","2020-08-20 16:44:18","2020-08-20 16:44:18","LS2LOCK ","LS2LOCK "
"9@EF7EYZ","SMANZANO","SMANZANO                                                        ","00000AF2186B","SLGIN","SuccessfulLogin","2020-08-20 16:44:59","2020-08-20 16:44:59","LS2LOCK ","LS2LOCK "
"@AEFG7Y0","RPTSUP01","RPTSUP01                                                        ","00000AF2183B","SLGIN","SuccessfulLogin","2020-08-25 10:51:36","2020-08-25 10:51:36","LS2LOCK ","LS2LOCK "
"@9EFG9T9","INPCHER ","INPCHER                                                         ","00000A7520D4","SLGIN","SuccessfulLogin","2020-08-25 11:31:57","2020-08-25 11:31:57","LS2LOCK ","LS2LOCK "
"@8EFGBDD","DJRHINPT","DJRHINPT                                                        ","00000A75201F","SLGIN","SuccessfulLogin","2020-08-25 12:05:37","2020-08-25 12:05:37","LS2LOCK ","LS2LOCK "
"@OEFGBGW","DJRHINPT","DJRHINPT                                                        ","00000A75201F","SLGIN","SuccessfulLogin","2020-08-25 12:07:44","2020-08-25 12:07:44","LS2LOCK ","LS2LOCK "
"@YEFGBIR","INPAMT01","INPAMT01                                                        ","00000A7520AF","SLGIN","SuccessfulLogin","2020-08-25 12:08:51","2020-08-25 12:08:51","LS2LOCK ","LS2LOCK "
"@JEFGBV8","DJRHINPT","DJRHINPT                                                        ","00000A75201F","SLGIN","SuccessfulLogin","2020-08-25 12:16:20","2020-08-25 12:16:20","LS2LOCK ","LS2LOCK "
"@CEFGDXM","DJRHINPT","DJRHINPT                                                        ","00000A75201F","SLGIN","SuccessfulLogin","2020-08-25 13:00:58","2020-08-25 13:00:58","LS2LOCK ","LS2LOCK "
"@REFGETJ","DJRHINPT","DJRHINPT                                                        ","00000A75204A","SLGIN","SuccessfulLogin","2020-08-25 13:20:07","2020-08-25 13:20:07","LS2LOCK ","LS2LOCK "
"@HEFGF8W","DJRHSUPP","DJRHSUPP                                                        ","00000A75204A","SLGIN","SuccessfulLogin","2020-08-25 13:29:20","2020-08-25 13:29:20","LS2LOCK ","LS2LOCK "
"@=EFGFBI","INPRON01","INPRON01                                                        ","00000A75210B","SLGIN","SuccessfulLogin","2020-08-25 13:30:54","2020-08-25 13:30:54","LS2LOCK ","LS2LOCK "
"@DEFGFGO","INPAMT01","INPAMT01                                                        ","00000A7520AF","SLGIN","SuccessfulLogin","2020-08-25 13:34:00","2020-08-25 13:34:00","LS2LOCK ","LS2LOCK "
"@2EFGGPP","DJRHINPT","DJRHINPT                                                        ","00000A75204A","SLGIN","SuccessfulLogin","2020-08-25 14:01:01","2020-08-25 14:01:01","LS2LOCK ","LS2LOCK "
"@BEFGIGS","LIQUSR03","LIQUSR03                                                        ","00000A754164","FLGWP","InvalidPassword","2020-08-25 14:38:51","2020-08-25 14:38:51","LS2LOCK ","LS2LOCK "
"@QEFGIH4","LIQUSR03","LIQUSR03                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-08-25 14:39:04","2020-08-25 14:39:04","LS2LOCK ","LS2LOCK "
"@+EFGIOP","LIQUSR03","LIQUSR03                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-08-25 14:43:37","2020-08-25 14:43:37","LS2LOCK ","LS2LOCK "
"@*EFGJ17","INPALN01","INPALN01                                                        ","00000A752037","SLGIN","SuccessfulLogin","2020-08-25 14:51:07","2020-08-25 14:51:07","LS2LOCK ","LS2LOCK "
"CPEFGJA8","LIQAPCP3","LIQAPCP3                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-08-25 14:56:32","2020-08-25 14:56:32","LS2LOCK ","LS2LOCK "
"CKEFGJUI","MGALING ","MGALING                                                         ","00000A752037","SLGIN","SuccessfulLogin","2020-08-25 15:08:42","2020-08-25 15:08:42","LS2LOCK ","LS2LOCK "
"CUEFGJYY","DHENDERS","DHENDERS                                                        ","00000A752037","SLGIN","SuccessfulLogin","2020-08-25 15:11:22","2020-08-25 15:11:22","LS2LOCK ","LS2LOCK "
"CFEFGK50","INPALN01","INPALN01                                                        ","00000A752037","SLGIN","SuccessfulLogin","2020-08-25 15:15:00","2020-08-25 15:15:00","LS2LOCK ","LS2LOCK "
"CZEFGKEO","INPCHER ","INPCHER                                                         ","00000A7520D4","SLGIN","SuccessfulLogin","2020-08-25 15:20:48","2020-08-25 15:20:48","LS2LOCK ","LS2LOCK "
"C9EFGL97","RPTSUP01","RPTSUP01                                                        ","00000AF2183B","SLGIN","SuccessfulLogin","2020-08-25 15:39:07","2020-08-25 15:39:07","LS2LOCK ","LS2LOCK "
"C)EFGLMQ","INPAMT01","INPAMT01                                                        ","00000A7520AF","SLGIN","SuccessfulLogin","2020-08-25 15:47:14","2020-08-25 15:47:14","LS2LOCK ","LS2LOCK "
"C.EFGLV6","INPAMT01","INPAMT01                                                        ","00000A7520AF","SLGIN","SuccessfulLogin","2020-08-25 15:52:18","2020-08-25 15:52:18","LS2LOCK ","LS2LOCK "
"CTEFGM1I","INPALN01","INPALN01                                                        ","00000A752037","SLGIN","SuccessfulLogin","2020-08-25 15:56:06","2020-08-25 15:56:06","LS2LOCK ","LS2LOCK "
"COEFGM55","JANICEA1","JANICEA1                                                        ","00000A75206E","SLGIN","SuccessfulLogin","2020-08-25 15:58:17","2020-08-25 15:58:17","LS2LOCK ","LS2LOCK "
"CYEFGM5Z","INPAMT01","INPAMT01                                                        ","00000A7520AF","SLGIN","SuccessfulLogin","2020-08-25 15:58:47","2020-08-25 15:58:47","LS2LOCK ","LS2LOCK "
"CCEFGMG9","JANICEA1","JANICEA1                                                        ","00000A75206E","SLGIN","SuccessfulLogin","2020-08-25 16:04:57","2020-08-25 16:04:57","LS2LOCK ","LS2LOCK "
"C;EFGMHL","JAQUITAN","JAQUITAN                                                        ","00000A75206E","SLGIN","SuccessfulLogin","2020-08-25 16:05:45","2020-08-25 16:05:45","LS2LOCK ","LS2LOCK "
"CMEFGMOM","INPROS01","INPROS01                                                        ","00000A752057","SLGIN","SuccessfulLogin","2020-08-25 16:09:58","2020-08-25 16:09:58","LS2LOCK ","LS2LOCK "
"CWEFGMOZ","FI717102","FI717102                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-08-25 16:10:11","2020-08-25 16:10:11","LS2LOCK ","LS2LOCK "
"C1EFGMU2","DHENDERS","DHENDERS                                                        ","00000A752037","SLGIN","SuccessfulLogin","2020-08-25 16:13:14","2020-08-25 16:13:14","LS2LOCK ","LS2LOCK "
"CDEFGMZ2","DESIREE ","DESIREE                                                         ","00000AF21864","FLGWP","InvalidPassword","2020-08-25 16:16:14","2020-08-25 16:16:14","LS2LOCK ","LS2LOCK "
"C?EFGMZ7","DESIREE ","DESIREE                                                         ","00000AF21864","SLGIN","SuccessfulLogin","2020-08-25 16:16:19","2020-08-25 16:16:19","LS2LOCK ","LS2LOCK "
")PEGP2BZ","CFRANCIS","CFRANCIS                                                        ","00000A752111","SLGIN","SuccessfulLogin","2020-09-18 16:02:23","2020-09-18 16:02:23","LS2LOCK ","LS2LOCK "
")4EGP2D6","FJUSRAM ","FJUSRAM                                                         ","00000A75204E","SLGIN","SuccessfulLogin","2020-09-18 16:03:06","2020-09-18 16:03:06","LS2LOCK ","LS2LOCK "
")KEGP2GM","CCUISIA ","CCUISIA                                                         ","00000A15D929","SLGIN","SuccessfulLogin","2020-09-18 16:05:10","2020-09-18 16:05:10","LS2LOCK ","LS2LOCK "
")UEGP2GX","FJUSRAM ","FJUSRAM                                                         ","00000A75204E","SLGIN","SuccessfulLogin","2020-09-18 16:05:21","2020-09-18 16:05:21","LS2LOCK ","LS2LOCK "
")FEGP2H2","ADMIN1  ","ADMIN1                                                          ","00000A15D929","SLGIN","SuccessfulLogin","2020-09-18 16:05:26","2020-09-18 16:05:26","LS2LOCK ","LS2LOCK "
")ZEGP2I7","CCUISIA ","CCUISIA                                                         ","00000A15D929","SLGIN","SuccessfulLogin","2020-09-18 16:06:07","2020-09-18 16:06:07","LS2LOCK ","LS2LOCK "
")9EGP2KG","FJUSRAM ","FJUSRAM                                                         ","00000A75204E","SLGIN","SuccessfulLogin","2020-09-18 16:07:28","2020-09-18 16:07:28","LS2LOCK ","LS2LOCK "
")EEGP2OX","CFRANCIS","CFRANCIS                                                        ","00000A752111","SLGIN","SuccessfulLogin","2020-09-18 16:10:09","2020-09-18 16:10:09","LS2LOCK ","LS2LOCK "
")TEGP2S7","CFRANCIS","CFRANCIS                                                        ","00000A752111","SLGIN","SuccessfulLogin","2020-09-18 16:12:07","2020-09-18 16:12:07","LS2LOCK ","LS2LOCK "
")OEGP2V8","CFRANCIS","CFRANCIS                                                        ","00000A752111","SLGIN","SuccessfulLogin","2020-09-18 16:13:56","2020-09-18 16:13:56","LS2LOCK ","LS2LOCK "
")JEGP2W8","CFRANCIS","CFRANCIS                                                        ","00000A752111","SLGIN","SuccessfulLogin","2020-09-18 16:14:32","2020-09-18 16:14:32","LS2LOCK ","LS2LOCK "
")(EGP2YE","CFRANCIS","CFRANCIS                                                        ","00000A752111","SLGIN","SuccessfulLogin","2020-09-18 16:15:50","2020-09-18 16:15:50","LS2LOCK ","LS2LOCK "
")@EGP323","FJUSRAM ","FJUSRAM                                                         ","00000A75204E","SLGIN","SuccessfulLogin","2020-09-18 16:18:03","2020-09-18 16:18:03","LS2LOCK ","LS2LOCK "
");EGP34Y","CFRANCIS","CFRANCIS                                                        ","00000A752111","FLGWP","InvalidPassword","2020-09-18 16:19:45","2020-09-18 16:19:45","LS2LOCK ","LS2LOCK "
")REGP352","CFRANCIS","CFRANCIS                                                        ","00000A752111","SLGIN","SuccessfulLogin","2020-09-18 16:19:50","2020-09-18 16:19:50","LS2LOCK ","LS2LOCK "
")6EGP368","MANZANOS","MANZANOS                                                        ","00000A752045","SLGIN","SuccessfulLogin","2020-09-18 16:20:32","2020-09-18 16:20:32","LS2LOCK ","LS2LOCK "
")MEGP371","FJUSR01 ","FJUSR01                                                         ","00000A7520BD","SLGIN","SuccessfulLogin","2020-09-18 16:21:01","2020-09-18 16:21:01","LS2LOCK ","LS2LOCK "
")WEGP39W","INPCHER ","INPCHER                                                         ","00000A752037","SLGIN","SuccessfulLogin","2020-09-18 16:22:44","2020-09-18 16:22:44","LS2LOCK ","LS2LOCK "
")HEGP3AT","CFRANCIS","CFRANCIS                                                        ","00000A752111","SLGIN","SuccessfulLogin","2020-09-18 16:23:17","2020-09-18 16:23:17","LS2LOCK ","LS2LOCK "
")1EGP3BU","ADMIN1  ","ADMIN1                                                          ","00000A752111","SLGIN","SuccessfulLogin","2020-09-18 16:23:54","2020-09-18 16:23:54","LS2LOCK ","LS2LOCK "
")=EGP3CJ","CFRANCIS","CFRANCIS                                                        ","00000A752111","SLGIN","SuccessfulLogin","2020-09-18 16:24:19","2020-09-18 16:24:19","LS2LOCK ","LS2LOCK "
")$EGP3I5","SMANZANO","SMANZANO                                                        ","00000A752045","SLGIN","SuccessfulLogin","2020-09-18 16:27:41","2020-09-18 16:27:41","LS2LOCK ","LS2LOCK "
")DEGP3OL","ADMIN1  ","ADMIN1                                                          ","00000A752111","SLGIN","SuccessfulLogin","2020-09-18 16:31:33","2020-09-18 16:31:33","LS2LOCK ","LS2LOCK "
")?EGP3Q5","CFRANCIS","CFRANCIS                                                        ","00000A752111","SLGIN","SuccessfulLogin","2020-09-18 16:32:29","2020-09-18 16:32:29","LS2LOCK ","LS2LOCK "
")SEGP3SM","ADMIN1  ","ADMIN1                                                          ","00000AF2184C","FLGWP","InvalidPassword","2020-09-18 16:33:57","2020-09-18 16:33:57","LS2LOCK ","LS2LOCK "
")7EGP3SR","ADMIN1  ","ADMIN1                                                          ","00000AF2184C","SLGIN","SuccessfulLogin","2020-09-18 16:34:03","2020-09-18 16:34:03","LS2LOCK ","LS2LOCK "
")NEGP3XV","FJUSRAM ","FJUSRAM                                                         ","00000A75204E","SLGIN","SuccessfulLogin","2020-09-18 16:37:07","2020-09-18 16:37:07","LS2LOCK ","LS2LOCK "
")XEGP483","MGRAMT01","MGRAMT01                                                        ","00000A15D929","SLGIN","SuccessfulLogin","2020-09-18 16:43:15","2020-09-18 16:43:15","LS2LOCK ","LS2LOCK "
")IEGP4DM","SUPAMT01","SUPAMT01                                                        ","00000A752111","SLGIN","SuccessfulLogin","2020-09-18 16:46:34","2020-09-18 16:46:34","LS2LOCK ","LS2LOCK "
")-EGP4M2","CCUISIA ","CCUISIA                                                         ","00000A15D929","SLGIN","SuccessfulLogin","2020-09-18 16:51:38","2020-09-18 16:51:38","LS2LOCK ","LS2LOCK "
")#EGP4OC","CFRANCIS","CFRANCIS                                                        ","00000A752111","SLGIN","SuccessfulLogin","2020-09-18 16:53:00","2020-09-18 16:53:00","LS2LOCK ","LS2LOCK "
")BEGP4XS","MGRAMT01","MGRAMT01                                                        ","00000A15D929","SLGIN","SuccessfulLogin","2020-09-18 16:58:40","2020-09-18 16:58:40","LS2LOCK ","LS2LOCK "
"):EGP50G","INPUTNCB","INPUTNCB                                                        ","00000A75203A","SLGIN","SuccessfulLogin","2020-09-18 17:00:16","2020-09-18 17:00:16","LS2LOCK ","LS2LOCK "
")QEGP53R","ADMIN1  ","ADMIN1                                                          ","00000A752111","SLGIN","SuccessfulLogin","2020-09-18 17:02:15","2020-09-18 17:02:15","LS2LOCK ","LS2LOCK "
")5EGP55F","CFRANCIS","CFRANCIS                                                        ","00000A752111","SLGIN","SuccessfulLogin","2020-09-18 17:03:15","2020-09-18 17:03:15","LS2LOCK ","LS2LOCK "
")LEGP58U","CCUISIA ","CCUISIA                                                         ","00000A15D929","SLGIN","SuccessfulLogin","2020-09-18 17:05:18","2020-09-18 17:05:18","LS2LOCK ","LS2LOCK "
")VEGP5AE","JANICEA1","JANICEA1                                                        ","00000A7520E6","SLGIN","SuccessfulLogin","2020-09-18 17:06:14","2020-09-18 17:06:14","LS2LOCK ","LS2LOCK "
")GEGP5TO","SUPAMT01","SUPAMT01                                                        ","00000A752111","SLGIN","SuccessfulLogin","2020-09-18 17:17:48","2020-09-18 17:17:48","LS2LOCK ","LS2LOCK "
")0EGP5WA","MGRAMT01","MGRAMT01                                                        ","00000A752111","SLGIN","SuccessfulLogin","2020-09-18 17:19:22","2020-09-18 17:19:22","LS2LOCK ","LS2LOCK "
")+EGP5ZZ","CFRANCIS","CFRANCIS                                                        ","00000A752111","SLGIN","SuccessfulLogin","2020-09-18 17:21:35","2020-09-18 17:21:35","LS2LOCK ","LS2LOCK "
")*EGP63P","JAQUITAN","JAQUITAN                                                        ","00000A7520E6","SLGIN","SuccessfulLogin","2020-09-18 17:23:49","2020-09-18 17:23:49","LS2LOCK ","LS2LOCK "
"EAEGP66T","CFRANCIS","CFRANCIS                                                        ","00000A752111","SLGIN","SuccessfulLogin","2020-09-18 17:25:41","2020-09-18 17:25:41","LS2LOCK ","LS2LOCK "
"E!EGP6LJ","FJUSRAM ","FJUSRAM                                                         ","00000A75204E","SLGIN","SuccessfulLogin","2020-09-18 17:34:31","2020-09-18 17:34:31","LS2LOCK ","LS2LOCK "
"EPEGP6NK","INPUTNCB","INPUTNCB                                                        ","00000A75203A","SLGIN","SuccessfulLogin","2020-09-18 17:35:44","2020-09-18 17:35:44","LS2LOCK ","LS2LOCK "
"E4EGP6T0","DANUSR01","DANUSR01                                                        ","00000A7520DD","SLGIN","SuccessfulLogin","2020-09-18 17:39:00","2020-09-18 17:39:00","LS2LOCK ","LS2LOCK "
"EKEGP74C","JOBSUPER","JOBSUPER                                                        ","00000A7520DD","SLGIN","SuccessfulLogin","2020-09-18 17:45:48","2020-09-18 17:45:48","LS2LOCK ","LS2LOCK "
"4UEF5957","INPRON01","INPRON01                                                        ","00000A752021","SLGIN","SuccessfulLogin","2020-08-19 12:43:55","2020-08-19 12:43:55","LS2LOCK ","LS2LOCK "
"4FEF596K","DANINP01","DANINP01                                                        ","00000A75205C","FLGWP","InvalidPassword","2020-08-19 12:44:43","2020-08-19 12:44:43","LS2LOCK ","LS2LOCK "
"4SEF59T7","SUPROS01","SUPROS01                                                        ","00000A75205C","SLGIN","SuccessfulLogin","2020-08-19 12:58:19","2020-08-19 12:58:19","LS2LOCK ","LS2LOCK "
"4NEF59T8","SUPROS01","SUPROS01                                                        ","00000A75205C","SLGIN","SuccessfulLogin","2020-08-19 12:58:20","2020-08-19 12:58:20","LS2LOCK ","LS2LOCK "
"4XEF59UI","MGRROS01","MGRROS01                                                        ","00000A75205C","SLGIN","SuccessfulLogin","2020-08-19 12:59:06","2020-08-19 12:59:06","LS2LOCK ","LS2LOCK "
"42EF59UK","MGRROS01","MGRROS01                                                        ","00000A75205C","SLGIN","SuccessfulLogin","2020-08-19 12:59:08","2020-08-19 12:59:08","LS2LOCK ","LS2LOCK "
"4-EF59VO","INPDEL01","INPDEL01                                                        ","00000A75205C","SLGIN","SuccessfulLogin","2020-08-19 12:59:48","2020-08-19 12:59:48","LS2LOCK ","LS2LOCK "
"4BEF59VQ","INPDEL01","INPDEL01                                                        ","00000A75205C","SLGIN","SuccessfulLogin","2020-08-19 12:59:50","2020-08-19 12:59:50","LS2LOCK ","LS2LOCK "
"4:EF59WM","SUPDEL01","SUPDEL01                                                        ","00000A75205C","SLGIN","SuccessfulLogin","2020-08-19 13:00:22","2020-08-19 13:00:22","LS2LOCK ","LS2LOCK "
"45EF59WN","SUPDEL01","SUPDEL01                                                        ","00000A75205C","SLGIN","SuccessfulLogin","2020-08-19 13:00:23","2020-08-19 13:00:23","LS2LOCK ","LS2LOCK "
"KAEF5C0R","SUPROS01","SUPROS01                                                        ","00000A752013","SLGIN","SuccessfulLogin","2020-08-19 13:46:03","2020-08-19 13:46:03","LS2LOCK ","LS2LOCK "
"K!EF5C3A","CGLMNGR1","CGLMNGR1                                                        ","00000A75206B","SLGIN","SuccessfulLogin","2020-08-19 13:47:34","2020-08-19 13:47:34","LS2LOCK ","LS2LOCK "
"KPEF5C4H","INPROS01","INPROS01                                                        ","00000A752013","SLGIN","SuccessfulLogin","2020-08-19 13:48:17","2020-08-19 13:48:17","LS2LOCK ","LS2LOCK "
"KKEF5CQD","INPCHER ","INPCHER                                                         ","00000A75206B","SLGIN","SuccessfulLogin","2020-08-19 14:01:25","2020-08-19 14:01:25","LS2LOCK ","LS2LOCK "
"KUEF5DLL","RPTINP01","RPTINP01                                                        ","00000A752013","FLGWP","InvalidPassword","2020-08-19 14:20:08","2020-08-19 14:20:08","LS2LOCK ","LS2LOCK "
"KFEF5DON","INPDEL01","INPDEL01                                                        ","00000A15DFB9","SLGIN","SuccessfulLogin","2020-08-19 14:21:59","2020-08-19 14:21:59","LS2LOCK ","LS2LOCK "
"KZEF5DOV","RPTINP01","RPTINP01                                                        ","00000A752013","SLGIN","SuccessfulLogin","2020-08-19 14:22:07","2020-08-19 14:22:07","LS2LOCK ","LS2LOCK "
"KTEF5GIX","CGLMNGR1","CGLMNGR1                                                        ","00000A75206B","SLGIN","SuccessfulLogin","2020-08-19 15:23:21","2020-08-19 15:23:21","LS2LOCK ","LS2LOCK "
"KOEF5GNX","INPCHER ","INPCHER                                                         ","00000A75206B","SLGIN","SuccessfulLogin","2020-08-19 15:26:21","2020-08-19 15:26:21","LS2LOCK ","LS2LOCK "
"KYEF5GRO","INPCHER ","INPCHER                                                         ","00000A75206B","SLGIN","SuccessfulLogin","2020-08-19 15:28:36","2020-08-19 15:28:36","LS2LOCK ","LS2LOCK "
"KJEF5GXD","JCAPR02 ","JCAPR02                                                         ","00000A75206B","SLGIN","SuccessfulLogin","2020-08-19 15:32:01","2020-08-19 15:32:01","LS2LOCK ","LS2LOCK "
"K3EF5H3M","INPCHER ","INPCHER                                                         ","00000A75206B","SLGIN","SuccessfulLogin","2020-08-19 15:35:46","2020-08-19 15:35:46","LS2LOCK ","LS2LOCK "
"K(EF5IJ2","DANUSR01","DANUSR01                                                        ","00000A752104","SLGIN","SuccessfulLogin","2020-08-19 16:06:38","2020-08-19 16:06:38","LS2LOCK ","LS2LOCK "
"KCEF5INM","INPCHER ","INPCHER                                                         ","00000A75206B","SLGIN","SuccessfulLogin","2020-08-19 16:09:22","2020-08-19 16:09:22","LS2LOCK ","LS2LOCK "
"K;EF5IZG","RPTINP01","RPTINP01                                                        ","00000A752104","SLGIN","SuccessfulLogin","2020-08-19 16:16:28","2020-08-19 16:16:28","LS2LOCK ","LS2LOCK "
"KWEF5KQW","INPALN01","INPALN01                                                        ","00000A752056","SLGIN","SuccessfulLogin","2020-08-19 16:54:32","2020-08-19 16:54:32","LS2LOCK ","LS2LOCK "
"KHEF5KSS","INPRON01","INPRON01                                                        ","00000A752021","SLGIN","SuccessfulLogin","2020-08-19 16:55:40","2020-08-19 16:55:40","LS2LOCK ","LS2LOCK "
"K2EF5PT3","        ","ELYREP                                                          ","00000A7520C4","FLGIU","InvalidUser","2020-08-19 18:43:51","2020-08-19 18:43:51","LS2LOCK ","LS2LOCK "
"K-EF5PTC","        ","ELYREP                                                          ","00000A7520C4","FLGIU","InvalidUser","2020-08-19 18:44:00","2020-08-19 18:44:00","LS2LOCK ","LS2LOCK "
"K#EF5PVO","DANUSR01","DANUSR01                                                        ","00000AF21C3D","SLGIN","SuccessfulLogin","2020-08-19 18:45:24","2020-08-19 18:45:24","LS2LOCK ","LS2LOCK "
"K5EF5RD0","INPRON01","INPRON01                                                        ","00000A752021","SLGIN","SuccessfulLogin","2020-08-19 19:17:24","2020-08-19 19:17:24","LS2LOCK ","LS2LOCK "
"KLEF5RMP","INPRON01","INPRON01                                                        ","00000A752021","SLGIN","SuccessfulLogin","2020-08-19 19:23:13","2020-08-19 19:23:13","LS2LOCK ","LS2LOCK "
"KVEF5RZE","INPRON01","INPRON01                                                        ","00000A752021","SLGIN","SuccessfulLogin","2020-08-19 19:30:50","2020-08-19 19:30:50","LS2LOCK ","LS2LOCK "
"KGEF5SOA","INPRON01","INPRON01                                                        ","00000A752017","SLGIN","SuccessfulLogin","2020-08-19 19:45:46","2020-08-19 19:45:46","LS2LOCK ","LS2LOCK "
"UAEF5TTM","DANUSR01","DANUSR01                                                        ","00000AF21C3D","SLGIN","SuccessfulLogin","2020-08-19 20:10:34","2020-08-19 20:10:34","LS2LOCK ","LS2LOCK "
"U!EF5TXF","INPRON01","INPRON01                                                        ","00000A752040","SLGIN","SuccessfulLogin","2020-08-19 20:12:51","2020-08-19 20:12:51","LS2LOCK ","LS2LOCK "
"UUEF5UQW","WBAYERS ","WBAYERS                                                         ","00000A752057","SLGIN","SuccessfulLogin","2020-08-19 20:30:32","2020-08-19 20:30:32","LS2LOCK ","LS2LOCK "
"UFEF5URY","INPRON01","INPRON01                                                        ","00000A752040","SLGIN","SuccessfulLogin","2020-08-19 20:31:10","2020-08-19 20:31:10","LS2LOCK ","LS2LOCK "
"F$EF6WQG","LIQUSR05","LIQUSR05                                                        ","00000A15DE6F","SLGIN","SuccessfulLogin","2020-08-20 10:11:04","2020-08-20 10:11:04","LS2LOCK ","LS2LOCK "
