"RMA_RID_RMT_ASC","RMA_RID_RMT_CNTNR","RMA_RID_RMT_INST","RMA_UID_REC_UPDATE","RMA_UID_REC_CREATE","RMA_TSP_REC_UPDATE","RMA_TSP_REC_CREATE","RMA_IND_AUTO_DOIT","RMA_IND_HOST_CORRS","RMA_CDE_DBL_IMPCT","RMA_CDE_BRANCH"
"ENEHXW5K","ENEHXW5A",":;EFW3ZZ","CESSINP1","CESSINP1","2020-10-12 13:08:29","2020-10-12 13:08:29","Y","N","","CG852"
"ENEHXW5M","ENEHXW5A","FPE4MROR","CESSINP1","CESSINP1","2020-10-12 13:08:29","2020-10-12 13:08:29","Y","N","","CG852"
"ENEHXW5J","ENEHXW5A","8-EGTR6B","CESSINP1","CESSINP1","2020-10-12 13:08:29","2020-10-12 13:08:29","N","N","","CG852"
"EXEHXWYG","EXEHXWYE","ACEHQQK9","CESSINP1","CESSINP1","2020-10-12 13:24:59","2020-10-12 13:24:59","Y","N","","CG852"
"EXEHXX0Z","EXEHXX0P",":;EFW3ZZ","CESSINP1","CESSINP1","2020-10-12 13:27:18","2020-10-12 13:27:18","Y","N","","CG852"
"EXEHXX0Y","EXEHXX0P","8-EGTR6B","CESSINP1","CESSINP1","2020-10-12 13:27:18","2020-10-12 13:27:18","N","N","","CG852"
"EXEHXX10","EXEHXX0P","FPE4MRO4","CESSINP1","CESSINP1","2020-10-12 13:27:18","2020-10-12 13:27:18","Y","N","","CG852"
"EXEHXX11","EXEHXX0P","FPE4MROR","CESSINP1","CESSINP1","2020-10-12 13:27:18","2020-10-12 13:27:18","Y","N","","CG852"
"EIEHXY96","EIEHXY8T","ACEHQQK9","CESSINP1","CESSINP1","2020-10-12 13:53:49","2020-10-12 13:53:49","Y","N","","CG852"
"EIEHXYCS","EIEHXYCI",":;EFW3ZZ","CESSINP1","CESSINP1","2020-10-12 13:56:00","2020-10-12 13:56:00","Y","N","","CG852"
"EIEHXYCU","EIEHXYCI","FPE4MROR","CESSINP1","CESSINP1","2020-10-12 13:56:00","2020-10-12 13:56:00","Y","N","","CG852"
"EIEHXYCR","EIEHXYCI","8-EGTR6B","CESSINP1","CESSINP1","2020-10-12 13:56:00","2020-10-12 13:56:00","N","N","","CG852"
"EIEHXYCT","EIEHXYCI","FPE4MRO4","CESSINP1","CESSINP1","2020-10-12 13:56:00","2020-10-12 13:56:00","Y","N","","CG852"
"E0EHXZPW","E0EHXZPH","ACEHQQK9","CESSINP1","CESSINP1","2020-10-12 14:25:28","2020-10-12 14:25:28","Y","N","","CG852"
"E0EHXZTP","E0EHXZTC","FPE4MROR","CESSINP1","CESSINP1","2020-10-12 14:27:42","2020-10-12 14:27:42","Y","N","","CG852"
"E0EHXZTO","E0EHXZTC","FPE4MRO4","CESSINP1","CESSINP1","2020-10-12 14:27:42","2020-10-12 14:27:42","Y","N","","CG852"
"E0EHXZTN","E0EHXZTC",":;EFW3ZZ","CESSINP1","CESSINP1","2020-10-12 14:27:42","2020-10-12 14:27:42","Y","N","","CG852"
"E0EHXZTM","E0EHXZTC","8-EGTR6B","CESSINP1","CESSINP1","2020-10-12 14:27:42","2020-10-12 14:27:42","N","N","","CG852"
"TAEHY1H3","TAEHY1GO","ACEHQQK9","CESSINP1","CESSINP1","2020-10-12 15:03:24","2020-10-12 15:03:24","Y","N","","CG852"
"TAEHY1M2","TAEHY1LP","FPE4MROR","CESSINP1","CESSINP1","2020-10-12 15:06:20","2020-10-12 15:06:20","Y","N","","CG852"
"TAEHY1M0","TAEHY1LP",":;EFW3ZZ","CESSINP1","CESSINP1","2020-10-12 15:06:20","2020-10-12 15:06:20","Y","N","","CG852"
"TAEHY1M1","TAEHY1LP","FPE4MRO4","CESSINP1","CESSINP1","2020-10-12 15:06:20","2020-10-12 15:06:20","Y","N","","CG852"
"TAEHY1LZ","TAEHY1LP","8-EGTR6B","CESSINP1","CESSINP1","2020-10-12 15:06:20","2020-10-12 15:06:20","N","N","","CG852"
".KEHY3KS",".KEHY3KQ","BDEDBA40","DELINP01","DELINP01","2020-10-12 15:19:25","2020-10-12 15:19:25","Y","N","","CG852"
"TZEHY29I","TZEHY29G","ACEHQQK9","CESSINP1","CESSINP1","2020-10-12 15:20:01","2020-10-12 15:20:01","Y","N","","CG852"
".KEHY3LO",".KEHY3KV","-#EGM0DP","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
".KEHY3M0",".KEHY3KV","6UE4ZZWB","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
".KEHY3LI",".KEHY3KV","-#EGLWNX","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
".KEHY3LQ",".KEHY3KV","-#EGM1LV","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
".KEHY3M1",".KEHY3KV","6UE5010J","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
".KEHY3LS",".KEHY3KV","-#EGM2U1","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
".KEHY3LV",".KEHY3KV","-#EGLTAU","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
".KEHY3LX",".KEHY3KV","-#EGLW1G","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
".KEHY3LY",".KEHY3KV","-#EGM4A3","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
".KEHY3M3",".KEHY3KV","6UE502IL","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
".KEHY3LT",".KEHY3KV","-#EGLU0B","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
".KEHY3LK",".KEHY3KV","-#EGLXXE","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
".KEHY3LP",".KEHY3KV","-#EGM0ZS","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
".KEHY3LW",".KEHY3KV","-#EGLVFD","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
".KEHY3LJ",".KEHY3KV","-#EGLXB8","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
".KEHY3LR",".KEHY3KV","-#EGM27Y","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
".KEHY3M2",".KEHY3KV","6UE501U6","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
".KEHY3LL",".KEHY3KV","-#EGLYJH","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
".KEHY3LN",".KEHY3KV","-#EGLZRM","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
".KEHY3LZ",".KEHY3KV","-#EGM3HX","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","N","N","","CG852"
".KEHY3LU",".KEHY3KV","-#EGLUQP","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
".KEHY3LM",".KEHY3KV","-#EGLZ5K","DELINP01","DELINP01","2020-10-12 15:21:04","2020-10-12 15:21:04","Y","N","","CG852"
"TZEHY2CY","TZEHY2CL","FPE4MROR","CESSINP1","CESSINP1","2020-10-12 15:22:27","2020-10-12 15:22:27","Y","N","","CG852"
"TZEHY2CW","TZEHY2CL",":;EFW3ZZ","CESSINP1","CESSINP1","2020-10-12 15:22:27","2020-10-12 15:22:27","Y","N","","CG852"
"TZEHY2CV","TZEHY2CL","8-EGTR6B","CESSINP1","CESSINP1","2020-10-12 15:22:27","2020-10-12 15:22:27","N","N","","CG852"
"TZEHY2CX","TZEHY2CL","FPE4MRO4","CESSINP1","CESSINP1","2020-10-12 15:22:27","2020-10-12 15:22:27","Y","N","","CG852"
".XEHY4MB",".XEHY4LO","-#EGLWNX","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4MG",".XEHY4LO","-#EGLZRM","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4ME",".XEHY4LO","-#EGLYJH","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4MI",".XEHY4LO","-#EGM0ZS","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4MD",".XEHY4LO","-#EGLXXE","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4MH",".XEHY4LO","-#EGM0DP","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4MO",".XEHY4LO","-#EGLTAU","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4MM",".XEHY4LO","-#EGLU0B","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4MP",".XEHY4LO","-#EGLVFD","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4MQ",".XEHY4LO","-#EGLW1G","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4MJ",".XEHY4LO","-#EGM1LV","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4MS",".XEHY4LO","-#EGM3HX","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","N","N","","CG852"
".XEHY4MV",".XEHY4LO","6UE501U6","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4ML",".XEHY4LO","-#EGM2U1","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4MK",".XEHY4LO","-#EGM27Y","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4MT",".XEHY4LO","6UE4ZZWB","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4MU",".XEHY4LO","6UE5010J","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4MR",".XEHY4LO","-#EGM4A3","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4MC",".XEHY4LO","-#EGLXB8","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4MF",".XEHY4LO","-#EGLZ5K","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4MW",".XEHY4LO","6UE502IL","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4MN",".XEHY4LO","-#EGLUQP","LIQUSR03","LIQUSR03","2020-10-12 15:25:15","2020-10-12 15:25:15","Y","N","","CG852"
".XEHY4O5",".XEHY4N0","-BEGM0UC","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","N","N","","CG852"
".XEHY4NV",".XEHY4N0","*FEGNZ8D","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","Y","N","","CG852"
".XEHY4NZ",".XEHY4N0","-BEGLYTU","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","Y","N","","CG852"
".XEHY4O3",".XEHY4N0","-BEGM078","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","N","N","","CG852"
".XEHY4O4",".XEHY4N0","-BEGM0IS","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","N","N","","CG852"
".XEHY4NR",".XEHY4N0","*FEGNXJH","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","Y","N","","CG852"
".XEHY4NP",".XEHY4N0","*FEGNWMC","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","Y","N","","CG852"
".XEHY4NW",".XEHY4N0","*FEGNZNL","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","N","N","","CG852"
".XEHY4O8",".XEHY4N0","SIEESUUM","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","Y","N","","CG852"
".XEHY4NS",".XEHY4N0","*FEGNXYP","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","Y","N","","CG852"
".XEHY4O1",".XEHY4N0","-BEGLZK4","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","N","N","","CG852"
".XEHY4NN",".XEHY4N0","*FEGO06Z","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","Y","N","","CG852"
".XEHY4NQ",".XEHY4N0","*FEGNX49","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","Y","N","","CG852"
".XEHY4NT",".XEHY4N0","*FEGNYDX","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","Y","N","","CG852"
".XEHY4NO",".XEHY4N0","*FEGNU2H","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","Y","N","","CG852"
".XEHY4NX",".XEHY4N0","B+EGMANH","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","N","N","","CG852"
".XEHY4O6",".XEHY4N0","L*EGNKW6","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","Y","N","","CG852"
".XEHY4NY",".XEHY4N0","*FEGO07C","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","Y","N","","CG852"
".XEHY4NU",".XEHY4N0","*FEGNYT5","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","Y","N","","CG852"
".XEHY4O2",".XEHY4N0","-BEGLZVO","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","N","N","","CG852"
".XEHY4O7",".XEHY4N0","L*EGNL86","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","Y","N","","CG852"
".XEHY4O0",".XEHY4N0","-BEGLZ8K","LIQUSR03","LIQUSR03","2020-10-12 15:25:41","2020-10-12 15:25:41","N","N","","CG852"
"T@EHY3N2","T@EHY3N0","ACEHQQK9","CESSINP1","CESSINP1","2020-10-12 15:49:27","2020-10-12 15:49:27","Y","N","","CG852"
"T@EHY3PP","T@EHY3PF","8-EGTR6B","CESSINP1","CESSINP1","2020-10-12 15:51:45","2020-10-12 15:51:45","N","N","","CG852"
"T@EHY3PR","T@EHY3PF","FPE4MRO4","CESSINP1","CESSINP1","2020-10-12 15:51:45","2020-10-12 15:51:45","Y","N","","CG852"
"T@EHY3PQ","T@EHY3PF",":;EFW3ZZ","CESSINP1","CESSINP1","2020-10-12 15:51:45","2020-10-12 15:51:45","Y","N","","CG852"
"T@EHY3PS","T@EHY3PF","FPE4MROR","CESSINP1","CESSINP1","2020-10-12 15:51:45","2020-10-12 15:51:45","Y","N","","CG852"
"T*EHY7M0","T*EHY7KX","-#EGLXB8","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
"T*EHY7M3","T*EHY7KX","-#EGLZ5K","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
"T*EHY7M8","T*EHY7KX","-#EGM27Y","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
"T*EHY7M6","T*EHY7KX","-#EGM0ZS","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
"T*EHY7MI","T*EHY7KX","6UE5010J","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
"T*EHY7M9","T*EHY7KX","-#EGM2U1","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
"T*EHY7MB","T*EHY7KX","-#EGLUQP","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
"T*EHY7M2","T*EHY7KX","-#EGLYJH","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
"T*EHY7MH","T*EHY7KX","6UE4ZZWB","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
"T*EHY7MG","T*EHY7KX","-#EGM3HX","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","N","N","","CG852"
"T*EHY7M1","T*EHY7KX","-#EGLXXE","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
"T*EHY7M5","T*EHY7KX","-#EGM0DP","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
"T*EHY7MA","T*EHY7KX","-#EGLU0B","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
"T*EHY7MD","T*EHY7KX","-#EGLVFD","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
"+TEHQI7I","+TEHQI7D","BNEHOJLM","ARFELI01","ARFELI01","2020-10-08 12:49:25","2020-10-08 12:49:25","Y","N","","CG852"
"+TEHQI7H","+TEHQI7D","BNEHOJL9","ARFELI01","ARFELI01","2020-10-08 12:49:25","2020-10-08 12:49:25","Y","N","","CG852"
"+TEHQI7J","+TEHQI7D","BNEHOJTQ","ARFELI01","ARFELI01","2020-10-08 12:49:25","2020-10-08 12:49:25","Y","N","","CG852"
"+TEHQI9I","+TEHQI8D","6UE4ZZWB","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"+TEHQI96","+TEHQI8D","-#EGM0DP","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"+TEHQI94","+TEHQI8D","-#EGLZ5K","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"+TEHQI9G","+TEHQI8D","-#EGM4A3","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"+TEHQI9B","+TEHQI8D","-#EGLU0B","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"+TEHQI9K","+TEHQI8D","6UE501U6","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"+TEHQI95","+TEHQI8D","-#EGLZRM","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"+TEHQI91","+TEHQI8D","-#EGLXB8","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"+TEHQI98","+TEHQI8D","-#EGM1LV","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"+TEHQI9A","+TEHQI8D","-#EGM2U1","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"+TEHQI9H","+TEHQI8D","-#EGM3HX","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","N","N","","CG852"
"+TEHQI9J","+TEHQI8D","6UE5010J","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"+TEHQI90","+TEHQI8D","-#EGLWNX","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"+TEHQI9F","+TEHQI8D","-#EGLW1G","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"+TEHQI9L","+TEHQI8D","6UE502IL","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"+TEHQI9D","+TEHQI8D","-#EGLTAU","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"+TEHQI97","+TEHQI8D","-#EGM0ZS","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"+TEHQI93","+TEHQI8D","-#EGLYJH","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"+TEHQI99","+TEHQI8D","-#EGM27Y","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"+TEHQI9C","+TEHQI8D","-#EGLUQP","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"+TEHQI92","+TEHQI8D","-#EGLXXE","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"+TEHQI9E","+TEHQI8D","-#EGLVFD","ARFELI01","ARFELI01","2020-10-08 13:05:42","2020-10-08 13:05:42","Y","N","","CG852"
"AREHQR40","AREHQR3W","BNEHOJL9","ARFELI01","ARFELI01","2020-10-08 15:25:08","2020-10-08 15:25:08","Y","N","","CG852"
"AREHQR41","AREHQR3W","BNEHOJLM","ARFELI01","ARFELI01","2020-10-08 15:25:08","2020-10-08 15:25:08","Y","N","","CG852"
"AREHQR42","AREHQR3W","BNEHOJTQ","ARFELI01","ARFELI01","2020-10-08 15:25:08","2020-10-08 15:25:08","Y","N","","CG852"
"VWEHQELQ","VWEHQEL3","6UE5010J","LIQSVR04","LIQSVR04","2020-10-08 08:41:13","2020-10-08 08:41:13","Y","N","","CG852"
"VWEHQELV","VWEHQELR","JLEFFBJG","LIQSVR04","LIQSVR04","2020-10-08 08:41:38","2020-10-08 08:41:38","N","N","","CG852"
"+TEHQI8A","+TEHQI84","BNEHOJTQ","ARFELI01","ARFELI01","2020-10-08 13:04:45","2020-10-08 13:04:45","Y","N","","CG852"
"+TEHQI88","+TEHQI84","BNEHOJL9","ARFELI01","ARFELI01","2020-10-08 13:04:45","2020-10-08 13:04:45","Y","N","","CG852"
"+TEHQI89","+TEHQI84","BNEHOJLM","ARFELI01","ARFELI01","2020-10-08 13:04:45","2020-10-08 13:04:45","Y","N","","CG852"
"+TEHQIAB","+TEHQIA5","BNEHOJTQ","ARFELI01","ARFELI01","2020-10-08 13:16:17","2020-10-08 13:16:17","Y","N","","CG852"
"+TEHQIA9","+TEHQIA5","BNEHOJL9","ARFELI01","ARFELI01","2020-10-08 13:16:17","2020-10-08 13:16:17","Y","N","","CG852"
"+TEHQIAA","+TEHQIA5","BNEHOJLM","ARFELI01","ARFELI01","2020-10-08 13:16:17","2020-10-08 13:16:17","Y","N","","CG852"
"+TEHQIB5","+TEHQIAE","-#EGLZ5K","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIB6","+TEHQIAE","-#EGLZRM","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIBL","+TEHQIAE","6UE501U6","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIBJ","+TEHQIAE","6UE4ZZWB","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIB4","+TEHQIAE","-#EGLYJH","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIB1","+TEHQIAE","-#EGLWNX","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIBH","+TEHQIAE","-#EGM4A3","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIB8","+TEHQIAE","-#EGM0ZS","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIBE","+TEHQIAE","-#EGLTAU","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIBK","+TEHQIAE","6UE5010J","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIBF","+TEHQIAE","-#EGLVFD","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIB3","+TEHQIAE","-#EGLXXE","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIB7","+TEHQIAE","-#EGM0DP","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIBI","+TEHQIAE","-#EGM3HX","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","N","N","","CG852"
"+TEHQIBG","+TEHQIAE","-#EGLW1G","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIBD","+TEHQIAE","-#EGLUQP","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIB2","+TEHQIAE","-#EGLXB8","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIBM","+TEHQIAE","6UE502IL","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIBB","+TEHQIAE","-#EGM2U1","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIB9","+TEHQIAE","-#EGM1LV","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIBC","+TEHQIAE","-#EGLU0B","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIBA","+TEHQIAE","-#EGM27Y","ARFELI01","ARFELI01","2020-10-08 13:17:17","2020-10-08 13:17:17","Y","N","","CG852"
"+TEHQIKK","+TEHQIK1","BNEHOJLM","ARFELI01","ARFELI01","2020-10-08 13:32:35","2020-10-08 13:32:35","Y","N","","CG852"
"+TEHQIKJ","+TEHQIK1","BNEHOJL9","ARFELI01","ARFELI01","2020-10-08 13:32:35","2020-10-08 13:32:35","Y","N","","CG852"
"+TEHQIKL","+TEHQIK1","BNEHOJTQ","ARFELI01","ARFELI01","2020-10-08 13:32:35","2020-10-08 13:32:35","Y","N","","CG852"
