"SIC_CDE_SIC","SIC_CDE_COUNTRY","SIC_DSC_SIC","SIC_CDE_CPIC","SIC_IND_ACTIVE","SIC_IND_MAY_DEACT","SIC_UID_REC_CREATE","SIC_UID_REC_UPDATE","SIC_TSP_REC_CREATE","SIC_TSP_REC_UPDATE","SIC_CDE_SIC_MAP","SIC_IND_1098_ELIG"
"519190    ","NS","All Other Information Services                    ","3609 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:34","36   ","N"
"521110    ","NS","Monetary Authorities-Central Banks                ","7001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:34","70   ","N"
"521115    ","NS","Government-Sponsored Export Credit Agencies       ","7001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:34","70   ","N"
"522102    ","NS","Banks--US--National Market                        ","5201 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:34","52   ","N"
"522103    ","NS","Banks--US--Regional ($5B to $50B)                 ","5205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:34","52   ","N"
"522104    ","NS","Banks--US--Small Regional ($1B to $5B)            ","5205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:34","52   ","N"
"522105    ","NS","Banks--US--Community (under $1B)                  ","5205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:34","52   ","N"
"522110    ","NS","Commercial Banking                                ","5201 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:34","52   ","N"
"522120    ","NS","Savings Institutions                              ","7501 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:34","75   ","N"
"522130    ","NS","Credit Unions                                     ","5205 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:34","52   ","N"
"522190    ","NS","Other Depository Credit Intermediation            ","5313 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:34","53   ","N"
"522202    ","NS","Banks--Non-US--Commercial Private                 ","5201 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:34","52   ","N"
"522203    ","NS","Banks--Non-US--State-Owned including Multilateral ","5201 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:34","52   ","N"
"522210    ","NS","Credit Card Issuing                               ","8001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:34","80   ","N"
"522220    ","NS","Sales Financing                                   ","8001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:34","80   ","N"
"522291    ","NS","Consumer Lending                                  ","8002 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:35","80   ","N"
"522292    ","NS","Mortgage Bankers and Correspondents               ","7501 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:35","75   ","N"
"522293    ","NS","International Trade Financing                     ","5311 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:35","53   ","N"
"522294    ","NS","Secondary Market Financing                        ","5311 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:35","53   ","N"
"522295    ","NS","Custody Banks                                     ","8401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:35","84   ","N"
"522298    ","NS","All Other Non-Depository Credit Intermediation    ","5312 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:35","53   ","N"
"522302    ","NS","Consumer Lending (excluding Subprime)             ","8001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:35","80   ","N"
"522303    ","NS","Captive Auto Finance Companies                    ","8001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:35","80   ","N"
"522304    ","NS","Captive Finance--Commercial                       ","5311 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:35","53   ","N"
"522305    ","NS","Business Credit Finance Companies                 ","5312 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:35","53   ","N"
"522306    ","NS","Subprime Mortgage Finance                         ","8001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:35","80   ","N"
"522307    ","NS","Consumer Finance--Small Loans                     ","8001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:35","80   ","N"
"522308    ","NS","Conduits                                          ","5307 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:35","53   ","N"
"522310    ","NS","Loan Brokers (excluding Mortgage Lenders)         ","5313 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:36","53   ","N"
"522320    ","NS","Financial Transactions Processing Reserve and Cl  ","5313 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:36","53   ","N"
"522390    ","NS","Other Activities Related to Credit Intermediation ","5313 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:36","53   ","N"
"522401    ","NS","Check Cashing Company                             ","8001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:36","80   ","N"
"522402    ","NS","Payday Loan Company                               ","8001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:36","80   ","N"
"522403    ","NS","Pawn Shop                                         ","8001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:36","80   ","N"
"522404    ","NS","Insurance Premium Finance                         ","8001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:36","80   ","N"
"522405    ","NS","Car Title Lenders                                 ","8001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:36","80   ","N"
"522406    ","NS","Captives-Subprime Consumer Finance                ","8001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:36","80   ","N"
"522407    ","NS","All Other Motor Vehicle Finance                   ","8001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:36","80   ","N"
"523101    ","NS","Financial Conglomerates                           ","8401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:36","84   ","N"
"523102    ","NS","Securities Brokerage Holding Companies            ","8401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:36","84   ","N"
"523105    ","NS","Hedge Funds                                       ","8101 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:37","81   ","N"
"523106    ","NS","Hedge Fund Dependent                              ","8101 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:37","81   ","N"
"523110    ","NS","Investment Banking and Securities Dealing         ","8402 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:37","84   ","N"
"523120    ","NS","Securities Brokerage (excluding Securities Brokera","8402 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:37","84   ","N"
"523130    ","NS","Commodity Contracts Dealing                       ","8401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:37","84   ","N"
"523140    ","NS","Commodity Contracts Brokerage                     ","8401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:37","84   ","N"
"523210    ","NS","Securities and Commodity Exchanges                ","8401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:37","84   ","N"
"523902    ","NS","Investors--Loans to Individuals for Investment Pur","7402 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:37","74   ","N"
"523903    ","NS","Investors--Partnerships/JVs with Limited Liability","7403 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:37","74   ","N"
"523904    ","NS","Investors--Partnerships/JVs Principally Non-Recou ","7403 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:37","74   ","N"
"523905    ","NS","Diversified Liquid Portfolio                      ","7402 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:37","74   ","N"
"523906    ","NS","Investors--Venture Capital Companies with Limited ","8101 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:37","81   ","N"
"523907    ","NS","USWM & Invst Acct Use Only - Family Invstmnt      ","7402 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:37","74   ","N"
"523910    ","NS","Miscellaneous Intermediation                      ","5312 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:37","53   ","N"
"523920    ","NS","Portfolio Management                              ","8401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:37","84   ","N"
"523930    ","NS","Investment Advice                                 ","8401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:38","84   ","N"
"523991    ","NS","Trust Fiduciary and Custody Services              ","7404 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:38","74   ","N"
"523999    ","NS","Miscellaneous Financial Investment Activities     ","7402 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:38","74   ","N"
"524101    ","NS","Diversified Life Casualty and Health Insurance    ","5403 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:38","54   ","N"
"524102    ","NS","Pharmacy Benefits Management                      ","4914 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:38","49   ","N"
"524113    ","NS","Direct Life Insurance Carriers                    ","5402 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:38","54   ","N"
"524114    ","NS","Direct Health and Medical Insurance Carriers      ","5403 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:38","54   ","N"
"524125    ","NS","Financial Guarantors--Monoline Insurance          ","5404 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:38","54   ","N"
"524126    ","NS","Direct Property and Casualty Insurance Carriers   ","5404 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:38","54   ","N"
"524127    ","NS","Direct Title Insurance Carriers                   ","5404 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:38","54   ","N"
"524130    ","NS","Reinsurance Carriers                              ","5405 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:38","54   ","N"
"524210    ","NS","Insurance Agencies and Brokerages                 ","5401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:39","54   ","N"
"524291    ","NS","Claims Adjusting                                  ","5404 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:39","54   ","N"
"524292    ","NS","Third Party Administration of Insurance and Pensio","8401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:39","84   ","N"
"524298    ","NS","All Other Insurance Related Activities            ","5403 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:39","54   ","N"
"525110    ","NS","Pension Funds                                     ","8401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:39","84   ","N"
"525120    ","NS","Health and Welfare Funds                          ","8401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:39","84   ","N"
"525190    ","NS","Other Insurance Funds                             ","8401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:39","84   ","N"
"525901    ","NS","REITs Multiple-Use and All Other Property Types   ","5501 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:39","55   ","N"
"525902    ","NS","REITs Retail Properties                           ","5501 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:39","55   ","N"
"525903    ","NS","REITs Office Bldgs                                ","5501 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:39","55   ","N"
"525904    ","NS","REITs Apartments                                  ","5501 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:39","55   ","N"
"525905    ","NS","REITs Industrial/Warehouse                        ","5501 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:39","55   ","N"
"525906    ","NS","REITs Hotel                                       ","5501 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:39","55   ","N"
"525907    ","NS","REITs Resorts                                     ","3502 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:40","35   ","N"
"525908    ","NS","REITs  Health Care Related                        ","4915 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:40","49   ","N"
"525909    ","NS","REITs Golf Courses                                ","3511 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:40","35   ","N"
"525910    ","NS","Regulated Investment Funds                        ","8401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:40","84   ","N"
"525915    ","NS","Mortgage REITs (Resi and Commercial)              ","5311 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:40","53   ","N"
"525920    ","NS","Trusts Estates and Agency Accounts                ","7404 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:40","74   ","N"
"525990    ","NS","Other Financial Vehicles                          ","8101 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:40","81   ","N"
"525995    ","NS","Collateralized Debt Obligations (CDOs)            ","8101 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:41","81   ","N"
"525996    ","NS","Other Structured Finance Vehicles                 ","8101 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:41","81   ","N"
"525997    ","NS","Private Real Estate Equity Funds                  ","8401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:41","84   ","N"
"531101    ","NS","Residential Development--1 to 4 Family Homes      ","5518 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:41","55   ","N"
"531102    ","NS","Retail Building and Property Developers and Owners","5517 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:41","55   ","N"
"531103    ","NS","Office Building and Property Developers and Owners","5514 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:41","55   ","N"
"531104    ","NS","Apartment Building and Property Developers and Own","5510 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:41","55   ","N"
"531105    ","NS","Industrial/Warehouse Building and Property Develop","5511 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:41","55   ","N"
"531106    ","NS","Multiple-Use Building and Property Developers and ","5513 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:41","55   ","N"
"531107    ","NS","All Other Building and Property Developers and Own","5513 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:41","55   ","N"
"531108    ","NS","Residential Developers (Not Tied to a Particular P","5518 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:41","55   ","N"
"531110    ","NS","Residential Building and Property (excluding Apart","5518 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:41","55   ","N"
"531115    ","NS","Condominium (including Conversions) Developers and","5518 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:42","55   ","N"
"531120    ","NS","Lessors of Nonresidential Buildings               ","5513 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:42","55   ","N"
"531130    ","NS","Developers and Owners of Miniwarehouses and Self  ","5513 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:42","55   ","N"
"531190    ","NS","Lessors of Other Real Estate Property             ","5517 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:42","55   ","N"
"531204    ","NS","Golf Courses Associated with Residential Developme","3511 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:42","35   ","N"
"531210    ","NS","Offices of Real Estate Agents and Brokers         ","2415 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:42","24   ","N"
"531311    ","NS","Residential Property Managers                     ","2415 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:42","24   ","N"
"531312    ","NS","Nonresidential Property Managers                  ","2415 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:42","24   ","N"
"531320    ","NS","Offices of Real Estate Appraisers                 ","2415 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:42","24   ","N"
"531390    ","NS","Other Services and Activities Related to Real Esta","2415 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:42","24   ","N"
"531404    ","NS","Mobile Home Site Developers and Owners            ","5518 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:42","55   ","N"
"532111    ","NS","Passenger Car Rental                              ","2807 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:42","28   ","N"
"532112    ","NS","Passenger Car Leasing                             ","5311 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:42","53   ","N"
"532120    ","NS","Truck Utility Trailer and RV (Recreational Vehic  ","2305 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:42","23   ","N"
"532210    ","NS","Consumer Electronics and Appliances Rental        ","8001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:43","80   ","N"
"532220    ","NS","Formal Wear and Costume Rental                    ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:43","40   ","N"
"532230    ","NS","Video Tape and Disc Rental                        ","4004 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:43","40   ","N"
"532291    ","NS","Home Health Equipment Rental                      ","4801 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:43","48   ","N"
"532292    ","NS","Recreational Goods Rental                         ","3506 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:43","35   ","N"
"532299    ","NS","All Other Consumer Goods Rental                   ","8001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:43","80   ","N"
"532310    ","NS","General Rental Centers                            ","2305 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:43","23   ","N"
"532402    ","NS","Commercial Airplane Leasing                       ","5311 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:43","53   ","N"
"532411    ","NS","Commercial Air Rail and Water Transportation Equ  ","2305 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:43","23   ","N"
"532412    ","NS","Construction Mining and Forestry Machinery and E  ","2305 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:43","23   ","N"
"532420    ","NS","Office Machinery and Equipment Rental and Leasing ","2305 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:43","23   ","N"
"532490    ","NS","Other Commercial and Industrial Machinery and Equi","2305 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:43","23   ","N"
"524128    ","NS","Other Direct Insurance (except Life Health and M  ","5403 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:38","54   ","N"
"611610    ","NS","Fine Arts Schools                                 ","7102 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:53","71   ","N"
"611620    ","NS","Sports and Recreation Instruction                 ","7102 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:54","71   ","N"
"611630    ","NS","Language Schools                                  ","7102 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:54","71   ","N"
"611691    ","NS","Exam Preparation and Tutoring                     ","7102 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:54","71   ","N"
"611692    ","NS","Automobile Driving Schools                        ","7102 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:54","71   ","N"
"611699    ","NS","All Other Miscellaneous Schools and Instruction   ","7102 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:54","71   ","N"
"611710    ","NS","Educational Support Services                      ","7102 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:54","71   ","N"
"621102    ","NS","Medical Doctors--Primary Care                     ","4901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:55","49   ","N"
"621103    ","NS","Medical Doctors--Not Primary Care                 ","4901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:55","49   ","N"
"621109    ","NS","PPMs Physician Practitioner Groups                ","4902 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:55","49   ","N"
"621111    ","NS","Offices of Physicians (except Mental Health Specia","4901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:55","49   ","N"
"621112    ","NS","Offices of Physicians Mental Health Specialists   ","4901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:55","49   ","N"
"621201    ","NS","Dental Practitioner Group                         ","4902 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:55","49   ","N"
"621210    ","NS","Offices of Dentists                               ","4901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:56","49   ","N"
"621310    ","NS","Offices of Chiropractors                          ","4901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:56","49   ","N"
"621320    ","NS","Offices of Optometrists                           ","4901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:56","49   ","N"
"621330    ","NS","Offices of Mental Health Practitioners (except Phy","4901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:56","49   ","N"
"621340    ","NS","Offices of Physical Occupational and Speech Thera ","4901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:56","49   ","N"
"621391    ","NS","Podiatrists                                       ","4901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:56","49   ","N"
"621399    ","NS","Offices of All Other Miscellaneous Health Practiti","4901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:56","49   ","N"
"621410    ","NS","Family Planning Centers                           ","4903 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:57","49   ","N"
"621420    ","NS","Outpatient Mental Health and Substance Abuse Cente","4903 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:57","49   ","N"
"621491    ","NS","Managed Care HMOs PPOs                            ","4914 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:57","49   ","N"
"621492    ","NS","Kidney Dialysis Centers                           ","4903 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:57","49   ","N"
"621493    ","NS","Freestanding Ambulatory Surgical and Emergency Cen","4903 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:57","49   ","N"
"621495    ","NS","Blue Shield and Blue Cross Operators--For Profit  ","4914 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:57","49   ","N"
"621496    ","NS","Blue Shield and Blue Cross Operators--Not For Prof","4914 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:58","49   ","N"
"621498    ","NS","All Other Outpatient Care Centers                 ","4903 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:58","49   ","N"
"621501    ","NS","Contract Research Organizations                   ","5002 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:58","50   ","N"
"621511    ","NS","Medical Laboratories                              ","4905 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:58","49   ","N"
"621512    ","NS","Diagnostic Imaging Centers                        ","4903 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:58","49   ","N"
"621610    ","NS","Home Health Care Services                         ","4904 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:58","49   ","N"
"621901    ","NS","Health Information Technology                     ","4906 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:58","49   ","N"
"621910    ","NS","Ambulance Services                                ","4906 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:58","49   ","N"
"621991    ","NS","Blood and Organ Banks                             ","4906 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:58","49   ","N"
"621992    ","NS","Health Care Staffing and Placement Services       ","4906 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:59","49   ","N"
