"IMR_RID_SWFT_ROLE","IMR_CDE_SWFT_RTYP","IMR_RID_REM_INSTR","IMR_CDE_OWNER_TYPE","IMR_UID_REC_CREATE","IMR_UID_REC_UPDATE","IMR_TSP_REC_CREATE","IMR_TSP_REC_UPDATE","IMR_RID_SWFT_ID","IMR_TXT_ACCT_NO","IMR_TXT_CLG_CODE","IMR_TXT_TELEX_NO","IMR_TXT_ANSWRBACK","IMR_CDE_LOCCL_TYPE","IMR_TXT_DESC","IMR_CDE_BRANCH"
"HIEFIWPO","ACWIN","HIEFIWHG","IRI  ","INPAMT01","INPAMT01","2020-08-26 12:09:02","2020-08-26 12:09:02","42569194","","//AU032938          ","","","","",""
"$ZEFJ7FS","ORCSR","$ZEFJ7FQ","IRI  ","INPAMT01","INPAMT01","2020-08-26 17:27:59","2020-08-26 17:27:59","","","","","","","Sanseera Electronics Ltd 002",""
"$ZEFJ7FR","BENCR","$ZEFJ7FQ","IRI  ","INPAMT01","INPAMT01","2020-08-26 17:27:59","2020-08-26 17:27:59","","4561234789                              ","","","","","Sanseera Electronics Ltd 002",""
"$ZEFJ7NY","ACWIN","$ZEFJ7FQ","IRI  ","INPAMT01","INPAMT01","2020-08-26 17:27:59","2020-08-26 17:27:59","42569194","","//AU032938          ","","","","",""
"?NEFKSL3","BENCR","?NEFKSL2","IRI  ","INPALN01","INPALN01","2020-08-27 14:12:32","2020-08-27 14:12:32","","/06200087654321                         ","","","","","ARIHANT TRADING COMPANY",""
"HIEFIWHI","ORCSR","HIEFIWHG","IRI  ","INPAMT01","INPAMT01","2020-08-26 12:09:02","2020-08-26 12:09:02","","","","","","","Sanseera Electronics Ltd 001",""
"?NEFKSL4","ORCSR","?NEFKSL2","IRI  ","INPALN01","INPALN01","2020-08-27 14:12:32","2020-08-27 14:12:32","","","","","","","ARIHANT TRADING COMPANY",""
"?NEFKSTA","ACWIN","?NEFKSL2","IRI  ","INPALN01","INPALN01","2020-08-27 14:12:32","2020-08-27 14:12:32","@*DZF8R7","","","","","","",""
"?NEFKT18","BENCR","?NEFKT17","IRI  ","INPALN01","INPALN01","2020-08-27 14:15:07","2020-08-27 14:15:07","","/06200087654321                         ","","","","","ARIHANT TRADING COMPANY",""
"?NEFKT19","ORCSR","?NEFKT17","IRI  ","INPALN01","INPALN01","2020-08-27 14:15:07","2020-08-27 14:15:07","","","","","","","ARIHANT TRADING COMPANY",""
"?NEFKT9F","ACWIN","?NEFKT17","IRI  ","INPALN01","INPALN01","2020-08-27 14:15:07","2020-08-27 14:15:07","@*DZF8R7","","","","","","",""
"7NEFL0OO","BENCR","7NEFL0ON","IRI  ","INPALN01","INPALN01","2020-08-27 17:00:45","2020-08-27 17:00:45","","/06200087654321                         ","","","","","ARIHANT TRADING COMPANY",""
"7NEFL0OP","ORCSR","7NEFL0ON","IRI  ","INPALN01","INPALN01","2020-08-27 17:00:45","2020-08-27 17:00:45","","","","","","","ARIHANT TRADING COMPANY",""
"7NEFL0WV","ACWIN","7NEFL0ON","IRI  ","INPALN01","INPALN01","2020-08-27 17:00:45","2020-08-27 17:00:45","@*DZF8R7","","","","","","",""
"XZEFL4JO","BENCR","XZEFL4JN","IRI  ","INPAMT01","INPAMT01","2020-08-27 18:23:44","2020-08-27 18:23:44","","4561234789                              ","","","","","Sanseera Electronics Ltd 003",""
"XZEFL4JP","ORCSR","XZEFL4JN","IRI  ","INPAMT01","INPAMT01","2020-08-27 18:23:44","2020-08-27 18:23:44","","","","","","","Sanseera Electronics Ltd 003",""
"XZEFL4RV","ACWIN","XZEFL4JN","IRI  ","INPAMT01","INPAMT01","2020-08-27 18:23:44","2020-08-27 18:23:44","42569194","","//AU032938          ","","","","",""
"-#EGLUNA","BENIN","-#EGLUGU","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:23:27","2020-09-16 14:23:27","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLUON","SENDR","-#EGLUGU","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:23:27","2020-09-16 14:23:27","@*DZF8R7","","","","","","",""
"-#EGLUPU","SRCOR","-#EGLUGU","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:23:27","2020-09-16 14:23:27","6UE5002O","","","","","","",""
"-#EGLVLF","ACWIN","-#EGLVFN","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:39:06","2020-09-16 14:39:06","6UE5002O","","","","","","",""
"-#EGLVMW","BENCR","-#EGLVFN","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:39:06","2020-09-16 14:39:06","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLVOC","ORCSR","-#EGLVFN","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:39:06","2020-09-16 14:39:06","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLVPS","SENDR","-#EGLVFN","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:39:06","2020-09-16 14:39:06","@*DZF8R7","","","","","","",""
"-#EGLVR3","SRCOR","-#EGLVFN","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:39:06","2020-09-16 14:39:06","6UE5002O","","","","","","",""
"-#EGLVWW","ACWIN","-#EGLVRR","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:39:54","2020-09-16 14:39:54","6UE5002O","","","","","","",""
"-#EGLTGW","ACWIN","-#EGLTB4","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 13:49:28","2020-09-16 13:49:28","6UE5002O","","","","","","",""
"-#EGLTID","BENCR","-#EGLTB4","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 13:49:28","2020-09-16 13:49:28","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLTL9","SENDR","-#EGLTB4","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 13:49:28","2020-09-16 13:49:28","@*DZF8R7","","","","","","",""
"-#EGLTMK","SRCOR","-#EGLTB4","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 13:49:28","2020-09-16 13:49:28","6UE5002O","","","","","","",""
"-#EGLTPM","ORCSR","-#EGLTB4","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 13:49:28","2020-09-16 13:49:28","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLTVI","ACWIN","-#EGLTQD","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 13:50:20","2020-09-16 13:50:20","6UE5002O","","","","","","",""
"-#EGLTWT","BENIN","-#EGLTQD","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 13:50:20","2020-09-16 13:50:20","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLTY6","SENDR","-#EGLTQD","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 13:50:20","2020-09-16 13:50:20","@*DZF8R7","","","","","","",""
"-#EGLTZD","SRCOR","-#EGLTQD","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 13:50:20","2020-09-16 13:50:20","6UE5002O","","","","","","",""
"-#EGLU6D","ACWIN","-#EGLU0L","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:22:29","2020-09-16 14:22:29","6UE5002O","","","","","","",""
"-#EGLU7U","BENCR","-#EGLU0L","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:22:29","2020-09-16 14:22:29","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLU9Q","ORCSR","-#EGLU0L","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:22:29","2020-09-16 14:22:29","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLUBQ","SENDR","-#EGLU0L","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:22:29","2020-09-16 14:22:29","@*DZF8R7","","","","","","",""
"-#EGLUG6","SRCOR","-#EGLU0L","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:22:29","2020-09-16 14:22:29","6UE5002O","","","","","","",""
"-#EGLULZ","ACWIN","-#EGLUGU","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:23:27","2020-09-16 14:23:27","6UE5002O","","","","","","",""
"-#EGLVY7","BENIN","-#EGLVRR","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:39:54","2020-09-16 14:39:54","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLVZK","SENDR","-#EGLVRR","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:39:54","2020-09-16 14:39:54","@*DZF8R7","","","","","","",""
"-#EGLW0R","SRCOR","-#EGLVRR","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:39:54","2020-09-16 14:39:54","6UE5002O","","","","","","",""
"-#EGLWTZ","ACWIN","-#EGLWO7","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:49:39","2020-09-16 14:49:39","6UE5002O","","","","","","",""
"-#EGLWVG","BENCR","-#EGLWO7","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:49:39","2020-09-16 14:49:39","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLWWW","ORCSR","-#EGLWO7","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:49:39","2020-09-16 14:49:39","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLWYC","SENDR","-#EGLWO7","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:49:39","2020-09-16 14:49:39","@*DZF8R7","","","","","","",""
"-#EGLWZN","SRCOR","-#EGLWO7","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:49:39","2020-09-16 14:49:39","6UE5002O","","","","","","",""
"-#EGLX5G","ACWIN","-#EGLX0B","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:50:31","2020-09-16 14:50:31","6UE5002O","","","","","","",""
"-#EGLX6R","BENIN","-#EGLX0B","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:50:31","2020-09-16 14:50:31","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLX9C","SENDR","-#EGLX0B","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:50:31","2020-09-16 14:50:31","@*DZF8R7","","","","","","",""
"-#EGLXAJ","SRCOR","-#EGLX0B","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:50:31","2020-09-16 14:50:31","6UE5002O","","","","","","",""
"-#EGLY94","SRCOR","-#EGLXXO","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:54:44","2020-09-16 14:54:44","6UE5002O","","","","","","",""
"-#EGLYEX","ACWIN","-#EGLY9S","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:55:31","2020-09-16 14:55:31","6UE5002O","","","","","","",""
"-#EGLYG8","BENIN","-#EGLY9S","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:55:31","2020-09-16 14:55:31","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLYHL","SENDR","-#EGLY9S","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:55:31","2020-09-16 14:55:31","@*DZF8R7","","","","","","",""
"-#EGLYIS","SRCOR","-#EGLY9S","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:55:31","2020-09-16 14:55:31","6UE5002O","","","","","","",""
"-#EGLYPJ","ACWIN","-#EGLYJR","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:56:50","2020-09-16 14:56:50","6UE5002O","","","","","","",""
"-#EGLYR0","BENCR","-#EGLYJR","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:56:50","2020-09-16 14:56:50","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLYSG","ORCSR","-#EGLYJR","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:56:50","2020-09-16 14:56:50","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLYTW","SENDR","-#EGLYJR","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:56:50","2020-09-16 14:56:50","@*DZF8R7","","","","","","",""
"-#EGLYV7","SRCOR","-#EGLYJR","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:56:50","2020-09-16 14:56:50","6UE5002O","","","","","","",""
"-#EGLZ10","ACWIN","-#EGLYVV","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:57:27","2020-09-16 14:57:27","6UE5002O","","","","","","",""
"-#EGLZ2B","BENIN","-#EGLYVV","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:57:27","2020-09-16 14:57:27","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLZ3O","SENDR","-#EGLYVV","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:57:27","2020-09-16 14:57:27","@*DZF8R7","","","","","","",""
"-#EGLZ4V","SRCOR","-#EGLYVV","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:57:27","2020-09-16 14:57:27","6UE5002O","","","","","","",""
"-#EGLZBM","ACWIN","-#EGLZ5U","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:59:49","2020-09-16 14:59:49","6UE5002O","","","","","","",""
"-#EGLZD3","BENCR","-#EGLZ5U","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:59:49","2020-09-16 14:59:49","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLZEJ","ORCSR","-#EGLZ5U","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:59:49","2020-09-16 14:59:49","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLZFZ","SENDR","-#EGLZ5U","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:59:49","2020-09-16 14:59:49","@*DZF8R7","","","","","","",""
"-#EGLZHA","SRCOR","-#EGLZ5U","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:59:49","2020-09-16 14:59:49","6UE5002O","","","","","","",""
"-#EGLZMF","ACWIN","-#EGLZHY","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:00:36","2020-09-16 15:00:36","6UE5002O","","","","","","",""
"-#EGLZOD","BENIN","-#EGLZHY","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:00:36","2020-09-16 15:00:36","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLZPQ","SENDR","-#EGLZHY","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:00:36","2020-09-16 15:00:36","@*DZF8R7","","","","","","",""
"-#EGLZQX","SRCOR","-#EGLZHY","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:00:36","2020-09-16 15:00:36","6UE5002O","","","","","","",""
"-#EGLZXO","ACWIN","-#EGLZRW","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:03:15","2020-09-16 15:03:15","6UE5002O","","","","","","",""
"-#EGLZZ5","BENCR","-#EGLZRW","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:03:15","2020-09-16 15:03:15","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM00L","ORCSR","-#EGLZRW","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:03:15","2020-09-16 15:03:15","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM021","SENDR","-#EGLZRW","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:03:15","2020-09-16 15:03:15","@*DZF8R7","","","","","","",""
"-#EGM03C","SRCOR","-#EGLZRW","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:03:15","2020-09-16 15:03:15","6UE5002O","","","","","","",""
"-#EGM095","ACWIN","-#EGM040","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:03:55","2020-09-16 15:03:55","6UE5002O","","","","","","",""
"-#EGM0AG","BENIN","-#EGM040","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:03:55","2020-09-16 15:03:55","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM0BT","SENDR","-#EGM040","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:03:55","2020-09-16 15:03:55","@*DZF8R7","","","","","","",""
"-#EGM0D0","SRCOR","-#EGM040","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:03:55","2020-09-16 15:03:55","6UE5002O","","","","","","",""
"-#EGM0JR","ACWIN","-#EGM0DZ","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:06:02","2020-09-16 15:06:02","6UE5002O","","","","","","",""
"-#EGM0L8","BENCR","-#EGM0DZ","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:06:02","2020-09-16 15:06:02","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM0MO","ORCSR","-#EGM0DZ","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:06:02","2020-09-16 15:06:02","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM0O4","SENDR","-#EGM0DZ","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:06:02","2020-09-16 15:06:02","@*DZF8R7","","","","","","",""
"-#EGM0PF","SRCOR","-#EGM0DZ","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:06:02","2020-09-16 15:06:02","6UE5002O","","","","","","",""
"-#EGM0V8","ACWIN","-#EGM0Q3","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:07:26","2020-09-16 15:07:26","6UE5002O","","","","","","",""
"-#EGM0WJ","BENIN","-#EGM0Q3","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:07:26","2020-09-16 15:07:26","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM0XW","SENDR","-#EGM0Q3","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:07:26","2020-09-16 15:07:26","@*DZF8R7","","","","","","",""
"-#EGM0Z3","SRCOR","-#EGM0Q3","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:07:26","2020-09-16 15:07:26","6UE5002O","","","","","","",""
"-#EGM15U","ACWIN","-#EGM102","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:12:26","2020-09-16 15:12:26","6UE5002O","","","","","","",""
"-#EGM17B","BENCR","-#EGM102","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:12:26","2020-09-16 15:12:26","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM18R","ORCSR","-#EGM102","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:12:26","2020-09-16 15:12:26","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM1A7","SENDR","-#EGM102","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:12:26","2020-09-16 15:12:26","@*DZF8R7","","","","","","",""
"-#EGM1BI","SRCOR","-#EGM102","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:12:26","2020-09-16 15:12:26","6UE5002O","","","","","","",""
"-#EGM1HB","ACWIN","-#EGM1C6","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:12:56","2020-09-16 15:12:56","6UE5002O","","","","","","",""
"-#EGM1IM","BENIN","-#EGM1C6","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:12:56","2020-09-16 15:12:56","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM1JZ","SENDR","-#EGM1C6","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:12:56","2020-09-16 15:12:56","@*DZF8R7","","","","","","",""
"-#EGM1L6","SRCOR","-#EGM1C6","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:12:56","2020-09-16 15:12:56","6UE5002O","","","","","","",""
"-#EGM23E","ACWIN","-#EGM1Y9","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:15:20","2020-09-16 15:15:20","6UE5002O","","","","","","",""
"-#EGM24P","BENIN","-#EGM1Y9","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:15:20","2020-09-16 15:15:20","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM262","SENDR","-#EGM1Y9","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:15:20","2020-09-16 15:15:20","@*DZF8R7","","","","","","",""
"-#EGM279","SRCOR","-#EGM1Y9","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:15:20","2020-09-16 15:15:20","6UE5002O","","","","","","",""
"-#EGM2E0","ACWIN","-#EGM288","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:18:28","2020-09-16 15:18:28","6UE5002O","","","","","","",""
"-#EGM2FH","BENCR","-#EGM288","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:18:28","2020-09-16 15:18:28","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM2GX","ORCSR","-#EGM288","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:18:28","2020-09-16 15:18:28","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM2ID","SENDR","-#EGM288","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:18:28","2020-09-16 15:18:28","@*DZF8R7","","","","","","",""
"-#EGM2JO","SRCOR","-#EGM288","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:18:28","2020-09-16 15:18:28","6UE5002O","","","","","","",""
"-#EGM2PH","ACWIN","-#EGM2KC","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:19:01","2020-09-16 15:19:01","6UE5002O","","","","","","",""
"-#EGM2QS","BENIN","-#EGM2KC","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:19:01","2020-09-16 15:19:01","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM2S5","SENDR","-#EGM2KC","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:19:01","2020-09-16 15:19:01","@*DZF8R7","","","","","","",""
"-#EGM2TC","SRCOR","-#EGM2KC","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:19:01","2020-09-16 15:19:01","6UE5002O","","","","","","",""
"-#EGM3BK","ACWIN","-#EGM36F","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:20:36","2020-09-16 15:20:36","6UE5002O","","","","","","",""
"-#EGM3CV","BENIN","-#EGM36F","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:20:36","2020-09-16 15:20:36","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM3E8","SENDR","-#EGM36F","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:20:36","2020-09-16 15:20:36","@*DZF8R7","","","","","","",""
"-#EGM3G1","SRCOR","-#EGM36F","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:20:36","2020-09-16 15:20:36","6UE5002O","","","","","","",""
"-BEGLZW0","ORCSR","-BEGLZVY","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:06:02","2020-09-16 16:06:02","","","","","","","CUSTAMSTER",""
"-BEGLZVZ","BENCR","-BEGLZVY","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:06:02","2020-09-16 16:06:02","","","","","","","CUSTAMSTER",""
"-BEGM03Q","ORINS","-BEGM03P","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:06:14","2020-09-16 16:06:14","","","","","","","CUSTAMSTER",""
"QVEGMDKA","ORINS","QVEGMDK9","IRI  ","SMANZANO","SMANZANO","2020-09-16 20:28:23","2020-09-16 20:28:23","","","","","","","AMS CUSTOMER",""
"QVEGMDVV","ORINS","QVEGMDVU","IRI  ","SMANZANO","SMANZANO","2020-09-16 20:35:04","2020-09-16 20:35:04","","","","","","","AMS CUSTOMER",""
"L*EGNL8H","BENCR","L*EGNL8G","IRI  ","CMARTILL","CMARTILL","2020-09-17 12:55:38","2020-09-17 12:55:38","","","","","","","CUSTAMSTER",""
"L*EGNL8I","ORCSR","L*EGNL8G","IRI  ","CMARTILL","CMARTILL","2020-09-17 12:55:38","2020-09-17 12:55:38","","","","","","","CUSTAMSTER",""
"L*EGNLG8","ORINS","L*EGNLG7","IRI  ","CMARTILL","CMARTILL","2020-09-17 12:55:50","2020-09-17 12:55:50","","","","","","","CUSTAMSTER",""
"*FEGNVOL","ORCSR","*FEGNVOJ","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:48:25","2020-09-17 16:48:25","","","","","","","CUSTAMSTER",""
"*FEGNVOK","BENCR","*FEGNVOJ","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:48:25","2020-09-17 16:48:25","","","","","","","CUSTAMSTER",""
"*FEGNVVD","ACWIN","*FEGNVOJ","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:48:25","2020-09-17 16:48:25","41798485","","","","","","",""
"*FEGNVY4","RECVR","*FEGNVOJ","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:48:25","2020-09-17 16:48:25","@*DZF8R7","","","","","","",""
"*FEGNW4J","RCCOR","*FEGNVOJ","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:48:25","2020-09-17 16:48:25","41798485","","","","","","",""
"*FEGNW6I","BENIN","*FEGNW6H","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:49:01","2020-09-17 16:49:01","","","","","","","CUSTAMSTER",""
"*FEGNWHU","ACWIN","*FEGNW6H","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:49:01","2020-09-17 16:49:01","41798485","","","","","","",""
"*FEGNWKE","RCCOR","*FEGNW6H","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:49:01","2020-09-17 16:49:01","41798485","","","","","","",""
"*FEGNWMO","ORCSR","*FEGNWMM","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:50:54","2020-09-17 16:50:54","","","","","","","CUSTAMSTER",""
"*FEGNWMN","BENCR","*FEGNWMM","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:50:54","2020-09-17 16:50:54","","","","","","","CUSTAMSTER",""
"*FEGNWUU","ACWIN","*FEGNWMM","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:50:54","2020-09-17 16:50:54","41798485","","","","","","",""
"*FEGNWX3","BENIN","*FEGNWX2","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:51:02","2020-09-17 16:51:02","","","","","","","CUSTAMSTER",""
"*FEGNXRJ","BENIN","*FEGNXRI","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:55:09","2020-09-17 16:55:09","","","","","","","CUSTAMSTER",""
"*FEGNY6R","BENIN","*FEGNY6Q","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:55:44","2020-09-17 16:55:44","","","","","","","CUSTAMSTER",""
"*FEGNYE9","ORCSR","*FEGNYE7","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:56:15","2020-09-17 16:56:15","","","","","","","CUSTAMSTER",""
"*FEGNYE8","BENCR","*FEGNYE7","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:56:15","2020-09-17 16:56:15","","","","","","","CUSTAMSTER",""
"*FEGNYTH","ORCSR","*FEGNYTF","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:56:53","2020-09-17 16:56:53","","","","","","","CUSTAMSTER",""
"*FEGNYTG","BENCR","*FEGNYTF","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:56:53","2020-09-17 16:56:53","","","","","","","CUSTAMSTER",""
"*FEGNZ17","BENIN","*FEGNZ16","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:56:58","2020-09-17 16:56:58","","","","","","","CUSTAMSTER",""
"*FEGNZZT","BENIN","*FEGNZZS","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:59:07","2020-09-17 16:59:07","","","","","","","CUSTAMSTER",""
"5NEH891B","ORCSR","5NEH8919","IRI  ","INPELY01","INPELY01","2020-09-28 16:46:38","2020-09-28 16:46:38","","","","","","","CUSTLEGAL10100",""
