"PCR_PID_PRODUCT_ID","PCR_CDE_PROD_TYPE","PCR_CDE_CURRENCY","PCR_TSP_REC_CREATE","PCR_TSP_REC_UPDATE","PCR_UID_REC_CREATE","PCR_UID_REC_UPDATE","PCR_RTE_HST_FXRATE","PCR_IND_OPTNL_FUND","PCR_IND_RAC_APPLY","PCR_NUM_PA_DAYS","PCR_RTE_OVR_FXRATE","PCR_AMT_DRAW_LIMIT","PCR_CDE_LIMIT_CCY","PCR_RID_SERV_GRP","PCR_CDE_BRANCH"
"OCEGCELH","CDECH","EUR","2020-09-11 11:39:24","2020-09-11 11:39:24","SMANZANO","SMANZANO","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Q+EDKVFH","FAC  ","EUR","2020-07-19 18:04:38","2020-07-19 18:04:38","FJUSRAM ","FJUSRAM ","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Q+EDKVL5","FAC  ","EUR","2020-07-19 18:18:08","2020-07-19 18:18:08","FJUSRAM ","FJUSRAM ","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Q+EDKW7K","FAC  ","EUR","2020-07-19 18:31:41","2020-07-19 18:31:41","FJUSRAM ","FJUSRAM ","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Q.EJEGOA","FAC  ","EUR","2020-11-09 22:01:07","2020-11-09 22:01:07","CESSINP1","CESSINP1","1","N","N","","","","EUR  ","NONE    ","CG852"
"Q.EJEGOA","FAC  ","GBP","2020-11-09 22:02:04","2020-11-09 22:49:28","CESSINP1","CESSSUP1","1.364833695014262","N","N","","","","EUR  ","NONE    ","CG852"
"Q.EJEGOA","FAC  ","NOK","2020-11-09 22:01:26","2020-11-09 22:49:28","CESSINP1","CESSSUP1","0.037167715973234","N","N","","","","EUR  ","NONE    ","CG852"
"Q.EJEGOA","FAC  ","USD","2020-11-09 22:01:44","2020-11-09 22:49:28","CESSINP1","CESSSUP1","0.225225225225225","N","N","","","","EUR  ","NONE    ","CG852"
"Q4EDGQL9","FAC  ","EUR","2020-07-17 11:36:58","2020-07-17 11:36:58","FJUSRAM ","FJUSRAM ","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Q@EH8586","FCTRN","EUR","2020-09-28 13:26:31","2020-09-28 13:26:31","LIQUSR05","LIQUSR05","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Q@EH8586","FCTRN","NOK","2020-09-28 13:27:54","2020-09-28 13:27:54","LIQUSR05","LIQUSR05","0.088967417462702","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Q@EH859H","CDECH","EUR","2020-09-28 13:26:31","2020-09-28 13:26:31","LIQUSR05","LIQUSR05","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"QFEDH1MI","FAC  ","EUR","2020-07-17 16:09:38","2020-07-17 16:09:38","FJUSRAM ","FJUSRAM ","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"QFEDH1QH","FAC  ","EUR","2020-07-17 16:33:57","2020-07-17 16:33:57","FJUSRAM ","FJUSRAM ","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"QPEH819J","FCTRN","EUR","2020-09-28 11:38:16","2020-09-28 11:38:16","LIQSVR05","LIQSVR05","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"QPEH819J","FCTRN","HKD","2020-09-28 11:38:16","2020-09-28 11:38:16","LIQSVR05","LIQSVR05","0.118697320645381","N","N","","","","EUR  ","@ME4QUQW","CG852"
"QPEH819J","FCTRN","IDR","2020-09-28 11:38:16","2020-09-28 11:38:16","LIQSVR05","LIQSVR05","0.000059026864808","N","N","","","","EUR  ","@ME4QUQW","CG852"
"QPEH819J","FCTRN","JPY","2020-09-28 11:38:16","2020-09-28 11:38:16","LIQSVR05","LIQSVR05","0.008550240830358","N","N","","","","EUR  ","@ME4QUQW","CG852"
"QPEH819J","FCTRN","NOK","2020-09-28 11:38:16","2020-09-28 11:38:16","LIQSVR05","LIQSVR05","0.088967417462702","N","N","","","","EUR  ","@ME4QUQW","CG852"
"QPEH819J","FCTRN","USD","2020-09-28 11:38:16","2020-09-28 11:38:16","LIQSVR05","LIQSVR05","0.919963201471941","N","N","","","","EUR  ","@ME4QUQW","CG852"
"QPEH81AU","CDECH","EUR","2020-09-28 11:38:16","2020-09-28 11:38:16","LIQSVR05","LIQSVR05","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"QPEH81AX","CDECH","HKD","2020-09-28 11:38:16","2020-09-28 11:38:16","LIQSVR05","LIQSVR05","0.118697320645381","N","N","","","","EUR  ","@ME4QUQW","CG852"
"QPEH81B0","CDECH","IDR","2020-09-28 11:38:16","2020-09-28 11:38:16","LIQSVR05","LIQSVR05","0.000059026864808","N","N","","","","EUR  ","@ME4QUQW","CG852"
"QPEH81B3","CDECH","JPY","2020-09-28 11:38:16","2020-09-28 11:38:16","LIQSVR05","LIQSVR05","0.008550240830358","N","N","","","","EUR  ","@ME4QUQW","CG852"
"QPEH81B6","CDECH","NOK","2020-09-28 11:38:16","2020-09-28 11:38:16","LIQSVR05","LIQSVR05","0.088967417462702","N","N","","","","EUR  ","@ME4QUQW","CG852"
"QPEH81B9","CDECH","USD","2020-09-28 11:38:16","2020-09-28 11:38:16","LIQSVR05","LIQSVR05","0.919963201471941","N","N","","","","EUR  ","@ME4QUQW","CG852"
"QPEH81ED","FCTRN","EUR","2020-09-28 11:50:11","2020-09-28 11:50:11","LIQSVR05","LIQSVR05","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"QPEH81ED","FCTRN","NOK","2020-09-28 11:51:30","2020-09-28 11:51:30","LIQSVR05","LIQSVR05","0.088967417462702","N","N","","","","EUR  ","@ME4QUQW","CG852"
"QPEH81ED","FCTRN","USD","2020-10-13 15:39:16","2020-10-13 15:39:16","SMANZANO","SMANZANO","0.918273645546372","N","N","","","","EUR  ","@ME4QUQW","CG852"
"QPEH81FL","CDECH","EUR","2020-09-28 11:50:11","2020-09-28 11:50:11","LIQSVR05","LIQSVR05","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"S#EESVR1","FAC  ","AUD","2020-09-16 16:44:10","2020-09-16 16:44:10","RPTMGR01","RPTMGR01","0.584545778702659","N","N","","","","EUR  ","@ME4QUQW","CG852"
"S#EESVR1","FAC  ","CAD","2020-09-16 16:44:10","2020-09-16 16:44:10","RPTMGR01","RPTMGR01","0.656038837499179","N","N","","","","EUR  ","@ME4QUQW","CG852"
"S#EESVR1","FAC  ","CHF","2020-09-16 16:44:10","2020-09-16 16:44:10","RPTMGR01","RPTMGR01","0.950868618482984","N","N","","","","EUR  ","@ME4QUQW","CG852"
"S#EESVR1","FAC  ","CNH","2020-09-16 16:44:10","2020-09-16 16:44:10","RPTMGR01","RPTMGR01","0.129959413675109","N","N","","","","EUR  ","@ME4QUQW","CG852"
"S#EESVR1","FAC  ","EUR","2020-08-12 11:43:25","2020-08-12 11:43:25","CMARTILL","CMARTILL","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"S#EESVR1","FAC  ","THB","2020-09-16 17:54:11","2020-09-16 17:54:11","RPTSUP01","RPTSUP01","0.028315272436809","N","N","","","","EUR  ","@ME4QUQW","CG852"
"SREI1W1V","FCTRN","AUD","2020-10-14 15:37:47","2020-10-14 15:37:47","SMANZANO","SMANZANO","6.1607","N","N","","","","USD  ","@ME4QUQW","CG852"
"SREI1W33","CDECH","AUD","2020-10-14 15:37:47","2020-10-14 15:37:47","SMANZANO","SMANZANO","6.1607","N","N","","","","USD  ","@ME4QUQW","CG852"
"SUEBXL18","FAC  ","EUR","2020-06-17 19:04:06","2020-06-17 19:04:06","RPTINPAM","RPTINPAM","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"SUEBXL2B","FAC  ","EUR","2020-06-17 19:12:07","2020-06-17 19:12:07","RPTINPAM","RPTINPAM","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"T*EHY77J","FAC  ","EUR","2020-10-12 17:15:10","2020-10-12 17:15:10","CESSINP1","CESSINP1","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"T*EHY77J","FAC  ","GBP","2020-10-12 17:17:21","2020-10-13 16:14:27","CESSINP1","RPTMGR01","1.146828445932772","N","N","","","","EUR  ","@ME4QUQW","CG852"
"T*EHY77J","FAC  ","NOK","2020-10-12 17:18:19","2020-10-13 16:14:27","CESSINP1","RPTMGR01","0.088804031703039","N","N","","","","EUR  ","@ME4QUQW","CG852"
"T*EHY77J","FAC  ","USD","2020-10-12 17:19:14","2020-10-13 16:14:27","CESSINP1","RPTMGR01","0.918273645546372","N","N","","","","EUR  ","@ME4QUQW","CG852"
"V.EGNJRT","FCTRN","AUD","2020-09-17 10:30:13","2020-09-17 10:30:13","LIQUSR05","LIQUSR05","0.584545778702659","N","N","","","","EUR  ","NONE    ","CG852"
"V.EGNJRT","FCTRN","CNY","2020-09-17 10:30:13","2020-09-17 10:30:13","LIQUSR05","LIQUSR05","0.130065904393756","N","N","","","","EUR  ","@ME4QUQW","CG852"
"V.EGNJRT","FCTRN","CZK","2020-09-17 10:30:13","2020-09-17 10:30:13","LIQUSR05","LIQUSR05","0.036733873737594","N","N","","","","EUR  ","@ME4QUQW","CG852"
"V.EGNJRT","FCTRN","DKK","2020-09-17 10:30:13","2020-09-17 10:30:13","LIQUSR05","LIQUSR05","0.134038015862058","N","N","","","","EUR  ","@ME4QUQW","CG852"
"V.EGNJRT","FCTRN","EUR","2020-09-17 10:30:13","2020-09-17 10:30:13","LIQUSR05","LIQUSR05","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"V.EGNJRT","FCTRN","GBP","2020-09-17 10:30:13","2020-09-17 10:30:13","LIQUSR05","LIQUSR05","1.148936659121982","N","N","","","","EUR  ","NONE    ","CG852"
"V.EGNJRT","FCTRN","JPY","2020-09-17 10:30:13","2020-09-17 10:30:13","LIQUSR05","LIQUSR05","0.008550240830358","N","N","","","","EUR  ","NONE    ","CG852"
"V.EGNJRT","FCTRN","USD","2020-09-17 10:30:13","2020-09-17 10:30:13","LIQUSR05","LIQUSR05","0.919963201471941","N","N","","","","EUR  ","NONE    ","CG852"
"V.EGNJT1","CDECH","AUD","2020-09-17 10:30:13","2020-09-17 10:30:13","LIQUSR05","LIQUSR05","0.584545778702659","N","N","","","","EUR  ","NONE    ","CG852"
"V.EGNJT4","CDECH","CNY","2020-09-17 10:30:13","2020-09-17 10:30:13","LIQUSR05","LIQUSR05","0.130065904393756","N","N","","","","EUR  ","@ME4QUQW","CG852"
"V.EGNJT7","CDECH","CZK","2020-09-17 10:30:13","2020-09-17 10:30:13","LIQUSR05","LIQUSR05","0.036733873737594","N","N","","","","EUR  ","@ME4QUQW","CG852"
"V.EGNJTA","CDECH","DKK","2020-09-17 10:30:13","2020-09-17 10:30:13","LIQUSR05","LIQUSR05","0.134038015862058","N","N","","","","EUR  ","@ME4QUQW","CG852"
"V.EGNJTD","CDECH","EUR","2020-09-17 10:30:13","2020-09-17 10:30:13","LIQUSR05","LIQUSR05","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"V.EGNJTG","CDECH","GBP","2020-09-17 10:30:13","2020-09-17 10:30:13","LIQUSR05","LIQUSR05","1.148936659121982","N","N","","","","EUR  ","NONE    ","CG852"
"V.EGNJTJ","CDECH","JPY","2020-09-17 10:30:13","2020-09-17 10:30:13","LIQUSR05","LIQUSR05","0.008550240830358","N","N","","","","EUR  ","NONE    ","CG852"
"V.EGNJTM","CDECH","USD","2020-09-17 10:30:13","2020-09-17 10:30:13","LIQUSR05","LIQUSR05","0.919963201471941","N","N","","","","EUR  ","NONE    ","CG852"
"V8EF471U","FAC  ","AUD","2020-08-18 12:33:25","2020-08-19 10:03:34","LIQUSR05","LIQSVR05","0.584545778702659","N","N","","","","EUR  ","NONE    ","CG852"
"V8EF471U","FAC  ","EUR","2020-08-18 12:33:25","2020-08-18 12:33:25","LIQUSR05","LIQUSR05","1","N","N","","","","EUR  ","NONE    ","CG852"
"V8EF471U","FAC  ","GBP","2020-08-18 12:33:25","2020-08-19 10:03:34","LIQUSR05","LIQSVR05","1.148936659121982","N","N","","","","EUR  ","NONE    ","CG852"
"V8EF471U","FAC  ","JPY","2020-08-18 12:33:25","2020-08-19 10:03:34","LIQUSR05","LIQSVR05","0.008550240830358","N","N","","","","EUR  ","NONE    ","CG852"
"V8EF471U","FAC  ","USD","2020-08-18 12:33:25","2020-08-19 10:03:34","LIQUSR05","LIQSVR05","0.919963201471941","N","N","","","","EUR  ","NONE    ","CG852"
"V9EGNEYP","FCTRN","EUR","2020-09-17 10:45:50","2020-09-17 10:45:50","JAQUITAN","JAQUITAN","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"V9EGNEYP","FCTRN","GBP","2020-09-17 10:45:50","2020-09-17 10:45:50","JAQUITAN","JAQUITAN","1.148936659121982","N","N","","","","EUR  ","@ME4QUQW","CG852"
"V9EGNEYP","FCTRN","NZD","2020-09-17 10:46:53","2020-09-17 10:46:53","JAQUITAN","JAQUITAN","0.554462033212275","N","N","","","","EUR  ","@ME4QUQW","CG852"
"V9EGNEYP","FCTRN","SEK","2020-09-17 10:53:36","2020-09-17 10:53:36","JAQUITAN","JAQUITAN","0.092038656235618","N","N","","","","EUR  ","@ME4QUQW","CG852"
"V9EGNEZX","CDECH","EUR","2020-09-17 10:45:50","2020-09-17 10:45:50","JAQUITAN","JAQUITAN","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"V9EGNF00","CDECH","GBP","2020-09-17 10:45:50","2020-09-17 10:45:50","JAQUITAN","JAQUITAN","1.148936659121982","N","N","","","","EUR  ","@ME4QUQW","CG852"
"VOEGNH6C","FCTRN","EUR","2020-09-17 10:44:44","2020-09-17 10:44:44","SMANZANO","SMANZANO","1","N","N","","","","EUR  ","@ME4QUQW",""
"VOEGNH6C","FCTRN","HKD","2020-09-17 10:44:44","2020-09-17 10:44:44","SMANZANO","SMANZANO","0.118697320645381","N","N","","","","EUR  ","@ME4QUQW",""
"VOEGNH6C","FCTRN","IDR","2020-09-17 10:44:44","2020-09-17 10:44:44","SMANZANO","SMANZANO","0.000059026864808","N","N","","","","EUR  ","@ME4QUQW",""
"VOEGNH6C","FCTRN","JPY","2020-09-17 10:44:44","2020-09-17 10:44:44","SMANZANO","SMANZANO","0.008550240830358","N","N","","","","EUR  ","@ME4QUQW",""
"VOEGNH6C","FCTRN","USD","2020-09-17 10:44:44","2020-09-17 10:44:44","SMANZANO","SMANZANO","0.919963201471941","N","N","","","","EUR  ","@ME4QUQW",""
"VOEGNH7K","CDECH","EUR","2020-09-17 10:44:44","2020-09-17 10:44:44","SMANZANO","SMANZANO","1","N","N","","","","EUR  ","@ME4QUQW",""
"VOEGNH7N","CDECH","HKD","2020-09-17 10:44:44","2020-09-17 10:44:44","SMANZANO","SMANZANO","0.118697320645381","N","N","","","","EUR  ","@ME4QUQW",""
"VOEGNH7Q","CDECH","IDR","2020-09-17 10:44:44","2020-09-17 10:44:44","SMANZANO","SMANZANO","0.000059026864808","N","N","","","","EUR  ","@ME4QUQW",""
"VOEGNH7T","CDECH","JPY","2020-09-17 10:44:44","2020-09-17 10:44:44","SMANZANO","SMANZANO","0.008550240830358","N","N","","","","EUR  ","@ME4QUQW",""
"VOEGNH7W","CDECH","USD","2020-09-17 10:44:44","2020-09-17 10:44:44","SMANZANO","SMANZANO","0.919963201471941","N","N","","","","EUR  ","@ME4QUQW",""
"X-EI206K","FAC  ","NOK","2020-10-14 18:23:18","2020-10-14 18:23:18","SMANZANO","SMANZANO","0.110378895","N","N","","","","USD  ","NONE    ","CG852"
"X-EI206K","FAC  ","USD","2020-10-14 18:35:15","2020-10-14 18:35:15","SMANZANO","SMANZANO","1","N","N","","","","USD  ","@ME4QUQW","CG852"
"X2EH2OIE","FCTRN","EUR","2020-09-25 16:37:03","2020-09-25 16:37:03","SMANZANO","SMANZANO","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"X2EH2OIE","FCTRN","HKD","2020-09-25 16:37:03","2020-09-25 16:37:03","SMANZANO","SMANZANO","0.118697320645381","N","N","","","","EUR  ","@ME4QUQW","CG852"
"X2EH2OIE","FCTRN","IDR","2020-09-25 16:37:03","2020-09-25 16:37:03","SMANZANO","SMANZANO","0.000059026864808","N","N","","","","EUR  ","@ME4QUQW","CG852"
"X2EH2OIE","FCTRN","JPY","2020-09-25 16:37:03","2020-09-25 16:37:03","SMANZANO","SMANZANO","0.008550240830358","N","N","","","","EUR  ","@ME4QUQW","CG852"
"X2EH2OIE","FCTRN","USD","2020-09-25 16:37:03","2020-09-25 16:37:03","SMANZANO","SMANZANO","0.919963201471941","N","N","","","","EUR  ","@ME4QUQW","CG852"
"X2EH2OJM","CDECH","EUR","2020-09-25 16:37:03","2020-09-25 16:37:03","SMANZANO","SMANZANO","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"X2EH2OJP","CDECH","HKD","2020-09-25 16:37:03","2020-09-25 16:37:03","SMANZANO","SMANZANO","0.118697320645381","N","N","","","","EUR  ","@ME4QUQW","CG852"
"X2EH2OJS","CDECH","IDR","2020-09-25 16:37:03","2020-09-25 16:37:03","SMANZANO","SMANZANO","0.000059026864808","N","N","","","","EUR  ","@ME4QUQW","CG852"
"X2EH2OJV","CDECH","JPY","2020-09-25 16:37:03","2020-09-25 16:37:03","SMANZANO","SMANZANO","0.008550240830358","N","N","","","","EUR  ","@ME4QUQW","CG852"
"X2EH2OJY","CDECH","USD","2020-09-25 16:37:03","2020-09-25 16:37:03","SMANZANO","SMANZANO","0.919963201471941","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Y5EFF559","FAC  ","AUD","2020-09-17 12:39:16","2020-09-17 12:39:16","LIQUSR03","LIQUSR03","0.584545778702659","N","N","","","","EUR  ","NONE    ","CG852"
"Y5EFF559","FAC  ","CAD","2020-09-17 12:39:16","2020-09-17 12:39:16","LIQUSR03","LIQUSR03","0.656038837499179","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Y5EFF559","FAC  ","CHF","2020-09-17 12:39:16","2020-09-17 12:39:16","LIQUSR03","LIQUSR03","0.950868618482984","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Y5EFF559","FAC  ","CNH","2020-09-17 12:39:16","2020-09-17 12:39:16","LIQUSR03","LIQUSR03","0.129959413675109","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Y5EFF559","FAC  ","CNY","2020-09-17 12:39:16","2020-09-17 12:39:16","LIQUSR03","LIQUSR03","0.130065904393756","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Y5EFF559","FAC  ","CZK","2020-09-17 12:39:16","2020-09-17 12:39:16","LIQUSR03","LIQUSR03","0.036733873737594","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Y5EFF559","FAC  ","DKK","2020-09-17 12:39:16","2020-09-17 12:39:16","LIQUSR03","LIQUSR03","0.134038015862058","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Y5EFF559","FAC  ","EUR","2020-08-24 12:30:38","2020-08-24 12:30:38","LIQUSR03","LIQUSR03","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Y5EFF559","FAC  ","GBP","2020-09-17 12:39:16","2020-09-17 12:39:16","LIQUSR03","LIQUSR03","1.148936659121982","N","N","","","","EUR  ","NONE    ","CG852"
"Y5EFF559","FAC  ","HKD","2020-09-17 12:39:16","2020-09-17 12:39:16","LIQUSR03","LIQUSR03","0.118697320645381","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Y5EFF559","FAC  ","IDR","2020-09-17 12:39:16","2020-09-17 12:39:16","LIQUSR03","LIQUSR03","0.000059026864808","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Y5EFF559","FAC  ","JPY","2020-09-17 12:39:16","2020-09-17 12:39:16","LIQUSR03","LIQUSR03","0.008550240830358","N","N","","","","EUR  ","NONE    ","CG852"
"Y5EFF559","FAC  ","MXN","2020-09-17 12:39:16","2020-09-17 12:39:16","LIQUSR03","LIQUSR03","0.038690002928833","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Y5EFF559","FAC  ","NOK","2020-09-17 12:39:16","2020-09-17 12:39:16","LIQUSR03","LIQUSR03","0.088967417462702","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Y5EFF559","FAC  ","NZD","2020-09-17 12:39:16","2020-09-17 12:39:16","LIQUSR03","LIQUSR03","0.554462033212275","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Y5EFF559","FAC  ","SEK","2020-09-17 12:39:16","2020-09-17 12:39:16","LIQUSR03","LIQUSR03","0.092038656235618","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Y5EFF559","FAC  ","SGD","2020-09-17 12:39:16","2020-09-17 12:39:16","LIQUSR03","LIQUSR03","0.646972814202347","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Y5EFF559","FAC  ","THB","2020-09-17 12:39:16","2020-09-17 12:39:16","LIQUSR03","LIQUSR03","0.028315272436809","N","N","","","","EUR  ","@ME4QUQW","CG852"
"Y5EFF559","FAC  ","USD","2020-09-17 12:39:16","2020-09-17 12:39:16","LIQUSR03","LIQUSR03","0.919963201471941","N","N","","","","EUR  ","NONE    ","CG852"
"Y5EFF559","FAC  ","ZAR","2020-09-17 12:39:16","2020-09-17 12:39:16","LIQUSR03","LIQUSR03","0.048875711996934","N","N","","","","EUR  ","@ME4QUQW","CG852"
"YZEFEXAM","FAC  ","EUR","2020-08-24 11:00:19","2020-08-24 11:00:19","SMANZANO","SMANZANO","1","N","N","","","","EUR  ","@ME4QUQW","CG852"
"YZEFEXAM","FAC  ","HKD","2020-09-17 09:01:53","2020-09-17 09:01:53","MANZANOS","MANZANOS","0.118697320645381","N","N","","","","EUR  ","@ME4QUQW","CG852"
"YZEFEXAM","FAC  ","IDR","2020-09-17 09:01:53","2020-09-17 09:01:53","MANZANOS","MANZANOS","0.000059026864808","N","N","","","","EUR  ","@ME4QUQW","CG852"
"YZEFEXAM","FAC  ","JPY","2020-09-17 09:01:53","2020-09-17 09:01:53","MANZANOS","MANZANOS","0.008550240830358","N","N","","","","EUR  ","@ME4QUQW","CG852"
"YZEFEXAM","FAC  ","NOK","2020-09-28 11:35:19","2020-09-28 11:35:19","LIQSVR05","LIQSVR05","0.088967417462702","N","N","","","","EUR  ","@ME4QUQW","CG852"
"YZEFEXAM","FAC  ","USD","2020-09-17 09:01:53","2020-09-17 09:01:53","MANZANOS","MANZANOS","0.919963201471941","N","N","","","","EUR  ","@ME4QUQW","CG852"
"ZUEJHSA1","FAC  ","GBP","2020-11-11 14:17:16","2020-11-11 14:17:16","FOULISTR","FOULISTR","1","N","N","","","","GBP  ","GTEJFNS2","CB141"
