ABA_CDE_FED_ABA,ABA_NME_SHORT,ABA_CDE_STATE,ABA_NME_CITY,ABA_IND_ACTIVE,ABA_IND_MAY_DEACT,ABA_TSP_REC_CREATE,ABA_UID_REC_CREATE,ABA_TSP_REC_UPDATE,ABA_UID_REC_UPDATE,ABA_NME_FULL
026010883,"MITSUBISHI USA    ",NY,"NEW YORK            ",Y,Y,2005-08-31 16:30:33,LS2BATCH,2005-08-31 16:39:20,"ADMIN2  ","MITSUBISHI TR & BKG., U.S.A."
026011002,"LBS BANK NEW YORK ",NY,"NEW YORK            ",Y,Y,2005-08-31 16:30:33,LS2BATCH,2005-08-31 16:30:33,LS2BATCH,LBS BANK NEW YORK
026011206,"GZ VIENNA         ",NY,"NEW YORK            ",Y,Y,2005-08-31 16:30:33,LS2BATCH,2005-08-31 16:30:33,LS2BATCH,ERSTE BK OESTERREICHISCHEN SPARKASEN
026011293,"MIZUHO USA        ",NY,"NEW YORK            ",Y,Y,2005-08-31 16:30:33,LS2BATCH,2005-08-31 16:30:33,LS2BATCH,MIZUHO TRUST & BANKING CO. (U.S.A.)
026011329,"BANK AUSTRIA      ",NY,"NEW YORK            ",Y,Y,2005-08-31 16:30:33,LS2BATCH,2005-08-31 16:30:33,LS2BATCH,BANK AUSTRIA AKTIENGESELLSCHAFT
026011507,"COMM BK NYC       ",NY,"NEW YORK            ",Y,Y,2005-08-31 16:30:33,LS2BATCH,2005-08-31 16:30:33,LS2BATCH,NORTH FORK BANK
026011785,"CHINA TRUST NYC   ",NY,"NEW YORK            ",Y,Y,2005-08-31 16:30:33,LS2BATCH,2005-08-31 16:30:33,LS2BATCH,CHINATRUST BANK (U.S.A.)
026012043,CHANG HWA COMM NYC,NY,"BROOKLYN            ",Y,Y,2005-08-31 16:30:33,LS2BATCH,2005-08-31 16:39:30,"ADMIN2  ","CHANG HWA COMMERCIAL BANK, LIMITED"
026012179,"FST COMMERCIAL BK ",NY,"NEW YORK            ",Y,Y,2005-08-31 16:30:33,LS2BATCH,2005-08-31 16:30:33,LS2BATCH,FIRST COMMERCIAL BANK
026012470,BANK OF TAIWAN NYC,NY,"NEW YORK            ",Y,Y,2005-08-31 16:30:33,LS2BATCH,2005-08-31 16:39:35,"ADMIN2  ","BANK OF TAIWAN,NEW YORK"
026012548,"NORD LB NYC       ",NY,"NEW YORK            ",Y,Y,2005-08-31 16:30:34,LS2BATCH,2005-08-31 16:30:34,LS2BATCH,NORDDEUTSCHE LANDESBANK GIROZENTRALE
026012564,"TAIPEI BANK NYC   ",NY,"NEW YORK            ",Y,Y,2005-08-31 16:30:34,LS2BATCH,2005-08-31 16:30:34,LS2BATCH,TAIPEI BANK
026012959,"BANCO DE GALICIA  ",NY,"NEW YORK            ",Y,Y,2005-08-31 16:30:34,LS2BATCH,2005-08-31 16:30:34,LS2BATCH,BANCO DE GALICIA Y BUENOS AIRES
042101831,"CITIZENS KENTUCKY ",KY,"GEORGETOWN          ",Y,Y,2005-08-31 16:30:39,LS2BATCH,2005-08-31 16:30:39,LS2BATCH,CITIZENS BANK
042102733,"PROGRESSIVE LEX   ",KY,"LAWRENCEBURG        ",Y,Y,2005-08-31 16:30:40,LS2BATCH,2005-08-31 16:42:29,"ADMIN2  ","PROGRESSIVE BANK, N.A."
042104469,"CITIZENS BRODHEAD ",KY,"BROADHEAD           ",Y,Y,2005-08-31 16:30:40,LS2BATCH,2005-08-31 16:30:40,LS2BATCH,CITIZENS BANK
042107424,"PEOPLES HAZARD    ",KY,"HAZARD              ",Y,Y,2005-08-31 16:30:40,LS2BATCH,2005-08-31 16:30:40,LS2BATCH,PEOPLES BANK & TRUST CO. OF HAZARD
104000029,"US BANK NEBRASKA  ",MN,"MINNEAPOLIS         ",Y,Y,2005-08-31 16:31:08,LS2BATCH,2005-08-31 16:31:08,LS2BATCH,US BANK NEBRASKA
104001798,"COMMERCE OMAHA    ",MO,"KANSAS CITY         ",Y,Y,2005-08-31 16:31:08,LS2BATCH,2005-08-31 16:31:08,LS2BATCH,COMMERCE BANK NATIONAL ASSOCIATION
104113880,"COMPASS BANK      ",NE,"KIMBALL             ",Y,Y,2005-08-31 16:31:08,LS2BATCH,2005-08-31 16:31:08,LS2BATCH,COMPASS BANK
104902392,"CITIZ WISNER      ",NE,"WISNER              ",Y,Y,2005-08-31 16:31:08,LS2BATCH,2005-08-31 16:31:08,LS2BATCH,CITIZENS NATIONAL BANK
107000233,"FNB OF WYOMING    ",WY,"LARAMIE             ",Y,Y,2005-08-31 16:31:08,LS2BATCH,2005-08-31 16:31:08,LS2BATCH,FIRST NATIONAL BANK OF WYOMING
107000327,"BK AMERICA NM     ",NM,"ALBUQUERQUE         ",Y,Y,2005-08-31 16:31:08,LS2BATCH,2005-08-31 16:31:08,LS2BATCH,BANK OF AMERICA N.A.
107001452,"FST STATE BK TAOS ",NM,"TAOS                ",Y,Y,2005-08-31 16:31:08,LS2BATCH,2005-08-31 16:31:08,LS2BATCH,FIRST STATE BANK N.M.
107005047,"FIRSTBK COLORADO  ",CO,"LAKEWOOD            ",Y,Y,2005-08-31 16:31:08,LS2BATCH,2005-08-31 16:31:08,LS2BATCH,FIRSTBANK OF COLORADO
111000012,"BK AMER GLOBAL    ",TX,BANK AMER GLOBAL DAL,Y,Y,2005-08-31 16:31:08,LS2BATCH,2005-08-31 16:31:08,LS2BATCH,BANK OF AMERICA N.A.
111000025,"BK AMERICA TX     ",TX,"DALLAS              ",Y,Y,2005-08-31 16:31:08,LS2BATCH,2005-08-31 16:31:08,LS2BATCH,BANK OF AMERICA N.A.
111000038,"FRB DAL           ",TX,"DALLAS              ",Y,Y,2005-08-31 16:31:09,LS2BATCH,2005-08-31 16:31:09,LS2BATCH,FEDERAL RESERVE BANK OF DALLAS
111000614,"BK ONE TX DALLAS  ",TX,"BANK ONE TEXAS      ",Y,Y,2005-08-31 16:31:09,LS2BATCH,2005-08-31 16:51:47,"ADMIN2  ","BANK ONE,N.A.1717 MAIN STREET OFC"
111000753,"COMERICA DALLAS   ",TX,"DALLAS              ",Y,Y,2005-08-31 16:31:09,LS2BATCH,2005-08-31 16:51:51,"ADMIN2  ","COMERICA BANK, TX"
111007073,"LONE STAR BK DAL  ",TX,"DALLAS              ",Y,Y,2005-08-31 16:31:09,LS2BATCH,2005-08-31 16:31:09,LS2BATCH,LONE STAR BANK
111010170,"TIB DALLAS        ",TX,"DALLAS              ",Y,Y,2005-08-31 16:31:09,LS2BATCH,2005-08-31 16:31:09,LS2BATCH,TIB THE INDEPENDENT BANKERS BANK
111017678,SOCIETE GEN SW DAL,TX,"DALLAS              ",Y,Y,2005-08-31 16:31:09,LS2BATCH,2005-08-31 16:31:09,LS2BATCH,SOCIETE GENERALE/SOUTHWEST AG.
111101694,"CITZ BK VIVAN LA  ",LA,"VIVIAN              ",Y,Y,2005-08-31 16:31:09,LS2BATCH,2005-08-31 16:31:09,LS2BATCH,CITIZENS BANK AND TRUST CO
111103524,"CITZ NTL BK NA    ",LA,"BOSSIER CITY        ",Y,Y,2005-08-31 16:31:09,LS2BATCH,2005-08-31 16:51:59,"ADMIN2  ","CITIZENS NAT'L BANK, N.A."
111104921,CITIZENS BK SPRING,LA,"SPRINGHILL          ",Y,Y,2005-08-31 16:31:09,LS2BATCH,2005-08-31 16:31:09,LS2BATCH,CITIZENS BANK & TRUST CO
111316887,PEOPLES BANK LOREN,TX,"LORENZO             ",Y,Y,2005-08-31 16:31:09,LS2BATCH,2005-08-31 16:31:09,LS2BATCH,PEOPLES BANK
111320006,"CITZ ST KNOX CITY ",TX,"KNOX CITY           ",Y,Y,2005-08-31 16:31:10,LS2BATCH,2005-08-31 16:52:05,"ADMIN2  ","CITIZENS BANK, N.A."
111900659,"WELLS FARGO TX    ",TX,"DALLAS              ",Y,Y,2005-08-31 16:31:10,LS2BATCH,2005-08-31 16:31:10,LS2BATCH,WELLS FARGO BANK TEXAS NA
111901975,"ALLIANCE BANK     ",TX,"SULPHUR SPRINGS     ",Y,Y,2005-08-31 16:31:10,LS2BATCH,2005-08-31 16:31:10,LS2BATCH,ALLIANCE BANK
111902819,"CITIZENS NATL BK  ",TX,"CAMERON             ",Y,Y,2005-08-31 16:31:10,LS2BATCH,2005-08-31 16:31:10,LS2BATCH,CITIZENS NATIONAL BANK
111914027,SUMMIT COMM BK FTW,TX,"FORT WORTH          ",Y,Y,2005-08-31 16:31:10,LS2BATCH,2005-08-31 16:31:10,LS2BATCH,SUMMIT BANK N.A.
111922624,"CITZ BANK KILGORE ",TX,"KILGORE             ",Y,Y,2005-08-31 16:31:10,LS2BATCH,2005-08-31 16:31:10,LS2BATCH,CITIZENS BANK
113000049,"FRB HOUSTON       ",TX,"HOUSTON             ",Y,Y,2005-08-31 16:31:10,LS2BATCH,2005-08-31 16:31:10,LS2BATCH,FEDERAL RESERVE BANK
113000609,"JPMCHASE TEXAS    ",TX,"HOUSTON             ",Y,Y,2005-08-31 16:31:10,LS2BATCH,2005-08-31 16:31:10,LS2BATCH,CHASE BANK OF TEXAS
113001255,"NORTH HOUS BK     ",TX,"HOUSTON             ",Y,Y,2005-08-31 16:31:10,LS2BATCH,2005-08-31 16:31:10,LS2BATCH,NORTH HOUSTON BANK
113004359,"CITIBK HOUSTON    ",TX,"HOUSTON             ",Y,Y,2005-08-31 16:31:10,LS2BATCH,2005-08-31 16:31:10,LS2BATCH,CITIBANK INTERNATIONAL-HOUSTON
113007835,"BANCO POPULAR NA  ",TX,"HOUSTON             ",Y,Y,2005-08-31 16:31:10,LS2BATCH,2005-08-31 16:31:10,LS2BATCH,BANCO POPULAR NORTH AMERICA HOUSTON
113010547,"COMPASS BANK N A  ",TX,"HOUSTON             ",Y,Y,2005-08-31 16:31:11,LS2BATCH,2005-08-31 16:31:11,LS2BATCH,COMPASS BANK
113011245,"BNP PARIBAS HOUS  ",TX,"HOUSTON             ",Y,Y,2005-08-31 16:31:11,LS2BATCH,2005-08-31 16:52:14,"ADMIN2  ","BNP PARIBAS, HOUSTON"
113017553,TOR DOM HOU AGENCY,TX,"HOUSTON             ",Y,Y,2005-08-31 16:31:11,LS2BATCH,2005-08-31 16:31:11,LS2BATCH,TORONTO DOMINION BANK-HOUSTON AGENCY
113193532,FST AMER BK TX SSB,TX,"BRYAN               ",Y,Y,2005-08-31 16:31:11,LS2BATCH,2005-08-31 16:52:22,"ADMIN2  ","FIRST AMERICAN BANK TEXAS,SSB"
114000093,"FROST NATL BK     ",TX,"SAN ANTONIO         ",Y,Y,2005-08-31 16:31:11,LS2BATCH,2005-08-31 16:31:11,LS2BATCH,FROST NATIONAL BANK
114900313,"LAREDO NATL       ",TX,"LAREDO              ",Y,Y,2005-08-31 16:31:11,LS2BATCH,2005-08-31 16:31:11,LS2BATCH,LAREDO NATIONAL BANK
114902528,"IBC LAREDO        ",TX,"SAN ANTONIO         ",Y,Y,2005-08-31 16:31:11,LS2BATCH,2005-08-31 16:31:11,LS2BATCH,INTERNATIONAL BANK OF COMMERCE
114909903,"COMMERCE LAREDO   ",TX,"SAN ANTONIO         ",Y,Y,2005-08-31 16:31:11,LS2BATCH,2005-08-31 16:31:11,LS2BATCH,COMMERCE BANK
114911687,"LONE STAR PHARR   ",TX,"PHARR               ",Y,Y,2005-08-31 16:31:11,LS2BATCH,2005-08-31 16:31:11,LS2BATCH,LONE STAR NATIONAL BANK
114912220,"FIRST COMM SEGUIN ",TX,"SEGUIN              ",Y,Y,2005-08-31 16:31:11,LS2BATCH,2005-08-31 16:52:30,"ADMIN2  ","FIRST COMMERCIAL BANK, N.A."
121000248,"WELLS FARGO SF    ",CA,"SAN FRANCISCO       ",Y,Y,2005-08-31 16:31:12,LS2BATCH,2005-08-31 16:52:35,"ADMIN2  ","WELLS FARGO BANK, N.A."
121000358,"BK AM SF          ",CA,"SAN FRANCISCO       ",Y,Y,2005-08-31 16:31:12,LS2BATCH,2005-08-31 16:52:41,"ADMIN2  ","BANK OF AMERICA, N.A."
121000374,"FRB SF            ",CA,"SAN FRANCISCO       ",Y,Y,2005-08-31 16:31:12,LS2BATCH,2005-08-31 16:31:12,LS2BATCH,FEDERAL RESERVE BK OF SAN FRANCISCO
121002042,"CA BK TR SF       ",CA,"SAN FRANCISCO       ",Y,Y,2005-08-31 16:31:12,LS2BATCH,2005-08-31 16:31:12,LS2BATCH,CALIFORNIA BANK AND TRUST
121025647,"CITIBK INTL SF    ",FL,"TAMPA               ",Y,Y,2005-08-31 16:31:12,LS2BATCH,2005-08-31 16:31:12,LS2BATCH,CITIBANK INTERNATIONAL
121026921,"BK NOV SCO SF     ",CA,"SAN FRANCISCO       ",Y,Y,2005-08-31 16:31:12,LS2BATCH,2005-08-31 16:31:12,LS2BATCH,BANK OF NOVA SCOTIA (CA)
121027234,BANQ NATL PARIS SF,CA,"SAN FRANCISCO       ",Y,Y,2005-08-31 16:31:12,LS2BATCH,2005-08-31 16:31:12,LS2BATCH,BNP PARIBAS
121030975,"BANC DI ROMA SF   ",CA,"SAN FRANCISCO       ",Y,Y,2005-08-31 16:31:12,LS2BATCH,2005-08-31 16:31:12,LS2BATCH,BANCA DI ROMA
121032274,"SHANG COML BK SF  ",CA,"SAN FRANCISCO       ",Y,Y,2005-08-31 16:31:12,LS2BATCH,2005-08-31 16:52:49,"ADMIN2  ","SHANGHAI COMMERCIAL BANK, LTD (SF)"
121037266,"BK INDIA SF       ",CA,"SAN FRANCISCO       ",Y,Y,2005-08-31 16:31:12,LS2BATCH,2005-08-31 16:31:12,LS2BATCH,BANK OF INDIA
121040350,"CHINA TB USA TOR  ",CA,"TORRANCE            ",Y,Y,2005-08-31 16:31:13,LS2BATCH,2005-08-31 16:31:13,LS2BATCH,CHINATRUST BANK (USA)
121054919,JP MORGAN TR CO LA,CA,"SAN FRANCISCO       ",Y,Y,2005-08-31 16:31:13,LS2BATCH,2005-08-31 16:52:54,"ADMIN2  ","J.P. MORGAN TRUST COMPANY, N.A."
121132682,"CA SEC BK SJ      ",CA,"SAN JOSE            ",Y,Y,2005-08-31 16:31:13,LS2BATCH,2005-08-31 16:31:13,LS2BATCH,SUMMIT NATIONAL BANK
121137522,"COMERICA SCO VLY  ",CA,"SAN JOSE            ",Y,Y,2005-08-31 16:31:13,LS2BATCH,2005-08-31 16:31:13,LS2BATCH,COMERICA BANK CALIFORNIA
121140218,"WEST AM BK SUI CY ",CA,"SUISUN CITY         ",Y,Y,2005-08-31 16:31:13,LS2BATCH,2005-08-31 16:31:13,LS2BATCH,WESTAMERICA BANK
121201694,"US BK NEV RENO    ",OR,"PORTLAND            ",Y,Y,2005-08-31 16:31:13,LS2BATCH,2005-08-31 16:53:02,"ADMIN2  ","UNITED STATES BANK, N.A."
121301015,"FST HAW HONO      ",HI,"HONOLULU            ",Y,Y,2005-08-31 16:31:13,LS2BATCH,2005-08-31 16:31:13,LS2BATCH,FIRST HAWAIIAN BANK
121301028,"BK HAW HONO       ",HI,"HONOLULU            ",Y,Y,2005-08-31 16:31:13,LS2BATCH,2005-08-31 16:31:13,LS2BATCH,BANK OF HAWAII
121405115,"BK GM SF          ",CA,"SAN FRANCISCO       ",Y,Y,2005-08-31 16:31:13,LS2BATCH,2005-08-31 16:31:13,LS2BATCH,BANK OF GUAM
122000496,"UNION LA AKA UBOC ",CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:13,LS2BATCH,2005-08-31 16:53:09,"ADMIN2  ","UNION BANK OF CALIFORNIA, N.A."
122003516,UTD CAL BK MONT PK,CA,"MONTEREY PARK       ",Y,Y,2005-08-31 16:31:13,LS2BATCH,2005-08-31 16:31:13,LS2BATCH,BANK OF THE WEST (CA)
122016066,"CY NATL BK LA     ",CA,"BEVERLY HILLS       ",Y,Y,2005-08-31 16:31:14,LS2BATCH,2005-08-31 16:31:14,LS2BATCH,CITY NATIONAL BANK
122031902,MIZUHO CORP BK LTD,CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:14,LS2BATCH,2005-08-31 16:53:17,"ADMIN2  ","MIZUHO CORPORATE BANK, LTD"
122033997,"BAN COML ITAL LA  ",CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:14,LS2BATCH,2005-08-31 16:31:14,LS2BATCH,BANCA COMMERCIALE ITALIANA
122034284,"MIZUHO CORP BK CA ",CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:14,LS2BATCH,2005-08-31 16:31:14,LS2BATCH,MIZUHO CORPORATE BANK OF CALIFORNIA
122034653,"DRES KL BENSON LA ",CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:14,LS2BATCH,2005-08-31 16:53:23,"ADMIN2  ","DRESDNER BANK, A.G."
122035199,"BANC POP DE PR LA ",CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:14,LS2BATCH,2005-08-31 16:31:14,LS2BATCH,BANCO POPULAR NORTH AMERICA
122035487,"BANCOMER LA       ",CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:14,LS2BATCH,2005-08-31 16:53:31,"ADMIN2  ","BANCOMER, S.A."
122037139,"IMPERIAL CAP BANK ",CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:14,LS2BATCH,2005-08-31 16:31:14,LS2BATCH,IMPERIAL CAPITAL BANK
122037841,"GEN BK COMRCE     ",CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:14,LS2BATCH,2005-08-31 16:31:14,LS2BATCH,GENERAL BANK
122038691,BNY WSTRN TR CO LA,CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:14,LS2BATCH,2005-08-31 16:31:14,LS2BATCH,BNY WESTERN TRUST COMPANY
122041358,"DB NATL TR CO     ",CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:15,LS2BATCH,2005-08-31 16:31:15,LS2BATCH,DEUTSCHE BANK NATIONAL TRUST COMPANY
122041594,SUMI MIT BK COR LA,CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:15,LS2BATCH,2005-08-31 16:31:15,LS2BATCH,SUMITOMO MITSUI BANKING CORPORATION
122041688,"UFJ BANK LIMITED  ",CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:15,LS2BATCH,2005-08-31 16:53:40,"ADMIN2  ","UFJ BANK LIMITED, LOS ANGELES BRANCH"
122041895,"FST COML LA       ",CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:15,LS2BATCH,2005-08-31 16:53:46,"ADMIN2  ","FIRST COMMERCIAL BANK, L A BRANCH"
122042001,"CHA HWA COML LA   ",CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:15,LS2BATCH,2005-08-31 16:53:52,"ADMIN2  ","CHANG HWA COMMERCIAL BANK, LTD"
122042153,SHANG COM BK ALHAM,CA,"ALHAMBRA            ",Y,Y,2005-08-31 16:31:15,LS2BATCH,2005-08-31 16:53:58,"ADMIN2  ","SHANGHAI COMMERCIAL BANK, LTD (LA)"
122042234,"TAIPEI BK LA      ",CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:15,LS2BATCH,2005-08-31 16:54:04,"ADMIN2  ","TAIPEI BANK, LOS ANGELES BRANCH"
122042247,"BK TAIWAN LA      ",CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:15,LS2BATCH,2005-08-31 16:54:09,"ADMIN2  ","BANK OF TAIWAN, LOS ANGELES BRANCH"
122100024,"BANK ONE ARIZONA  ",AZ,"PHOENIX             ",Y,Y,2005-08-31 16:31:15,LS2BATCH,2005-08-31 16:54:15,"ADMIN2  ","BANK ONE ARIZONA, N.A."
122101010,"AZ BK TUC         ",AZ,"TUCSON              ",Y,Y,2005-08-31 16:31:15,LS2BATCH,2005-08-31 16:31:15,LS2BATCH,COMPASS BANK
122101706,"BK AMERICA AZ     ",AZ,"TEMPE               ",Y,Y,2005-08-31 16:31:16,LS2BATCH,2005-08-31 16:31:16,LS2BATCH,BANK OF AMERICA ARIZONA
122105168,"BK AMER PHO       ",AZ,"PHOENIX             ",Y,Y,2005-08-31 16:31:16,LS2BATCH,2005-08-31 16:54:24,"ADMIN2  ","BANK OF AMERICA, N.A.(USA)"
122105320,"NATL BK TUCSON    ",AZ,"TUCSON              ",Y,Y,2005-08-31 16:31:16,LS2BATCH,2005-08-31 16:31:16,LS2BATCH,NATIONAL BANK OF ARIZONA
122105375,"SUN CY BK YNGTWN  ",AZ,"YOUNGTOWN           ",Y,Y,2005-08-31 16:31:16,LS2BATCH,2005-08-31 16:31:16,LS2BATCH,COMPASS BANK
122105498,"VLY COMRCE BK PHO ",AZ,"PHOENIX             ",Y,Y,2005-08-31 16:31:16,LS2BATCH,2005-08-31 16:31:16,LS2BATCH,VALLEY COMMERCE BANK
122105744,"COMPASS BK BHAM   ",AZ,"TEMPE               ",Y,Y,2005-08-31 16:31:16,LS2BATCH,2005-08-31 16:31:16,LS2BATCH,COMPASS BANK
122201444,IMP BK REDONDO BCH,CA,"REDONDO BEACH       ",Y,Y,2005-08-31 16:31:16,LS2BATCH,2005-08-31 16:31:16,LS2BATCH,COMERICA BANK CALIFORNIA
122203950,"CATH BK LA        ",CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:16,LS2BATCH,2005-08-31 16:31:16,LS2BATCH,CATHAY BANK
122210406,CHINATR BK USA TOR,CA,"TORRANCE            ",Y,Y,2005-08-31 16:31:16,LS2BATCH,2005-08-31 16:31:16,LS2BATCH,CHINATRUST BANK (USA)
122215090,"FST ST SFE SPGS   ",CA,"SANTA FE SPRINGS    ",Y,Y,2005-08-31 16:31:16,LS2BATCH,2005-08-31 16:31:16,LS2BATCH,BANCO POPULAR SANTA FE SPRINGS
122226076,"MFRS LA           ",CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:17,LS2BATCH,2005-08-31 16:31:17,LS2BATCH,MANUFACTURERS BANK
122234149,"CITZ BUS BK ONT   ",CA,"ONTARIO             ",Y,Y,2005-08-31 16:31:17,LS2BATCH,2005-08-31 16:31:17,LS2BATCH,CITIZENS BUSINESS BANK
122236244,"BK LEU ISR ECINO  ",CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:17,LS2BATCH,2005-08-31 16:31:17,LS2BATCH,BANK LEUMI USA
122237353,"COMERICA BK LA    ",CA,"SAN JOSE            ",Y,Y,2005-08-31 16:31:17,LS2BATCH,2005-08-31 16:31:17,LS2BATCH,COMERICA BANK CALIFORNIA
122237997,ALLIANCE BK CULVER,CA,"CULVER CITY         ",Y,Y,2005-08-31 16:31:17,LS2BATCH,2005-08-31 16:31:17,LS2BATCH,ALLIANCE BANK
122238310,"UNION BK OF CAL   ",CA,"SIMI VALLEY         ",Y,Y,2005-08-31 16:31:17,LS2BATCH,2005-08-31 16:54:36,"ADMIN2  ","UNION BANK OF CALIFORNIA, N.A."
122238938,"FST NATL SD       ",CA,"SAN DIEGO           ",Y,Y,2005-08-31 16:31:17,LS2BATCH,2005-08-31 16:31:17,LS2BATCH,FIRST NATIONAL BANK
122239335,"FST PROF BK SMON  ",CA,"SANTA MONICA        ",Y,Y,2005-08-31 16:31:17,LS2BATCH,2005-08-31 16:31:17,LS2BATCH,PACIFIC WESTERN NATIONAL BANK
122239775,"FST AM ROSE       ",CA,"ROSEMEAD            ",Y,Y,2005-08-31 16:31:17,LS2BATCH,2005-08-31 16:31:17,LS2BATCH,FIRST AMERICAN BANK
122239869,BANCO POPUL NO AME,CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:17,LS2BATCH,2005-08-31 16:31:17,LS2BATCH,BANCO POPULAR NORTH AMERICA
122240502,"US BANK SO CALIF  ",CA,"SAN DIEGO           ",Y,Y,2005-08-31 16:31:17,LS2BATCH,2005-08-31 16:31:17,LS2BATCH,SO CALIFORNIA-US BANK
122240861,"HSBC BANK USA     ",CA,"ENCINO              ",Y,Y,2005-08-31 16:31:18,LS2BATCH,2005-08-31 16:31:18,LS2BATCH,HSBC BANK USA
122241307,ST STREET BT CO LA,CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:18,LS2BATCH,2005-08-31 16:31:18,LS2BATCH,STATE STREET BANK & TRUST COMPANY
122242377,"FST COML BK ALHAM ",CA,"ALHAMBRA            ",Y,Y,2005-08-31 16:31:18,LS2BATCH,2005-08-31 16:31:18,LS2BATCH,FIRST COMMERCIAL BANK (USA)
122243156,"ISRAEL DISC BK LA ",CA,"BEVERLY HILLS       ",Y,Y,2005-08-31 16:31:18,LS2BATCH,2005-08-31 16:31:18,LS2BATCH,ISRAEL DISCOUNT BANK OF NEW YORK
122400724,"BK AMERICA NV     ",NV,"LAS VEGAS           ",Y,Y,2005-08-31 16:31:18,LS2BATCH,2005-08-31 16:31:18,LS2BATCH,BANK OF AMERICA NEVADA
122401710,"CITIBK NEV LV     ",NV,"LAS VEGAS           ",Y,Y,2005-08-31 16:31:18,LS2BATCH,2005-08-31 16:54:45,"ADMIN2  ","CITIBANK (NEVADA), N.A."
123000220,"US BK OR POR      ",OR,"PORTLAND            ",Y,Y,2005-08-31 16:31:18,LS2BATCH,2005-08-31 16:54:50,"ADMIN2  ","UNITED STATES BANK, N.A."
123001711,"BK TOKYO LTD POR  ",OR,"PORTLAND            ",Y,Y,2005-08-31 16:31:18,LS2BATCH,2005-08-31 16:54:57,"ADMIN2  ","THE BANK OF TOKYO-MITSUBISHI, LTD"
123006130,BK NOVA SCOTIA POR,OR,"PORTLAND            ",Y,Y,2005-08-31 16:31:18,LS2BATCH,2005-08-31 16:31:18,LS2BATCH,BANK OF NOVA SCOTIA (OR)
123103716,"BK AMERICA ID     ",ID,"BOISE               ",Y,Y,2005-08-31 16:31:18,LS2BATCH,2005-08-31 16:55:12,"ADMIN2  ","BANK OF AMERICA, N.A."
123204550,"WASH MUTUAL BANK  ",OR,"COOS BAY            ",Y,Y,2005-08-31 16:31:19,LS2BATCH,2005-08-31 16:31:19,LS2BATCH,WASHINGTON MUTUAL BANK
124000012,WELLS FARGO NW SLC,UT,"SALT LAKE CITY      ",Y,Y,2005-08-31 16:31:19,LS2BATCH,2005-08-31 16:55:19,"ADMIN2  ","WELLS FARGO BANK NORTHWEST, N.A."
124000054,"ZIONS SLC         ",UT,"SALT LAKE CITY      ",Y,Y,2005-08-31 16:31:19,LS2BATCH,2005-08-31 16:31:19,LS2BATCH,ZIONS FIRST NATIONAL BANK
124000737,"KEY BK UT SLC     ",UT,"OGDEN               ",Y,Y,2005-08-31 16:31:19,LS2BATCH,2005-08-31 16:55:26,"ADMIN2  ","KEYBANK, N.A."
124001545,"BANK ONE UTAH     ",UT,"SALT LAKE CITY      ",Y,Y,2005-08-31 16:31:19,LS2BATCH,2005-08-31 16:55:31,"ADMIN2  ","BANK ONE UTAH, N.A."
124071889,AMEX CNTRN BK MIDV,UT,"MIDVALE             ",Y,Y,2005-08-31 16:31:19,LS2BATCH,2005-08-31 16:31:19,LS2BATCH,AMERICAN EXPRESS CENTURION BANK
124071999,"PROVIDIAN BK SLC  ",UT,"SALT LAKE CITY      ",Y,Y,2005-08-31 16:31:19,LS2BATCH,2005-08-31 16:31:19,LS2BATCH,PROVIDIAN BANK
124084669,"MERRILL LYNCH SLC ",UT,"SALT LAKE CITY      ",Y,Y,2005-08-31 16:31:19,LS2BATCH,2005-08-31 16:55:36,"ADMIN2  ","MERRILL LYNCH BANK, USA"
124084672,"AM EX CNTRN MIDV  ",UT,"MIDVALE             ",Y,Y,2005-08-31 16:31:19,LS2BATCH,2005-08-31 16:31:19,LS2BATCH,AMERICAN EXPRESS CENTURION BANK
124101555,"KEY BK ID BOIS    ",ID,"BOISE               ",Y,Y,2005-08-31 16:31:19,LS2BATCH,2005-08-31 16:55:42,"ADMIN2  ","KEYBANK, N.A."
