CFL_RID_CASHFLOW,CFL_AMT_CASHFLOW,CFL_AMT_MATCHED,CFL_AMT_PRINCIPAL,CFL_AMT_FEE,CFL_AMT_INTEREST,CFL_IND_BORR_AGENT,CFL_CDE_BRANCH,CFL_CDE_BUS_TRAN,CFL_CDE_CURRENCY,CFL_CID_CUSTOMER,CFL_RID_REM_INSTR,CFL_RID_CUS_SVC_GR,CFL_RID_TRANS,CFL_CDE_TRAN_TYPE,CFL_CDE_DIRECTION,CFL_TSP_REC_CREATE,CFL_TSP_REC_UPDATE,CFL_UID_REC_CREATE,CFL_UID_REC_UPDATE,CFL_CDE_PRIORITY,CFL_IND_FLOAT,CFL_IND_BENEFCIARY,CFL_AMT_OVER_SHORT,CFL_CDE_STATUS,CFL_CDE_EXPENSE,CFL_XID_BENF_ACCT,CFL_CDE_BENF_TYPE,CFL_XID_CHIPS_UID,CFL_NME_DDA_ACCT,CFL_CDE_DIVISION,CFL_CDE_PAY_METHOD,CFL_TXT_CASH_NUM,CFL_PID_DEAL,CFL_PID_FACILITY,CFL_RID_PART_AGR,CFL_XID_ACCOUNT,CFL_RID_CHILD_TRAN,CFL_RID_CASH_TEMPL,CFL_DTE_TARGET,CFL_RID_PARENT,CFL_TXT_PAY_REFNCE,CFL_TXT_COMMENT,CFL_CDE_SETTLE_CCY,CFL_RTE_FX_RATE,CFL_AMT_SETTLEMENT,CFL_AMT_VAT,CFL_AMT_LATE_FEE,CFL_AMT_ESCROW,CFL_XID_CUSTODY_AC,CFL_IND_SAVINGS_AC,CFL_TXT_CHK_NUM
WOEGYPFT,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,WOEGYPDQ,OTR,"TO   ",2020-09-23 15:06:47,2020-09-23 18:49:38,"A116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,2020-07-07 00:00:00,WOEGYPFT," ",,EUR,1,100,0,0,0,,N,
H+EGZ1X0,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,WOEGYPDQ,OTR,"TO   ",2020-09-23 19:27:44,2020-09-23 20:01:05,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,H+EGZ1X0," ",,EUR,1,100,0,0,0,,N,
H+EGZ1XK,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,WOEGYPDQ,OTR,"TO   ",2020-09-23 20:01:05,2020-09-23 20:22:09,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,H+EGZ1XK," ",,EUR,1,100,0,0,0,,N,
H+EGZ2M9,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,WOEGYPDQ,OTR,"TO   ",2020-09-23 20:22:09,2020-09-23 20:39:52,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,H+EGZ2M9," ",,EUR,1,100,0,0,0,,N,
H+EGZ3HH,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,WOEGYPDQ,OTR,"TO   ",2020-09-23 20:39:52,2020-09-23 21:31:41,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,H+EGZ3HH," ",,EUR,1,100,0,0,0,,N,
DSEH0OLN,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,W1EGYT8O,OTR,"TO   ",2020-09-24 15:55:13,2020-09-24 17:21:26,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,DSEH0OLN," ",,EUR,1,100,0,0,0,,N,
D5EH0SGB,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,W1EGYT8O,OTR,"TO   ",2020-09-24 17:21:26,2020-09-24 17:58:57,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,D5EH0SGB," ",,EUR,1,100,0,0,0,,N,
D5EH0SI5,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,W1EGYT8O,OTR,"TO   ",2020-09-24 17:58:57,2020-09-24 18:27:08,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,D5EH0SI5," ",,EUR,1,100,0,0,0,,N,
5@EH9PNO,10000,0,0,10000,0,Y,CG852,FEEPY,EUR,)?EF8978,)?EF897Y,)0EF8ARV,54EH9P5P,ACP,"TO   ",2020-09-28 16:23:19,2020-09-28 16:23:19,MANZANOS,MANZANOS,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,YZEFEWH5,YZEFEXAM,,,,,,5@EH9PNO," ",,EUR,1,10000,0,0,0,,N,
5FEH8249,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,W1EGYT8O,OTR,"TO   ",2020-09-28 16:03:57,2020-09-28 16:10:40,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,5FEH8249," ",,EUR,1,100,0,0,0,,N,
GKEH9R0K,10000,0,0,10000,0,Y,CG852,FEEPY,EUR,)?EF8978,"NONE    ",)0EF8ARV,GKEH9QYS,ACP,"FROM ",2020-09-29 11:26:39,2020-09-29 11:28:06,SMANZANO,MANZANOS,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,YZEFEWH5,YZEFEXAM,,,,,2020-07-07 00:00:00,GKEH9R0K," ",,EUR,1,10000,0,0,0,,N,
92EHDFS8,650000,0,650000,0,0,N,CG852,"LNDR ",EUR,A$DPARLG,@+EFH8AE,U)E9BKCG,92EHDFNR,OTR,"FROM ",2020-10-01 11:49:01,2020-10-01 12:09:53,CMARTILL,RPTSUP01,"     ",N,N,0,"PEND ",,,,,,,"NONE ",,IREFMCO3,I:EFMEGK,2NEFMSZC,,,,2020-07-09 00:00:00,92EHDFS8," ",,EUR,1,650000,0,0,0,,N,
9OEHDKU2,813,0,813,0,0,Y,CG852,PRINP,EUR,5QEF3VVU,5QEF3VX2,V8EF470J,9OEHDKT8,OTR,"FROM ",2020-10-01 11:52:02,2020-10-01 11:52:02,LIQUSR05,LIQUSR05,"     ",N,N,0,"DOIT ",,,,,,,"NONE ",,V8EF4706,V8EF471U,,,,,,9OEHDKU2," ",,EUR,1,813,0,0,0,,N,
9OEHDKZW,8900,0,8900,0,0,Y,CG852,PRINP,EUR,)?EF8978,"NONE    ",)0EF8ARV,9OEHDKY5,OTR,"FROM ",2020-10-01 11:56:22,2020-10-01 12:35:51,LIQUSR05,LIQUSR05,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,,,,,,9OEHDKZW," ",,EUR,1,8900,0,0,0,,N,
9OEHDKZY,4450,0,4450,0,0,N,CG852,PRINP,EUR,A$DPARLG,"NONE    ",U)E9BKCG,9OEHDKY5,OTR,"TO   ",2020-10-01 11:56:22,2020-10-01 12:35:51,LIQUSR05,LIQUSR05,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,2NEFMSZC,,,,,9OEHDKZY," ",,EUR,1,4450,0,0,0,,N,
)7EHDKN4,756164.38,0,0,756164.38,0,Y,CG852,FEEPY,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,)7EHDKM1,ACP,"TO   ",2020-10-01 12:37:06,2020-10-01 12:37:22,SMANZANO,SMANZANO,"     ",N,N,0,"PEND ",,,,,,,"NONE ",,+OEH9ZC4,+OEH9ZD0,,,,,,)7EHDKN4," ",,EUR,1,756164.38,0,0,0,,N,
)7EHDKN6,302465.75,0,0,302465.75,0,N,CG852,FEEPY,EUR,A$DPARLG,"NONE    ",U)E9BKCG,)7EHDKM1,ACP,"FROM ",2020-10-01 12:37:06,2020-10-01 12:38:05,SMANZANO,SMANZANO,"     ",N,N,0,"PEND ",,,,,,,"NONE ",,+OEH9ZC4,+OEH9ZD0,+6EHA0BC,,,,,)7EHDKN6," ",,EUR,1,302465.75,0,0,0,,N,
9OEHDNTP,8000,0,8000,0,0,Y,CG852,PRINP,EUR,)?EF8978,"NONE    ",)0EF8ARV,9OEHDNON,OTR,"FROM ",2020-10-01 12:56:26,2020-10-01 13:26:20,LIQUSR05,LIQUSR05,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,,,,,2020-07-09 00:00:00,9OEHDNTP," ",,EUR,1,8000,0,0,0,,N,
9OEHDNTR,4000,0,4000,0,0,N,CG852,PRINP,EUR,A$DPARLG,"NONE    ",U)E9BKCG,9OEHDNON,OTR,"TO   ",2020-10-01 12:56:26,2020-10-01 13:26:20,LIQUSR05,LIQUSR05,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,2NEFMSZC,,,,2020-07-09 00:00:00,9OEHDNTR," ",,EUR,1,4000,0,0,0,,N,
9OEHDQ85,8000,0,8000,0,0,Y,CG852,RPRIN,EUR,)?EF8978,"NONE    ",)0EF8ARV,9OEHDQ5E,OTR,"TO   ",2020-10-01 13:47:24,2020-10-01 13:59:34,LIQUSR05,LIQUSR05,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,,,,,2020-07-09 00:00:00,9OEHDQ85," ",,EUR,1,8000,0,0,0,,N,
9OEHDQ87,4000,0,4000,0,0,N,CG852,RPRIN,EUR,A$DPARLG,"NONE    ",U)E9BKCG,9OEHDQ5E,OTR,"FROM ",2020-10-01 13:47:24,2020-10-01 13:59:34,LIQUSR05,LIQUSR05,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,2NEFMSZC,,,,2020-07-09 00:00:00,9OEHDQ87," ",,EUR,1,4000,0,0,0,,N,
9OEHDP7B,8000,0,8000,0,0,Y,CG852,PRINP,EUR,)?EF8978,"NONE    ",)0EF8ARV,9OEHDNON,OTR,"FROM ",2020-10-01 13:26:20,2020-10-01 13:43:02,LIQUSR05,LIQSVR04,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,,,,,2020-07-09 00:00:00,9OEHDP7B," ",,EUR,1,8000,0,0,0,,N,
9OEHDP7F,4000,0,4000,0,0,N,CG852,PRINP,EUR,A$DPARLG,"NONE    ",U)E9BKCG,9OEHDNON,OTR,"TO   ",2020-10-01 13:26:20,2020-10-01 13:43:02,LIQUSR05,LIQSVR04,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,2NEFMSZC,,,,2020-07-09 00:00:00,9OEHDP7F," ",,EUR,1,4000,0,0,0,,N,
9OEHDQQS,4000,0,4000,0,0,N,CG852,RPRIN,EUR,A$DPARLG,"NONE    ",U)E9BKCG,9OEHDQ5E,OTR,"FROM ",2020-10-01 13:59:34,2020-10-08 09:48:50,LIQUSR05,LIQUSR02,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,2NEFMSZC,,,,,9OEHDQQS," ",,EUR,1,4000,0,0,0,,N,
9OEHDQQO,8000,0,8000,0,0,Y,CG852,RPRIN,EUR,)?EF8978,"NONE    ",)0EF8ARV,9OEHDQ5E,OTR,"TO   ",2020-10-01 13:59:34,2020-10-08 09:48:50,LIQUSR05,LIQUSR02,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,,,,,,9OEHDQQO," ",,EUR,1,8000,0,0,0,,N,
FAEHSDFR,32.88,0,0,0,32.88,Y,CG852,REPRC,EUR,SIEESUTN,"NONE    ",S#EESVPO,FAEHSD5D,LRP,"FROM ",2020-10-09 13:35:25,2020-10-09 13:52:36,SMANZANO,MANZANOM,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,"#!EFTROA","NONE    ",,,"I       ",,2020-07-13 00:00:00,FAEHSDFR," ",,EUR,1,32.88,0,0,0,,N,
92EHDOSA,1300000,0,1300000,0,0,Y,CG852,PRINP,EUR,)?EF8978,"NONE    ",)0EF8ARV,92EHDOQJ,OTR,"FROM ",2020-10-01 15:17:01,2020-10-02 15:16:03,CMARTILL,CMARTILL,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,,,,,2020-07-09 00:00:00,92EHDOSA," ",,EUR,1,1300000,0,0,0,,N,
FAEHSDFP,16.44,0,0,0,16.44,N,CG852,REPRC,EUR,Y@EFF0L8,"NONE    ",Y@EFF16S,FAEHSD5D,LRP,"TO   ",2020-10-09 13:35:25,2020-10-09 13:52:36,SMANZANO,MANZANOM,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,"#!EFTROA","NONE    ","#!EFU7Y6",,,,2020-07-13 00:00:00,FAEHSDFP," ",,EUR,1,16.44,0,0,0,,N,
W;EGYS49,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,W;EGYS26,OTR,"TO   ",2020-09-23 15:16:05,2020-09-23 15:28:06,"B116594 ","A116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,2020-07-07 00:00:00,W;EGYS49," ",,EUR,1,100,0,0,0,,N,
WHEGYSPM,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,W;EGYS26,OTR,"TO   ",2020-09-23 15:28:06,2020-09-23 15:28:56,"A116594 ","A116594 ","     ",N,N,0,RLSED,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,WHEGYSPM," ",,EUR,1,100,0,0,0,,N,
W1EGYTAR,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,W1EGYT8O,OTR,"TO   ",2020-09-23 15:43:35,2020-09-23 18:15:50,"A116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,2020-07-07 00:00:00,W1EGYTAR," ",,EUR,1,100,0,0,0,,N,
H#EGYZQE,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,W1EGYT8O,OTR,"TO   ",2020-09-23 18:15:50,2020-09-23 18:38:34,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,H#EGYZQE," ",,EUR,1,100,0,0,0,,N,
13EGZ91N,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,ZXEF80SO,9ZEF82FE,WOEGYPDQ,OTR,"TO   ",2020-09-23 21:31:41,2020-09-23 21:31:41,"B116594 ","B116594 ","     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,3.EFFDYP,3.EFFDZL,,,,,,13EGZ91N," ",,EUR,1,100,0,0,0,,N,
N.EH2BQA,2002.18,0,2000,0,2.18,Y,CG852,PAPER,EUR,SIEESUTN,"NONE    ",S#EESVPO,N.EH2BO5,PCP,"FROM ",2020-09-25 11:03:05,2020-09-25 11:24:07,CMARTILL,RPTSUP01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,S#EESVPY,"NONE    ",,,,,2020-07-07 00:00:00,N.EH2BQA," ",,EUR,1,2002.18,0,0,0,,N,
XNEH2CNR,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,W1EGYT8O,OTR,"TO   ",2020-09-25 14:51:06,2020-09-25 15:36:29,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,XNEH2CNR," ",,EUR,1,100,0,0,0,,N,
XNEH2C85,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,W1EGYT8O,OTR,"TO   ",2020-09-25 14:21:20,2020-09-25 14:51:06,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,XNEH2C85," ",,EUR,1,100,0,0,0,,N,
IQEH2GNZ,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,W1EGYT8O,OTR,"TO   ",2020-09-25 15:36:29,2020-09-25 15:47:11,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,IQEH2GNZ," ",,EUR,1,100,0,0,0,,N,
IQEH2GON,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,W1EGYT8O,OTR,"TO   ",2020-09-25 15:47:11,2020-09-28 16:03:57,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,IQEH2GON," ",,EUR,1,100,0,0,0,,N,
:.EH7SAB,10750,0,10750,0,0,N,CG852,"LNDR ",EUR,Y@EFF0L8,"NONE    ",Y@EFF16S,:.EH7S5F,OTR,"FROM ",2020-09-28 07:53:30,2020-09-28 07:53:30,LIQUSR05,LIQUSR05,"     ",N,N,0,"PEND ",,,,,,,"NONE ",,"#!EFTROA","#!EFTRT9","#!EFU7Y6",,,,,:.EH7SAB," ",,EUR,1,10750,0,0,0,,,
:.EH7SA9,21500,0,21500,0,0,Y,CG852,"LNDR ",EUR,SIEESUTN,"NONE    ",S#EESVPO,:.EH7S5F,OTR,"TO   ",2020-09-28 07:53:30,2020-09-28 10:49:43,LIQUSR05,LIQUSR05,"     ",N,N,0,RLSED,,"                                  ",,,,,"IMT  ",,"#!EFTROA","#!EFTRT9",,,,,2020-07-07 00:00:00,:.EH7SA9," ",,EUR,1,21500,0,0,0,,N,
:+EH9M3A,210000,0,210000,0,0,Y,CG852,"LNDR ",EUR,)?EF8978,"NONE    ",)0EF8ARV,:+EH8RN6,OTR,"TO   ",2020-09-28 12:32:38,2020-09-28 12:46:01,SMANZANO,MANZANOM,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,YZEFEWH5,YZEFEXAM,,,,,2020-07-07 00:00:00,:+EH9M3A," ",,EUR,1,210000,0,0,0,,N,
Q8EH9O75,10000,0,0,10000,0,Y,CG852,FEEPY,EUR,)?EF8978,"NONE    ",)0EF8ARV,Q8EH9O5D,ACP,"FROM ",2020-09-28 12:49:19,2020-09-28 12:51:32,SMANZANO,MANZANOS,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,YZEFEWH5,YZEFEXAM,,,,,2020-07-07 00:00:00,Q8EH9O75," ",,EUR,1,10000,0,0,0,,N,
QWEH878P,15400,0,15400,0,0,Y,CG852,"LNDR ",NOK,)?EF8978,"NONE    ",)0EF8ARV,QWEH86YQ,OTR,"TO   ",2020-09-28 13:48:53,2020-09-30 15:44:34,LIQUSR05,LIQUSR05,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,,,,,,QWEH878P," ",,NOK,1,15400,0,0,0,,N,
QWEH878L,7700,0,7700,0,0,N,CG852,"LNDR ",NOK,A$DPARLG,"NONE    ",U)E9BKCG,QWEH86YQ,OTR,"FROM ",2020-09-28 13:48:53,2020-09-30 15:44:34,LIQUSR05,LIQUSR05,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,2NEFMSZC,,,,,QWEH878L," ",,NOK,1,7700,0,0,0,,N,
54EH9P6T,10000,0,0,10000,0,Y,CG852,FEEPY,EUR,)?EF8978,"NONE    ",)0EF8ARV,54EH9P5P,ACP,"TO   ",2020-09-28 15:53:48,2020-09-28 16:23:19,SMANZANO,MANZANOS,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,YZEFEWH5,YZEFEXAM,,,,,2020-07-07 00:00:00,54EH9P6T," ",,EUR,1,10000,0,0,0,,N,
Q-EH8FAE,4550,0,4550,0,0,N,CG852,"LNDR ",EUR,A$DPARLG,"NONE    ",U)E9BKCG,Q-EH8CL4,OTR,"FROM ",2020-09-28 16:06:02,2020-09-28 16:18:31,LIQUSR05,LIQUSR05,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,2NEFMSZC,,,,2020-07-07 00:00:00,Q-EH8FAE," ",,EUR,1,4550,0,0,0,,N,
Q-EH8FAI,9100,0,9100,0,0,Y,CG852,"LNDR ",EUR,)?EF8978,"NONE    ",)0EF8ARV,Q-EH8CL4,OTR,"TO   ",2020-09-28 16:06:02,2020-09-28 16:18:31,LIQUSR05,LIQUSR05,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,,,,,2020-07-07 00:00:00,Q-EH8FAI," ",,EUR,1,9100,0,0,0,,N,
5FEH824X,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,W1EGYT8O,OTR,"TO   ",2020-09-28 16:10:40,2020-10-05 19:34:53,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,5FEH824X," ",,EUR,1,100,0,0,0,,N,
Q-EH8FH3,9100,0,9100,0,0,Y,CG852,"LNDR ",EUR,)?EF8978,"NONE    ",)0EF8ARV,Q-EH8CL4,OTR,"TO   ",2020-09-28 16:18:31,2020-10-06 14:50:36,LIQUSR05,LIQUSR05,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,,,,,,Q-EH8FH3," ",,EUR,1,9100,0,0,0,,N,
Q-EH8FH7,4550,0,4550,0,0,N,CG852,"LNDR ",EUR,A$DPARLG,"NONE    ",U)E9BKCG,Q-EH8CL4,OTR,"FROM ",2020-09-28 16:18:31,2020-10-06 14:50:36,LIQUSR05,LIQUSR05,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,2NEFMSZC,,,,,Q-EH8FH7," ",,EUR,1,4550,0,0,0,,N,
LZEH9QOD,10000,0,0,10000,0,Y,CG852,FEEPY,EUR,)?EF8978,"NONE    ",)0EF8ARV,LZEH9QN9,ACP,"TO   ",2020-09-28 17:41:17,2020-09-28 17:44:28,MANZANOS,MANZANOM,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,YZEFEWH5,YZEFEXAM,,,,,2020-07-07 00:00:00,LZEH9QOD," ",,EUR,1,10000,0,0,0,,N,
L9EH9R4F,10000,0,0,10000,0,Y,CG852,FEEPY,EUR,)?EF8978,)?EF897Y,)0EF8ARV,LZEH9QN9,ACP,"TO   ",2020-09-28 17:44:28,2020-09-28 17:44:28,MANZANOM,MANZANOM,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,YZEFEWH5,YZEFEXAM,,,,,,L9EH9R4F," ",,EUR,1,10000,0,0,0,,N,
V:EH9SOR,1045.21,0,0,0,1045.21,Y,CG852,REPRC,EUR,)?EF8978,"NONE    ",)0EF8ARV,V:EH9SAJ,LRP,"FROM ",2020-09-29 10:50:22,2020-10-08 09:59:48,LIQUSR05,LIQSVR02,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,"NONE    ",,,"I       ",,2020-07-07 00:00:00,V:EH9SOR," ",,EUR,1,1045.21,0,0,0,,N,
V:EH9SON,522.6,0,0,0,522.6,N,CG852,REPRC,EUR,A$DPARLG,"NONE    ",U)E9BKCG,V:EH9SAJ,LRP,"TO   ",2020-09-29 10:50:22,2020-09-29 10:50:22,LIQUSR05,LIQUSR05,"     ",N,N,0,"PEND ",,,,,,,"NONE ",,IREFMCO3,"NONE    ",2NEFMSZC,,,,,V:EH9SON," ",,EUR,1,522.6,0,0,0,,,
H#EGYZRU,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,W1EGYT8O,OTR,"TO   ",2020-09-23 18:38:34,2020-09-24 15:55:13,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,H#EGYZRU," ",,EUR,1,100,0,0,0,,N,
H+EGZ1WG,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,WOEGYPDQ,OTR,"TO   ",2020-09-23 18:49:38,2020-09-23 19:27:44,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,H+EGZ1WG," ",,EUR,1,100,0,0,0,,N,
D5EH0SJ4,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,W1EGYT8O,OTR,"TO   ",2020-09-24 18:27:08,2020-09-24 18:36:42,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,D5EH0SJ4," ",,EUR,1,100,0,0,0,,N,
?NEH10B0,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,W1EGYT8O,OTR,"TO   ",2020-09-24 20:09:52,2020-09-25 13:35:54,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,?NEH10B0," ",,EUR,1,100,0,0,0,,N,
XNEH2C72,100,0,100,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,W1EGYT8O,OTR,"TO   ",2020-09-25 13:35:54,2020-09-25 14:21:20,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,XNEH2C72," ",,EUR,1,100,0,0,0,,N,
:OEH7NB2,1000,0,1000,0,0,N,CG852,"MCL  ",DKK,SIEESUTN,"NONE    ",S#EESVPO,:OEH7NAM,MAT,"FROM ",2020-09-28 07:41:42,2020-09-28 07:54:43,LIQUSR03,LIQAPCP3,"     ",N,N,0,"PEND ",,,,,,,"NONE ",,Y5EFF54H,Y5EFF559,,,,:OEH7NAO,,:OEH7NB2," ",,DKK,1,1000,0,0,0,,N,
:+EH7WVD,190000,0,190000,0,0,Y,CG852,"LNDR ",EUR,)?EF8978,"NONE    ",)0EF8ARV,:+EH7WCH,OTR,"TO   ",2020-09-28 12:16:18,2020-09-28 12:41:21,SMANZANO,MANZANOM,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,YZEFEWH5,YZEFEXAM,,,,,2020-07-07 00:00:00,:+EH7WVD," ",,EUR,1,190000,0,0,0,,N,
