"PRE_PID_PRODUCT_ID","PRE_CDE_PROD_TYPE","PRE_CDE_EVENT_TYPE","PRE_TSP_REC_CREATE","PRE_TSP_REC_UPDATE","PRE_UID_REC_CREATE","PRE_UID_REC_UPDATE","PRE_DTE_EFFECTIVE","PRE_RID_PROD_EVENT","PRE_TXT_AMEND_NUM","PRE_RID_OLD_PRD_EV","PRE_CDE_OWNER_TYPE","PRE_RID_OWNER","PRE_DTE_PREVIOUS","PRE_TXT_USER_DATA","PRE_TXT_EVENT_CMT","PRE_CDE_BRANCH"
"40EDZTD7","DEA  ","AMND ","2020-10-14 11:47:37","2020-10-14 11:47:37","JAQUITAN","JAQUITAN","2021-03-09 00:00:00","$UEI1KC1","1    ","","DAM  ","=+EI1JUN","","","add facility for USD","CG852"
"40EDZTD7","DEA  ","APRVD","2020-07-29 15:26:26","2020-07-29 15:26:26","JCAPR02 ","JCAPR02 ","2020-06-02 00:00:00","F.EE3B13","","","","","","","Approval completed.  Approver: MANAGER, JOHN CARLO. Job Function: Deal Administration Manager; Ranking: 10. Location: .","CG852"
"40EDZTD7","DEA  ","BRPA ","2020-10-14 15:27:56","2020-10-14 15:27:56","MANZANOS","MANZANOS","2021-03-03 00:00:00","SJEI204C","","","","","","","Branch Changed from Commonwealth Bank of Australia - DBU to Commonwealth Bank of Australia - Amsterdam. Processing Area Changed from Agency Australia to Team Amsterdam.","CG852"
"40EDZTD7","DEA  ","CLDT ","2020-07-29 15:27:31","2020-07-29 15:27:31","JCAPR02 ","JCAPR02 ","2020-06-02 00:00:00","F.EE3B3N","","","","","","","","CG852"
"40EDZTD7","DEA  ","CMI  ","2020-10-14 11:47:37","2020-10-14 11:47:37","JAQUITAN","JAQUITAN","2021-03-09 00:00:00","$UEI1KC7","1    ","","FTR  ","=+EI1L52","","","Unscheduled increase of 100,000,000.00, under amendment number 1 for facility named FAC_USD.","CG852"
"40EDZTD7","DEA  ","CRTE ","2020-07-27 18:38:53","2020-07-27 18:38:53","INPCHER ","INPCHER ","2020-06-02 00:00:00","40EDZTDC","","","","","","","Host Bank Deal.","CG852"
"40EDZTD7","DEA  ","DCTRD","2020-10-14 15:27:56","2020-10-14 15:27:56","MANZANOS","MANZANOS","2020-06-02 00:00:00","SJEI204B","","","DAT  ","SOEI1ZPV","","","Deal Change Transaction for S4NA_27072020182922XBJ released.","CG852"
"40EDZTD7","DEA  ","FRHCH","2020-07-27 18:48:55","2020-07-27 18:48:55","INPCHER ","INPCHER ","2020-06-02 00:00:00","40EDZTF9","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 02-Jun-2020.","CG852"
"40EDZTD7","DEA  ","FRHCH","2020-07-27 18:49:23","2020-07-27 18:49:23","INPCHER ","INPCHER ","2020-06-02 00:00:00","40EDZTFE","","","","","","","Loan to Value Ratio (LVR) changed to 1 beginning 02-Jun-2020.","CG852"
"40EDZTD7","DEA  ","PSPDU","2020-07-29 15:27:24","2020-07-29 15:27:24","JCAPR02 ","JCAPR02 ","2020-06-02 00:00:00","F.EE3B2G","","","","","","","Autoapply Penalty Spread when Past Due Updated to False beginning 02-Jun-2020","CG852"
"40EDZTD7","DEA  ","STA  ","2020-07-29 15:24:34","2020-07-29 15:24:34","INPCHER ","INPCHER ","2020-06-02 00:00:00","FEEE3ANR","","","","","","","Warnings occurred during validation: N","CG852"
"40EDZTD7","DEA  ","URDEA","2020-07-27 18:39:32","2020-07-27 18:39:32","INPCHER ","INPCHER ","2020-06-02 00:00:00","40EDZTDI","","","","","","","","CG852"
"42EHS9YE","DEA  ","APRVD","2020-10-09 12:41:58","2020-10-09 12:41:58","LIQAPCP3","LIQAPCP3","2020-07-10 00:00:00","K-EHSE8R","","","","","","","Approval completed.  Approver: MANUAL CP APPROVER 3, LIQ. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"42EHS9YE","DEA  ","CLDT ","2020-10-09 12:42:10","2020-10-09 12:42:10","LIQAPCP3","LIQAPCP3","2020-07-10 00:00:00","K-EHSEB7","","","","","","","","CG852"
"42EHS9YE","DEA  ","CRTE ","2020-10-09 11:04:23","2020-10-09 11:04:23","LIQUSR03","LIQUSR03","2020-07-10 00:00:00","42EHS9YJ","","","","","","","Host Bank Deal.","CG852"
"42EHS9YE","DEA  ","DCTRD","2020-10-09 13:20:59","2020-10-09 13:20:59","LIQAPCP3","LIQAPCP3","2020-07-10 00:00:00","F!EHSFX6","","","DAT  ","U*EHSFJ2","","","Deal Change Transaction for TEST DEAL MANUAL CP 3 released.","CG852"
"42EHS9YE","DEA  ","DRTP ","2020-10-09 11:37:27","2020-10-09 11:37:27","LIQUSR03","LIQUSR03","2020-07-10 00:00:00","KPEHSB6S","","","","","","","","CG852"
"42EHS9YE","DEA  ","DRTP ","2020-10-09 12:36:25","2020-10-09 12:36:25","LIQAPCP3","LIQAPCP3","2020-07-10 00:00:00","K1EHSDJK","","","","","","","","CG852"
"42EHS9YE","DEA  ","PSPDU","2020-10-09 12:42:09","2020-10-09 12:42:09","LIQAPCP3","LIQAPCP3","2020-07-10 00:00:00","K-EHSE9V","","","","","","","Autoapply Penalty Spread when Past Due Updated to False beginning 10-Jul-2020","CG852"
"42EHS9YE","DEA  ","STA  ","2020-10-09 11:37:12","2020-10-09 11:37:12","LIQUSR03","LIQUSR03","2020-07-10 00:00:00","KPEHSB6P","","","","","","","Warnings occurred during validation: N","CG852"
"42EHS9YE","DEA  ","STA  ","2020-10-09 12:35:16","2020-10-09 12:35:16","LIQAPCP3","LIQAPCP3","2020-07-10 00:00:00","K1EHSDJA","","","","","","","Warnings occurred during validation: N","CG852"
"42EHS9YE","DEA  ","STA  ","2020-10-09 12:36:53","2020-10-09 12:36:53","LIQUSR03","LIQUSR03","2020-07-10 00:00:00","K2EHSDW6","","","","","","","Warnings occurred during validation: N","CG852"
"42EHS9YE","DEA  ","URDEA","2020-10-09 11:37:19","2020-10-09 11:37:19","LIQUSR03","LIQUSR03","2020-07-10 00:00:00","KPEHSB6R","","","","","","","","CG852"
"42EHSA2A","FAC  ","AMSSC","2020-10-09 11:24:37","2020-10-09 11:24:37","LIQUSR03","LIQUSR03","2020-07-10 00:00:00","42EHSA7X","","","","","","","The schedule Indicator has been changed from:  to: Draft.","CG852"
"42EHSA2A","FAC  ","CRTE ","2020-10-09 11:12:46","2020-10-09 11:12:46","LIQUSR03","LIQUSR03","2020-07-10 00:00:00","42EHSA2B","","","","","","","","CG852"
"42EHSA2A","FAC  ","IPRC ","2020-10-09 12:48:43","2020-10-09 12:48:43","FI717102","FI717102","2020-07-10 00:00:00","KLEHSF5U","","","","","","","Pricing Changed by Pricing Change Transaction Number 1","CG852"
"42EHSA2A","FAC  ","IPRC ","2020-10-09 13:29:36","2020-10-09 13:29:36","LIQAPCP3","LIQAPCP3","2020-07-13 00:00:00","FKEHSGV5","","","","","","","Pricing Changed by Pricing Change Transaction Number 2","CG852"
"42EHSA2A","FAC  ","OPRC ","2020-10-09 12:48:43","2020-10-09 12:48:43","FI717102","FI717102","2020-07-10 00:00:00","KLEHSF5S","","","","","","","Pricing Changed by Pricing Change Transaction Number 1","CG852"
"42EHSA2A","FAC  ","OPRC ","2020-10-09 13:29:36","2020-10-09 13:29:36","LIQAPCP3","LIQAPCP3","2020-07-13 00:00:00","FKEHSGV3","","","","","","","Pricing Changed by Pricing Change Transaction Number 2","CG852"
"42EHSA2A","FAC  ","PRCHR","2020-10-09 12:48:43","2020-10-09 12:48:43","FI717102","FI717102","2020-07-10 00:00:00","KLEHSF5Y","","","FPRCH","K-EHSEBN","","","Pricing Change Transaction Number 1 released. Drill down to see details","CG852"
"42EHSA2A","FAC  ","PRCHR","2020-10-09 13:29:36","2020-10-09 13:29:36","LIQAPCP3","LIQAPCP3","2020-07-13 00:00:00","FKEHSGV9","","","FPRCH","FPEHSGAD","","","Pricing Change Transaction Number 2 released. Drill down to see details","CG852"
"4GEHSAYO","DEA  ","CRTE ","2020-10-09 11:27:29","2020-10-09 11:27:29","ARFELI01","ARFELI01","2020-07-10 00:00:00","4GEHSAYT","","","","","","","Host Bank Deal.","CG852"
"4GEHSAYO","DEA  ","FRHCH","2020-10-09 11:32:52","2020-10-09 11:32:52","ARFELI01","ARFELI01","2020-07-10 00:00:00","4GEHSB0R","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 10-jul.-2020.","CG852"
"4GEHSAYO","DEA  ","URDEA","2020-10-09 11:30:46","2020-10-09 11:30:46","ARFELI01","ARFELI01","2020-07-10 00:00:00","4GEHSB0N","","","","","","","","CG852"
"4GEHSB10","FAC  ","CRTE ","2020-10-09 11:35:50","2020-10-09 11:35:50","ARFELI01","ARFELI01","2020-07-10 00:00:00","4GEHSB11","","","","","","","","CG852"
"4GEHSB15","DEA  ","CRTE ","2020-10-09 11:52:30","2020-10-09 11:52:30","ARFELI01","ARFELI01","2020-07-10 00:00:00","4GEHSB1A","","","","","","","Host Bank Deal.","CG852"
"4GEHSB15","DEA  ","FRHCH","2020-10-09 11:58:20","2020-10-09 11:58:20","ARFELI01","ARFELI01","2020-07-10 00:00:00","4GEHSB38","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 10-jul.-2020.","CG852"
"4GEHSB15","DEA  ","URDEA","2020-10-09 11:56:07","2020-10-09 11:56:07","ARFELI01","ARFELI01","2020-07-10 00:00:00","4GEHSB34","","","","","","","","CG852"
"4GEHSB3H","FAC  ","CRTE ","2020-10-09 12:01:32","2020-10-09 12:01:32","ARFELI01","ARFELI01","2020-07-10 00:00:00","4GEHSB3I","","","","","","","","CG852"
"4GEHSB3M","DEA  ","CRTE ","2020-10-09 12:10:56","2020-10-09 12:10:56","ARFELI01","ARFELI01","2020-07-10 00:00:00","4GEHSB3R","","","","","","","Host Bank Deal.","CG852"
"4GEHSB3M","DEA  ","FRHCH","2020-10-09 12:17:05","2020-10-09 12:17:05","ARFELI01","ARFELI01","2020-07-10 00:00:00","4GEHSB5P","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 10-jul.-2020.","CG852"
"4GEHSB3M","DEA  ","URDEA","2020-10-09 12:14:47","2020-10-09 12:14:47","ARFELI01","ARFELI01","2020-07-10 00:00:00","4GEHSB5L","","","","","","","","CG852"
"4GEHSB5Y","FAC  ","CRTE ","2020-10-09 12:20:41","2020-10-09 12:20:41","ARFELI01","ARFELI01","2020-07-10 00:00:00","4GEHSB5Z","","","","","","","","CG852"
"4GEHSB63","DEA  ","CRTE ","2020-10-09 12:37:14","2020-10-09 12:37:14","ARFELI01","ARFELI01","2020-07-10 00:00:00","4GEHSB68","","","","","","","Host Bank Deal.","CG852"
"4GEHSB63","DEA  ","FRHCH","2020-10-09 12:42:14","2020-10-09 12:42:14","ARFELI01","ARFELI01","2020-07-10 00:00:00","4GEHSB86","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 10-jul.-2020.","CG852"
"4GEHSB63","DEA  ","URDEA","2020-10-09 12:40:16","2020-10-09 12:40:16","ARFELI01","ARFELI01","2020-07-10 00:00:00","4GEHSB82","","","","","","","","CG852"
"4GEHSB8F","FAC  ","CRTE ","2020-10-09 12:44:57","2020-10-09 12:44:57","ARFELI01","ARFELI01","2020-07-10 00:00:00","4GEHSB8G","","","","","","","","CG852"
"5;EJEK7A","FAC  ","CRTE ","2020-11-09 23:12:08","2020-11-09 23:12:08","CESSINP1","CESSINP1","2021-10-15 00:00:00","5;EJEK7B","","","","","","","","CG852"
"5;EJEK7A","FAC  ","IPRC ","2020-11-09 23:15:51","2020-11-09 23:15:51","CESSINP1","CESSINP1","2021-10-15 00:00:00","5;EJEK94","","","","","","","Euro LIBOR Option: added GBP LIBOR Option: added NIBOR Option: added USD LIBOR Option: added","CG852"
"5;EJEK7A","FAC  ","OPRC ","2020-11-09 23:15:06","2020-11-09 23:15:06","CESSINP1","CESSINP1","2021-10-15 00:00:00","5;EJEK85","","","","","","","Facility Ongoing Fee - Commitment Fee: added","CG852"
"5JEJEJQZ","FAC  ","CRTE ","2020-11-09 22:55:02","2020-11-09 22:55:02","CESSINP1","CESSINP1","2021-10-15 00:00:00","5JEJEJR0","","","","","","","","CG852"
"5JEJEJQZ","FAC  ","IPRC ","2020-11-09 22:58:47","2020-11-09 22:58:47","CESSINP1","CESSINP1","2021-10-15 00:00:00","5JEJEJST","","","","","","","Euro LIBOR Option: added GBP LIBOR Option: added NIBOR Option: added USD LIBOR Option: added","CG852"
"5JEJEJQZ","FAC  ","OPRC ","2020-11-09 22:58:01","2020-11-09 22:58:01","CESSINP1","CESSINP1","2021-10-15 00:00:00","5JEJEJRU","","","","","","","Facility Ongoing Fee - Commitment Fee: added","CG852"
"5LEJELY3","FAC  ","CMI  ","2020-11-10 00:25:49","2020-11-10 00:25:49","CESSMNG1","CESSMNG1","2021-10-15 00:00:00","LZEJEMYE","10641","","FTR  ","5LEJEM1C","","","Unscheduled increase of 50,000,000.00, under amendment number 10641","CG852"
"5LEJELY3","FAC  ","CRTE ","2020-11-10 00:09:47","2020-11-10 00:09:47","CESSINP1","CESSINP1","2021-10-15 00:00:00","5LEJELY4","","","","","","","","CG852"
"5LEJELY3","FAC  ","IPRC ","2020-11-10 00:13:54","2020-11-10 00:13:54","CESSINP1","CESSINP1","2021-10-15 00:00:00","5LEJELZX","","","","","","","Euro LIBOR Option: added GBP LIBOR Option: added NIBOR Option: added USD LIBOR Option: added","CG852"
"5LEJELY3","FAC  ","OPRC ","2020-11-10 00:13:05","2020-11-10 00:13:05","CESSINP1","CESSINP1","2021-10-15 00:00:00","5LEJELYY","","","","","","","Facility Ongoing Fee - Commitment Fee: added","CG852"
"9EEK5WDW","DEA  ","CRTE ","2020-11-24 17:54:47","2020-11-24 17:54:47","SKOUSR01","SKOUSR01","2021-11-02 00:00:00","9EEK5WE1","","","","","","","Host Bank Deal.","CG852"
"9EEK5WDW","DEA  ","URDEA","2020-11-24 17:55:02","2020-11-24 17:55:02","SKOUSR01","SKOUSR01","2021-11-02 00:00:00","9EEK5WEB","","","","","","","","CG852"
"9EEK5YAZ","DEA  ","CRTE ","2020-11-24 18:29:18","2020-11-24 18:29:18","SKOUSR01","SKOUSR01","2021-11-02 00:00:00","9EEK5YB4","","","","","","","Host Bank Deal.","CG852"
"9EEK5YAZ","DEA  ","URDEA","2020-11-24 18:29:33","2020-11-24 18:29:33","SKOUSR01","SKOUSR01","2021-11-02 00:00:00","9EEK5YBA","","","","","","","","CG852"
"9TEHSZ2Y","DEA  ","CRTE ","2020-10-09 20:17:52","2020-10-09 20:17:52","CESSINP1","CESSINP1","2020-07-13 00:00:00","9TEHSZ33","","","","","","","Host Bank Deal.","CG852"
"9TEHSZ2Y","DEA  ","URDEA","2020-10-09 20:18:39","2020-10-09 20:18:39","CESSINP1","CESSINP1","2020-07-13 00:00:00","9TEHSZ39","","","","","","","","CG852"
"9ZEF82FK","DEA  ","AMND ","2020-09-17 11:32:25","2020-09-17 11:32:25","JANICEA1","JANICEA1","2020-06-25 00:00:00","G=EGNIFJ","1    ","","DAM  ","GREGNHWB","","","adding gbp facility","CG852"
"9ZEF82FK","DEA  ","AMND ","2020-09-17 12:04:09","2020-09-17 12:04:09","JANICEA1","JANICEA1","2020-06-25 00:00:00","GNEGNM8P","2    ","","DAM  ","G$EGNIWD","","","COMMENT","CG852"
"9ZEF82FK","DEA  ","AMND ","2020-10-13 11:05:18","2020-10-13 11:05:18","JANICEA1","JANICEA1","2021-03-01 00:00:00","3MEHZOS8","3    ","","DAM  ","38EHZON9","","","COMMENT","CG852"
"9ZEF82FK","DEA  ","AMND ","2020-10-13 13:06:02","2020-10-13 13:06:02","JANICEA1","JANICEA1","2021-03-01 00:00:00","@;EHZTBC","4    ","","DAM  ","@9EHZSTA","","","COMMENT","CG852"
"9ZEF82FK","DEA  ","AMND ","2020-10-13 14:40:22","2020-10-13 14:40:22","JANICEA1","JANICEA1","2021-03-01 00:00:00","CUEHZVW7","5    ","","DAM  ","CKEHZVE5","","","COMMENT","CG852"
"9ZEF82FK","DEA  ","AMND ","2020-10-13 16:05:44","2020-10-13 16:05:44","JANICEA1","JANICEA1","2021-03-01 00:00:00","C=EI00L9","6    ","","DAM  ","C6EI002B","","","comment","CG852"
"9ZEF82FK","DEA  ","APRVD","2020-08-20 17:35:46","2020-08-20 17:35:46","JANICEA1","JANICEA1","2020-05-27 00:00:00","9LEF83HL","","","","","","","Approval completed.  Approver: JANICEA1, JANICEA1. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"9ZEF82FK","DEA  ","CLDT ","2020-08-20 17:37:32","2020-08-20 17:37:32","JANICEA1","JANICEA1","2020-05-27 00:00:00","9LEF83IY","","","","","","","","CG852"
"9ZEF82FK","DEA  ","CMI  ","2020-09-17 11:32:25","2020-09-17 11:32:25","JANICEA1","JANICEA1","2020-06-25 00:00:00","G=EGNIFO","1    ","","FTR  ","GREGNHWO","","","Unscheduled increase of 100,000,000.00, under amendment number 1 for facility named WSS_JATEST_OUT_FAC_GBP5.","CG852"
"9ZEF82FK","DEA  ","CMI  ","2020-09-17 12:04:09","2020-09-17 12:04:09","JANICEA1","JANICEA1","2020-06-25 00:00:00","GNEGNM8U","2    ","","FTR  ","G$EGNIXN","","","Unscheduled increase of 100,000,000.00, under amendment number 2 for facility named WSS_JATEST_OUT_FAC_NZD5.","CG852"
"9ZEF82FK","DEA  ","CMI  ","2020-10-13 11:05:18","2020-10-13 11:05:18","JANICEA1","JANICEA1","2021-03-01 00:00:00","3MEHZOSD","3    ","","FTR  ","38EHZONM","","","Unscheduled increase of 200,000,000.00, under amendment number 3 for facility named WSS_JATEST_OUT_FAC2_GBP5.","CG852"
"9ZEF82FK","DEA  ","CMI  ","2020-10-13 13:06:02","2020-10-13 13:06:02","JANICEA1","JANICEA1","2021-03-01 00:00:00","@;EHZTBH","4    ","","FTR  ","@9EHZSTN","","","Unscheduled increase of 250,000,000.00, under amendment number 4 for facility named WSS_JATEST_OUT_FAC3_GBP5DEAL5.","CG852"
"9ZEF82FK","DEA  ","CMI  ","2020-10-13 14:40:22","2020-10-13 14:40:22","JANICEA1","JANICEA1","2021-03-01 00:00:00","CUEHZVWC","5    ","","FTR  ","CKEHZVEI","","","Unscheduled increase of 50,000,000.00, under amendment number 5 for facility named WSS_JATEST_OUT__FAC4_GBP_DEAL5.","CG852"
"9ZEF82FK","DEA  ","CMI  ","2020-10-13 16:05:44","2020-10-13 16:05:44","JANICEA1","JANICEA1","2021-03-01 00:00:00","C=EI00LE","6    ","","FTR  ","C6EI003K","","","Unscheduled increase of 20,000,000.00, under amendment number 6 for facility named WSS_JATEST_FAC_GBP5.","CG852"
"9ZEF82FK","DEA  ","CRTE ","2020-08-20 16:37:35","2020-08-20 16:37:35","JAQUITAN","JAQUITAN","2020-05-27 00:00:00","9ZEF82FP","","","","","","","Host Bank Deal.","CG852"
"9ZEF82FK","DEA  ","PCTRL","2020-09-08 14:33:49","2020-09-08 14:33:49","JANICEA1","JANICEA1","2020-06-04 00:00:00","F(EG71ZV","","","PCP  ","F3EG7178","","","Paper Clip for WSS_JATEST_OUT_DEAL5 of 1,693,293.15 has been applied.","CG852"
"9ZEF82FK","DEA  ","PSPDU","2020-08-20 17:37:18","2020-08-20 17:37:18","JANICEA1","JANICEA1","2020-05-27 00:00:00","9LEF83I3","","","","","","","Autoapply Penalty Spread when Past Due Updated to False beginning 27-May-2020","CG852"
"9ZEF82FK","DEA  ","RENME","2020-08-24 14:02:18","2020-08-24 14:02:18","JAQUITAN","JAQUITAN","2020-05-27 00:00:00","JVEFFB4U","","","","","","","Name changed from WSS_JATEST_DEAL1 to WSS_JATEST_OUT_DEAL5 Alias changed from WSS_JATEST_DEAL1 to WSS_JATEST_OUT_DEAL5","CG852"
"9ZEF82FK","DEA  ","STA  ","2020-08-20 17:28:11","2020-08-20 17:28:11","JAQUITAN","JAQUITAN","2020-05-27 00:00:00","9ZEF832N","","","","","","","Warnings occurred during validation: N","CG852"
"9ZEF82FK","DEA  ","URDEA","2020-08-20 16:45:12","2020-08-20 16:45:12","JAQUITAN","JAQUITAN","2020-05-27 00:00:00","9ZEF82G9","","","","","","","","CG852"
"9ZEF82GL","FAC  ","CRTE ","2020-08-20 17:04:23","2020-08-20 17:04:23","JAQUITAN","JAQUITAN","2020-05-27 00:00:00","9ZEF82GM","","","","","","","","CG852"
"9ZEF82GL","FAC  ","FCTRD","2020-09-16 16:13:02","2020-09-16 16:13:02","JANICEA1","JANICEA1","2020-06-25 00:00:00","B?EGM0LR","","","FCTRN","B3EGLXI7","","","Facility Change Transaction for WSS_JATEST_FAC1 released.","CG852"
"9ZEF82GL","FAC  ","FCTRD","2020-09-17 10:55:05","2020-09-17 10:55:05","JANICEA1","JANICEA1","2020-06-25 00:00:00","G9EGNFQ1","","","FCTRN","V9EGNEYP","","","Facility Change Transaction for WSS_JATEST_FAC1 released.","CG852"
"9ZEF82GL","FAC  ","FDDCH","2020-08-24 11:27:21","2020-08-24 11:27:21","JANICEA1","JANICEA1","2020-05-27 00:00:00","YGEFF3W8","","","","","","","First loan drawdown date changed to 27-May-2020.","CG852"
"9ZEF82GL","FAC  ","FEF  ","2020-09-04 15:40:02","2020-09-04 15:40:02","JANICEA1","JANICEA1","2020-06-01 00:00:00","+2EFZRYZ","","","EFP  ","+IEFZRHG","","","Arranger Fee Fee for EUR 1,000.00 released.","CG852"
"9ZEF82GL","FAC  ","FEF  ","2020-09-17 12:56:49","2020-09-17 12:56:49","JANICEA1","JANICEA1","2020-06-25 00:00:00","0YEGNN5X","","","EFP  ","G2EGNMP5","","","Arranger Fee Fee for EUR 1,000.00 released.","CG852"
"9ZEF82GL","FAC  ","FEF  ","2020-09-21 10:20:10","2020-09-21 10:20:10","JANICEA1","JANICEA1","2020-06-30 00:00:00","OJEGUSS6","","","EFP  ","OEEGUSBK","","","Arranger Fee Fee for EUR 1,000.00 released.","CG852"
"9ZEF82GL","FAC  ","FEF  ","2020-09-21 12:21:44","2020-09-21 12:21:44","JANICEA1","JANICEA1","2020-07-01 00:00:00","JYEGUYS3","","","EFP  ","JOEGUYBE","","","Arranger Fee Fee for EUR 1,000.00 released.","CG852"
"9ZEF82GL","FAC  ","FEF  ","2020-10-01 10:05:46","2020-10-01 10:05:46","JAQUITAN","JAQUITAN","2020-07-08 00:00:00","94EHDDZJ","","","EFP  ","+)EH9YF8","","","Arranger Fee Fee for EUR 1,000.00 released.","CG852"
"9ZEF82GL","FAC  ","FEF  ","2020-10-01 10:14:21","2020-10-01 10:14:21","JANICEA1","JANICEA1","2020-07-09 00:00:00","9.EHDF9J","","","EFP  ","9)EHDETD","","","Arranger Fee Fee for EUR 1,000.00 released.","CG852"
"9ZEF82GL","FAC  ","IPRC ","2020-09-16 16:16:43","2020-09-16 16:16:43","JANICEA2","JANICEA2","2020-06-25 00:00:00","B2EGM1Q3","","","","","","","Pricing Changed by Pricing Change Transaction Number 1","CG852"
"9ZEF82GL","FAC  ","IPRC ","2020-09-17 11:15:03","2020-09-17 11:15:03","JANICEA1","JANICEA1","2020-06-25 00:00:00","G;EGNHFG","","","","","","","Pricing Changed by Pricing Change Transaction Number 2","CG852"
"9ZEF82GL","FAC  ","PRCHR","2020-09-16 16:16:43","2020-09-16 16:16:43","JANICEA2","JANICEA2","2020-06-25 00:00:00","B2EGM1Q7","","","FPRCH","B7EGM0YC","","","Pricing Change Transaction Number 1 released. Drill down to see details","CG852"
"9ZEF82GL","FAC  ","PRCHR","2020-09-17 11:15:03","2020-09-17 11:15:03","JANICEA1","JANICEA1","2020-06-25 00:00:00","G;EGNHFK","","","FPRCH","GEEGNG4D","","","Pricing Change Transaction Number 2 released. Drill down to see details","CG852"
"9ZEF82GL","FAC  ","RECLS","2020-08-24 11:27:21","2020-08-24 11:27:21","JANICEA1","JANICEA1","2020-05-27 00:00:00","YGEFF3W9","","","DPRCL","","","","Automatic discount P/L reclass due to release of Euro LIBOR Option Initial Drawdown (60000455).","CG852"
"9ZEF82GL","FAC  ","REVEF","2020-09-04 16:53:16","2020-09-04 16:53:16","JAQUITAN","JAQUITAN","2020-06-01 00:00:00","*UEFZTN7","","","EFP  ","+2EFZSQE","","","Reverse Arranger Fee Event Fee for EUR 1,000.00 released.","CG852"
"9ZEF82GL","FAC  ","REVEF","2020-09-17 19:12:35","2020-09-17 19:12:35","JANICEA1","JANICEA1","2020-06-25 00:00:00","POEGO6IB","","","EFP  ","P9EGO62T","","","Reverse Arranger Fee Event Fee for EUR 1,000.00 released.","CG852"
"9ZEF82GL","FAC  ","REVEF","2020-10-01 10:09:06","2020-10-01 10:09:06","JANICEA1","JANICEA1","2020-07-08 00:00:00","9FEHDEGE","","","EFP  ","94EHDE0W","","","Reverse Arranger Fee Event Fee for EUR 1,000.00 released.","CG852"
"9ZEF82GL","FAC  ","TGDTE","2020-08-20 17:37:32","2020-08-20 17:37:32","JANICEA1","JANICEA1","2020-05-27 00:00:00","9LEF83IF","","","","","","","Delayed trigger date modified (27-May-2020)","CG852"
":*EDFUUO","FAC  ","CRTE ","2020-07-17 00:25:06","2020-07-17 00:25:06","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00",":*EDFUUP","","","","","","","","CG852"
":*EDFXA8","DEA  ","CRTE ","2020-07-17 02:00:39","2020-07-17 02:00:39","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00",":*EDFXAD","","","","","","","Host Bank Deal.","CG852"
":*EDFXA8","DEA  ","URDEA","2020-07-17 02:06:33","2020-07-17 02:06:33","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00",":*EDFXKC","","","","","","","","CG852"
":*EDG12Y","DEA  ","APRVD","2020-07-17 22:44:44","2020-07-17 22:44:44","FJMGRAM ","FJMGRAM ","2020-05-27 00:00:00","Q7EDHIVT","","","","","","","Approval completed.  Approver: MGRAMSTERDAM, FJ. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
":*EDG12Y","DEA  ","APRVD","2020-07-19 16:55:10","2020-07-19 16:55:10","FJMGRAM ","FJMGRAM ","2020-05-27 00:00:00","Q0EDKUWD","","","","","","","Approval completed.  Approver: MGRAMSTERDAM, FJ. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
":*EDG12Y","DEA  ","CLDT ","2020-07-19 16:59:12","2020-07-19 16:59:12","FJMGRAM ","FJMGRAM ","2020-05-27 00:00:00","Q0EDKV06","","","","","","","","CG852"
":*EDG12Y","DEA  ","CRTE ","2020-07-17 03:22:33","2020-07-17 03:22:33","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00",":*EDG133","","","","","","","Host Bank Deal.","CG852"
":*EDG12Y","DEA  ","DRTP ","2020-07-19 16:24:08","2020-07-19 16:24:08","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00","QLEDKTSZ","","","","","","","Test","CG852"
":*EDG12Y","DEA  ","PSPDU","2020-07-19 16:58:18","2020-07-19 16:58:18","FJMGRAM ","FJMGRAM ","2020-05-27 00:00:00","Q0EDKUXQ","","","","","","","Autoapply Penalty Spread when Past Due Updated to False beginning 27-May-2020","CG852"
":*EDG12Y","DEA  ","STA  ","2020-07-17 22:18:38","2020-07-17 22:18:38","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00","Q(EDHHOC","","","","","","","Warnings occurred during validation: N","CG852"
":*EDG12Y","DEA  ","STA  ","2020-07-19 16:50:08","2020-07-19 16:50:08","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00","QGEDKUJJ","","","","","","","Warnings occurred during validation: N","CG852"
