"CRK_CDE_COUNTRY","CRK_IND_ORIGINAL","CRK_PCT_PERCENTAGE","CRK_PID_FACILITY","CRK_RID_CNTRY_RISK","CRK_TSP_REC_CREATE","CRK_TSP_REC_UPDATE","CRK_UID_REC_CREATE","CRK_UID_REC_UPDATE","CRK_CDE_BRANCH"
"AU   ","Y","1","0PEGNNRC","0PEGNNSS","2020-09-17 12:44:50","2020-09-17 12:44:50","INPELY01","INPELY01",""
"AU   ","Y","1","0PEGNNRC","0PEGNNSR","2020-09-17 12:44:50","2020-09-17 12:44:50","INPELY01","INPELY01",""
"AU   ","Y","1","P#EGO9JD","P#EGO9KT","2020-09-17 21:33:16","2020-09-17 21:33:16","INPDEL01","INPDEL01",""
"AU   ","Y","1","P#EGO9JD","P#EGO9KS","2020-09-17 21:33:16","2020-09-17 21:33:16","INPDEL01","INPDEL01",""
"AU   ","Y","1","K4EGP6KM","K4EGP6M1","2020-09-18 08:33:23","2020-09-18 08:33:23","INPDEL01","INPDEL01",""
"AU   ","Y","1","K4EGP6KM","K4EGP6M2","2020-09-18 08:33:23","2020-09-18 08:33:23","INPDEL01","INPDEL01",""
"AU   ","Y","1","K#EGP9UI","K#EGP9VX","2020-09-18 10:44:57","2020-09-18 10:44:57","INPDEL01","INPDEL01",""
"AU   ","Y","1","K#EGP9UI","K#EGP9VY","2020-09-18 10:44:57","2020-09-18 10:44:57","INPDEL01","INPDEL01",""
"AU   ","Y","1","EUEGPUNM","EUEGPUPH","2020-09-18 17:57:52","2020-09-18 17:57:52","DANUSR01","DANUSR01",""
"AU   ","Y","1","EUEGPUNM","EUEGPUPG","2020-09-18 17:57:52","2020-09-18 17:57:52","DANUSR01","DANUSR01",""
"NL   ","Y","1","Q@EH8586","Q@EH859V","2020-09-28 13:26:31","2020-09-28 13:26:31","LIQUSR05","LIQUSR05",""
"NL   ","Y","1","Q@EH8586","Q@EH859W","2020-09-28 13:26:31","2020-09-28 13:26:31","LIQUSR05","LIQUSR05",""
"NL   ","Y","1","QHEH87X5","QHEH87YZ","2020-09-28 14:02:57","2020-09-28 14:02:57","LIQSVR05","LIQSVR05",""
"NL   ","Y","1","QHEH87X5","QHEH87Z0","2020-09-28 14:02:57","2020-09-28 14:02:57","LIQSVR05","LIQSVR05",""
"NL   ","Y","1","@9EHZSR7","@9EHZSRQ","2020-10-13 12:56:32","2020-10-13 12:56:32","JAQUITAN","JAQUITAN","CG852"
"NL   ","Y","1","3ZEFFD2W","3ZEFFD3G","2020-08-24 14:42:04","2020-08-24 14:42:04","JAQUITAN","JAQUITAN","CG852"
"AU   ","Y","1","HSEGIOKX","HSEGIOMC","2020-09-14 20:35:21","2020-09-14 20:35:21","INPDEL01","INPDEL01",""
"AU   ","Y","1","HSEGIOKX","HSEGIOMD","2020-09-14 20:35:21","2020-09-14 20:35:21","INPDEL01","INPDEL01",""
"AU   ","Y","1","DQEGJQ8K","DQEGJQ9Z","2020-09-15 09:53:07","2020-09-15 09:53:07","INPDEL01","INPDEL01",""
"AU   ","Y","1","DQEGJQ8K","DQEGJQA0","2020-09-15 09:53:07","2020-09-15 09:53:07","INPDEL01","INPDEL01",""
"AU   ","Y","1","?KEGJRUI","?KEGJRVX","2020-09-15 10:36:07","2020-09-15 10:36:07","INPDEL01","INPDEL01",""
"AU   ","Y","1","?KEGJRUI","?KEGJRVY","2020-09-15 10:36:07","2020-09-15 10:36:07","INPDEL01","INPDEL01",""
"AU   ","Y","1","S#EGJWET","S#EGJWG9","2020-09-15 12:50:27","2020-09-15 12:50:27","INPDEL01","INPDEL01",""
"AU   ","Y","1","S#EGJWET","S#EGJWG8","2020-09-15 12:50:27","2020-09-15 12:50:27","INPDEL01","INPDEL01",""
"AU   ","Y","1","74EGJXN5","74EGJXOS","2020-09-15 13:23:37","2020-09-15 13:23:37","INPDEL01","INPDEL01",""
"AU   ","Y","1","74EGJXN5","74EGJXOR","2020-09-15 13:23:37","2020-09-15 13:23:37","INPDEL01","INPDEL01",""
"AU   ","Y","1","73EGK1R3","73EGK1SI","2020-09-15 14:55:55","2020-09-15 14:55:55","INPDEL01","INPDEL01",""
"AU   ","Y","1","73EGK1R3","73EGK1SJ","2020-09-15 14:55:55","2020-09-15 14:55:55","INPDEL01","INPDEL01",""
"AU   ","Y","1","7;EGK2VY","7;EGK2XE","2020-09-15 15:31:59","2020-09-15 15:31:59","INPDEL01","INPDEL01",""
"AU   ","Y","1","7;EGK2VY","7;EGK2XD","2020-09-15 15:31:59","2020-09-15 15:31:59","INPDEL01","INPDEL01",""
"AU   ","Y","1","7IEGKA09","7IEGKA1O","2020-09-15 17:05:44","2020-09-15 17:05:44","INPELY01","INPELY01",""
"AU   ","Y","1","7IEGKA09","7IEGKA1P","2020-09-15 17:05:44","2020-09-15 17:05:44","INPELY01","INPELY01",""
"AU   ","Y","1","N!EGKD9B","N!EGKDAR","2020-09-15 18:02:06","2020-09-15 18:02:06","INPDEL01","INPDEL01",""
"AU   ","Y","1","N!EGKD9B","N!EGKDAQ","2020-09-15 18:02:06","2020-09-15 18:02:06","INPDEL01","INPDEL01",""
"AU   ","Y","1","NKEGKE31","NKEGKE4G","2020-09-15 19:01:48","2020-09-15 19:01:48","INPDEL01","INPDEL01",""
"AU   ","Y","1","NKEGKE31","NKEGKE4H","2020-09-15 19:01:48","2020-09-15 19:01:48","INPDEL01","INPDEL01",""
"AU   ","Y","1","B(EGLZDO","B(EGLZF3","2020-09-16 16:11:33","2020-09-16 16:11:33","INPDEL01","INPDEL01",""
"AU   ","Y","1","B(EGLZDO","B(EGLZF4","2020-09-16 16:11:33","2020-09-16 16:11:33","INPDEL01","INPDEL01",""
"NL   ","Y","1","CKEHZVC2","CKEHZVCL","2020-10-13 14:33:41","2020-10-13 14:33:41","JAQUITAN","JAQUITAN","CG852"
"NL   ","Y","1","@5EI038S","@5EI03BF","2020-10-13 14:38:38","2020-10-13 14:38:38","LIQUSR05","LIQUSR05","CG852"
"NL   ","Y","1","C6EHZZZO","C6EI0005","2020-10-13 15:50:20","2020-10-13 15:50:20","JAQUITAN","JAQUITAN","CG852"
"NL   ","Y","1","CNEHZZU5","CNEHZZXV","2020-10-13 16:27:01","2020-10-13 16:27:01","RPTINP01","RPTINP01","CG852"
"NL   ","Y","1",":YEI3MDQ",":YEI3MKH","2020-10-15 15:28:04","2020-10-15 15:28:04","CESSINP1","CESSINP1","CG852"
"NL   ","Y","1",":6EI3GFB",":6EI3GFT","2020-10-15 12:07:47","2020-10-15 12:07:47","LIQUSR03","LIQUSR03","CG852"
"NL   ","Y","1",":YEI3H0U",":YEI3H82","2020-10-15 13:32:35","2020-10-15 13:32:35","CESSINP1","CESSINP1","CG852"
"AU   ","Y","1","3SEICY4Q","3SEICY6G","2020-10-20 16:06:30","2020-10-20 16:06:30","SMANZANO","SMANZANO",""
"AU   ","Y","1","3SEICY4Q","3SEICY6F","2020-10-20 16:06:30","2020-10-20 16:06:30","SMANZANO","SMANZANO",""
"AU   ","Y","1","3SEICYCV","3SEICYEL","2020-10-20 16:11:22","2020-10-20 16:11:22","SMANZANO","SMANZANO",""
"AU   ","Y","1","3SEICYCV","3SEICYEK","2020-10-20 16:11:22","2020-10-20 16:11:22","SMANZANO","SMANZANO",""
"AU   ","Y","1","3GEICZ6P","3GEICZ8E","2020-10-20 16:15:12","2020-10-20 16:15:12","SMANZANO","SMANZANO",""
"AU   ","Y","1","3GEICZ6P","3GEICZ8F","2020-10-20 16:15:12","2020-10-20 16:15:12","SMANZANO","SMANZANO",""
"AU   ","Y","1","3GEICZA6","3GEICZBV","2020-10-20 16:22:14","2020-10-20 16:22:14","SMANZANO","SMANZANO",""
"AU   ","Y","1","3GEICZA6","3GEICZBW","2020-10-20 16:22:14","2020-10-20 16:22:14","SMANZANO","SMANZANO",""
"AU   ","Y","1","3GEICZK4","3GEICZLT","2020-10-20 16:37:18","2020-10-20 16:37:18","SMANZANO","SMANZANO",""
"AU   ","Y","1","3GEICZK4","3GEICZLU","2020-10-20 16:37:18","2020-10-20 16:37:18","SMANZANO","SMANZANO",""
"AU   ","Y","1","3GEID07F","3GEID08Z","2020-10-20 16:51:16","2020-10-20 16:51:16","SMANZANO","SMANZANO",""
"AU   ","Y","1","3GEID07F","3GEID090","2020-10-20 16:51:16","2020-10-20 16:51:16","SMANZANO","SMANZANO",""
"AU   ","Y","1","3GEID0DH","3GEID0F7","2020-10-20 16:54:54","2020-10-20 16:54:54","SMANZANO","SMANZANO",""
"AU   ","Y","1","3GEID0DH","3GEID0F6","2020-10-20 16:54:54","2020-10-20 16:54:54","SMANZANO","SMANZANO",""
"AU   ","Y","1","($EID4TV","($EID4VL","2020-10-20 17:21:23","2020-10-20 17:21:23","SMANZANO","SMANZANO",""
"AU   ","Y","1","($EID4TV","($EID4VK","2020-10-20 17:21:23","2020-10-20 17:21:23","SMANZANO","SMANZANO",""
"AU   ","Y","1","($EID4XS","($EID4ZI","2020-10-20 17:24:17","2020-10-20 17:24:17","SMANZANO","SMANZANO",""
"AU   ","Y","1","($EID4XS","($EID4ZH","2020-10-20 17:24:17","2020-10-20 17:24:17","SMANZANO","SMANZANO",""
"AU   ","Y","1","($EID52L","($EID54A","2020-10-20 17:31:18","2020-10-20 17:31:18","SMANZANO","SMANZANO",""
"AU   ","Y","1","($EID52L","($EID54B","2020-10-20 17:31:18","2020-10-20 17:31:18","SMANZANO","SMANZANO",""
"AU   ","Y","1","=)EIEW1Y","=)EIEW3O","2020-10-21 17:16:57","2020-10-21 17:16:57","SMANZANO","SMANZANO",""
"AU   ","Y","1","=)EIEW1Y","=)EIEW3N","2020-10-21 17:16:57","2020-10-21 17:16:57","SMANZANO","SMANZANO",""
"AU   ","Y","1",":IEIIM8I",":IEIIMA7","2020-10-23 17:20:32","2020-10-23 17:20:32","SMANZANO","SMANZANO",""
"AU   ","Y","1",":IEIIM8I",":IEIIMA8","2020-10-23 17:20:32","2020-10-23 17:20:32","SMANZANO","SMANZANO",""
"AU   ","Y","1","::EIINUU","::EIINWJ","2020-10-23 17:32:38","2020-10-23 17:32:38","SMANZANO","SMANZANO",""
"AU   ","Y","1","::EIINUU","::EIINWK","2020-10-23 17:32:38","2020-10-23 17:32:38","SMANZANO","SMANZANO",""
"AU   ","Y","1",":LEIIOOP",":LEIIOQE","2020-10-23 17:36:38","2020-10-23 17:36:38","SMANZANO","SMANZANO",""
"AU   ","Y","1",":LEIIOOP",":LEIIOQF","2020-10-23 17:36:38","2020-10-23 17:36:38","SMANZANO","SMANZANO",""
"AU   ","Y","1","G5EIO7T6","G5EIO7UR","2020-10-26 17:18:55","2020-10-26 17:18:55","INPAMT01","INPAMT01",""
"AU   ","Y","1","G5EIO7T6","G5EIO7UQ","2020-10-26 17:18:55","2020-10-26 17:18:55","INPAMT01","INPAMT01",""
"AU   ","Y","1","EGEF9J5P","EGEF9J7A","2020-08-21 11:03:36","2020-08-21 11:03:36","JCUSR01 ","JCUSR01 ",""
"AU   ","Y","1","EGEF9J5P","EGEF9J79","2020-08-21 11:03:36","2020-08-21 11:03:36","JCUSR01 ","JCUSR01 ",""
"AU   ","Y","1","E+EF9JYJ","E+EF9K03","2020-08-21 12:31:15","2020-08-21 12:31:15","JCUSR01 ","JCUSR01 ",""
"AU   ","Y","1","E+EF9JYJ","E+EF9K04","2020-08-21 12:31:15","2020-08-21 12:31:15","JCUSR01 ","JCUSR01 ",""
"NL   ","Y","1","L$EGNHWN","L$EGNHY9","2020-09-17 09:49:54","2020-09-17 09:49:54","LIQSVR05","LIQSVR05",""
"NL   ","Y","1","L$EGNHWN","L$EGNHY8","2020-09-17 09:49:54","2020-09-17 09:49:54","LIQSVR05","LIQSVR05",""
"NL   ","Y","1","L*EGNGCT","L*EGNGEI","2020-09-17 10:44:26","2020-09-17 10:44:26","CMARTILL","CMARTILL",""
"NL   ","Y","1","L*EGNGCT","L*EGNGEJ","2020-09-17 10:44:26","2020-09-17 10:44:26","CMARTILL","CMARTILL",""
"NL   ","Y","1","G$EGNIUB","G$EGNIUT","2020-09-17 11:49:43","2020-09-17 11:49:43","JAQUITAN","JAQUITAN","CG852"
"AU   ","Y","1","!@EGNXRA","!@EGNXSQ","2020-09-17 17:30:02","2020-09-17 17:30:02","INPELY01","INPELY01",""
"AU   ","Y","1","!@EGNXRA","!@EGNXSP","2020-09-17 17:30:02","2020-09-17 17:30:02","INPELY01","INPELY01",""
"AU   ","Y","1","UZEGPANO","UZEGPAP4","2020-09-18 11:01:43","2020-09-18 11:01:43","INPDEL01","INPDEL01",""
"AU   ","Y","1","UZEGPANO","UZEGPAP3","2020-09-18 11:01:43","2020-09-18 11:01:43","INPDEL01","INPDEL01",""
"AU   ","Y","1","(1EGV8MQ","(1EGV8OL","2020-09-21 14:59:30","2020-09-21 14:59:30","CCUISIA ","CCUISIA ",""
"AU   ","Y","1","UOEGPBH4","UOEGPBIK","2020-09-18 11:21:11","2020-09-18 11:21:11","INPDEL01","INPDEL01",""
"AU   ","Y","1","UOEGPBH4","UOEGPBIJ","2020-09-18 11:21:11","2020-09-18 11:21:11","INPDEL01","INPDEL01",""
"AU   ","Y","1","(1EGV8MQ","(1EGV8OK","2020-09-21 14:59:30","2020-09-21 14:59:30","CCUISIA ","CCUISIA ",""
"AU   ","Y","1","N)EH28IE","N)EH28JY","2020-09-25 10:43:15","2020-09-25 10:43:15","JCAPR01 ","JCAPR01 ",""
"AU   ","Y","1","N)EH28IE","N)EH28JZ","2020-09-25 10:43:15","2020-09-25 10:43:15","JCAPR01 ","JCAPR01 ",""
"NL   ","Y","1",":SEH80EE",":SEH80GN","2020-09-28 11:16:43","2020-09-28 11:16:43","LIQUSR05","LIQUSR05",""
"NL   ","Y","1",":SEH80EE",":SEH80GO","2020-09-28 11:16:43","2020-09-28 11:16:43","LIQUSR05","LIQUSR05",""
"NL   ","Y","1","QPEH819J","QPEH81BY","2020-09-28 11:38:16","2020-09-28 11:38:16","LIQSVR05","LIQSVR05",""
"NL   ","Y","1","QPEH819J","QPEH81BX","2020-09-28 11:38:16","2020-09-28 11:38:16","LIQSVR05","LIQSVR05",""
"NL   ","Y","1","QPEH81ED","QPEH81FY","2020-09-28 11:50:11","2020-09-28 11:50:11","LIQSVR05","LIQSVR05",""
"NL   ","Y","1","QPEH81ED","QPEH81FX","2020-09-28 11:50:11","2020-09-28 11:50:11","LIQSVR05","LIQSVR05",""
"NL   ","Y","1","42EHSA2A","42EHSA3T","2020-10-09 11:15:01","2020-10-09 11:15:01","LIQUSR03","LIQUSR03","CG852"
"NL   ","Y","1","T*EHY77J","T*EHY7T7","2020-10-12 17:21:07","2020-10-12 17:21:07","CESSINP1","CESSINP1","CG852"
"NL   ","Y","1",")EEIAO93",")EEIAO9I","2020-10-19 09:34:26","2020-10-19 09:34:26","DELINP01","DELINP01","CG852"
"AU   ","Y","1",")=EIAU1O",")=EIAU23","2020-10-19 12:38:09","2020-10-19 12:38:09","ARFELI01","ARFELI01","CG852"
"AU   ","Y","1","34EITIZT","34EITJ0F","2020-10-29 13:54:35","2020-10-29 13:54:35","TESTINP ","TESTINP ","CG852"
"AU   ","Y","1","?NEJ51YF","?NEJ51ZZ","2020-11-04 19:32:18","2020-11-04 19:32:18","MGALING ","MGALING ",""
"AU   ","Y","1","?NEJ51YF","?NEJ5200","2020-11-04 19:32:18","2020-11-04 19:32:18","MGALING ","MGALING ",""
"AU   ","Y","1","SHEJ6AIN","SHEJ6AK8","2020-11-05 13:35:11","2020-11-05 13:35:11","LOANIQ01","LOANIQ01",""
"AU   ","Y","1","SHEJ6AIN","SHEJ6AK7","2020-11-05 13:35:11","2020-11-05 13:35:11","LOANIQ01","LOANIQ01",""
"NL   ","Y","1",":+EJEFUX",":+EJEFVJ","2020-11-09 21:10:48","2020-11-09 21:10:48","CESSINP1","CESSINP1","CG852"
"NL   ","Y","1","Q.EJEGOA","Q.EJEGOW","2020-11-09 22:03:10","2020-11-09 22:03:10","CESSINP1","CESSINP1","CG852"
"NL   ","Y","1","5JEJEJQZ","5JEJEJRH","2020-11-09 22:57:41","2020-11-09 22:57:41","CESSINP1","CESSINP1","CG852"
"NL   ","Y","1","5;EJEK7A","5;EJEK7S","2020-11-09 23:14:45","2020-11-09 23:14:45","CESSINP1","CESSINP1","CG852"
"NL   ","Y","1","5LEJELY3","5LEJELYL","2020-11-10 00:12:40","2020-11-10 00:12:40","CESSINP1","CESSINP1","CG852"
"AU   ","Y","1","PJEJGE6O","PJEJGE89","2020-11-10 23:13:36","2020-11-10 23:13:36","INPAMT02","INPAMT02",""
"AU   ","Y","1","PJEJGE6O","PJEJGE88","2020-11-10 23:13:36","2020-11-10 23:13:36","INPAMT02","INPAMT02",""
"AU   ","Y","1","P;EJGIQG","P;EJGIS1","2020-11-11 01:01:45","2020-11-11 01:01:45","INPAMT02","INPAMT02",""
"AU   ","Y","1","P;EJGIQG","P;EJGIS0","2020-11-11 01:01:45","2020-11-11 01:01:45","INPAMT02","INPAMT02",""
"AU   ","Y","1","40EJGK4O","40EJGK68","2020-11-11 01:29:05","2020-11-11 01:29:05","INPAMT02","INPAMT02",""
"AU   ","Y","1","40EJGK4O","40EJGK69","2020-11-11 01:29:05","2020-11-11 01:29:05","INPAMT02","INPAMT02",""
"GB   ","Y","1","ZUEJHSA1","ZUEJHSAK","2020-11-11 14:18:07","2020-11-11 14:18:07","FOULISTR","FOULISTR","CB141"
"NL   ","Y","1","(7EFGXST","(7EFGXYU","2020-08-25 12:17:02","2020-08-25 12:17:02","CMARTILL","CMARTILL","CG852"
"NL   ","Y","1","@EEFH10F","@EEFH80S","2020-08-25 15:56:18","2020-08-25 15:56:18","SMANZANO","SMANZANO","CG852"
"NL   ","Y","1","#XEHOQ7N","#XEHOQYZ","2020-10-07 11:39:02","2020-10-07 11:39:02","LIQSVR04","LIQSVR04","CG852"
"NL   ","Y","1","38EHZOL4","38EHZOLN","2020-10-13 10:54:32","2020-10-13 10:54:32","JAQUITAN","JAQUITAN","CG852"
"AU   ","Y","1","DKEI1TCW","DKEI1TEG","2020-10-14 13:11:07","2020-10-14 13:11:07","SMANZANO","SMANZANO",""
"AU   ","Y","1","DKEI1TCW","DKEI1TEH","2020-10-14 13:11:07","2020-10-14 13:11:07","SMANZANO","SMANZANO",""
"AU   ","Y","1","B4EI393N",":.EI39TZ","2020-10-15 10:47:33","2020-10-15 10:47:33","LIQUSR03","LIQUSR03","CG852"
"NL   ","Y","1",":YEI3JZ1",":YEI3K63","2020-10-15 14:36:14","2020-10-15 14:36:14","CESSINP1","CESSINP1","CG852"
"GB   ","Y","1","*4EI53R8","*4EI53RN","2020-10-16 09:34:35","2020-10-16 09:34:35","ARFELI01","ARFELI01","CG852"
"AU   ","Y","1","34EITJ7N","34EITJ84","2020-10-29 14:32:15","2020-10-29 14:32:15","TESTINP ","TESTINP ","CG852"
"AU   ","Y","1",":?EJWQ49",":?EJWQ5T","2020-11-19 19:00:27","2020-11-19 19:00:27","KDINPUT ","KDINPUT ",""
"AU   ","Y","1",":?EJWQ49",":?EJWQ5U","2020-11-19 19:00:27","2020-11-19 19:00:27","KDINPUT ","KDINPUT ",""
"AU   ","Y","1","LZEJY19S","LZEJY1B7","2020-11-20 11:59:20","2020-11-20 11:59:20","INPALN01","INPALN01",""
"AU   ","Y","1","LZEJY19S","LZEJY1B8","2020-11-20 11:59:20","2020-11-20 11:59:20","INPALN01","INPALN01",""
"AU   ","Y","1","VUEJYJQQ","VUEJYJS5","2020-11-20 18:38:18","2020-11-20 18:38:18","INPALN01","INPALN01",""
"AU   ","Y","1","VUEJYJQQ","VUEJYJS6","2020-11-20 18:38:18","2020-11-20 18:38:18","INPALN01","INPALN01",""
"AU   ","Y","1","V6EJYMM3","V6EJYMNI","2020-11-20 19:40:20","2020-11-20 19:40:20","INPALN01","INPALN01",""
"AU   ","Y","1","V6EJYMM3","V6EJYMNJ","2020-11-20 19:40:20","2020-11-20 19:40:20","INPALN01","INPALN01",""
"AU   ","Y","1","VDEJYOQI","VDEJYORX","2020-11-20 20:26:11","2020-11-20 20:26:11","INPALN01","INPALN01",""
"AU   ","Y","1","VDEJYOQI","VDEJYORY","2020-11-20 20:26:11","2020-11-20 20:26:11","INPALN01","INPALN01",""
"AU   ","Y","1","A6EK3OLD","A6EK3OMT","2020-11-23 13:11:26","2020-11-23 13:11:26","INPALN01","INPALN01",""
"AU   ","Y","1","A6EK3OLD","A6EK3OMS","2020-11-23 13:11:26","2020-11-23 13:11:26","INPALN01","INPALN01",""
