"SCI_RID_ITEM","SCI_AMT_ITEM","SCI_DTE_EFFECTIVE","SCI_RID_SCHEDULE","SCI_IND_UNSCHEDULE","SCI_TSP_REC_CREATE","SCI_TSP_REC_UPDATE","SCI_UID_REC_CREATE","SCI_UID_REC_UPDATE","SCI_PCT_ORIG_BAL","SCI_DTE_TARGET","SCI_AMT_INTEREST","SCI_AMT_INT_PAID","SCI_AMT_PRIN_PAID","SCI_DTE_ACCR_EFFEC","SCI_AMT_BILL_FACE","SCI_AMT_DISCOUNT","SCI_AMT_NETYLD_INT","SCI_AMT_PROCEEDS","SCI_AMT_SVFEE","SCI_CDE_CON_BIL_OP","SCI_CDE_F_BAL_TYPE","SCI_DTE_ACT_DUE","SCI_DTE_LNK_ASSET","SCI_DTE_LNK_DONE","SCI_IND_DEFICIENT","SCI_IND_LAST_DAY","SCI_NUM_GRACE_DAYS","SCI_NUM_INTR_DAYS","SCI_PCT_FAC_SC_ITM","SCI_RID_CTR_ITEM","SCI_CDE_OBJ_DB_ST","SCI_TSP_PRN_UPDATE","SCI_CDE_BRANCH"
"H+EG9RN6","-1183.43","2021-10-08 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-10-05 00:00:00","","0","0","2021-10-08 00:00:00","","","0","","0","NONE ","","2021-10-08 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EG9SRK","-1183.43","2021-10-11 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-10-06 00:00:00","","0","0","2021-10-11 00:00:00","","","0","","0","NONE ","","2021-10-09 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EG9TVY","-1183.43","2021-10-12 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-10-07 00:00:00","","0","0","2021-10-12 00:00:00","","","0","","0","NONE ","","2021-10-12 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EG9V0C","-1183.43","2021-10-13 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-10-08 00:00:00","","0","0","2021-10-13 00:00:00","","","0","","0","NONE ","","2021-10-13 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EG9W4Q","-1183.43","2021-10-14 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-10-11 00:00:00","","0","0","2021-10-14 00:00:00","","","0","","0","NONE ","","2021-10-14 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EG9X94","-1183.43","2021-10-15 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-10-12 00:00:00","","0","0","2021-10-15 00:00:00","","","0","","0","NONE ","","2021-10-15 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EG9YDI","-1183.43","2021-10-18 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-10-13 00:00:00","","0","0","2021-10-18 00:00:00","","","0","","0","NONE ","","2021-10-16 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EG9ZHW","-1183.43","2021-10-19 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-10-14 00:00:00","","0","0","2021-10-19 00:00:00","","","0","","0","NONE ","","2021-10-19 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGA0MA","-1183.43","2021-10-20 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-10-15 00:00:00","","0","0","2021-10-20 00:00:00","","","0","","0","NONE ","","2021-10-20 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGA1QO","-1183.43","2021-10-21 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-10-18 00:00:00","","0","0","2021-10-21 00:00:00","","","0","","0","NONE ","","2021-10-21 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGA2V2","-1183.43","2021-10-22 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-10-19 00:00:00","","0","0","2021-10-22 00:00:00","","","0","","0","NONE ","","2021-10-22 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGA3ZG","-1183.43","2021-10-25 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-10-20 00:00:00","","0","0","2021-10-25 00:00:00","","","0","","0","NONE ","","2021-10-23 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGA53U","-1183.43","2021-10-26 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-10-21 00:00:00","","0","0","2021-10-26 00:00:00","","","0","","0","NONE ","","2021-10-26 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGA688","-1183.43","2021-10-27 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-10-22 00:00:00","","0","0","2021-10-27 00:00:00","","","0","","0","NONE ","","2021-10-27 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGA7CM","-1183.43","2021-10-28 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-10-25 00:00:00","","0","0","2021-10-28 00:00:00","","","0","","0","NONE ","","2021-10-28 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGA8H0","-1183.43","2021-10-29 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-10-26 00:00:00","","0","0","2021-10-29 00:00:00","","","0","","0","NONE ","","2021-10-29 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGA9LE","-1183.43","2021-11-01 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-10-27 00:00:00","","0","0","2021-11-01 00:00:00","","","0","","0","NONE ","","2021-11-01 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGAAPS","-1183.43","2021-11-02 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-10-28 00:00:00","","0","0","2021-11-02 00:00:00","","","0","","0","NONE ","","2021-11-02 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGABU6","-1183.43","2021-11-03 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-10-29 00:00:00","","0","0","2021-11-03 00:00:00","","","0","","0","NONE ","","2021-11-03 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGACYK","-1183.43","2021-11-04 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-01 00:00:00","","0","0","2021-11-04 00:00:00","","","0","","0","NONE ","","2021-11-04 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGAE2Y","-1183.43","2021-11-05 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-02 00:00:00","","0","0","2021-11-05 00:00:00","","","0","","0","NONE ","","2021-11-05 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGAF7C","-1183.43","2021-11-08 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-03 00:00:00","","0","0","2021-11-08 00:00:00","","","0","","0","NONE ","","2021-11-06 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGAGBQ","-1183.43","2021-11-09 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-04 00:00:00","","0","0","2021-11-09 00:00:00","","","0","","0","NONE ","","2021-11-09 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGAHG4","-1183.43","2021-11-10 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-05 00:00:00","","0","0","2021-11-10 00:00:00","","","0","","0","NONE ","","2021-11-10 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGAIKI","-1183.43","2021-11-11 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-08 00:00:00","","0","0","2021-11-11 00:00:00","","","0","","0","NONE ","","2021-11-11 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGAJOW","-1183.43","2021-11-12 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-09 00:00:00","","0","0","2021-11-12 00:00:00","","","0","","0","NONE ","","2021-11-12 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGAKTA","-1183.43","2021-11-15 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-10 00:00:00","","0","0","2021-11-15 00:00:00","","","0","","0","NONE ","","2021-11-13 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGALXO","-1183.43","2021-11-16 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-11 00:00:00","","0","0","2021-11-16 00:00:00","","","0","","0","NONE ","","2021-11-16 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGAN22","-1183.43","2021-11-17 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-12 00:00:00","","0","0","2021-11-17 00:00:00","","","0","","0","NONE ","","2021-11-17 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGAO6G","-1183.43","2021-11-18 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-15 00:00:00","","0","0","2021-11-18 00:00:00","","","0","","0","NONE ","","2021-11-18 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGAPAU","-1183.43","2021-11-19 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-16 00:00:00","","0","0","2021-11-19 00:00:00","","","0","","0","NONE ","","2021-11-19 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGAQF8","-1183.43","2021-11-22 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-17 00:00:00","","0","0","2021-11-22 00:00:00","","","0","","0","NONE ","","2021-11-20 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGARJM","-1183.43","2021-11-23 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-18 00:00:00","","0","0","2021-11-23 00:00:00","","","0","","0","NONE ","","2021-11-23 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGASO0","-1183.43","2021-11-24 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-19 00:00:00","","0","0","2021-11-24 00:00:00","","","0","","0","NONE ","","2021-11-24 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGATSE","-1183.43","2021-11-25 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-22 00:00:00","","0","0","2021-11-25 00:00:00","","","0","","0","NONE ","","2021-11-25 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGAUWS","-1183.43","2021-11-26 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-23 00:00:00","","0","0","2021-11-26 00:00:00","","","0","","0","NONE ","","2021-11-26 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGAW16","-1183.43","2021-11-29 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-24 00:00:00","","0","0","2021-11-29 00:00:00","","","0","","0","NONE ","","2021-11-27 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGAX5K","-1183.43","2021-11-30 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-25 00:00:00","","0","0","2021-11-30 00:00:00","","","0","","0","NONE ","","2021-11-30 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGAY9Y","-1183.43","2021-12-01 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-26 00:00:00","","0","0","2021-12-01 00:00:00","","","0","","0","NONE ","","2021-12-01 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGAZEC","-1183.43","2021-12-02 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-29 00:00:00","","0","0","2021-12-02 00:00:00","","","0","","0","NONE ","","2021-12-02 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGB0IQ","-1183.43","2021-12-03 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-11-30 00:00:00","","0","0","2021-12-03 00:00:00","","","0","","0","NONE ","","2021-12-03 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGB1N4","-1183.43","2021-12-06 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-01 00:00:00","","0","0","2021-12-06 00:00:00","","","0","","0","NONE ","","2021-12-04 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGB2RI","-1183.43","2021-12-07 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-02 00:00:00","","0","0","2021-12-07 00:00:00","","","0","","0","NONE ","","2021-12-07 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGB3VW","-1183.43","2021-12-08 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-03 00:00:00","","0","0","2021-12-08 00:00:00","","","0","","0","NONE ","","2021-12-08 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGB50A","-1183.43","2021-12-09 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-06 00:00:00","","0","0","2021-12-09 00:00:00","","","0","","0","NONE ","","2021-12-09 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGB64O","-1183.43","2021-12-10 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-07 00:00:00","","0","0","2021-12-10 00:00:00","","","0","","0","NONE ","","2021-12-10 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGB792","-1183.43","2021-12-13 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-08 00:00:00","","0","0","2021-12-13 00:00:00","","","0","","0","NONE ","","2021-12-11 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGB8DG","-1183.43","2021-12-14 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-09 00:00:00","","0","0","2021-12-14 00:00:00","","","0","","0","NONE ","","2021-12-14 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGB9HU","-1183.43","2021-12-15 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-10 00:00:00","","0","0","2021-12-15 00:00:00","","","0","","0","NONE ","","2021-12-15 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBAM8","-1183.43","2021-12-16 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-13 00:00:00","","0","0","2021-12-16 00:00:00","","","0","","0","NONE ","","2021-12-16 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBBQM","-1183.43","2021-12-17 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-14 00:00:00","","0","0","2021-12-17 00:00:00","","","0","","0","NONE ","","2021-12-17 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBCV0","-1183.43","2021-12-20 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-15 00:00:00","","0","0","2021-12-20 00:00:00","","","0","","0","NONE ","","2021-12-18 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBDZE","-1183.43","2021-12-21 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-16 00:00:00","","0","0","2021-12-21 00:00:00","","","0","","0","NONE ","","2021-12-21 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBF3S","-1183.43","2021-12-22 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-17 00:00:00","","0","0","2021-12-22 00:00:00","","","0","","0","NONE ","","2021-12-22 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBG86","-1183.43","2021-12-23 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-20 00:00:00","","0","0","2021-12-23 00:00:00","","","0","","0","NONE ","","2021-12-23 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBHCK","-1183.43","2021-12-24 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-21 00:00:00","","0","0","2021-12-24 00:00:00","","","0","","0","NONE ","","2021-12-24 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBIGY","-1183.43","2021-12-27 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-22 00:00:00","","0","0","2021-12-27 00:00:00","","","0","","0","NONE ","","2021-12-25 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBJLC","-1183.43","2021-12-28 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-23 00:00:00","","0","0","2021-12-28 00:00:00","","","0","","0","NONE ","","2021-12-28 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBKPQ","-1183.43","2021-12-29 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-24 00:00:00","","0","0","2021-12-29 00:00:00","","","0","","0","NONE ","","2021-12-29 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBLU4","-1183.43","2021-12-30 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-27 00:00:00","","0","0","2021-12-30 00:00:00","","","0","","0","NONE ","","2021-12-30 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBMYI","-1183.43","2021-12-31 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-28 00:00:00","","0","0","2021-12-31 00:00:00","","","0","","0","NONE ","","2021-12-31 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBO2W","-1183.43","2022-01-03 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-29 00:00:00","","0","0","2022-01-03 00:00:00","","","0","","0","NONE ","","2022-01-01 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBP7A","-1183.43","2022-01-04 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-30 00:00:00","","0","0","2022-01-04 00:00:00","","","0","","0","NONE ","","2022-01-04 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBQBO","-1183.43","2022-01-05 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2021-12-31 00:00:00","","0","0","2022-01-05 00:00:00","","","0","","0","NONE ","","2022-01-05 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBRG2","-1183.43","2022-01-06 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2022-01-03 00:00:00","","0","0","2022-01-06 00:00:00","","","0","","0","NONE ","","2022-01-06 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBSKG","-1183.43","2022-01-07 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2022-01-04 00:00:00","","0","0","2022-01-07 00:00:00","","","0","","0","NONE ","","2022-01-07 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBTOU","-1183.43","2022-01-10 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2022-01-05 00:00:00","","0","0","2022-01-10 00:00:00","","","0","","0","NONE ","","2022-01-08 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBUT8","-1183.43","2022-01-11 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2022-01-06 00:00:00","","0","0","2022-01-11 00:00:00","","","0","","0","NONE ","","2022-01-11 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBVXM","-1183.43","2022-01-12 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2022-01-07 00:00:00","","0","0","2022-01-12 00:00:00","","","0","","0","NONE ","","2022-01-12 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBX20","-1183.43","2022-01-13 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2022-01-10 00:00:00","","0","0","2022-01-13 00:00:00","","","0","","0","NONE ","","2022-01-13 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBY6E","-1183.43","2022-01-14 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2022-01-11 00:00:00","","0","0","2022-01-14 00:00:00","","","0","","0","NONE ","","2022-01-14 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGBZAS","-1183.43","2022-01-17 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2022-01-12 00:00:00","","0","0","2022-01-17 00:00:00","","","0","","0","NONE ","","2022-01-15 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGC0F6","-1183.43","2022-01-18 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2022-01-13 00:00:00","","0","0","2022-01-18 00:00:00","","","0","","0","NONE ","","2022-01-18 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGC1JK","-1183.43","2022-01-19 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2022-01-14 00:00:00","","0","0","2022-01-19 00:00:00","","","0","","0","NONE ","","2022-01-19 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGC2NY","-1183.43","2022-01-20 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2022-01-17 00:00:00","","0","0","2022-01-20 00:00:00","","","0","","0","NONE ","","2022-01-20 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGC3SC","-1183.43","2022-01-21 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2022-01-18 00:00:00","","0","0","2022-01-21 00:00:00","","","0","","0","NONE ","","2022-01-21 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGC4WQ","-1183.43","2022-01-24 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2022-01-19 00:00:00","","0","0","2022-01-24 00:00:00","","","0","","0","NONE ","","2022-01-22 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGC614","-1183.43","2022-01-25 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2022-01-20 00:00:00","","0","0","2022-01-25 00:00:00","","","0","","0","NONE ","","2022-01-25 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGC75I","-1183.43","2022-01-26 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2022-01-21 00:00:00","","0","0","2022-01-26 00:00:00","","","0","","0","NONE ","","2022-01-26 00:00:00","","","","N","","","","","PEND ","","CG852"
"H+EGC89W","-1183.43","2022-01-27 00:00:00","H+EFYX7T","N","2020-08-26 15:54:58","2020-08-26 15:54:58","LIQUSR03","LIQUSR03","0.00197238333333","2022-01-24 00:00:00","","0","0","2022-01-27 00:00:00","","","0","","0","NONE ","","2022-01-27 00:00:00","","","","N","","","","","PEND ","","CG852"
