"CUE_CID_CUST_ID","CUE_CDE_EVENT_TYPE","CUE_DTE_EFFECTIVE","CUE_RID_CUST_EVENT","CUE_TSP_REC_CREATE","CUE_TSP_REC_UPDATE","CUE_UID_REC_CREATE","CUE_UID_REC_UPDATE","CUE_TXT_EVENT_CMT","CUE_CDE_BRANCH"
"(KE4Q19S","RIREL","2020-09-10 00:00:00","(TEFFLK6","2020-08-24 17:22:07","2020-08-24 17:22:07","DJRHAPRV","DJRHAPRV","Remittance Instruction IMT1 has been released.",""
"(IEFGRPX","RIREL","2020-09-10 00:00:00","(BEFGWXY","2020-08-25 10:18:23","2020-08-25 10:18:23","MGRRON01","MGRRON01","Remittance Instruction RTGS1- TO CUSTOMER has been released.",""
"(IEFGRPX","RIREL","2020-09-10 00:00:00","(BEFGWY4","2020-08-25 10:18:49","2020-08-25 10:18:49","MGRRON01","MGRRON01","Remittance Instruction RTGS2- FROM CUSTOMER has been released.",""
"Y?EFF2ED","LOCMP","2020-09-10 00:00:00","H=EFIV01","2020-08-26 11:51:17","2020-08-26 11:51:17","INPAMT01","INPAMT01","Borrower location Sydney, NSW,Australia completed.",""
"1KEFIX0F","LOCMP","2020-09-10 00:00:00","1)EFIXEZ","2020-08-26 12:56:55","2020-08-26 12:56:55","INPALN01","INPALN01","Borrower location Sydney, NSW,Australia completed.",""
"1KEFIX0F","RICHN","2020-09-10 00:00:00","1)EFIXV1","2020-08-26 12:59:07","2020-08-26 12:59:07","INPALN01","INPALN01","Remittance Instruction RTGS1 - TO CUSTOMER has been changed",""
"1KEFIX0F","RICHN","2020-09-10 00:00:00","1)EFIYB6","2020-08-26 13:01:22","2020-08-26 13:01:22","INPALN01","INPALN01","Remittance Instruction RTGS2 -FROM CUSTOMER has been changed",""
"E2E4RAUV","RIREL","2020-05-29 00:00:00","IBEFME3Q","2020-08-28 10:49:11","2020-08-28 10:49:11","MANZANOS","MANZANOS","Remittance Instruction IMT4 - NOK has been released.",""
"XOEFL7K0","LOCMP","2020-09-11 00:00:00","I#EFMHHC","2020-08-28 10:51:29","2020-08-28 10:51:29","INPAMT01","INPAMT01","Borrower location Sydney, NSW,Australia completed.",""
"XOEFL7K0","LOCMP","2020-09-11 00:00:00","I+EFMIE7","2020-08-28 11:14:56","2020-08-28 11:14:56","INPAMT01","INPAMT01","Borrower location Sydney, NSW,Australia completed.",""
"XOEFL7K0","RICHN","2020-09-11 00:00:00","I+EFMJ52","2020-08-28 11:17:45","2020-08-28 11:17:45","INPAMT01","INPAMT01","Remittance Instruction RTGS-AUD2521 has been changed",""
"#ZEFTUU3","CRTE ","2020-09-11 00:00:00","#ZEFTUU9","2020-09-01 10:33:14","2020-09-01 10:33:14","INPROS01","INPROS01","New online customer 1913520 created.",""
"#ZEFTUU3","ERADD","2018-11-28 00:00:00","#ZEFTUUE","2020-09-01 10:37:50","2020-09-01 10:37:50","INPROS01","INPROS01","External Risk Rating type 'Standard & Poor's' was added with initial value 'BBB+'.",""
"RVEGKDP0","STCHD","2020-11-16 00:00:00","RVEGKDP4","2020-09-15 19:19:41","2020-09-15 19:19:41","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"RVEGKDP0","CFCOP","2020-11-16 00:00:00","RVEGKDP5","2020-09-15 19:19:41","2020-09-15 19:19:41","LOANIQ01","LOANIQ01","Created From Common Party",""
"RVEGLKJM","STCHD","2020-11-17 00:00:00","RVEGLKJQ","2020-09-16 10:45:15","2020-09-16 10:45:15","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"RVEGLKJM","CFCOP","2020-11-17 00:00:00","RVEGLKJR","2020-09-16 10:45:15","2020-09-16 10:45:15","LOANIQ01","LOANIQ01","Created From Common Party",""
"RVEGLLWH","STCHD","2020-11-17 00:00:00","RVEGLLWL","2020-09-16 11:14:18","2020-09-16 11:14:18","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"RVEGLLWH","CFCOP","2020-11-17 00:00:00","RVEGLLWM","2020-09-16 11:14:18","2020-09-16 11:14:18","LOANIQ01","LOANIQ01","Created From Common Party",""
"RVEGLOT3","STCHD","2020-11-17 00:00:00","RVEGLOT7","2020-09-16 12:17:19","2020-09-16 12:17:19","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"RVEGLOT3","CFCOP","2020-11-17 00:00:00","RVEGLOT8","2020-09-16 12:17:19","2020-09-16 12:17:19","LOANIQ01","LOANIQ01","Created From Common Party",""
"RVEGLR0K","STCHD","2020-11-17 00:00:00","RVEGLR0O","2020-09-16 13:05:01","2020-09-16 13:05:01","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"RVEGLR0K","CFCOP","2020-11-17 00:00:00","RVEGLR0P","2020-09-16 13:05:01","2020-09-16 13:05:01","LOANIQ01","LOANIQ01","Created From Common Party",""
"RVEGLYK0","STCHD","2020-11-17 00:00:00","RVEGLYK4","2020-09-16 15:47:53","2020-09-16 15:47:53","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"RVEGLYK0","CFCOP","2020-11-17 00:00:00","RVEGLYK5","2020-09-16 15:47:53","2020-09-16 15:47:53","LOANIQ01","LOANIQ01","Created From Common Party",""
"ZHEF7YY1","RIREL","2020-06-25 00:00:00","B1EGLZV6","2020-09-16 16:05:32","2020-09-16 16:05:32","JANICEA2","JANICEA2","Remittance Instruction IMT2 has been released.",""
"SIEESUTN","RICHN","2020-06-25 00:00:00","-BEGM15S","2020-09-16 16:14:23","2020-09-16 16:14:23","CMARTILL","CMARTILL","Remittance Instruction IMT8 has been changed",""
"SIEESUTN","RIREL","2020-06-25 00:00:00","B:EGM1KR","2020-09-16 16:23:10","2020-09-16 16:23:10","RPTMGR01","RPTMGR01","Remittance Instruction IMT3 has been released.",""
"SIEESUTN","RIREL","2020-06-25 00:00:00","B:EGM1L0","2020-09-16 16:23:33","2020-09-16 16:23:33","RPTMGR01","RPTMGR01","Remittance Instruction IMT4 has been released.",""
"SIEESUTN","RIREL","2020-06-25 00:00:00","B:EGM1L7","2020-09-16 16:24:02","2020-09-16 16:24:02","RPTMGR01","RPTMGR01","Remittance Instruction IMT2 has been released.",""
"Y?EFF2ED","RICHN","2020-09-10 00:00:00","H=EFIVDF","2020-08-26 11:52:27","2020-08-26 11:52:27","INPAMT01","INPAMT01","Remittance Instruction RTGSAUD1-5806 has been changed",""
"Y?EFF2ED","RICHN","2020-09-10 00:00:00","H=EFIVQW","2020-08-26 11:53:34","2020-08-26 11:53:34","INPAMT01","INPAMT01","Remittance Instruction RTGS-AUD2528 has been changed",""
"Y?EFF2ED","RICHN","2020-09-10 00:00:00","H=EFIVR0","2020-08-26 11:59:04","2020-08-26 11:59:04","INPAMT01","INPAMT01","Remittance Instruction RTGS-AUD2528 has been deleted.",""
"Y?EFF2ED","RICHN","2020-09-10 00:00:00","H=EFIVR1","2020-08-26 11:59:11","2020-08-26 11:59:11","INPAMT01","INPAMT01","Remittance Instruction RTGSAUD1-5806 has been deleted.",""
"Y?EFF2ED","RICHN","2020-09-10 00:00:00","HIEFIWUJ","2020-08-26 12:09:02","2020-08-26 12:09:02","INPAMT01","INPAMT01","Remittance Instruction RTGS-AUD2529 has been changed",""
"1KEFIX0F","RIREL","2020-09-10 00:00:00","1JEFIZ0H","2020-08-26 13:08:15","2020-08-26 13:08:15","MGRALN01","MGRALN01","Remittance Instruction RTGS1 - TO CUSTOMER has been released.",""
"1KEFIX0F","RIREL","2020-09-10 00:00:00","1JEFIZ0N","2020-08-26 13:08:39","2020-08-26 13:08:39","MGRALN01","MGRALN01","Remittance Instruction RTGS2 -FROM CUSTOMER has been released.",""
"1MEFJ04Y","CRTE ","2020-09-10 00:00:00","1MEFJ054","2020-08-26 13:38:18","2020-08-26 13:38:18","INPALN01","INPALN01","New online customer ARIHANT TRADING COMPANY 000012 created.",""
"1MEFJ04Y","LOCMP","2020-09-10 00:00:00","1$EFJ0J0","2020-08-26 14:09:39","2020-08-26 14:09:39","INPALN01","INPALN01","Borrower location Sydney, NSW,Australia completed.",""
"1MEFJ04Y","RIREL","2020-09-10 00:00:00","1SEFJ24I","2020-08-26 14:21:19","2020-08-26 14:21:19","MGRALN01","MGRALN01","Remittance Instruction RTGS1 - TO CUSTOMER has been released.",""
"1MEFJ04Y","RIREL","2020-09-10 00:00:00","1SEFJ24O","2020-08-26 14:21:48","2020-08-26 14:21:48","MGRALN01","MGRALN01","Remittance Instruction RTGS2 -FROM CUSTOMER has been released.",""
"(KE4Q19S","RIREL","2020-09-10 00:00:00","=!EFJ3XN","2020-08-26 15:12:47","2020-08-26 15:12:47","DJRHAPRV","DJRHAPRV","Remittance Instruction DDA2 has been released.",""
"P=E6K597","RIREL","2020-09-10 00:00:00","=!EFJ3XX","2020-08-26 15:13:24","2020-08-26 15:13:24","DJRHAPRV","DJRHAPRV","Remittance Instruction DDA2 has been released.",""
"=REFJ68W","LOCMP","2020-09-10 00:00:00","$ZEFJ71Y","2020-08-26 17:25:29","2020-08-26 17:25:29","INPAMT01","INPAMT01","Borrower location Sydney, NSW,Australia completed.",""
"=REFJ68W","RICHN","2020-09-10 00:00:00","$ZEFJ7ST","2020-08-26 17:27:59","2020-08-26 17:27:59","INPAMT01","INPAMT01","Remittance Instruction RTGS-AUD2521 has been changed",""
"?NEFKRY6","RICHN","2020-09-10 00:00:00","?NEFKT0T","2020-08-27 14:12:32","2020-08-27 14:12:32","INPALN01","INPALN01","Remittance Instruction RTGS1 - TO CUSTOMER has been changed",""
"?NEFKRY6","RICHN","2020-09-10 00:00:00","?NEFKTGY","2020-08-27 14:15:07","2020-08-27 14:15:07","INPALN01","INPALN01","Remittance Instruction RTGS2 -FROM CUSTOMER has been changed",""
"?NEFKRY6","RIREL","2020-09-10 00:00:00","?BEFKU6B","2020-08-27 14:23:46","2020-08-27 14:23:46","MGRALN01","MGRALN01","Remittance Instruction RTGS1 - TO CUSTOMER has been released.",""
"?NEFKRY6","RIREL","2020-09-10 00:00:00","?BEFKU6H","2020-08-27 14:24:22","2020-08-27 14:24:22","MGRALN01","MGRALN01","Remittance Instruction RTGS2 -FROM CUSTOMER has been released.",""
"7NEFL00E","RICHN","2020-09-10 00:00:00","7NEFL14E","2020-08-27 17:00:45","2020-08-27 17:00:45","INPALN01","INPALN01","Remittance Instruction RTGS2 -FROM CUSTOMER has been changed",""
"7NEFL00E","RIREL","2020-09-10 00:00:00","7:EFL1TR","2020-08-27 17:10:11","2020-08-27 17:10:11","MGRALN01","MGRALN01","Remittance Instruction RTGS1 - TO CUSTOMER has been released.",""
"N?EFL3EX","CRTE ","2020-09-10 00:00:00","N?EFL3F3","2020-08-27 18:00:11","2020-08-27 18:00:11","JOBINP  ","JOBINP  ","New online customer SANSEERA ELECTRONICS LTD 003 created.",""
"N?EFL3EX","RICHN","2020-09-11 00:00:00","XZEFL4WQ","2020-08-27 18:23:44","2020-08-27 18:23:44","INPAMT01","INPAMT01","Remittance Instruction RTGSAUD1-5808 has been changed",""
"N?EFL3EX","RIREL","2020-09-11 00:00:00","X8EFL5ZK","2020-08-27 18:32:57","2020-08-27 18:32:57","MGRAMT01","MGRAMT01","Remittance Instruction RTGSAUD1-5808 has been released.",""
"N?EFL3EX","RIREL","2020-09-11 00:00:00","X8EFL5ZQ","2020-08-27 18:33:22","2020-08-27 18:33:22","MGRAMT01","MGRAMT01","Remittance Instruction RTGS-AUD2521 has been released.",""
"XOEFL7K0","CRTE ","2020-09-11 00:00:00","XOEFL7K6","2020-08-27 19:34:35","2020-08-27 19:34:35","INPAMT01","INPAMT01","New online customer SANSEERA ELECTRONICS LTD 004 created.",""
"#ZEFTUU3","RIREL","2020-05-29 00:00:00","#7EFU6RD","2020-09-01 14:37:29","2020-09-01 14:37:29","INPROS01","INPROS01","Remittance Instruction RTGS3 has been released.",""
"SIEESUTN","RICHN","2020-06-25 00:00:00","-BEGM0F8","2020-09-16 16:07:57","2020-09-16 16:07:57","CMARTILL","CMARTILL","Remittance Instruction IMT6 has been changed",""
"SIEESUTN","RICHN","2020-06-25 00:00:00","-BEGM0IO","2020-09-16 16:08:37","2020-09-16 16:08:37","CMARTILL","CMARTILL","Remittance Instruction IMT6 has been changed",""
"SIEESUTN","RICHN","2020-06-25 00:00:00","-BEGM0U8","2020-09-16 16:13:08","2020-09-16 16:13:08","CMARTILL","CMARTILL","Remittance Instruction IMT7 has been changed",""
"SIEESUTN","RIREL","2020-06-25 00:00:00","B:EGM1LE","2020-09-16 16:24:25","2020-09-16 16:24:25","RPTMGR01","RPTMGR01","Remittance Instruction IMT6 has been released.",""
"SIEESUTN","RIREL","2020-06-25 00:00:00","B:EGM1LL","2020-09-16 16:24:52","2020-09-16 16:24:52","RPTMGR01","RPTMGR01","Remittance Instruction IMT5 has been released.",""
"RVEGM3EJ","STCHD","2020-11-17 00:00:00","RVEGM3EN","2020-09-16 17:32:35","2020-09-16 17:32:35","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"RVEGM3EJ","CFCOP","2020-11-17 00:00:00","RVEGM3EO","2020-09-16 17:32:35","2020-09-16 17:32:35","LOANIQ01","LOANIQ01","Created From Common Party",""
"RVEGM4S0","STCHD","2020-11-17 00:00:00","RVEGM4S4","2020-09-16 18:02:17","2020-09-16 18:02:17","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"RVEGM4S0","CFCOP","2020-11-17 00:00:00","RVEGM4S5","2020-09-16 18:02:17","2020-09-16 18:02:17","LOANIQ01","LOANIQ01","Created From Common Party",""
"RVEGM632","STCHD","2020-11-17 00:00:00","RVEGM636","2020-09-16 18:29:36","2020-09-16 18:29:36","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"RVEGM632","CFCOP","2020-11-17 00:00:00","RVEGM637","2020-09-16 18:29:36","2020-09-16 18:29:36","LOANIQ01","LOANIQ01","Created From Common Party",""
"RVEGM7UY","STCHD","2020-11-17 00:00:00","RVEGM7V2","2020-09-16 19:08:50","2020-09-16 19:08:50","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"RVEGM7UY","CFCOP","2020-11-17 00:00:00","RVEGM7V3","2020-09-16 19:08:50","2020-09-16 19:08:50","LOANIQ01","LOANIQ01","Created From Common Party",""
"RVEGM9SK","STCHD","2020-11-18 00:00:00","RVEGM9SO","2020-09-16 19:50:36","2020-09-16 19:50:36","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"RVEGM9SK","CFCOP","2020-11-18 00:00:00","RVEGM9SP","2020-09-16 19:50:36","2020-09-16 19:50:36","LOANIQ01","LOANIQ01","Created From Common Party",""
"RVEGMADU","STCHD","2020-11-18 00:00:00","RVEGMADY","2020-09-16 20:03:22","2020-09-16 20:03:22","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"RVEGMADU","CFCOP","2020-11-18 00:00:00","RVEGMADZ","2020-09-16 20:03:22","2020-09-16 20:03:22","LOANIQ01","LOANIQ01","Created From Common Party",""
"SIEESUTN","RICHN","2020-06-25 00:00:00","B+EGMAVH","2020-09-16 20:13:57","2020-09-16 20:13:57","CMARTILL","CMARTILL","Remittance Instruction IMT9 has been changed",""
"SIEESUTN","RICHN","2020-06-25 00:00:00","B+EGMAYX","2020-09-16 20:14:08","2020-09-16 20:14:08","CMARTILL","CMARTILL","Remittance Instruction IMT9 has been changed",""
")?EF8978","RICHN","2020-06-25 00:00:00","QVEGMD8O","2020-09-16 20:23:32","2020-09-16 20:23:32","SMANZANO","SMANZANO","Remittance Instruction IMT2 has been changed",""
")?EF8978","RICHN","2020-06-25 00:00:00","QVEGMDC4","2020-09-16 20:24:24","2020-09-16 20:24:24","SMANZANO","SMANZANO","Remittance Instruction IMT2 has been changed",""
")?EF8978","RICHN","2020-06-25 00:00:00","QVEGMDK8","2020-09-16 20:28:00","2020-09-16 20:28:00","SMANZANO","SMANZANO","Remittance Instruction IMT3 has been changed",""
")?EF8978","RICHN","2020-06-25 00:00:00","QVEGMDVT","2020-09-16 20:34:34","2020-09-16 20:34:34","SMANZANO","SMANZANO","Remittance Instruction IMT4 has been changed",""
")?EF8978","RICHN","2020-06-25 00:00:00","QVEGME7D","2020-09-16 20:37:32","2020-09-16 20:37:32","SMANZANO","SMANZANO","Remittance Instruction IMT5 has been changed",""
")?EF8978","RICHN","2020-06-25 00:00:00","QVEGMEAT","2020-09-16 20:38:10","2020-09-16 20:38:10","SMANZANO","SMANZANO","Remittance Instruction IMT5 has been changed",""
")?EF8978","RIREL","2020-06-25 00:00:00","5)EGMF0K","2020-09-16 21:19:48","2020-09-16 21:19:48","MANZANOM","MANZANOM","Remittance Instruction IMT5 has been released.",""
"RVEGMGPE","STCHD","2020-11-19 00:00:00","RVEGMGPI","2020-09-16 22:19:55","2020-09-16 22:19:55","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"RVEGMGPE","CFCOP","2020-11-19 00:00:00","RVEGMGPJ","2020-09-16 22:19:55","2020-09-16 22:19:55","LOANIQ01","LOANIQ01","Created From Common Party",""
"RVEGMHIE","STCHD","2020-11-19 00:00:00","RVEGMHII","2020-09-16 22:37:19","2020-09-16 22:37:19","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"RVEGMHIE","CFCOP","2020-11-19 00:00:00","RVEGMHIJ","2020-09-16 22:37:19","2020-09-16 22:37:19","LOANIQ01","LOANIQ01","Created From Common Party",""
"ZHEF7YY1","RICHN","2020-06-25 00:00:00","V4EGNCZI","2020-09-17 09:58:26","2020-09-17 09:58:26","JAQUITAN","JAQUITAN","Remittance Instruction IMT3 has been changed",""
"ZHEF7YY1","RICHN","2020-06-25 00:00:00","V4EGND2Y","2020-09-17 09:59:27","2020-09-17 09:59:27","JAQUITAN","JAQUITAN","Remittance Instruction IMT3 has been changed",""
"ZHEF7YY1","RICHN","2020-06-25 00:00:00","V4EGNDB2","2020-09-17 10:00:35","2020-09-17 10:00:35","JAQUITAN","JAQUITAN","Remittance Instruction IMT4 has been changed",""
"Y?EFF2ED","RICHN","2020-09-10 00:00:00","@?EFH31K","2020-08-25 13:44:18","2020-08-25 13:44:18","INPAMT01","INPAMT01","Remittance Instruction RTGS-AUD2525 has been changed",""
"@*EFH8X0","CRTE ","2020-09-10 00:00:00","@*EFH8X6","2020-08-25 14:55:03","2020-08-25 14:55:03","INPALN01","INPALN01","New online customer ARIHANT TRADING COMPANY 000009 created.",""
"Y@EFF0L8","LOCMP","2020-05-27 00:00:00","(7EFHH3E","2020-08-25 15:02:47","2020-08-25 15:02:47","CMARTILL","CMARTILL","Lender location Sydney, NSW,Australia completed.",""
"@*EFH8X0","LOCMP","2020-09-10 00:00:00","@*EFH8XJ","2020-08-25 15:02:49","2020-08-25 15:02:49","INPALN01","INPALN01","Borrower location Sydney, NSW,Australia completed.",""
"@*EFH8X0","RICHN","2020-09-10 00:00:00","@*EFH9DL","2020-08-25 15:05:00","2020-08-25 15:05:00","INPALN01","INPALN01","Remittance Instruction RTGS1 - TO CUSTOMER has been changed",""
"@*EFH8X0","RICHN","2020-09-10 00:00:00","@*EFH9TQ","2020-08-25 15:07:13","2020-08-25 15:07:13","INPALN01","INPALN01","Remittance Instruction RTGS2 -FROM CUSTOMER has been changed",""
"@*EFH8X0","RIREL","2020-09-10 00:00:00","CUEFHAIZ","2020-08-25 15:14:07","2020-08-25 15:14:07","DHENDERS","DHENDERS","Remittance Instruction RTGS1 - TO CUSTOMER has been released.",""
"@*EFH8X0","RIREL","2020-09-10 00:00:00","CUEFHAJ5","2020-08-25 15:14:38","2020-08-25 15:14:38","DHENDERS","DHENDERS","Remittance Instruction RTGS2 -FROM CUSTOMER has been released.",""
"A$DPARLG","RICHN","2020-05-27 00:00:00","@+EFH93Y","2020-08-25 15:54:40","2020-08-25 15:54:40","LIQUSR03","LIQUSR03","Remittance Instruction IMT2 has been changed",""
"CTEFHBUM","RIREL","2020-09-10 00:00:00","C1EFHDGL","2020-08-25 16:16:08","2020-08-25 16:16:08","DHENDERS","DHENDERS","Remittance Instruction RTGS1 - TO CUSTOMER has been released.",""
"CTEFHBUM","RIREL","2020-09-10 00:00:00","C1EFHDGR","2020-08-25 16:16:36","2020-08-25 16:16:36","DHENDERS","DHENDERS","Remittance Instruction RTGS2 -FROM CUSTOMER has been released.",""
"Y?EFF2ED","LOCMP","2020-09-10 00:00:00","CQEFHD7S","2020-08-25 16:33:20","2020-08-25 16:33:20","INPAMT01","INPAMT01","Borrower location Sydney, NSW,Australia completed.",""
"ZHEF7YY1","RICHN","2020-06-25 00:00:00","V4EGNDEI","2020-09-17 10:00:47","2020-09-17 10:00:47","JAQUITAN","JAQUITAN","Remittance Instruction IMT4 has been changed",""
"ZHEF7YY1","RIREL","2020-06-25 00:00:00","VZEGNEHI","2020-09-17 10:12:44","2020-09-17 10:12:44","JANICEA2","JANICEA2","Remittance Instruction IMT4 has been released.",""
"ZHEF7YY1","RIREL","2020-06-25 00:00:00","VZEGNEHR","2020-09-17 10:12:54","2020-09-17 10:12:54","JANICEA2","JANICEA2","Remittance Instruction IMT3 has been released.",""
"SIEESUTN","RIREL","2020-06-25 00:00:00","VTEGNHKL","2020-09-17 10:24:58","2020-09-17 10:24:58","RPTMGR01","RPTMGR01","Remittance Instruction IMT9 has been released.",""
"RVEGNJNU","STCHD","2020-11-20 00:00:00","RVEGNJNY","2020-09-17 12:21:23","2020-09-17 12:21:23","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"RVEGNJNU","CFCOP","2020-11-20 00:00:00","RVEGNJNZ","2020-09-17 12:21:23","2020-09-17 12:21:23","LOANIQ01","LOANIQ01","Created From Common Party",""
"SIEESUTN","RICHN","2020-06-25 00:00:00","L*EGNL4M","2020-09-17 12:54:33","2020-09-17 12:54:33","CMARTILL","CMARTILL","Remittance Instruction IMT10 has been changed",""
"SIEESUTN","RICHN","2020-06-25 00:00:00","L*EGNL82","2020-09-17 12:54:48","2020-09-17 12:54:48","CMARTILL","CMARTILL","Remittance Instruction IMT10 has been changed",""
"RVEGNMPJ","STCHD","2020-11-20 00:00:00","RVEGNMPN","2020-09-17 13:27:12","2020-09-17 13:27:12","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"RVEGNMPJ","CFCOP","2020-11-20 00:00:00","RVEGNMPO","2020-09-17 13:27:12","2020-09-17 13:27:12","LOANIQ01","LOANIQ01","Created From Common Party",""
"SIEESUTN","RICHN","2020-06-25 00:00:00","*FEGNXC9","2020-09-17 16:51:51","2020-09-17 16:51:51","LIQUSR03","LIQUSR03","Remittance Instruction IMT14 has been changed",""
"SIEESUTN","RICHN","2020-06-25 00:00:00","*FEGNXJD","2020-09-17 16:51:57","2020-09-17 16:51:57","LIQUSR03","LIQUSR03","Remittance Instruction IMT14 has been changed",""
"SIEESUTN","RICHN","2020-06-25 00:00:00","*FEGNXRH","2020-09-17 16:55:03","2020-09-17 16:55:03","LIQUSR03","LIQUSR03","Remittance Instruction IMT15 has been changed",""
"SIEESUTN","RICHN","2020-06-25 00:00:00","*FEGNY6P","2020-09-17 16:55:38","2020-09-17 16:55:38","LIQUSR03","LIQUSR03","Remittance Instruction IMT16 has been changed",""
"SIEESUTN","RICHN","2020-06-25 00:00:00","*FEGNYT1","2020-09-17 16:56:20","2020-09-17 16:56:20","LIQUSR03","LIQUSR03","Remittance Instruction IMT17 has been changed",""
"SIEESUTN","RICHN","2020-06-25 00:00:00","*FEGNZGD","2020-09-17 16:57:29","2020-09-17 16:57:29","LIQUSR03","LIQUSR03","Remittance Instruction IMT19 has been changed",""
"SIEESUTN","RICHN","2020-06-25 00:00:00","*FEGNZNH","2020-09-17 16:57:34","2020-09-17 16:57:34","LIQUSR03","LIQUSR03","Remittance Instruction IMT19 has been changed",""
"SIEESUTN","RICHN","2020-06-25 00:00:00","*FEGNZZR","2020-09-17 16:58:55","2020-09-17 16:58:55","LIQUSR03","LIQUSR03","Remittance Instruction IMT20 has been changed",""
"SIEESUTN","RICHN","2020-06-25 00:00:00","*FEGO06V","2020-09-17 16:59:07","2020-09-17 16:59:07","LIQUSR03","LIQUSR03","Remittance Instruction IMT20 has been changed",""
"SIEESUTN","RIREL","2020-06-25 00:00:00","A6EGO1G6","2020-09-17 17:05:21","2020-09-17 17:05:21","FI717102","FI717102","Remittance Instruction IMT13 has been released.",""
"SIEESUTN","RIREL","2020-06-25 00:00:00","A6EGO1GF","2020-09-17 17:05:38","2020-09-17 17:05:38","FI717102","FI717102","Remittance Instruction DDA1 has been released.",""
"SIEESUTN","RIREL","2020-06-25 00:00:00","A6EGO1GM","2020-09-17 17:05:48","2020-09-17 17:05:48","FI717102","FI717102","Remittance Instruction IMT12 has been released.",""
"SIEESUTN","RIREL","2020-06-25 00:00:00","A6EGO1GT","2020-09-17 17:06:01","2020-09-17 17:06:01","FI717102","FI717102","Remittance Instruction IMT14 has been released.",""
"SIEESUTN","RIREL","2020-06-25 00:00:00","A6EGO1H0","2020-09-17 17:06:11","2020-09-17 17:06:11","FI717102","FI717102","Remittance Instruction IMT15 has been released.",""
"SIEESUTN","RIREL","2020-06-25 00:00:00","A6EGO1H7","2020-09-17 17:06:20","2020-09-17 17:06:20","FI717102","FI717102","Remittance Instruction IMT16 has been released.",""
"SIEESUTN","RIREL","2020-06-25 00:00:00","A6EGO1HE","2020-09-17 17:06:31","2020-09-17 17:06:31","FI717102","FI717102","Remittance Instruction IMT17 has been released.",""
"SIEESUTN","RIREL","2020-06-25 00:00:00","A6EGO1HL","2020-09-17 17:06:39","2020-09-17 17:06:39","FI717102","FI717102","Remittance Instruction IMT18 has been released.",""
"SIEESUTN","RIREL","2020-06-26 00:00:00","A6EGO1HS","2020-09-17 17:06:47","2020-09-17 17:06:47","FI717102","FI717102","Remittance Instruction IMT19 has been released.",""
"SIEESUTN","RIREL","2020-06-26 00:00:00","A6EGO1HZ","2020-09-17 17:06:58","2020-09-17 17:06:58","FI717102","FI717102","Remittance Instruction IMT20 has been released.",""
"SIEESUTN","RIREL","2020-06-26 00:00:00","A6EGO1I6","2020-09-17 17:07:08","2020-09-17 17:07:08","FI717102","FI717102","Remittance Instruction RTGS1 has been released.",""
"RVEGX7ZP","STCHD","2020-11-27 00:00:00","RVEGX7ZT","2020-09-22 17:43:42","2020-09-22 17:43:42","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"RVEGX7ZP","CFCOP","2020-11-27 00:00:00","RVEGX7ZU","2020-09-22 17:43:42","2020-09-22 17:43:42","LOANIQ01","LOANIQ01","Created From Common Party",""
"RVEGX802","STCHD","2020-11-27 00:00:00","RVEGX806","2020-09-22 17:43:43","2020-09-22 17:43:43","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"RVEGX802","CFCOP","2020-11-27 00:00:00","RVEGX807","2020-09-22 17:43:43","2020-09-22 17:43:43","LOANIQ01","LOANIQ01","Created From Common Party",""
"F5EEI82Y","NC   ","2020-11-27 00:00:00","RVEGXERR","2020-09-22 20:11:47","2020-09-22 20:11:47","LOANIQ01","LOANIQ01","The short name of customer 20200806XXX was changed from 20200806 to 20200806XXX.",""
"RVEGYLOB","STCHD","2020-11-27 00:00:00","RVEGYLOF","2020-09-23 11:38:28","2020-09-23 11:38:28","LOANIQ01","LOANIQ01","Status changed from Skeletal (Active) to Active (Active).",""
"RVEGYLOB","CFCOP","2020-11-27 00:00:00","RVEGYLOG","2020-09-23 11:38:28","2020-09-23 11:38:28","LOANIQ01","LOANIQ01","Created From Common Party",""
