"ADR_CID_CUST_ID","ADR_CDE_LOCATION","ADR_RID_ADDRESS","ADR_DSC_ADDRESS","ADR_ADR_CITY","ADR_CDE_STATE","ADR_CDE_PROVINCE","ADR_ADR_ZIP_CODE","ADR_CDE_COUNTRY","ADR_TSP_REC_CREATE","ADR_TSP_REC_UPDATE","ADR_UID_REC_CREATE","ADR_UID_REC_UPDATE","ADR_PHN_GENERAL","ADR_ADR_LINE_1","ADR_ADR_LINE_2","ADR_ADR_LINE_3","ADR_ADR_LINE_4","ADR_CDE_ADR_TYPE","ADR_ADR_LINE_5","ADR_ADR_LINE_6","ADR_CDE_BRANCH"
"UWEHCNQ1","","UWEHCNQ4","Legal Address       ","Alnwick                            ","","","2000      ","GB","2020-09-30 21:49:11","2020-10-28 00:33:16","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","Alnwick 3","Northumberland 4","","","",""
"UWEHCNT7","","UWEHCNTA","Legal Address       ","Alnwick                            ","","","2000      ","GB","2020-09-30 22:23:44","2020-09-30 22:23:44","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","Alnwick 3","Northumberland 4","","","",""
"UWEHCNU5","","UWEHCNU8","Legal Address       ","Alnwick                            ","","","2000      ","GB","2020-09-30 23:53:17","2020-10-28 00:33:17","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","Alnwick 3","Northumberland 4","","","",""
"UWEHCNUO","","UWEHCNUR","Legal Address       ","Alnwick                            ","","VIC  ","2000      ","AU","2020-10-01 00:15:32","2020-10-28 00:33:16","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","Alnwick 3","Northumberland 4","","","",""
"UWEHD87R","","UWEHD87U","Legal Address       ","Alnwick                            ","","VIC  ","2000      ","AU","2020-10-01 09:11:44","2020-10-01 09:11:44","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","Alnwick 3","Northumberland 4","","","",""
"UWEHDUC8","","UWEHDUCB","Legal Address       ","Alnwick                            ","","VIC  ","2000      ","AU","2020-10-01 17:09:37","2020-10-01 17:09:37","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","Alnwick 3","Northumberland 4","","","",""
"Y7EHFA63","","Y7EHFA65","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-02 11:07:19","2020-10-02 11:08:08","MIGGY_IN","MIGGY_IN"," ","George St.","Beverly Hills","","","","","",""
"$$EHN3YJ","","$$EHN3YM","Legal Address       ","Amsterdam                          ","","","1011      ","NL","2020-10-06 12:32:31","2020-10-06 12:32:31","LOANIQ01","LOANIQ01"," ","Line 1","Line 2","Line 3","Line 4","","","",""
"$$EHN6T8","","$$EHN6TB","Legal Address       ","Alnwick                            ","","","2000      ","GB","2020-10-06 18:17:24","2020-10-06 18:17:24","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","Alnwick 3","Northumberland 4","","","",""
"$$EHNARP","","$$EHNARS","Legal Address       ","Amsterdam                          ","","","1011      ","NL","2020-10-06 19:42:54","2020-10-06 19:42:54","LOANIQ01","LOANIQ01"," ","Line 1","Line 2","Line 3","Line 4","","","",""
"$$EHNOM1","","$$EHNOM4","Legal Address       ","London                             ","","","EC4R 7RF  ","GB","2020-10-07 00:41:56","2020-10-07 00:41:56","LOANIQ01","LOANIQ01"," ","Address 1","Address 2","Address 3","","","","",""
"$$EHP0RN","","$$EHP0RQ","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-07 18:02:05","2020-10-07 18:02:05","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"$$EHP2H3","","$$EHP2H6","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-07 18:38:55","2020-10-07 18:38:55","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"$$EHP6SW","","$$EHP6SZ","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-07 20:08:48","2020-10-08 15:14:19","LOANIQ01","MIGGY_IN"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"$$EHQXOV","","$$EHQXOY","Legal Address       ","Melbourne                          ","","VIC  ","2000      ","AU","2020-10-08 18:50:48","2020-10-08 18:50:48","LOANIQ01","LOANIQ01"," ","AL1","AL2","AL3","AL4","","","",""
"$$EHQXUC","","$$EHQXUF","Legal Address       ","Melbourne                          ","","VIC  ","2000      ","AU","2020-10-08 18:54:05","2020-10-08 18:54:05","LOANIQ01","LOANIQ01"," ","AL1","AL2","AL3","AL4","","","",""
"$$EHR4A6","","$$EHR4A9","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-08 21:13:11","2020-10-08 21:13:11","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"$$EHR705","","$$EHR708","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-08 22:11:57","2020-10-08 22:11:57","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"$$EHRAHI","","$$EHRAHL","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-08 23:27:11","2020-10-08 23:27:11","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"$$EHRB0J","","$$EHRB0M","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-08 23:38:35","2020-10-08 23:38:35","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"$$EHRBM0","","$$EHRBM3","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-08 23:51:28","2020-10-08 23:51:28","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"$$EHRE27","","$$EHRE2A","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-09 00:44:24","2020-10-09 00:44:24","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"$$EHRFK6","","$$EHRFK9","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-09 01:16:47","2020-10-09 01:16:47","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"$$EHRGFY","","$$EHRGG1","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-09 01:35:50","2020-10-09 01:35:50","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"$$EHRI9I","","$$EHRI9L","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-09 02:15:11","2020-10-09 02:15:11","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"$$EHRJJ7","","$$EHRJJA","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-09 02:42:35","2020-10-09 02:42:35","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"$$EHRK6C","","$$EHRK6F","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-09 02:56:29","2020-10-09 02:56:29","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"$$EHRN2R","","$$EHRN2U","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-09 03:59:08","2020-10-09 03:59:08","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"$$EHRND5","","$$EHRND8","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-09 04:05:22","2020-10-09 04:05:22","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"$$EHRQJI","","$$EHRQJL","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-09 05:13:59","2020-10-09 05:13:59","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"SIEESUTN","","SIEESUTP","LEGAL ADDRESS       ","Amsterdam                          ","","","1011      ","NL","2020-08-12 10:49:12","2020-08-12 10:55:17","CMARTILL","CMARTILL"," ","123 Somewhere","Street Address","","","","","",""
"#.EEWMP5","","#.EEWMP7","LEGAL ADDRESS       ","","","","","GB","2020-08-14 12:01:48","2020-08-14 12:01:48","ALNSUP01","ALNSUP01"," ","","","","","","","",""
"5QEF3VVU","","5QEF3VVW","LEGAL ADDRESS       ","Amsterdam                          ","","","","NL","2020-08-18 07:57:59","2020-08-18 08:48:50","LIQUSR05","LIQUSR05"," ","Line1","Line2","Line3","","","","",""
"ZHEF7YY1","","ZHEF7YY3","LEGAL ADDRESS       ","Amsterdam                          ","","","1011      ","NL","2020-08-20 14:56:42","2020-08-20 15:01:32","JAQUITAN","JAQUITAN"," ","Line 1","Line 2","Line 3","Line 4","","","",""
")?EF8978","",")?EF897A","LEGAL ADDRESS       ","Amsterdam                          ","","","1011      ","NL","2020-08-20 18:45:53","2020-08-20 19:00:24","SMANZANO","SMANZANO"," ","Line 1","Line 2","Line 3","Line 4","","","",""
")XEF8B7Z","",")XEF8B81","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-08-20 18:52:23","2020-08-20 18:53:39","INPALN01","INPALN01"," ","George St.","Beverly Hills","Line 1","Line 1","","","",""
")VEF8DJ0","",")VEF8DJ2","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-08-20 19:17:09","2020-08-20 19:24:53","INPALN01","INPALN01"," ","George St.","Beverly Hills","line1","line1","","","",""
"YPEFEVVD","","YPEFEVVF","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-08-24 08:21:14","2020-08-24 08:22:32","ALNINP01","ALNINP01"," ","George St.","Beverly Hills","None","None","","","",""
"(IEFGRPX","","(IEFGRPZ","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-08-25 09:56:16","2020-08-25 09:57:25","INPRON01","INPRON01","412345678","George St.","Beverly Hills","","","","","",""
"$#EFJ9I3","","$#EFJ9I5","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-08-26 18:16:35","2020-08-26 18:18:36","INPALN01","INPALN01","412345678","George St.","Beverly Hills","None","None","","","",""
"?NEFKRY6","","?NEFKRY8","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-08-27 13:54:11","2020-08-27 13:56:24","INPALN01","INPALN01","412345678","George St.","Beverly Hills","None","None","","","",""
"I2EFMH43","","I2EFMH45","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-08-28 11:14:28","2020-08-28 11:16:14","INPALN01","INPALN01","412345678","George St.","Beverly Hills","None","None","","","",""
"U!EG6TSS","","U!EG6TSU","LEGAL ADDRESS       ","FIGTREE                            ","","NSW  ","2525      ","AU","2020-09-08 11:38:43","2020-09-08 11:41:45","JCUSR01 ","JCUSR01 "," ","58 WEST 95 AVENUE","","","","","","",""
"G#EHA7HF","","G#EHA7HI","Legal Address       ","Heerlen                            ","","","1101      ","NL","2020-09-29 12:46:17","2020-09-29 12:46:17","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","","","","","",""
"G#EHA7S4","","G#EHA7S7","Legal Address       ","Sydney                             ","","NSW  ","2000      ","AU","2020-09-29 16:00:12","2020-09-29 16:00:12","LOANIQ01","LOANIQ01"," ","UPPER GRND FL","10 SHIRLEY ST","Pimpama Qld 3","Pennyroyal 4","","","",""
"G#EHB2AI","","G#EHB2AL","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-09-30 05:08:35","2020-09-30 05:08:35","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"G#EHB3WI","","G#EHB3WL","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-09-30 05:43:23","2020-09-30 05:43:23","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"G#EHBIJN","","G#EHBIJQ","Legal Address       ","SYDNEY                             ","","NSW  ","2000      ","AU","2020-09-30 10:59:40","2020-09-30 10:59:40","LOANIQ01","LOANIQ01"," ","LINE 1","LINE 2","LINE 3","LINE 4","","","",""
"G#EHBIK0","","G#EHBIK3","Legal Address       ","SYDNEY                             ","","NSW  ","2000      ","AU","2020-09-30 10:59:40","2020-09-30 10:59:40","LOANIQ01","LOANIQ01"," ","LINE 1","LINE 2","LINE 3","LINE 4","","","",""
"G#EHBIKD","","G#EHBIKG","Legal Address       ","SYDNEY                             ","","NSW  ","2000      ","AU","2020-09-30 10:59:40","2020-09-30 10:59:40","LOANIQ01","LOANIQ01"," ","LINE 1","LINE 2","LINE 3","LINE 4","","","",""
"G#EHBNN9","","G#EHBNNC","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-09-30 12:49:50","2020-10-08 00:38:38","LOANIQ01","MIGGY_IN"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"G#EHBPSE","","G#EHBPSH","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-09-30 13:36:06","2020-09-30 13:36:06","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"G#EHBPT2","","G#EHBPT5","Legal Address       ","Melbourne2                         ","","QLD  ","2000      ","AU","2020-09-30 13:36:30","2020-09-30 13:43:57","LOANIQ01","LOANIQ01"," ","AL11","AL22","AL33","AL44","","","",""
"G#EHBQIO","","G#EHBQIR","Legal Address       ","Melbourne                          ","","VIC  ","2000      ","AU","2020-09-30 13:51:52","2020-09-30 13:51:52","LOANIQ01","LOANIQ01"," ","L1","L2","L3","L4","","","",""
"G#EHBQS4","","G#EHBQS7","Legal Address       ","Melbourne                          ","","VIC  ","2000      ","AU","2020-09-30 13:57:33","2020-09-30 13:57:33","LOANIQ01","LOANIQ01"," ","L1","L2","L3","L4","","","",""
";(EHLBA1","",";(EHLBA4","Legal Address       ","Melbourne                          ","","VIC  ","2000      ","AU","2020-10-05 17:58:36","2020-10-05 17:58:36","LOANIQ01","LOANIQ01"," ","AL1","AL2","AL3","AL4","","","",""
";(EHLBAE","",";(EHLBAH","Legal Address       ","MELBOURNE                          ","","VIC  ","2000      ","AU","2020-10-05 17:58:36","2020-10-05 17:58:36","LOANIQ01","LOANIQ01"," ","AL1","AL2","AL3","AL4","","","",""
";(EHLBAR","",";(EHLBAU","Legal Address       ","Alnwick                            ","","","2000      ","GB","2020-10-05 17:58:37","2020-10-28 00:33:10","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","Alnwick 3","Northumberland 4","","","",""
"N=EHN4XA","","N=EHN4XC","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-06 17:40:06","2020-10-06 17:40:50","MIGGY_IN","MIGGY_IN"," ","George St.","Beverly Hills","","","","","",""
"$$EHRSRM","","$$EHRSRP","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-09 06:02:03","2020-10-09 06:02:03","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Line 3","Line 4","","","",""
"QUEHP3W8","","QUEHP3WA","LEGAL ADDRESS       ","","","","","AU","2020-10-07 19:17:57","2020-10-07 19:17:57","MGALING ","MGALING "," ","","","","","","","",""
"J6EHZQFQ","","J6EHZQFT","Legal Address       ","Alnwick                            ","","","2000      ","GB","2020-10-13 10:07:31","2020-10-13 10:07:31","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","Alnwick 3","Northumberland 4","","","",""
"J6EHZQG5","","J6EHZQG8","Legal Address       ","Alnwick                            ","","","2000      ","GB","2020-10-13 10:19:00","2020-10-13 10:19:00","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","","","","","",""
"J6EHZQGI","","J6EHZQGL","Legal Address       ","Amsterdam                          ","","","1001      ","NL","2020-10-13 10:19:57","2020-10-13 10:19:57","LOANIQ01","LOANIQ01"," ","Somewhere","Street","","","","","",""
"J6EHZQGZ","","J6EHZQH2","Legal Address       ","Alnwick                            ","","","2000      ","GB","2020-10-13 10:38:38","2020-10-13 10:38:38","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","Alnwick 3","Northumberland 4","","","",""
"J6EI07VT","","J6EI07VW","Legal Address       ","London                             ","","","uyuyguy   ","GB","2020-10-13 19:09:22","2020-10-13 19:09:22","LOANIQ01","LOANIQ01"," ","Add 1","","","","","","",""
"W5EI0RNF","","W5EI0RNH","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-14 02:20:03","2020-10-14 02:20:29","DANUSR01","DANUSR01"," ","George St.","Beverly Hills","","","","","",""
"WLEI0SYH","","WLEI0SYJ","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-14 02:48:09","2020-10-14 02:48:29","DANUSR01","DANUSR01"," ","George St.","Beverly Hills","","","","","",""
"10EI12OF","","10EI12OH","LEGAL ADDRESS       ","","","","","AU","2020-10-14 05:39:40","2020-10-14 05:39:40","DANUSR01","DANUSR01"," ","","","","","","","",""
"=4EI135W","","=4EI135Y","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-14 06:10:40","2020-10-14 06:11:06","DANUSR01","DANUSR01"," ","George St.","Beverly Hills","","","","","",""
"-8EI2IHA","","-8EI2IHC","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-14 23:43:46","2020-10-14 23:44:23","MIGGY_IN","MIGGY_IN"," ","George St.","Beverly Hills","","","","","",""
"0JEI4L1H","","0JEI4L1J","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-16 03:17:02","2020-10-16 03:18:26","KIDUENAS","KIDUENAS"," ","George St.","Beverly Hills","","","","","",""
"0REI4N8E","","0REI4N8G","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-16 04:21:25","2020-10-16 04:22:05","KIDUENAS","KIDUENAS"," ","George St.","Beverly Hills","","","","","",""
"CMEIDFTG","","CMEIDFTI","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-20 21:17:09","2020-10-20 21:17:41","INPAMT01","INPAMT01"," ","George St.","Beverly Hills","","","","","",""
"1KEJ2OU2","","1KEJ2OU4","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-11-03 13:39:12","2020-11-03 13:39:45","INPAMT01","INPAMT01"," ","George St.","Beverly Hills","","","","","",""
"V+EF46DL","","V+EF46DN","LEGAL ADDRESS       ","","","","","AU","2020-08-18 13:52:17","2020-08-18 13:52:17","ALNINP01","ALNINP01"," ","","","","","","","",""
"V+EF49HF","","V+EF49HH","LEGAL ADDRESS       ","Sydney                             ","","NSW  ","","AU","2020-08-18 15:56:01","2020-08-18 16:01:35","ALNINP01","ALNINP01"," ","17 PITT St.","","","","","","",""
"*#EF4PTL","","*#EF4PTN","LEGAL ADDRESS       ","Sydney                             ","","NSW  ","12345     ","AU","2020-08-18 19:48:06","2020-08-18 19:59:11","WBAYERS ","WBAYERS "," ","Test","Test","Test","Test","","","",""
"A1EF5M56","","A1EF5M58","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-08-19 08:15:04","2020-08-19 08:48:53","ALNINP01","ALNINP01"," ","George St.","Beverly Hills","line1","line1","","","",""
"1KEFIX0F","","1KEFIX0H","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-08-26 12:46:59","2020-08-26 12:49:49","INPALN01","INPALN01","412345678","George St.","Beverly Hills","None","None","","","",""
"=UEFJ4X5","","=UEFJ4X7","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-08-26 15:27:36","2020-08-26 15:29:18","INPALN01","INPALN01","412345678","George St.","Beverly Hills","None","None","","","",""
"7NEFL00E","","7NEFL00G","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-08-27 16:45:44","2020-08-27 16:47:44","INPALN01","INPALN01","412345678","George St.","Beverly Hills","None","None","","","",""
"(VEHFY93","","(VEHFY95","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-02 20:03:09","2020-10-02 20:03:57","MIGGY_IN","MIGGY_IN"," ","George St.","Beverly Hills","","","","","",""
"W-EHL8IC","","W-EHL8IE","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-05 16:15:54","2020-10-05 16:16:44","MIGGY_IN","MIGGY_IN"," ","George St.","Beverly Hills","","","","","",""
":OEHOO1J","",":OEHOO1L","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-07 12:39:03","2020-10-07 12:39:40","MIGGY_IN","MIGGY_IN"," ","George St.","Beverly Hills","","","","","",""
"I?EI27OR","","I?EI27OT","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-14 19:46:13","2020-10-14 19:46:52","KIDUENAS","KIDUENAS"," ","George St.","Beverly Hills","","","","","",""
"J7EID57E","","J7EID57H","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-20 18:40:20","2020-10-20 18:40:20","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Pimpama Qld 30","Pennyroyal 40","","","",""
"J7EIDCLC","","J7EIDCLF","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-20 21:19:52","2020-10-20 21:19:52","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Pimpama Qld 30","Pennyroyal 40","","","",""
"1.EIEUFN","","1.EIEUFP","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-21 15:24:26","2020-10-21 15:24:59","INPAMT01","INPAMT01"," ","George St.","Beverly Hills","","","","","",""
":REIIK9J","",":REIIK9L","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-23 16:24:44","2020-10-23 16:25:28","INPALN01","INPALN01"," ","George St.","Beverly Hills","","","","","",""
"4;EIQ81F","","4;EIQ81H","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-27 18:49:18","2020-10-27 18:49:58","INPALN01","INPALN01"," ","George St.","Beverly Hills","","","","","",""
"4ZEIQ1E8","","4ZEIQ1EA","LEGAL ADDRESS       ","Melbourne                          ","","QLD  ","4061      ","AU","2020-10-27 17:33:17","2020-10-27 17:33:52","TESTINP ","TESTINP "," ","George St.","Beverly Hills","","","","","",""
")HEIRQW9","",")HEIRQWB","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-28 15:50:09","2020-10-28 15:50:30","INPRON01","INPRON01"," ","George St.","Beverly Hills","","","","","",""
"OQEIT5A0","","OQEIT5A2","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-29 08:43:38","2020-10-29 08:44:21","INPALN01","INPALN01"," ","George St.","Beverly Hills","","","","","",""
"YAEIT9TU","","YAEIT9TW","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-29 10:23:50","2020-10-29 10:24:21","INPAMT01","INPAMT01"," ","George St.","Beverly Hills","","","","","",""
"JMEITF16","","JMEITF18","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-29 11:59:20","2020-10-29 11:59:52","INPAMT01","INPAMT01"," ","George St.","Beverly Hills","","","","","",""
"RYEIUH32","","RYEIUH34","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-30 01:58:02","2020-10-30 01:58:24","INPRON01","INPRON01"," ","George St.","Beverly Hills","","","","","",""
"MNEIVISL","","MNEIVISN","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-30 15:34:04","2020-10-30 15:34:33","INPAMT01","INPAMT01"," ","George St.","Beverly Hills","","","","","",""
"M2EIVJHN","","M2EIVJHP","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-30 15:40:13","2020-10-30 15:40:43","INPAMT01","INPAMT01"," ","George St.","Beverly Hills","","","","","",""
"M0EIVLWP","","M0EIVLWR","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-30 16:36:02","2020-10-30 16:36:32","INPAMT01","INPAMT01"," ","George St.","Beverly Hills","","","","","",""
"M*EIVM8L","","M*EIVM8N","LEGAL ADDRESS       ","","","","","AU","2020-10-30 16:47:20","2020-10-30 16:47:20","INPAMT01","INPAMT01"," ","","","","","","","",""
"WAEIVMLA","","WAEIVMLC","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-30 17:01:46","2020-10-30 17:02:17","INPAMT01","INPAMT01"," ","George St.","Beverly Hills","","","","","",""
"HFEJ6BHG","","HFEJ6BHJ","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-11-05 12:43:28","2020-11-05 12:43:28","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Pimpama Qld 30","Pennyroyal 40","","","",""
"HFEJ6DDU","","HFEJ6DDX","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-11-05 13:22:07","2020-11-05 13:22:07","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Pimpama Qld 30","Pennyroyal 40","","","",""
"HFEJ6DZ3","","HFEJ6DZ6","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-11-05 13:40:07","2020-11-05 13:40:07","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Pimpama Qld 30","Pennyroyal 40","","","",""
"HFEJ6E8Z","","HFEJ6E92","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-11-05 13:46:03","2020-11-05 13:46:03","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Pimpama Qld 30","Pennyroyal 40","","","",""
"HFEJ6FD9","","HFEJ6FDC","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-11-05 14:10:13","2020-11-05 14:10:13","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Pimpama Qld 30","Pennyroyal 40","","","",""
"HFEJ6GM9","","HFEJ6GMC","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-11-05 14:37:13","2020-11-05 14:37:13","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Pimpama Qld 30","Pennyroyal 40","","","",""
"HFEJ6I2H","","HFEJ6I2K","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-11-05 15:07:03","2020-11-05 15:07:03","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Pimpama Qld 30","Pennyroyal 40","","","",""
"HFEJ6IA5","","HFEJ6IA8","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-11-05 15:13:10","2020-11-05 15:13:10","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Pimpama Qld 30","Pennyroyal 40","","","",""
"HFEJ6L0V","","HFEJ6L0Y","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-11-05 16:12:24","2020-11-05 16:12:24","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","line3","line4","","","",""
