"IMT_RID_IMT_OUT","IMT_CDE_MSG_TYPE","IMT_RID_OWNER","IMT_CDE_OWNER_TYPE","IMT_RID_CASHFLOW","IMT_CDE_CURRENCY","IMT_AMT_OUT_TOT","IMT_TSP_REC_CREATE","IMT_TSP_REC_UPDATE","IMT_UID_REC_CREATE","IMT_UID_REC_UPDATE","IMT_CDE_INST_CODE","IMT_TXT_REG_REF","IMT_TXT_ADD_INFO","IMT_TSP_ITEM_SENT","IMT_DTE_BUSINESS","IMT_DTE_VALUE_DATE","IMT_PID_DEAL","IMT_PID_FACILITY","IMT_NUM_SEQUENCE","IMT_CDE_QUEUE_STAT","IMT_CDE_BRANCH","IMT_CDE_SERVICE","IMT_CDE_DTLS_CHGES","IMT_IND_SDAY_FUNDS","IMT_CDE_BNK_OP","IMT_TXT_ADD_PARTY","IMT_TXT_PAYMT_DTLS","IMT_TXT_SDR_RVR_TX","IMT_DSC_NARRATIVE","IMT_TXT_UETR_CDE"
"AMEHQR4Q","MT103","A.EHQQCK","ACP  ","A.EHQQD5","EUR","273.97","2020-10-08 15:21:59","2020-10-08 15:21:59","FI717102","FI717102","     ","                                   ","                              ","","2021-01-28 00:00:00","2021-01-28 00:00:00",".@E9IBK9","NONE    ","","PEND ","CB001","MANL ","BEN  ","","SPAY "," "," "," "," ","4fed6413-267c-42fe-90a6-7fc90c22bc03"
"AMEHQR4X","MT202","A.EHQQCK","ACP  ","A.EHQQD5","EUR","273.97","2020-10-08 15:21:59","2020-10-08 15:21:59","FI717102","FI717102","     ","                                   ","                              ","","2021-01-28 00:00:00","2021-01-28 00:00:00",".@E9IBK9","NONE    ","","PEND ","CB001","MANL ","     ","","     "," "," "," "," ","4fed6413-267c-42fe-90a6-7fc90c22bc03"
"A;EHQKH4","MT202","+REHQEDP","OTR  ","A;EHQKGP","EUR","20","2020-10-08 16:07:03","2020-10-08 16:07:03","A116594 ","A116594 ","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","3.EFFDYP","3.EFFDZL","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","652daf6f-027e-431e-8bdc-e17ff6d081bf"
"A;EHQKGY","MT103","+REHQEDP","OTR  ","A;EHQKGP","EUR","20","2020-10-08 16:07:03","2020-10-08 16:07:03","A116594 ","A116594 ","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","3.EFFDYP","3.EFFDZL","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","652daf6f-027e-431e-8bdc-e17ff6d081bf"
"!4EHQR8M","MT103","+REHQEDP","OTR  ","A;EHQKHD","EUR","20","2020-10-08 18:47:12","2020-10-08 18:47:12","C116594 ","C116594 ","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","3.EFFDYP","3.EFFDZL","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","1976567e-59ed-4cc7-8d79-6b6a997d3f45"
"!4EHQR8S","MT202","+REHQEDP","OTR  ","A;EHQKHD","EUR","20","2020-10-08 18:47:12","2020-10-08 18:47:12","C116594 ","C116594 ","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","3.EFFDYP","3.EFFDZL","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","1976567e-59ed-4cc7-8d79-6b6a997d3f45"
"P@EHR7GN","MT103","PJEHR69N","OTR  ","PJEHR6C0","AUD","10000","2020-10-08 21:57:36","2020-10-08 21:57:36","MGRAMT01","MGRAMT01","     ","                                   ","                              ","","2021-01-28 00:00:00","2021-01-28 00:00:00","P)EHR42L","P.EHR4JB","","PEND ","CB001","MANL ","BEN  ","","CRED "," "," "," "," ","6bede8e2-cb01-4511-bbd6-8cfd1cc79cf7"
"P@EHR7GT","MT202","PJEHR69N","OTR  ","PJEHR6C0","AUD","10000","2020-10-08 21:57:36","2020-10-08 21:57:36","MGRAMT01","MGRAMT01","     ","                                   ","                              ","","2021-01-28 00:00:00","2021-01-28 00:00:00","P)EHR42L","P.EHR4JB","","PEND ","CB001","MANL ","     ","","     "," "," "," "," ","6bede8e2-cb01-4511-bbd6-8cfd1cc79cf7"
"PDEHRB4B","MT202","P1EHR9X5","OTR  ","P1EHR9ZI","AUD","10000","2020-10-08 22:57:38","2020-10-08 22:57:38","MGRAMT01","MGRAMT01","     ","                                   ","                              ","","2021-01-28 00:00:00","2021-01-28 00:00:00","PCEHR7WF","PREHR8CG","","PEND ","CB001","MANL ","     ","","     "," "," "," "," ","f69a69c3-394f-4ea5-a1b0-352d70b39aea"
"PDEHRB45","MT103","P1EHR9X5","OTR  ","P1EHR9ZI","AUD","10000","2020-10-08 22:57:38","2020-10-08 22:57:38","MGRAMT01","MGRAMT01","     ","                                   ","                              ","","2021-01-28 00:00:00","2021-01-28 00:00:00","PCEHR7WF","PREHR8CG","","PEND ","CB001","MANL ","BEN  ","","CRED "," "," "," "," ","f69a69c3-394f-4ea5-a1b0-352d70b39aea"
"46EHS7UL","MT210","4;EHS6UI","OTR  ","4;EHS6YS","EUR","50000","2020-10-09 10:22:08","2020-10-09 10:22:08","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","#!EFTROA","#!EFTRT9","","PEND ","CG852","MANL ","BEN  ","","     "," "," "," "," ",""
"46EHS7UE","MT202","4;EHS6UI","OTR  ","4;EHS6YQ","EUR","100000","2020-10-09 10:22:08","2020-10-09 10:22:08","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","#!EFTROA","#!EFTRT9","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","4f390e25-6cb3-4758-871d-78026a48894d"
"46EHS7U8","MT103","4;EHS6UI","OTR  ","4;EHS6YQ","EUR","100000","2020-10-09 10:22:08","2020-10-09 10:22:08","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","#!EFTROA","#!EFTRT9","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","4f390e25-6cb3-4758-871d-78026a48894d"
"4HEHS9F9","MT103","4MEHS8F0","OTR  ","4MEHS8JK","EUR","48000","2020-10-09 10:28:05","2020-10-09 10:28:05","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","+OEH9ZC4","+OEH9ZD0","","PEND ","CB022","MANL ","BEN  ","","CRED "," "," "," "," ","283a35f2-b8c1-4321-bd93-66f62cefa598"
"4HEHS9FH","MT202","4MEHS8F0","OTR  ","4MEHS8JK","EUR","48000","2020-10-09 10:28:05","2020-10-09 10:28:05","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","+OEH9ZC4","+OEH9ZD0","","PEND ","CB022","MANL ","     ","","     "," "," "," "," ","283a35f2-b8c1-4321-bd93-66f62cefa598"
"4HEHS9EX","MT202","4MEHS8F0","OTR  ","4MEHS8JG","EUR","120000","2020-10-09 10:28:05","2020-10-09 10:28:05","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","+OEH9ZC4","+OEH9ZD0","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","d74a3631-04f5-436c-81e9-e4cd11272bea"
"4HEHS9ER","MT103","4MEHS8F0","OTR  ","4MEHS8JG","EUR","120000","2020-10-09 10:28:05","2020-10-09 10:28:05","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","+OEH9ZC4","+OEH9ZD0","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","d74a3631-04f5-436c-81e9-e4cd11272bea"
"4DEHSBHZ","MT210","41EHS9Z4","OTR  ","41EHSA8Z","EUR","55000","2020-10-09 10:39:56","2020-10-09 10:39:56","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","#!EFTROA","#!EFTRT9","","PEND ","CG852","MANL ","BEN  ","","     "," "," "," "," ",""
"4DEHSBHS","MT202","41EHS9Z4","OTR  ","41EHSA8X","EUR","110000","2020-10-09 10:39:56","2020-10-09 10:39:56","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","#!EFTROA","#!EFTRT9","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","0e0c86fa-51eb-4edf-bdac-d559971b87af"
"4DEHSBHM","MT103","41EHS9Z4","OTR  ","41EHSA8X","EUR","110000","2020-10-09 10:39:56","2020-10-09 10:39:56","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","#!EFTROA","#!EFTRT9","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","0e0c86fa-51eb-4edf-bdac-d559971b87af"
"4DEHSBP7","MT202","41EHSAD1","OTR  ","41EHSAIG","EUR","130000","2020-10-09 10:42:07","2020-10-09 10:42:07","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","+OEH9ZC4","+OEH9ZD0","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","0e6e86a7-6d8d-4588-acc6-fc939723aecd"
"4DEHSBP1","MT103","41EHSAD1","OTR  ","41EHSAIG","EUR","130000","2020-10-09 10:42:07","2020-10-09 10:42:07","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","+OEH9ZC4","+OEH9ZD0","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","0e6e86a7-6d8d-4588-acc6-fc939723aecd"
"4DEHSBPR","MT202","41EHSAD1","OTR  ","41EHSAIK","EUR","52000","2020-10-09 10:42:07","2020-10-09 10:42:07","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","+OEH9ZC4","+OEH9ZD0","","PEND ","CB022","MANL ","     ","","     "," "," "," "," ","b2ba08bd-8555-4243-8af3-a19b599782a6"
"4DEHSBPJ","MT103","41EHSAD1","OTR  ","41EHSAIK","EUR","52000","2020-10-09 10:42:07","2020-10-09 10:42:07","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","+OEH9ZC4","+OEH9ZD0","","PEND ","CB022","MANL ","BEN  ","","CRED "," "," "," "," ","b2ba08bd-8555-4243-8af3-a19b599782a6"
"4*EHSCBP","MT103","45EHSB4M","OTR  ","45EHSB6Z","AUD","10000","2020-10-09 11:34:02","2020-10-09 11:34:02","MGRAMT01","MGRAMT01","     ","                                   ","                              ","","2021-01-28 00:00:00","2021-01-28 00:00:00","4?EHS93Q","4XEHS9JT","","PEND ","CB001","MANL ","BEN  ","","CRED "," "," "," "," ","6d12d184-348c-426e-b2a1-543f18c61f1c"
"4*EHSCBV","MT202","45EHSB4M","OTR  ","45EHSB6Z","AUD","10000","2020-10-09 11:34:02","2020-10-09 11:34:02","MGRAMT01","MGRAMT01","     ","                                   ","                              ","","2021-01-28 00:00:00","2021-01-28 00:00:00","4?EHS93Q","4XEHS9JT","","PEND ","CB001","MANL ","     ","","     "," "," "," "," ","6d12d184-348c-426e-b2a1-543f18c61f1c"
"F)EHSED8","MT202","FAEHSD5D","LRP  ","FAEHSDFP","EUR","16.44","2020-10-09 13:38:11","2020-10-09 13:38:11","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-07-13 00:00:00","2020-07-13 00:00:00","#!EFTROA","NONE    ","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","cddda418-f5bd-472a-93fb-65483b83b873"
"FVEHSFRG","MT202","FFEHSALW","OTR  ","FFEHSAOG","EUR","30","2020-10-09 16:20:27","2020-10-09 16:20:27","B116594 ","B116594 ","     ","                                   ","                              ","","2020-07-13 00:00:00","2020-07-13 00:00:00","3.EFFDYP","3.EFFDZL","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","2a0e2b99-32af-4994-a0af-8ed7ba5e2160"
"FVEHSFRA","MT103","FFEHSALW","OTR  ","FFEHSAOG","EUR","30","2020-10-09 16:20:27","2020-10-09 16:20:27","B116594 ","B116594 ","     ","                                   ","                              ","","2020-07-13 00:00:00","2020-07-13 00:00:00","3.EFFDYP","3.EFFDZL","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","2a0e2b99-32af-4994-a0af-8ed7ba5e2160"
"JIEHZR3A","MT210","JIEHZQY4","PCP  ","JIEHZR03","EUR","9000.76","2020-10-13 09:29:56","2020-10-13 09:29:56","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2021-03-01 00:00:00","2021-03-01 00:00:00","V8EF4706","NONE    ","","PEND ","CG852","MANL ","BEN  ","","     "," "," "," "," ",""
"JIEHZRDT","MT103","JIEHZR7F","OTR  ","JIEHZRAV","EUR","6700","2020-10-13 09:50:35","2020-10-13 09:50:35","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2021-03-01 00:00:00","2021-03-01 00:00:00","V8EF4706","V8EF471U","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","4ab28f87-ffdb-488b-ab78-44153cf87cde"
"JIEHZRDZ","MT202","JIEHZR7F","OTR  ","JIEHZRAV","EUR","6700","2020-10-13 09:50:35","2020-10-13 09:50:35","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2021-03-01 00:00:00","2021-03-01 00:00:00","V8EF4706","V8EF471U","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","4ab28f87-ffdb-488b-ab78-44153cf87cde"
"JIEHZSWB","MT210","#XEHOMPR","PCP  ","#XEHOMSH","EUR","3000.3","2020-10-13 10:53:42","2020-10-13 10:53:42","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2021-03-01 00:00:00","2021-03-01 00:00:00","V8EF4706","NONE    ","","PEND ","CG852","MANL ","BEN  ","","     "," "," "," "," ",""
"JIEHZTIT","MT210","JIEHZT2P","PCP  ","JIEHZTAW","EUR","6000","2020-10-13 11:06:57","2020-10-13 11:06:57","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2021-03-01 00:00:00","2021-03-01 00:00:00","V8EF4706","NONE    ","","PEND ","CG852","MANL ","BEN  ","","     "," "," "," "," ",""
"(0EHZSE7","MT103","3=EHZP5W","OTR  ","(0EHZS8N","GBP","200000000","2020-10-13 12:36:29","2020-10-13 12:36:29","JANICEA1","JANICEA1","     ","                                   ","                              ","","2021-03-01 00:00:00","2021-03-01 00:00:00","9ZEF82FK","38EHZOL4","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","ed0d988d-263a-4df5-a213-555392847930"
"@EEI01TO","MT210","JIEHZTLN","EFP  ","@EEI01S7","EUR","1500","2020-10-13 13:50:32","2020-10-13 13:50:32","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2021-03-01 00:00:00","2021-03-01 00:00:00","V8EF4706","V8EF471U","","PEND ","CG852","MANL ","BEN  ","","     "," "," "," "," ",""
"CJEHZXWA","MT103","CFEHZWA1","OTR  ","CFEHZWDA","GBP","50000000","2020-10-13 15:01:29","2020-10-13 15:01:29","JANICEA2","JANICEA2","     ","                                   ","                              ","","2021-03-01 00:00:00","2021-03-03 00:00:00","9ZEF82FK","CKEHZVC2","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","efc52a12-2475-4569-814b-4fdb4b97bb1a"
";#EI096Q","MT103",";UEI04S6","OTR  ",";UEI05LN","USD","16000","2020-10-13 19:45:27","2020-10-13 19:45:27","MANZANOM","MANZANOM","     ","                                   ","                              ","","2021-03-01 00:00:00","2021-03-03 00:00:00","#!EFTROA","#!EFTRT9","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","563f654d-55c0-4e58-b07d-82e288c7a6e1"
";#EI09P6","MT103",";UEI04S6","OTR  ",";#EI09HE","USD","16000","2020-10-13 19:56:28","2020-10-13 19:56:28","MANZANOM","MANZANOM","     ","                                   ","                              ","","2021-03-01 00:00:00","2021-03-03 00:00:00","#!EFTROA","#!EFTRT9","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","276e9bd3-fd7e-452b-8405-213f644b1fde"
"RVEI0HG3","MT103",";5EI0D99","OTR  ",";5EI0DB9","USD","8000","2020-10-13 21:49:07","2020-10-13 21:49:07","MANZANOS","MANZANOS","     ","                                   ","                              ","","2021-03-03 00:00:00","2021-03-03 00:00:00","#!EFTROA","#!EFTRT9","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","7c17b557-2c53-4ff6-a434-2130d85acaa4"
"RVEI0HGA","MT202",";5EI0D99","OTR  ",";5EI0DB9","USD","8000","2020-10-13 21:49:07","2020-10-13 21:49:07","MANZANOS","MANZANOS","     ","                                   ","                              ","","2021-03-03 00:00:00","2021-03-03 00:00:00","#!EFTROA","#!EFTRT9","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","7c17b557-2c53-4ff6-a434-2130d85acaa4"
"S)EI1XO2","MT202","?5EI1TD3","OTR  ","S)EI1XM3","AUD","400000","2020-10-14 15:35:47","2020-10-14 15:35:47","LIQUSR03","LIQUSR03","     ","                                   ","                              ","","2021-03-03 00:00:00","2021-03-05 00:00:00","$QEI1OJW","$QEI1OLY","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","a70eba82-b5a5-41cc-ad1c-ddd39dffb807"
"S)EI1XNW","MT103","?5EI1TD3","OTR  ","S)EI1XM3","AUD","400000","2020-10-14 15:35:47","2020-10-14 15:35:47","LIQUSR03","LIQUSR03","     ","                                   ","                              ","","2021-03-03 00:00:00","2021-03-05 00:00:00","$QEI1OJW","$QEI1OLY","","PEND ","CG852","MANL ","BEN  ","","SPAY "," "," "," "," ","a70eba82-b5a5-41cc-ad1c-ddd39dffb807"
"IEEI22SS","MT103","STEI1SC9","OTR  ","S6EI1T84","NOK","8000000","2020-10-14 19:21:02","2020-10-14 19:21:02","JAQUITAN","JAQUITAN","     ","                                   ","                              ","","2021-03-05 00:00:00","2021-03-05 00:00:00","D3EI1MRL","DXEI1OOP","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","d0ff2aeb-c389-42b0-aa27-57448b1cb6e7"
"IEEI22SY","MT202","STEI1SC9","OTR  ","S6EI1T84","NOK","8000000","2020-10-14 19:21:02","2020-10-14 19:21:02","JAQUITAN","JAQUITAN","     ","                                   ","                              ","","2021-03-05 00:00:00","2021-03-05 00:00:00","D3EI1MRL","DXEI1OOP","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","d0ff2aeb-c389-42b0-aa27-57448b1cb6e7"
":0EI3H7U","MT202",":LEI3GOQ","OTR  ",":LEI3GUF","EUR","1250000","2020-10-15 12:18:11","2020-10-15 12:18:11","RPTSUP01","RPTSUP01","     ","                                   ","                              ","","2021-03-08 00:00:00","2021-03-08 00:00:00","IREFMCO3","I:EFMEGK","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","42925d1e-d756-4543-8c8f-c000be98f33e"
":0EI3H88","MT202",":LEI3GOQ","OTR  ",":LEI3GUJ","EUR","625000","2020-10-15 12:18:11","2020-10-15 12:18:11","RPTSUP01","RPTSUP01","     ","                                   ","                              ","","2021-03-08 00:00:00","2021-03-08 00:00:00","IREFMCO3","I:EFMEGK","","PEND ","CB022","MANL ","     ","","     "," "," "," "," ","9864ca51-6ddb-41d8-8e36-d523eeda836d"
":0EI3H81","MT103",":LEI3GOQ","OTR  ",":LEI3GUJ","EUR","625000","2020-10-15 12:18:11","2020-10-15 12:18:11","RPTSUP01","RPTSUP01","     ","                                   ","                              ","","2021-03-08 00:00:00","2021-03-08 00:00:00","IREFMCO3","I:EFMEGK","","PEND ","CB022","MANL ","BEN  ","","CRED "," "," "," "," ","9864ca51-6ddb-41d8-8e36-d523eeda836d"
"$TEHMOLI","MT103","$UEHMNNM","OTR  ","$UEHMNW9","GBP","8650","2020-10-06 11:33:01","2020-10-06 11:33:01","RPTSUP01","RPTSUP01","     ","                                   ","                              ","","2020-07-09 00:00:00","2020-07-09 00:00:00","(7EFGXIA","(7EFGXST","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","b3bfb32d-5d87-42f1-b505-d043d0d8a6cd"
"?EEHN4DT","MT202","9OEHDR7J","OTR  ","=CEHMUZK","EUR","400","2020-10-06 13:19:51","2020-10-06 13:19:51","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2020-07-09 00:00:00","2020-07-09 00:00:00","IREFMCO3","I:EFMEGK","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","ab5cdd67-47c8-4d68-b87a-495dc52e6b8d"
"?EEHN4DI","MT103","9OEHDR7J","OTR  ","=CEHMUZK","EUR","400","2020-10-06 13:19:51","2020-10-06 13:19:51","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2020-07-09 00:00:00","2020-07-09 00:00:00","IREFMCO3","I:EFMEGK","","PEND ","CG852","MANL ","BEN  ","","SPAY "," "," "," "," ","ab5cdd67-47c8-4d68-b87a-495dc52e6b8d"
"?EEHN6X0","MT202","Q-EH8CL4","OTR  ","Q-EH8FAG","EUR","4550","2020-10-06 14:50:36","2020-10-06 14:50:36","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2020-07-09 00:00:00","2020-07-09 00:00:00","IREFMCO3","I:EFMEGK","","PEND ","CB022","MANL ","     ","","     "," "," "," "," ","afbbeeb4-3c00-499d-9762-403be80a4fb6"
"?EEHN6WS","MT103","Q-EH8CL4","OTR  ","Q-EH8FAG","EUR","4550","2020-10-06 14:50:36","2020-10-06 14:50:36","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2020-07-09 00:00:00","2020-07-09 00:00:00","IREFMCO3","I:EFMEGK","","PEND ","CB022","MANL ","BEN  ","","CRED "," "," "," "," ","afbbeeb4-3c00-499d-9762-403be80a4fb6"
"?EEHN6W2","MT202","Q-EH8CL4","OTR  ","Q-EH8FH3","EUR","9100","2020-10-06 14:50:36","2020-10-06 14:50:36","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2020-07-09 00:00:00","2020-07-09 00:00:00","IREFMCO3","I:EFMEGK","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","b9bf2319-c11b-4d07-90d6-6e11d5b99903"
"?EEHN6VW","MT103","Q-EH8CL4","OTR  ","Q-EH8FH3","EUR","9100","2020-10-06 14:50:36","2020-10-06 14:50:36","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2020-07-09 00:00:00","2020-07-09 00:00:00","IREFMCO3","I:EFMEGK","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","b9bf2319-c11b-4d07-90d6-6e11d5b99903"
"7JEHN8DO","MT202","N$EHN6U9","OTR  ","N$EHN74G","NOK","43950","2020-10-06 18:59:15","2020-10-06 18:59:15","RPTMGR01","RPTMGR01","     ","                                   ","                              ","","2020-07-09 00:00:00","2020-07-09 00:00:00","IREFMCO3","I:EFMEGK","","PEND ","CB022","MANL ","     ","","     "," "," "," "," ","6362cf9b-a18a-40d1-814a-6f088d66ed8f"
"7JEHN8DG","MT103","N$EHN6U9","OTR  ","N$EHN74G","NOK","43950","2020-10-06 18:59:15","2020-10-06 18:59:15","RPTMGR01","RPTMGR01","     ","                                   ","                              ","","2020-07-09 00:00:00","2020-07-09 00:00:00","IREFMCO3","I:EFMEGK","","PEND ","CB022","MANL ","BEN  ","","CRED "," "," "," "," ","6362cf9b-a18a-40d1-814a-6f088d66ed8f"
"7JEHN8D5","MT103","N$EHN6U9","OTR  ","N$EHN74I","NOK","87900","2020-10-06 18:59:15","2020-10-06 18:59:15","RPTMGR01","RPTMGR01","     ","                                   ","                              ","","2020-07-09 00:00:00","2020-07-09 00:00:00","IREFMCO3","I:EFMEGK","","PEND ","CG852","MANL ","BEN  ","","SSTD "," "," "," "," ","176c03a5-a326-486a-8eb2-54084da2f4c8"
"NBEHN3AN","MT103","?!EHMO5U","OTR  ","NBEHN27H","EUR","100","2020-10-06 19:40:25","2020-10-06 19:40:25","A116594 ","A116594 ","     ","                                   ","                              ","","2020-07-09 00:00:00","2020-07-09 00:00:00","3.EFFDYP","3.EFFDZL","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","c5fcac54-b2c5-484e-8717-626781729822"
"NBEHN3B4","MT202","?!EHMO5U","OTR  ","NBEHN27H","EUR","100","2020-10-06 19:40:25","2020-10-06 19:40:25","A116594 ","A116594 ","     ","                                   ","                              ","","2020-07-09 00:00:00","2020-07-09 00:00:00","3.EFFDYP","3.EFFDZL","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","c5fcac54-b2c5-484e-8717-626781729822"
":=EHOYNZ","MT202","+.EHA57G","OTR  ","+.EHA5BV","EUR","17800","2020-10-07 13:45:48","2020-10-07 13:45:48","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2020-07-09 00:00:00","2020-07-09 00:00:00","IREFMCO3","I:EFMEGK","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","cb3edf47-d6dd-4d3b-a0b1-ce61f5d53a12"
":=EHOYNT","MT103","+.EHA57G","OTR  ","+.EHA5BV","EUR","17800","2020-10-07 13:45:48","2020-10-07 13:45:48","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2020-07-09 00:00:00","2020-07-09 00:00:00","IREFMCO3","I:EFMEGK","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","cb3edf47-d6dd-4d3b-a0b1-ce61f5d53a12"
":=EHOYON","MT202","+.EHA57G","OTR  ","+.EHA5BZ","EUR","8900","2020-10-07 13:45:48","2020-10-07 13:45:48","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2020-07-09 00:00:00","2020-07-09 00:00:00","IREFMCO3","I:EFMEGK","","PEND ","CB022","MANL ","     ","","     "," "," "," "," ","173d383c-7be6-4f57-928b-c7a8b6edbf5b"
":=EHOYOF","MT103","+.EHA57G","OTR  ","+.EHA5BZ","EUR","8900","2020-10-07 13:45:48","2020-10-07 13:45:48","LIQUSR05","LIQUSR05","     ","                                   ","                              ","","2020-07-09 00:00:00","2020-07-09 00:00:00","IREFMCO3","I:EFMEGK","","PEND ","CB022","MANL ","BEN  ","","CRED "," "," "," "," ","173d383c-7be6-4f57-928b-c7a8b6edbf5b"
"L7EHOZ2E","MT103","5+EHOSR2","OTR  ","L7EHOZ25","EUR","10","2020-10-07 19:24:00","2020-10-07 19:24:00","B116594 ","B116594 ","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","3.EFFDYP","3.EFFDZL","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","151de12a-1d1d-4a3d-8a38-6460347292bc"
"L7EHOZ2K","MT202","5+EHOSR2","OTR  ","L7EHOZ25","EUR","10","2020-10-07 19:24:00","2020-10-07 19:24:00","B116594 ","B116594 ","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","3.EFFDYP","3.EFFDZL","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","151de12a-1d1d-4a3d-8a38-6460347292bc"
"L7EHOZ34","MT202","5+EHOSR2","OTR  ","L7EHOZ2T","EUR","10","2020-10-07 19:34:51","2020-10-07 19:34:51","B116594 ","B116594 ","     ","                                   ","                              ","","2020-07-10 00:00:00","2020-07-10 00:00:00","3.EFFDYP","3.EFFDZL","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","3d341092-a414-43a1-829e-160c627afa87"
