ORT_RID_MF_RATES,ORT_RID_OUTSTANDNG,ORT_TSP_REC_CREATE,ORT_TSP_REC_UPDATE,ORT_UID_REC_CREATE,ORT_UID_REC_UPDATE,ORT_CDE_OWNER_TYPE,ORT_IND_ADVANCE,ORT_IND_FLAT_AMT,ORT_IND_AVG_RATE,ORT_PCT_MARGIN,ORT_IND_AUTO_COF,ORT_AMT_MINIMUM,ORT_PCT_BASE_RATE,ORT_PCT_COST_FUND,ORT_PCT_SPREAD,ORT_CDE_RATE_BASIS,ORT_DTE_FLT_RTE_ST,ORT_DTE_FLT_SPR_ST,ORT_CDE_MFCF_RT_BS,ORT_CDE_FEE_TYPE,ORT_PCT_RAC_RATE,ORT_NUM_OVRD_PRCSN,ORT_RTE_EFFECTIVE,ORT_AMT_NET_PR_VAL,ORT_PCT_SWAP_RCVE,ORT_IND_FIX_SPREAD,ORT_PCT_PRIOR_BASE,ORT_PCT_PRIOR_SPRD,ORT_NUM_SPCFC_DAY,ORT_IND_SYNC_BILL,ORT_PCT_PRF_FORMLA,ORT_CDE_PRF_USAGE,ORT_PCT_BALI_RATE,ORT_IND_CAP_OVRIDE,ORT_IND_FLR_OVRIDE,ORT_PCT_PNLTY_SPRD,ORT_CDE_PNLTY_STAT,ORT_IND_INTPL_RATE,ORT_CDE_BASE_RATE,ORT_CDE_BRANCH
FJEG71OO,FJEG71OI,2020-09-08 14:30:06,2020-09-10 18:08:00,SMANZANO,LS2BATCH,"LOAN ",N,N,N,0,N,,0.02,,0.04,"G365 ",,2020-06-04 00:00:00,"G365 ",,,,,,,N,,,,N,,,,N,N,0,"OFF  ",N,LIBOR,CG852
FJEG73SU,FJEG73SD,2020-09-08 15:25:02,2020-09-10 18:08:00,SMANZANO,LS2BATCH,"LOAN ",N,N,N,0,N,,0.03,,0.04,"G365 ",,2020-06-04 00:00:00,"G365 ",,,,,,,N,,,,N,,,,N,N,0,"OFF  ",N,LIBOR,CG852
G(EHQKWK,G(EHQKWA,2020-10-08 11:22:25,2020-10-09 12:56:19,LIQSVR02,LS2BATCH,"LOAN ",N,N,N,0,N,,0.00312,,0.02,"G365 ",,2020-07-09 00:00:00,"G365 ",,,,,,,N,,,,N,,,,N,N,0,"OFF  ",N,LIBOR,CG852
G)EH9SQ9,G)EH9SQ0,2020-09-29 11:32:45,2020-09-29 11:35:36,JAQUITAN,JANICEA2,"LOAN ",N,N,N,0,N,,0.02,,0.04,"G365 ",,2020-07-07 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.06,N,N,0,"OFF  ",N,LIBOR,CG852
G8EK1TRR,G8EK1TRL,2020-11-22 13:06:38,2020-11-22 13:06:38,CMARTILL,CMARTILL,"LOAN ",N,N,N,0,N,,,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0,N,N,0,"OFF  ",N,,CG852
GPEH9QQH,GPEH9QQA,2020-09-29 10:56:38,2020-09-29 11:16:31,JAQUITAN,JANICEA2,"LOAN ",N,N,N,0,N,,0.02,,0.02,"G365 ",,2020-07-07 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.04,N,N,0,"OFF  ",N,LIBOR,CG852
H+EFJ1OS,H+EFJ1OL,2020-08-26 15:32:45,2020-08-26 15:36:13,LIQUSR03,LIQUSR03,"LOAN ",N,N,N,0,N,,0.01,,0.008,"G365 ",,2020-05-28 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.018,N,N,0,"OFF  ",N,"FIX  ",CG852
H+EFJ25U,H+EFJ25O,2020-08-26 15:42:28,2020-08-26 15:45:31,LIQUSR03,LIQUSR03,"LOAN ",N,N,N,0,N,,0.03,,0.008,"G365 ",,2020-05-28 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.038,N,N,0,"OFF  ",N,"FIX  ",CG852
H+EFJ2JG,H+EFJ2J9,2020-08-26 15:46:54,2020-09-04 16:03:50,LIQUSR03,LIQAPCP3,"LOAN ",N,N,N,0,N,,0.01,,0.008,"G365 ",,2020-05-28 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.018,N,N,0,"ON   ",N,"FIX  ",CG852
H@EFIU5I,H@EFIU5B,2020-08-26 12:49:34,2020-08-26 12:50:51,SMANZANO,SMANZANO,"LOAN ",N,N,N,0,N,,0.03,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.07,N,N,0,"OFF  ",N,LIBOR,CG852
HREFIU8K,HREFIU8E,2020-08-26 11:53:45,2020-08-27 15:28:58,JAQUITAN,LS2BATCH,"LOAN ",N,N,N,0,N,,0.02,,0.04,"G365 ",,2020-05-28 00:00:00,"G365 ",,,,,,,N,,,,N,,,,N,N,0,"OFF  ",N,LIBOR,CG852
HREFIUFD,HREFIUF7,2020-08-26 11:56:11,2020-08-27 15:28:58,JAQUITAN,LS2BATCH,"LOAN ",N,N,N,0,N,,0.01,,0.04,"G365 ",,2020-05-28 00:00:00,"G365 ",,,,,,,N,,,,N,,,,N,N,0,"OFF  ",N,LIBOR,CG852
HZEFIZG4,HZEFIZFY,2020-08-26 14:45:08,2020-08-26 15:20:56,CMARTILL,ONLBATCH,"LOAN ",N,N,N,0,N,,0.01256,,0.019,"G365 ",,2020-04-06 00:00:00,"G365 ",,,,,,,N,,,,N,,,,N,N,0,"OFF  ",N,LIBOR,CG852
HZEFJ1HI,HZEFJ1HC,2020-08-26 15:28:40,2020-10-09 12:56:04,CMARTILL,LS2BATCH,"LOAN ",N,N,N,0,N,,0.01683,,0.015,"G365 ",,2020-05-28 00:00:00,"G365 ",,,,,,,N,,,,N,,,,N,N,0,"OFF  ",N,LIBOR,CG852
HZEFJ9HC,HZEFJ9H5,2020-08-26 18:22:33,2020-08-26 19:12:19,CMARTILL,RPTSUP01,"LOAN ",N,N,N,0,N,,0.02,,0.02,"G365 ",,2020-05-28 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.04,N,N,0,"OFF  ",N,LIBOR,CG852
HZEFJ9SZ,HZEFJ9ST,2020-08-26 18:28:51,2020-08-26 19:07:00,CMARTILL,RPTSUP01,"LOAN ",N,N,N,0,N,,0.01,,0.02,"G365 ",,2020-05-28 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.03,N,N,0,"OFF  ",N,LIBOR,CG852
HZEFJAB5,HZEFJAAY,2020-08-26 18:39:38,2020-08-27 16:30:18,CMARTILL,RPTSUP01,"LOAN ",N,N,N,0,N,,0.012,,0.019,"G365 ",,2020-05-28 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.031,N,N,0,"OFF  ",N,LIBOR,CG852
I-EI254W,I-EI254R,2020-10-14 19:54:41,2020-10-14 19:54:50,SMANZANO,SMANZANO,"LOAN ",N,N,N,0,N,,0.031215,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.051215,N,N,0,"OFF  ",N,LIBOR,CG852
I2EI24UD,I2EI24U7,2020-10-14 19:48:58,2020-10-14 19:49:04,JAQUITAN,JAQUITAN,"LOAN ",N,N,N,0,N,,0.03,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.06,N,N,0,"OFF  ",N,NIBOR,CG852
I5EI25PQ,I5EI25PL,2020-10-14 19:58:28,2020-10-14 20:03:16,JAQUITAN,JANICEA2,"LOAN ",N,N,N,0,N,,0.02,,0.03,"G365 ",,2021-03-03 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.05,N,N,0,"OFF  ",N,NIBOR,CG852
I6EI23MA,I6EI23LV,2020-10-14 19:41:46,2020-10-14 19:41:55,SMANZANO,SMANZANO,"LOAN ",N,N,N,0,N,,0.02,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.06,N,N,0,"OFF  ",N,LIBOR,CG852
IHEFMJJE,IHEFMJJ8,2020-08-28 10:20:23,2020-10-15 16:25:01,LIQUSR05,LS2BATCH,"LOAN ",N,N,N,0,N,,0.0025,,0.0252,"G365 ",,2020-06-03 00:00:00,"G365 ",,,,,,,N,,,,N,,,,N,N,0,"OFF  ",N,LIBOR,CG852
IHEFMJUH,IHEFMJUB,2020-08-28 10:46:11,2020-09-04 13:06:43,LIQUSR05,LS2BATCH,"LOAN ",N,N,N,0,N,,0.0025,,0.0252,"G365 ",,2020-05-29 00:00:00,"G365 ",,,,,,,N,,,,N,,,,N,N,0,"OFF  ",N,LIBOR,CG852
IHEFMKYG,IHEFMKYA,2020-08-28 11:22:50,2020-08-28 11:26:04,LIQUSR05,LIQUSR05,"LOAN ",N,N,N,0,N,,0.0025,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.0277,N,N,0,"OFF  ",N,LIBOR,CG852
IKEI21Q6,IKEI21Q1,2020-10-14 18:48:59,2020-10-14 18:49:07,SMANZANO,SMANZANO,"LOAN ",N,N,N,0,N,,0.031215,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.051215,N,N,0,"OFF  ",N,LIBOR,CG852
IKEI21VJ,IKEI21VE,2020-10-14 19:00:14,2020-10-14 19:00:20,SMANZANO,SMANZANO,"LOAN ",N,N,N,0,N,,0.031215,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.051215,N,N,0,"OFF  ",N,LIBOR,CG852
IVEJ8DJU,IVEJ8DJO,2020-11-06 16:46:56,2020-11-06 16:47:08,"B116594 ","B116594 ","LOAN ",N,N,N,0,N,,0.02,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.04,N,N,0,"OFF  ",N,LIBOR,CG852
IXEIGRRB,IXEIGRR4,2020-10-22 18:52:38,2020-10-22 18:52:56,"A116594 ","A116594 ","LOAN ",N,N,N,0,N,,0.03,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.05,N,N,0,"OFF  ",N,LIBOR,CG852
J!EFFB27,J!EFFB21,2020-08-24 12:20:43,2020-09-04 13:06:43,LIQUSR05,LS2BATCH,"LOAN ",N,N,N,0,N,,0.00375,,0.0252,"G365 ",,2020-05-27 00:00:00,"G365 ",,,,,,,N,,,,N,,,,N,N,0,"OFF  ",N,LIBOR,CG852
J+EFFDUR,J+EFFDUL,2020-08-24 14:04:13,2020-08-24 14:04:58,LIQUSR05,LIQUSR05,"LOAN ",N,N,N,0,N,,0.00375,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.02895,N,N,0,"OFF  ",N,LIBOR,CG852
J+EFFE7F,J+EFFE78,2020-08-24 14:13:01,2020-08-24 14:14:08,LIQUSR05,LIQUSR05,"LOAN ",N,N,N,0,N,,0.00375,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.02895,N,N,0,"OFF  ",N,LIBOR,CG852
J+EFFESD,J+EFFES6,2020-08-24 14:25:28,2020-08-24 14:26:43,LIQUSR05,LIQUSR05,"LOAN ",N,N,N,0,N,,0.00375,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.02895,N,N,0,"OFF  ",N,LIBOR,CG852
JIEHZR72,JIEHZR6V,2020-10-13 09:37:57,2020-10-13 10:33:19,LIQUSR05,LIQUSR05,"LOAN ",N,N,N,0,N,,0.0025,,0.0252,"G365 ",,2021-03-01 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.0277,N,N,0,"OFF  ",N,LIBOR,CG852
JLEFFB57,JLEFFB50,2020-08-24 13:13:13,2020-08-25 16:27:00,LIQUSR03,LIQUSR03,"LOAN ",N,N,N,0,N,,0.01,,0.009,"G365 ",,2020-05-27 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.019,N,N,0,"OFF  ",N,LIBOR,CG852
K1EG6O9L,K1EG6O8V,2020-09-08 09:48:37,2020-09-08 11:07:43,SMANZANO,MANZANOM,"LOAN ",N,N,N,0,N,,0.02,,0.04,"G365 ",,2020-06-03 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.06,N,N,0,"OFF  ",N,LIBOR,CG852
K1EG6PA1,K1EG6P9T,2020-09-08 10:13:26,2020-09-08 11:24:11,SMANZANO,MANZANOM,"LOAN ",N,N,N,0,N,,0.02,,0.04,"G365 ",,2020-06-03 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.06,N,N,0,"OFF  ",N,LIBOR,CG852
K2EG6TLN,K2EG6TLG,2020-09-08 11:43:00,2020-09-08 11:54:42,CMARTILL,CMARTILL,"LOAN ",N,N,N,0,N,,0.02,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.039,N,N,0,"OFF  ",N,LIBOR,CG852
KIEGPC5G,KIEGPC52,2020-09-18 10:15:08,2020-09-18 10:22:28,SMANZANO,MANZANOM,"LOAN ",N,N,N,0,N,,0.03,,0.04,"G365 ",,2020-06-26 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.07,N,N,0,"OFF  ",N,LIBOR,CG852
KIEGPCE3,KIEGPCDP,2020-09-18 10:17:13,2020-09-18 10:23:22,SMANZANO,MANZANOM,"LOAN ",N,N,N,0,N,,0.02,,0.04,"G365 ",,2020-06-26 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.06,N,N,0,"OFF  ",N,LIBOR,CG852
KLEG6TZ8,KLEG6TZ1,2020-09-08 10:22:27,2020-09-08 10:25:15,JAQUITAN,JANICEA1,"LOAN ",N,N,N,0,N,,0.03,,0.04,"G365 ",,2020-06-03 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.07,N,N,0,"OFF  ",N,LIBOR,CG852
KREG5NHV,KREG5NHP,2020-09-07 19:40:41,2020-09-08 12:33:56,SMANZANO,LS2BATCH,"LOAN ",N,N,N,0,N,,0.03,,0.02,"G365 ",,2020-06-03 00:00:00,"G365 ",,,,,,,N,,,,N,,,,N,N,0,"OFF  ",N,LIBOR,CG852
L)EHP11Z,L)EHP11T,2020-10-07 17:38:02,2020-10-09 12:56:13,RPTSUP01,LS2BATCH,"LOAN ",N,N,N,0,N,,0.04,,0.02,"G365 ",,2020-05-29 00:00:00,"G365 ",,,,,,,N,,,,N,,,,N,N,0,"OFF  ",N,LIBOR,CG852
L*EGNKLV,L*EGNKLO,2020-09-17 12:48:52,2020-09-17 14:10:13,CMARTILL,RPTSUP01,"LOAN ",N,N,N,0,N,,0.013,,0.02,"G365 ",,2020-06-25 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.033,N,N,0,"OFF  ",N,LIBOR,CG852
L*EGNLMT,L*EGNLMN,2020-09-17 13:07:47,2020-09-17 13:59:58,CMARTILL,RPTSUP01,"LOAN ",N,N,N,0,N,,0.02,,0.02,"G365 ",,2020-06-25 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.04,N,N,0,"OFF  ",N,LIBOR,CG852
L*EGNM1J,L*EGNM1D,2020-09-17 13:13:05,2020-09-17 14:20:13,CMARTILL,RPTSUP01,"LOAN ",N,N,N,0,N,,0.02,,0.02,"G365 ",,2020-06-25 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.04,N,N,0,"OFF  ",N,NIBOR,CG852
L*EGNMFT,L*EGNMFN,2020-09-17 13:17:37,2020-09-17 13:49:42,CMARTILL,RPTSUP01,"LOAN ",N,N,N,0,N,,0.02,,0.02,"G365 ",,2020-06-25 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.04,N,N,0,"OFF  ",N,LIBOR,CG852
LCEFY00E,LCEFY007,2020-09-03 16:32:03,2020-09-03 16:55:01,CMARTILL,RPTMGR01,"LOAN ",N,N,N,0,N,,0.015,,0.019,"G365 ",,2020-05-29 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.034,N,N,0,"OFF  ",N,LIBOR,CG852
LVEGNF9X,LVEGNF9I,2020-09-17 09:20:18,2020-09-17 09:34:39,SMANZANO,MANZANOM,"LOAN ",N,N,N,0,N,,0.03,,0.03,"G365 ",,2020-06-25 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.06,N,N,0,"OFF  ",N,HIBOR,CG852
MWEFINFB,MWEFINF0,2020-08-26 10:26:56,2020-08-26 10:26:56,SMANZANO,SMANZANO,"LOAN ",N,N,N,0,N,,,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0,N,N,0,"OFF  ",N,,CG852
N#EJUIL7,N#EJUIKY,2020-11-18 13:03:22,2020-11-18 13:03:53,CMARTILL,CMARTILL,"LOAN ",N,N,N,0,N,,0.03,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.045,N,N,0,"OFF  ",N,LIBOR,CG852
N$EHN5XS,N$EHN5XM,2020-10-06 18:07:00,2020-10-06 18:07:44,CMARTILL,CMARTILL,"LOAN ",N,N,N,0,N,,0.028,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.048,N,N,0,"OFF  ",N,LIBOR,CG852
N$EHN6FH,N$EHN6FB,2020-10-06 18:15:49,2020-10-07 15:47:05,CMARTILL,LS2BATCH,"LOAN ",N,N,N,0,N,,0.025,,0.02,"G365 ",,2020-05-29 00:00:00,"G365 ",,,,,,,N,,,,N,,,,N,N,0,"OFF  ",N,LIBOR,CG852
N$EHN6TN,N$EHN6TC,2020-10-06 18:27:31,2020-10-06 19:08:09,CMARTILL,RPTMGR01,"LOAN ",N,N,N,0,N,,0.035,,0.0001,"G365 ",,2020-07-09 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.0351,N,N,0,"OFF  ",N,NIBOR,CG852
NJEHN9CY,NJEHN9CR,2020-10-06 19:22:01,2020-10-06 19:50:41,LIQUSR03,LIQUSR03,"LOAN ",N,N,N,0,N,,0.01,,0.01,"BANK ",,2020-07-09 00:00:00,"BANK ",,,,,,,N,,,,N,1,"LAST ",0.02,N,N,0,"OFF  ",N,LIBOR,CG852
OCEGCG7F,OCEGCG78,2020-09-11 12:42:22,2020-09-11 16:12:57,SMANZANO,JAQUITAN,"LOAN ",N,N,N,0,N,,0.02,,0.02,"G365 ",,2020-06-19 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.04,N,N,0,"OFF  ",N,LIBOR,CG852
OCEGCH28,OCEGCH22,2020-09-11 13:04:37,2020-09-11 16:15:29,SMANZANO,JAQUITAN,"LOAN ",N,N,N,0,N,,0.03,,0.03,"G365 ",,2020-06-19 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.06,N,N,0,"OFF  ",N,"FIX  ",CG852
OGEGCLGI,OGEGCLGB,2020-09-11 13:20:59,2020-09-11 14:03:46,JAQUITAN,JANICEA1,"LOAN ",N,N,N,0,N,,0.02,,0.03,"G365 ",,2020-06-19 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.05,N,N,0,"OFF  ",N,"FIX  ",CG852
OSEGCH4J,OSEGCH4C,2020-09-11 12:15:44,2020-09-11 13:04:45,JAQUITAN,JANICEA1,"LOAN ",N,N,N,0,N,,0.02,,0.04,"G365 ",,2020-06-19 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.06,N,N,0,"OFF  ",N,LIBOR,CG852
OWEGCGLL,OWEGCGLE,2020-09-11 11:56:57,2020-10-09 12:56:04,CMARTILL,LS2BATCH,"LOAN ",N,N,N,0,N,,0.02,,0.015,"G365 ",,2020-06-19 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.035,N,N,0,"OFF  ",N,LIBOR,CG852
OWEGCGRG,OWEGCGRA,2020-09-11 12:04:28,2020-10-09 12:56:04,CMARTILL,LS2BATCH,"LOAN ",N,N,N,0,N,,0.022,,0.015,"G365 ",,2020-06-19 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.037,N,N,0,"OFF  ",N,LIBOR,CG852
OWEGCGXA,OWEGCGX4,2020-09-11 12:11:32,2020-10-09 12:56:04,CMARTILL,LS2BATCH,"LOAN ",N,N,N,0,N,,0.02,,0.02,"G365 ",,2020-06-19 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.04,N,N,0,"OFF  ",N,"FIX  ",CG852
OWEGCHFX,OWEGCHFR,2020-09-11 12:25:31,2020-10-09 12:56:04,CMARTILL,LS2BATCH,"LOAN ",N,N,N,0,N,,0.02,,0.02,"G365 ",,2020-06-19 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.04,N,N,0,"OFF  ",N,"FIX  ",CG852
P!EGO4G7,P!EGO4FT,2020-09-17 18:56:02,2020-09-17 18:56:02,SMANZANO,SMANZANO,"LOAN ",N,N,N,0,N,,,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0,N,N,0,"OFF  ",N,,CG852
P!EGO4QK,P!EGO4Q5,2020-09-17 18:58:18,2020-09-17 18:58:43,SMANZANO,SMANZANO,"LOAN ",N,N,N,0,N,,,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.04,N,N,0.03,"OFF  ",N,LIBOR,CG852
P!EGO52V,P!EGO52H,2020-09-17 19:07:03,2020-09-17 19:16:17,SMANZANO,MANZANOM,"LOAN ",N,N,N,0,N,,0.03,,0.04,"G365 ",,2020-06-26 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.07,N,N,0,"OFF  ",N,LIBOR,CG852
P!EGO5BF,P!EGO5B1,2020-09-17 19:10:49,2020-09-17 19:17:40,SMANZANO,MANZANOM,"LOAN ",N,N,N,0,N,,0.02,,0.04,"G365 ",,2020-06-26 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.06,N,N,0,"OFF  ",N,LIBOR,CG852
P3EGO6VS,P3EGO6VJ,2020-09-17 19:18:18,2020-09-17 19:22:17,JAQUITAN,JANICEA1,"LOAN ",N,N,N,0,N,,0.02,,0.04,"G365 ",,2020-06-26 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.06,N,N,0,"OFF  ",N,LIBOR,CG852
PHEGO8R9,PHEGO8R1,2020-09-17 19:32:09,2020-09-17 19:35:46,JAQUITAN,JANICEA2,"LOAN ",N,N,N,0,N,,0.03,,0.02,"G365 ",,2020-06-26 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.05,N,N,0,"OFF  ",N,LIBOR,CG852
Q)EI3K3N,Q)EI3K3H,2020-10-15 12:47:06,2020-10-15 12:47:06,LIQAPCP3,LIQAPCP3,"LOAN ",N,N,N,0,N,,,,,"BANK ",,,"BANK ",,,,,,,N,,,,N,,,0,N,N,0,"OFF  ",N,,CG852
Q-EH8CKL,Q-EH8CKE,2020-09-28 15:17:26,2020-10-06 14:49:34,LIQUSR05,LIQUSR05,"LOAN ",N,N,N,0,N,,0.00448,,0.02,"G365 ",,2020-07-07 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.02448,N,N,0,"OFF  ",N,LIBOR,CG852
Q=EI3KXY,Q=EI3KXS,2020-10-15 13:38:09,2020-10-15 13:38:15,LIQUSR03,LIQUSR03,"LOAN ",N,N,N,0,N,,0.01,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.03,N,N,0,"OFF  ",N,LIBOR,CG852
Q?EH8BEP,Q?EH8BEI,2020-09-28 14:25:17,2020-10-01 12:24:08,LIQUSR05,LIQSVR04,"LOAN ",N,N,N,0,N,,0.00213,,0.02,"G365 ",,2020-07-07 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.02213,N,N,0,"OFF  ",N,LIBOR,CG852
QJEI3KKN,QJEI3KKH,2020-10-15 12:49:30,2020-10-15 12:54:12,LIQUSR03,LIQAPCP3,"LOAN ",N,N,N,0,N,,0.0123221,,0.02,"BANK ",,2021-03-08 00:00:00,"BANK ",,,,,,,N,,,,N,1,"LAST ",0.0323221,N,N,0,"OFF  ",N,"BAB  ",CG852
QKEH83UY,QKEH83UQ,2020-09-28 12:58:14,2020-10-08 09:57:54,LIQUSR05,LIQSVR02,"LOAN ",N,N,N,0,N,,0.00517,,0.02,"G365 ",,2020-07-07 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.02517,N,N,0,"OFF  ",N,LIBOR,CG852
QKEI3HZE,QKEI3HZ9,2020-10-15 12:22:51,2020-10-15 12:22:54,LIQAPCP3,LIQAPCP3,"LOAN ",N,N,N,0,N,,0.034424,,,"BANK ",,,"BANK ",,,,,,,N,,,,N,,,0.054424,N,N,0,"OFF  ",N,"BAB  ",CG852
QNEFW8IU,QNEFW8IN,2020-09-02 18:32:38,2020-09-02 19:53:31,SMANZANO,MANZANOM,"LOAN ",N,N,N,0,N,,0.02,,0.02,"G365 ",,2020-05-29 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.04,N,N,0,"OFF  ",N,LIBOR,CG852
QWEH86Y7,QWEH86Y0,2020-09-28 13:47:07,2020-09-30 15:44:34,LIQUSR05,LIQUSR05,"LOAN ",N,N,N,0,N,,0.00916,,0.0001,"G365 ",,2020-07-07 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.00926,N,N,0,"OFF  ",N,NIBOR,CG852
QYEI3KY8,QYEI3KXW,2020-10-15 14:56:38,2020-10-15 14:57:34,SMANZANO,SMANZANO,"LOAN ",N,N,N,0,N,,0.02,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.04,N,N,0,"OFF  ",N,LIBOR,CG852
RZEFHIPO,RZEFHIPH,2020-08-25 19:12:12,2020-08-25 19:53:04,SMANZANO,MANZANOM,"LOAN ",N,N,N,0,N,,0.03,,0.04,"G365 ",,2020-05-27 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.07,N,N,0,"OFF  ",N,LIBOR,CG852
S!EFKY10,S!EFKY0T,2020-08-27 15:18:39,2020-08-27 16:07:37,SMANZANO,MANZANOM,"LOAN ",N,N,N,0,N,,0.03,,0.03,"G365 ",,2020-05-28 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.06,N,N,0,"OFF  ",N,LIBOR,CG852
S)EI1XSS,S)EI1XRG,2020-10-14 15:46:49,2020-10-14 15:46:52,LIQUSR03,LIQUSR03,"LOAN ",N,N,N,0,N,,0.035,,,"BANK ",,,"BANK ",,,,,,,N,,,,N,,,0.046,N,N,0,"OFF  ",N,"BAB  ",CG852
S3EI20H4,S3EI20GY,2020-10-14 15:31:10,2020-10-14 15:31:15,SMANZANO,SMANZANO,"LOAN ",N,N,N,0,N,,0.031215,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.051215,N,N,0,"OFF  ",N,LIBOR,CG852
SDEBZ23V,SDEBZ23K,2020-06-18 12:03:29,2020-06-18 12:31:36,RPTINPAM,RPTSUPAM,"LOAN ",N,N,N,0,N,,0.03,,0.03,"G365 ",,2020-05-27 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.06,N,N,0,"OFF  ",N,LIBOR,CG852
SHEBZ0EB,SHEBZ0E0,2020-06-18 11:42:53,2020-06-18 11:43:02,RPTINPAM,RPTINPAM,"LOAN ",N,N,N,0,N,,0.03,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.06,N,N,0,"OFF  ",N,LIBOR,CG852
SJEBYUHG,SJEBYUH5,2020-06-18 10:05:49,2020-06-18 10:09:50,RPTINPAM,RPTSUPAM,"LOAN ",N,N,N,0,N,,0.01,,0.03,"G365 ",,2020-05-21 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.04,N,N,0,"OFF  ",N,LIBOR,CG852
SREBYXUY,SREBYXUN,2020-06-18 11:19:59,2020-06-18 11:35:30,RPTINPAM,RPTSUPAM,"LOAN ",N,N,N,0,N,,0.02,,0.03,"G365 ",,2020-05-27 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.05,N,N,0,"OFF  ",N,"FIX  ",CG852
