"CUS_CID_CUST_ID","CUS_XID_CUST_ID","CUS_NME_SHORT_NAME","CUS_NME_FULL_NAME","CUS_CDE_COUNTRY","CUS_CDE_CUST_STAT","CUS_IND_INVESTOR","CUS_IND_BORROWER","CUS_IND_GUARANTOR","CUS_IND_BENEFIC","CUS_IND_INTRL_ENT","CUS_IND_RESTRICT","CUS_CDE_BANK","CUS_TSP_REC_CREATE","CUS_TSP_REC_UPDATE","CUS_UID_REC_CREATE","CUS_UID_REC_UPDATE","CUS_IND_SLG","CUS_IND_MAJ_UNDWRT","CUS_IND_CRA","CUS_CDE_TRS_RPT_AR","CUS_IND_SIMPLIFIED","CUS_CDE_CUST_DESC","CUS_CID_ULT_PARENT","CUS_CDE_DEPT","CUS_CID_IMM_PARENT","CUS_CDE_EXPENSE","CUS_CDE_PRIM_SIC","CUS_CDE_PROSPECT","CUS_CDE_LEGAL","CUS_CDE_SIC_CNTRY","CUS_CDE_BRANCH","CUS_CDE_ORIGIN","CUS_CDE_LANGUAGE","CUS_IND_VAT_SUBJCT","CUS_TXT_VAT_NUMBER","CUS_AMT_OS_LIMIT","CUS_CDE_OS_LIM_CCY","CUS_IND_OS_LIM_ERL","CUS_CDE_MASTER_ACT","CUS_IND_BROKER","CUS_CDE_DEP_SUBTYP","CUS_IND_THRD_PTYON","CUS_IND_THRD_PRF"
")OEF88WW","55             ","ARIHANT TRADING COMPANY 00004 ","ARIHANT TRADING COMPANY 00004","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-20 18:10:53","2020-08-20 18:39:09","MGRALN01","MGRALN01","N","N","N","AU   ","N","UCDPR",")OEF88WW","GLB  ",")OEF88WW","TM_SAF         ","8112      ","","","AU","","","ENG  ","N","71133830       ","0","","N","","N","","N","N"
")3EF892G","56             ","BE PTY LTD 082020003          ","BE Pty Ltd as trustee for the Dances With Wolves Fam 335288","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-20 18:19:39","2020-08-20 20:13:46","INPRON01","INPRON01","N","N","N","AU   ","N","TRU  ",")3EF892G","GLB  ",")3EF892G","TM_SAF         ","8112      ","","","AU","","","ENG  ","N","14162984821    ","0","","N","","N","","N","N"
"E8EF8FP7","60             ","BE PTY LTD 08202020088        ","BE Pty Ltd as trustee for the Dances With Wolves Fam 335277","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-20 20:50:03","2020-08-20 21:24:30","INPRON01","INPRON01","N","N","N","AU   ","N","TRU  ","E8EF8FP7","GLB  ","E8EF8FP7","TM_SAF         ","8112      ","","","AU","","","ENG  ","N","14162984821    ","0","","N","","N","","N","N"
"EBEF9ADV","61             ","BE PTY LTD 08212020001        ","BE Pty Ltd as trustee for the Dances With Wolves Fam 3352123","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-21 07:46:09","2020-08-25 18:07:28","INPRON01","INPRON01","N","N","N","AU   ","N","TRU  ","EBEF9ADV","GLB  ","EBEF9ADV","TM_SAF         ","8112      ","","","AU","","","ENG  ","N","14162984821    ","0","","N","","N","","N","N"
"#ZEFTUU3","81             ","1913520                       ","Sanseera Electronics Ltd 1913520","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-09-01 10:33:14","2020-09-08 08:30:04","INPROS01","INPROS01","N","N","N","AU   ","N","FORG ","#ZEFTUU3","GLB  ","#ZEFTUU3","NR_COL         ","8710      ","","","AU","CG852","","EN   ","Y","02568049389    ","0","","N","","N","","N","N"
"RVEGKDP0","1814622        ","SE LTD 1814622                ","Sanseera Electronics Ltd 1814622","GB","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-15 19:19:41","2020-10-28 01:33:13","LOANIQ01","LOANIQ01","N","N","N","GB   ","N","FPJV ","RVEGKDP0","     ","RVEGKDP0","","8431      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"RVEGLKJM","0915115        ","SE LTD 0915115                ","Sanseera Electronics Ltd 0915115","GB","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-16 10:45:15","2020-10-28 01:33:10","LOANIQ01","LOANIQ01","N","N","N","GB   ","N","FPJV ","RVEGLKJM","     ","RVEGLKJM","","8431      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"RVEGLLWH","1014006        ","SE LTD 1014006                ","Sanseera Electronics Ltd 1014006","GB","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-16 11:14:18","2020-10-28 01:33:10","LOANIQ01","LOANIQ01","N","N","N","GB   ","N","FPJV ","RVEGLLWH","     ","RVEGLLWH","","8431      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"RVEGLOT3","1114228        ","SE LTD 1114228                ","Sanseera Electronics Ltd 1114228","GB","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-16 12:17:19","2020-10-28 01:33:09","LOANIQ01","LOANIQ01","N","N","N","GB   ","N","FPJV ","RVEGLOT3","     ","RVEGLOT3","","8431      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"RVEGLR0K","1213027        ","SE LTD 1213027                ","Sanseera Electronics Ltd 1213027","GB","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-16 13:05:01","2020-10-28 01:33:09","LOANIQ01","LOANIQ01","N","N","N","GB   ","N","FPJV ","RVEGLR0K","     ","RVEGLR0K","","8431      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"RVEGLYK0","1511426        ","SE LTD 1511426                ","Sanseera Electronics Ltd 1511426","GB","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-16 15:47:53","2020-10-28 01:13:15","LOANIQ01","LOANIQ01","N","N","N","GB   ","N","FPJV ","RVEGLYK0","     ","RVEGLYK0","","8431      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"RVEGM3EJ","1615958        ","SE LTD 1615958                ","Sanseera Electronics Ltd 1615958","GB","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-16 17:32:35","2020-10-28 01:13:15","LOANIQ01","LOANIQ01","N","N","N","GB   ","N","FPJV ","RVEGM3EJ","     ","RVEGM3EJ","","8431      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"RVEGM4S0","1712904        ","SE LTD 1712904                ","Sanseera Electronics Ltd 1712904","GB","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-16 18:02:17","2020-10-28 01:13:15","LOANIQ01","LOANIQ01","N","N","N","GB   ","N","FPJV ","RVEGM4S0","     ","RVEGM4S0","","8431      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"RVEGM632","1715547        ","SE LTD 1715547                ","Sanseera Electronics Ltd 1715547","GB","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-16 18:29:36","2020-10-28 01:13:14","LOANIQ01","LOANIQ01","N","N","N","GB   ","N","FPJV ","RVEGM632","     ","RVEGM632","","8431      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"RVEGM7UY","1813618        ","SE LTD 1813618                ","Sanseera Electronics Ltd 1813618","GB","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-16 19:08:50","2020-10-28 01:13:13","LOANIQ01","LOANIQ01","N","N","N","GB   ","N","FPJV ","RVEGM7UY","     ","RVEGM7UY","","8431      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"RVEGM9SK","1911637        ","SE LTD 1911637                ","Sanseera Electronics Ltd 1911637","GB","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-16 19:50:36","2020-10-28 01:13:13","LOANIQ01","LOANIQ01","N","N","N","GB   ","N","FPJV ","RVEGM9SK","     ","RVEGM9SK","","8431      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"RVEGMADU","1913009        ","SE LTD 1913009                ","Sanseera Electronics Ltd 1913009","GB","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-16 20:03:22","2020-10-28 01:13:10","LOANIQ01","LOANIQ01","N","N","N","GB   ","N","FPJV ","RVEGMADU","     ","RVEGMADU","","8431      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"RVEGMGPE","2114646        ","SE LTD 2114646                ","Sanseera Electronics Ltd 2114646","GB","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-16 22:19:55","2020-10-28 01:13:10","LOANIQ01","LOANIQ01","N","N","N","GB   ","N","FPJV ","RVEGMGPE","     ","RVEGMGPE","","8431      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"RVEGMHIE","2210247        ","SE LTD 2210247                ","Sanseera Electronics Ltd 2210247","GB","ACT  ","N","Y","N","N","N","N","CBA  ","2020-09-16 22:37:19","2020-10-28 01:13:09","LOANIQ01","LOANIQ01","N","N","N","GB   ","N","FPJV ","RVEGMHIE","GLB  ","RVEGMHIE","BP_CML         ","8431      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"RVEGNJNU","1114753        ","SE LTD 1114753                ","Sanseera Electronics Ltd 1114753","GB","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-17 12:21:23","2020-10-28 01:13:09","LOANIQ01","LOANIQ01","N","N","N","GB   ","N","FPJV ","RVEGNJNU","     ","RVEGNJNU","","8431      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"RVEGNMPJ","1215423        ","SE LTD 1215423                ","Sanseera Electronics Ltd 1215423","GB","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-17 13:27:12","2020-10-28 00:53:15","LOANIQ01","LOANIQ01","N","N","N","GB   ","N","FPJV ","RVEGNMPJ","     ","RVEGNMPJ","","8431      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"RVEGX7ZP","1915328        ","IW INC 1915328                ","Inner Works Inc 1915328","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-22 17:43:42","2020-09-25 15:12:18","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","UFPCA","RVEGX7ZP","     ","RVEGX7ZP","","5730      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"RVEGX802","1410005        ","IW INC 1410005                ","Inner Works Inc 1410005","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-22 17:43:43","2020-09-22 17:43:43","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","UFPCA","RVEGX802","     ","RVEGX802","","3620      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"RVEGYLOB","7191504        ","BEPTYLTDATFDANCESWITHWOLV     ","BE Pty Ltd as trustee for the Dances With Wolves FamilyTrust","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-23 11:38:28","2020-09-23 11:38:28","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","TRU  ","RVEGYLOB","     ","RVEGYLOB","","8112      ","","","AU","","","ENG  ","Y","14162984821    ","0","","N","","N","","N","N"
"RVEGYO96","1115708        ","IW INC 1115708                ","Inner Works Inc 1115708","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-23 12:34:10","2020-09-23 12:34:10","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","UFPCA","RVEGYO96","     ","RVEGYO96","","3620      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"RVEGYQRH","1214937        ","IW INC 1214937                ","Inner Works Inc 1214937","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-23 13:28:21","2020-09-23 13:28:21","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","UFPCA","RVEGYQRH","     ","RVEGYQRH","","3620      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"RVEGYUEF","897133331      ","CMSEPTEST                     ","CMSEPTEST","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-23 14:46:55","2020-09-23 14:46:55","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGF  ","RVEGYUEF","     ","RVEGYUEF","","3613      ","","","AU","","","ENG  ","Y","               ","0","","N","","N","","N","N"
"P:E96XI0","784287         ","ENTEDIT9352                   ","ENTEDIT9352","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-04-25 11:05:53","2020-05-18 16:49:27","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","FPJV ","P:E96XI0","     ","P:E96XI0","","8431      ","","","AU","","","ENG  ","Y","               ","0","","N","","N","","N","N"
"P:E9AO7I","9355335        ","ENT9355335_UPD                ","ENT9355335_UPD","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-04-27 11:35:35","2020-05-19 10:10:17","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGF  ","P:E9AO7I","     ","P:E9AO7I","","5210      ","","","AU","","","ENG  ","Y","99999999999    ","0","","N","","N","","N","N"
"KME9CJB7","929442         ","ENT929442                     ","ENT929442","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-04-28 11:45:00","2020-04-28 11:45:00","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGF  ","KME9CJB7","     ","KME9CJB7","","8431      ","","","AU","","","ENG  ","Y","89998878999    ","0","","N","","N","","N","N"
"KME9CJNC","10094001       ","PARTYENTNAME10094000          ","PARTY ENT NAME 10094000","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-04-28 11:52:16","2020-11-04 21:11:13","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BDMPR","KME9CJNC","     ","KME9CJNC","","8112      ","","","AU","","","ENG  ","Y","12312312310    ","0","","N","","N","","N","N"
"KME9CJNZ","20094001       ","PARTYENTNAME20094001          ","PARTY ENT NAME 20094001","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-04-28 11:52:39","2020-04-28 11:52:39","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGS  ","KME9CJNZ","     ","KME9CJNZ","","8112      ","","","AU","","","ENG  ","Y","12312312312    ","0","","N","","N","","N","N"
"KME9CMH9","2848205        ","ENT2482942EDIT                ","ENT2482942EDIT","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-04-28 12:53:26","2020-04-28 13:22:45","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BDMPC","KME9CMH9","     ","KME9CMH9","","8431      ","","","AU","","","ENG  ","Y","38239233829    ","0","","N","","N","","N","N"
"KME9COB7","10094002       ","PARTYENTNAME10094002          ","PARTY ENT NAME 10094002","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-04-28 13:33:00","2020-04-28 13:33:00","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGS  ","KME9COB7","     ","KME9COB7","","8112      ","","","AU","","","ENG  ","Y","12312312312    ","0","","N","","N","","N","N"
"KME9COCY","20094002       ","PARTYENTNAME20094002          ","PARTY ENT NAME 20094002","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-04-28 13:34:02","2020-04-28 13:34:02","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGS  ","KME9COCY","     ","KME9COCY","","8112      ","","","AU","","","ENG  ","Y","12312312312    ","0","","N","","N","","N","N"
"U7E9CRWZ","29             ","LEGAL3213                     ","egal123","AU","SKEL ","N","N","N","N","N","N","CBA  ","2020-04-28 14:51:29","2020-04-28 14:51:29","APP2MANS","APP2MANS","N","N","N","AU   ","N","","U7E9CRWZ","GLB  ","U7E9CRWZ","","","","","","","","","Y","               ","0","","N","","N","","N","N"
"O#E9PO4R","2492942        ","SHRT9535                      ","ENT2842552","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-05-05 13:57:56","2020-05-05 13:57:56","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BDMPC","O#E9PO4R","     ","O#E9PO4R","","8431      ","","","AU","","","ENG  ","Y","29424244224    ","0","","N","","N","","N","N"
"68EADU1E","98765432       ","MY01                          ","MYMY0001","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-05-18 13:19:41","2020-05-18 13:19:41","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGL  ","68EADU1E","     ","68EADU1E","","8635      ","","","AU","","","ENG  ","Y","               ","0","","N","","N","","N","N"
"68EAJO7W","999425111      ","CASEUPTY8887                  ","CASEUPTY8887","NL","ACT  ","N","N","N","N","N","N","CBA  ","2020-05-21 18:47:49","2020-10-28 01:53:11","LOANIQ01","LOANIQ01","N","N","N","NL   ","N","AGL  ","68EAJO7W","     ","68EAJO7W","","1200      ","","","AU","","","ENG  ","N","               ","0","","N","","N","","N","N"
"BYEDA7MO","34             ","CUSTSHORT50134                ","CUSTLEGAL50135","NL","SKEL ","N","Y","N","N","N","N","CBA  ","2020-07-13 23:58:14","2020-07-14 00:44:31","FJUSRAM ","FJUSRAM ","N","N","N","NL   ","N","FORG ","BYEDA7MO","GLB  ","BYEDA7MO","BP_CML         ","","","","","","","","N","               ","0","","N","","N","","N","N"
"VWEDOEXK","36             ","CUSTSHORT55127                ","CUSTLEGAL55127","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-07-21 16:02:54","2020-08-17 19:28:29","DJRHINPT","CFRANCIS","N","N","N","AU   ","N","FORG ","VWEDOEXK","GLB  ","VWEDOEXK","BG_COL         ","8431      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"SIEESUTN","37             ","CUSTAMSTER                    ","CUSTAMSTER","NL","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-12 10:49:12","2020-09-17 17:07:29","CMARTILL","FI717102","N","N","N","NZ   ","N","AGF  ","SIEESUTN","GLB  ","SIEESUTN","BG_COL         ","0124      ","COLD ","","AU","CG852","","EN   ","N","               ","0","","N","","N","","N","N"
"#.EEWMP5","41             ","CBA_ALLAN_CUSTOMER            ","CBA_ALLAN_CUSTOMER_LEGAL_NAME","GB","ACT  ","N","N","N","N","N","N","CBA  ","2020-08-14 12:01:48","2020-08-14 12:04:04","ALNSUP01","ALNSUP01","N","N","N","GB   ","N","UFPCA","#.EEWMP5","GLB  ","#.EEWMP5","","","","","","","","ENG  ","N","               ","0","","N","","N","","N","N"
"5QEF3VVU","43             ","5M_CBA_TEST                   ","5M_CBA_TEST","NL","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-18 07:57:59","2020-10-13 14:16:15","LIQUSR05","LIQUSR05","N","N","N","NL   ","N","AGF  ","5QEF3VVU","GLB  ","5QEF3VVU","BG_COL         ","0130      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"V-EF4H31","1413932        ","MNC COMPANY LTD 1413932       ","MNC COMPANY LTD 1413932","AU","ACT  ","N","Y","N","N","N","N","CBA  ","2020-08-18 15:08:36","2020-08-18 15:36:02","LOANIQ01","WBAYERS ","N","N","N","AU   ","N","UFPCA","V-EF4H31","GLB  ","V-EF4H31","TM_SAF         ","3620      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"1MEFJ04Y","72             ","ARIHANT TRADING COMPANY 000012","ARIHANT TRADING COMPANY 000012","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-26 13:38:18","2020-08-26 15:01:26","INPALN01","INPALN01","N","N","N","AU   ","N","FORG ","1MEFJ04Y","GLB  ","1MEFJ04Y","TM_SAF         ","8112      ","","","AU","","","ENG  ","N","543333222      ","0","","N","","N","","N","N"
"N?EFL3EX","78             ","SANSEERA ELECTRONICS LTD 003  ","Sanseera Electronics Ltd 003","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-27 18:00:11","2020-08-27 18:26:15","JOBINP  ","INPAMT01","N","N","N","AU   ","N","OUAUA","N?EFL3EX","GLB  ","N?EFL3EX","GTM181         ","8710      ","","","AU","","","ENG  ","N","02568049389    ","0","","N","","N","","N","N"
"XOEFL7K0","79             ","SANSEERA ELECTRONICS LTD 004  ","Sanseera Electronics Ltd 004","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-27 19:34:35","2020-08-28 11:18:33","INPAMT01","INPAMT01","N","N","N","AU   ","N","OUAUA","XOEFL7K0","GLB  ","XOEFL7K0","GTM181         ","8710      ","","","AU","","","ENG  ","N","02568049389    ","0","","N","","N","","N","N"
"RVEGYWPV","1510013        ","LT LTD 1510341                ","LocalTechnology Ltd 1510341","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-23 15:37:00","2020-10-28 13:36:03","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGL  ","RVEGYWPV","     ","RVEGYWPV","","8431      ","","","AU","","","ENG  ","Y","20000200001    ","0","","N","","N","","N","N"
"RVEH0HAK","092320200912   ","SETP2REM                      ","Enterprise_AO2","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-24 11:59:01","2020-09-24 11:59:01","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGF  ","RVEH0HAK","     ","RVEH0HAK","","9900      ","","","AU","","","ENG  ","Y","               ","0","","N","","N","","N","N"
"RVEH0HBD","09242020       ","SNSEPT                        ","EN_FIN_AMIPAC","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-24 11:59:29","2020-09-24 11:59:29","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGF  ","RVEH0HBD","     ","RVEH0HBD","","9900      ","","","AU","","","ENG  ","Y","               ","0","","N","","N","","N","N"
"RVEH14S2","1915210        ","LT LTD 2010341                ","LocalTechnology Ltd 2010341","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-24 20:26:19","2020-10-28 13:36:05","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGL  ","RVEH14S2","     ","RVEH14S2","","3620      ","","","AU","","","ENG  ","Y","20000200001    ","0","","N","","N","","N","N"
"RVEH0ZNE","1715653        ","LT LTD 1812800                ","LocalTechnology Ltd 1812800","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-24 18:35:31","2020-09-29 10:50:06","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGL  ","RVEH0ZNE","     ","RVEH0ZNE","","5710      ","","","AU","","","ENG  ","Y","20000200001    ","0","","N","","N","","N","N"
"RVEH1AKB","2114830        ","LT LTD 2210258                ","LocalTechnology Ltd 2210258","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-24 22:31:15","2020-09-24 22:31:15","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGL  ","RVEH1AKB","     ","RVEH1AKB","","3620      ","","","AU","","","ENG  ","Y","20000200001    ","0","","N","","N","","N","N"
"RVEH1CVR","3242245        ","ENTTESTMAINTAIN01             ","ENTTESTMAINTAIN01","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-24 23:21:20","2020-09-25 00:07:46","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGF  ","RVEH1CVR","     ","RVEH1CVR","","1319      ","","","AU","","","ENG  ","Y","36532124575    ","0","","N","","N","","N","N"
"RVEH1DV3","245557         ","ASFDASTEW                     ","EJKTEJHET","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-24 23:42:31","2020-09-24 23:42:31","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGL  ","RVEH1DV3","     ","RVEH1DV3","","1420      ","","","AU","","","ENG  ","Y","32545787547    ","0","","N","","N","","N","N"
"$=ECP2AB","44332211       ","SM22                          ","SRHM2222","NL","ACT  ","N","N","N","N","N","N","CBA  ","2020-07-02 13:46:51","2020-07-02 13:46:51","LOANIQ01","LOANIQ01","N","N","N","NL   ","N","AGF  ","$=ECP2AB","     ","$=ECP2AB","","3620      ","","","AU","","","ENG  ","N","               ","0","","N","","N","","N","N"
"#NED9EQ2","33             ","CUSTSHORT08157                ","CUSTLEGAL08158","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-07-13 13:16:16","2020-07-15 18:36:54","JOBINP  ","INPCHER ","N","N","N","AU   ","N","FORG ","#NED9EQ2","GLB  ","#NED9EQ2","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
":KEDDAP0","35             ","CUSTSHORT43149                ","CUSTLEGAL43149","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-07-15 15:51:04","2020-09-09 19:06:28","JOBINP  ","KIDUENAS","N","N","N","AU   ","N","FORG ",":KEDDAP0","GLB  ",":KEDDAP0","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"FREF87TB","1813755        ","SANSEERA ELECTRONICS LTD      ","Sanseera Electronics Ltd 1813755","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-08-20 19:07:51","2020-08-20 19:07:51","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","OUAUA","FREF87TB","     ","FREF87TB","","8710      ","","","AU","","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"@*EFH8X0","67             ","ARIHANT TRADING COMPANY 000009","ARIHANT TRADING COMPANY 000009","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-08-25 14:55:03","2020-08-25 15:21:32","INPALN01","INPALN01","N","N","N","AU   ","N","FORG ","@*EFH8X0","GLB  ","@*EFH8X0","TM_SAF         ","8112      ","","","AU","","","ENG  ","N","               ","0","","N","","N","","N","N"
"RVEH1E49","2457752        ","SFSDSGS                       ","KLDLSKGS","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-24 23:48:02","2020-09-24 23:48:02","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGL  ","RVEH1E49","     ","RVEH1E49","","1315      ","","","AU","","","ENG  ","Y","32457565242    ","0","","N","","N","","N","N"
"RVEH1EA4","322445         ","SLKDSTET                      ","DSKGSEEG","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-24 23:51:33","2020-09-24 23:51:33","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","LCDP ","RVEH1EA4","     ","RVEH1EA4","","1513      ","","","AU","","","ENG  ","Y","               ","0","","N","","N","","N","N"
"RVEH1FP8","3542475        ","ENTTESTMAINTAIN02             ","ENTTESTMAINTAIN02","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-25 00:22:12","2020-09-25 00:27:33","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGL  ","RVEH1FP8","     ","RVEH1FP8","","9121      ","","","AU","","","ENG  ","Y","35642155457    ","0","","N","","N","","N","N"
"RVEH291P","1012125        ","LT LTD 1014937                ","LocalTechnology Ltd 1014937","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-25 10:56:06","2020-09-25 11:22:26","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGL  ","RVEH291P","     ","RVEH291P","","3620      ","","","AU","","","ENG  ","Y","20000200001    ","0","","N","","N","","N","N"
"RVEH2AJO","0525123        ","TESTBA1 0525123               ","TESTBA1","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-25 11:28:29","2020-09-25 13:28:00","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","RVEH2AJO","     ","RVEH2AJO","","1200      ","","","AU","","","ENG  ","Y","12345678909    ","0","","N","","N","","N","N"
"RVEH2E7G","1211207        ","LT LTD 1212357                ","LocalTechnology Ltd 1212357","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-25 12:47:32","2020-09-25 12:56:17","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","AGL  ","RVEH2E7G","     ","RVEH2E7G","","3620      ","","","AU","","","ENG  ","Y","20000200001    ","0","","N","","N","","N","N"
"RVEH2GEI","0525789        ","TESTBA789 0525780             ","TESTBA780","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-09-25 13:34:58","2020-09-25 13:48:02","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","FPFP ","RVEH2GEI","     ","RVEH2GEI","","7122      ","","","AU","","","ENG  ","Y","09878786545    ","0","","N","","N","","N","N"
