"ACCOUNTID"|"NOMINALCODE"|"NOMINALDESCRIPTION"|"TRANSACTIONSRID"|"TRANSACTIONID"|"HOSTTRANCODE"|"SOURCETRANCODE"|"TRANSACTIONDATE"|"POSTINGDATE"|"VALUEDATE"|"ISOCURRENCYCODE"|"DEBITCREDITFLAG"|"AMOUNT"|"AMOUNTCREDIT"|"AMOUNTDEBIT"|"HOSTBRANCH"|"UBCHANNELID"|"SUBPRODUCTCODE"|"CUSTOMERCODE"|"SOURCEREF1"|"SOURCEREF2"|"NARRATION"|"SOURCEBRANCH"|"SOURCECOSTCENTERCODE"|"AFFILIATECODE"|"SOURCEDEALNO"|"SOURCECUSTOMERCODE"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d82a31083Uk"|"01174d82a30583UP"|"CRV"|"FEEPY"|"2020-09-29 06:41:17"|"2020-07-12 23:21:25"|"2020-07-07 00:00:00"|"EUR"|"C"|"10000"|"10000"|"0"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"LZEH9QN3"|"LFEH9Q3Y"|"Fee Payment"|"CG852"|"BG_COL"|"OTHER"|"FACYZEFEXAM"|"57"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d82a226c3Ta"|"01174d82a22553TH"|"DRV"|"FEEAC"|"2020-09-29 06:41:14"|"2020-07-12 23:21:22"|"2020-07-07 00:00:00"|"EUR"|"D"|"-21863.02"|"0"|"21863.02"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"0TEH9U2W"|"W@EFIPKH"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FAC?REBVOYO"|"4"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d82a21483Sc"|"01174d82a21133SJ"|"DRV"|"FEEAC"|"2020-09-29 06:41:13"|"2020-07-12 23:21:21"|"2020-07-07 00:00:00"|"EUR"|"D"|"-3920.88"|"0"|"3920.88"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"0TEH9TPS"|"+)EFZO13"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FACI:EFMEGK"|"57"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d82a00613Mk"|"01174d82a004c3MR"|"DRV"|"FEEAC"|"2020-09-29 06:41:05"|"2020-07-12 23:21:13"|"2020-07-07 00:00:00"|"EUR"|"D"|"-277.78"|"0"|"277.78"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"08EH9SUZ"|"WCEFIONU"|"Fee Accrual"|"CG852"|"BG_COL"|""|"FAC@+EFH6WT"|"37"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d829ffc83MF"|"01174d829ff8d3Lw"|"DRV"|"FEEAC"|"2020-09-29 06:41:05"|"2020-07-12 23:21:13"|"2020-07-07 00:00:00"|"EUR"|"D"|"-250"|"0"|"250"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"08EH9SUX"|"WCEFIOOM"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FAC.FEF9QTS"|"37"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d8299c2a2nh"|"01174d8299c0e2nO"|"DRV"|"FEEAC"|"2020-09-29 06:40:39"|"2020-07-12 23:20:47"|"2020-07-07 00:00:00"|"EUR"|"D"|"-2430.55"|"0"|"2430.55"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"0TEH9U37"|"W@EFIPLY"|"Fee Accrual"|"CG852"|"IT_SAF"|""|"FACQ4EDGQL9"|"22553344"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d8299dd22oB"|"01174d8299db62ns"|"DRV"|"FEEAC"|"2020-09-29 06:40:40"|"2020-07-12 23:20:48"|"2020-07-07 00:00:00"|"EUR"|"D"|"-176.47"|"0"|"176.47"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"0TEH9STF"|"W@EFIOMF"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FACV8EF471U"|"43"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d829a09a2pA"|"01174d829a0812or"|"DRV"|"FEEAC"|"2020-09-29 06:40:40"|"2020-07-12 23:20:48"|"2020-07-07 00:00:00"|"EUR"|"D"|"-1458.33"|"0"|"1458.33"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"08EH9ST0"|"W@EFIPMD"|"Fee Accrual"|"CG852"|"IT_SAF"|""|"FACQFEDH1MI"|"22553344"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d829bf822ss"|"01174d829b5a12sW"|"DRV"|"FEEAC"|"2020-09-29 06:40:48"|"2020-07-12 23:20:56"|"2020-07-07 00:00:00"|"EUR"|"D"|"-802.82"|"0"|"802.82"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"0TEH9SYC"|"W@EFIOOZ"|"Fee Accrual"|"CG852"|"BP_COL"|"OTHER"|"FACS#EESVR1"|"37"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d829c6102u3"|"01174d829c5b12tk"|"DRV"|"FEEAC"|"2020-09-29 06:40:50"|"2020-07-12 23:20:58"|"2020-07-07 00:00:00"|"EUR"|"D"|"-8219.18"|"0"|"8219.18"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"08EH9SWO"|"WCEFIOS4"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FAC3.EFFDZL"|"53"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d829c82e2vD"|"01174d829c7f72uu"|"DRV"|"FEEAC"|"2020-09-29 06:40:51"|"2020-07-12 23:20:59"|"2020-07-07 00:00:00"|"EUR"|"D"|"-80.71"|"0"|"80.71"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"0TEH9T48"|"W@EFIPDM"|"Fee Accrual"|"CG852"|"BP_COL"|"FIXED"|"FAC(7EFGXST"|"37"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d829cd9e2wt"|"01174d829cd642wa"|"DRV"|"FEEAC"|"2020-09-29 06:40:52"|"2020-07-12 23:21:00"|"2020-07-07 00:00:00"|"EUR"|"D"|"-2243.84"|"0"|"2243.84"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"08EH9T4W"|"WCEFIOUI"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FACC6EFHAR6"|"53"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d829d4782zp"|"01174d829d4532zW"|"DRV"|"FEEAC"|"2020-09-29 06:40:54"|"2020-07-12 23:21:02"|"2020-07-07 00:00:00"|"EUR"|"D"|"-10958.91"|"0"|"10958.91"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"0TEH9U1C"|"W@EFIPG6"|"Fee Accrual"|"CG852"|"BG_COL"|""|"FACSUEBXL18"|"4"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d829df4a30q"|"01174d829df1530X"|"DRV"|"FEEAC"|"2020-09-29 06:40:56"|"2020-07-12 23:21:05"|"2020-07-07 00:00:00"|"EUR"|"D"|"-10684.93"|"0"|"10684.93"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"0TEH9U35"|"W@EFIPLE"|"Fee Accrual"|"CG852"|"BG_COL"|"FIXED"|"FAC?XEBVXIH"|"4"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d829e5f031s"|"01174d829e5c331X"|"CRV"|"FEEPY"|"2020-09-29 06:40:58"|"2020-07-12 23:21:06"|"2020-07-07 00:00:00"|"EUR"|"C"|"10000"|"10000"|"0"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"GZEH9RHY"|"GKEH9QYS"|"Fee Payment"|"CG852"|"BG_COL"|"OTHER"|"FACYZEFEXAM"|"57"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d829e77e330"|"01174d829e75f32h"|"DRV"|"FEEAC"|"2020-09-29 06:40:59"|"2020-07-12 23:21:07"|"2020-07-07 00:00:00"|"EUR"|"D"|"-2430.55"|"0"|"2430.55"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"08EH9ST4"|"WCEFIOKN"|"Fee Accrual"|"CG852"|"IT_SAF"|""|"FACQ+EDKVFH"|"22553344"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d829e97d34y"|"01174d829e96834f"|"DRV"|"FEEAC"|"2020-09-29 06:40:59"|"2020-07-12 23:21:07"|"2020-07-07 00:00:00"|"EUR"|"D"|"-17.86"|"0"|"17.86"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"0TEH9T64"|"+)EFZNQM"|"Fee Accrual"|"CG852"|"BP_COL"|"OTHER"|"FAC#!EFTRT9"|"37"
"089110000085200"|"FEESIBLDREC"|"Fees Receivable - IB Lending Fee"|"01174d829f1733Bs"|"01174d829f1593BZ"|"DRV"|"FEEAC"|"2020-09-29 06:41:01"|"2020-07-12 23:21:09"|"2020-07-07 00:00:00"|"EUR"|"D"|"-95.87"|"0"|"95.87"|"00000852"|"LIQ"|"91100InternalEUR"|"000852"|"08EH9SUE"|"WCEFIOMZ"|"Fee Accrual"|"CG852"|"BG_COL"|"FIXED"|"FAC0REF4FMA"|"37"
"089111000085200"|"CASHNOSTCLR"|"Loan IQ Cash Clearing with SAP"|"01174d829e32431L"|"01174d829e069311"|"CRV"|"LNDR"|"2020-09-29 06:40:57"|"2020-07-12 23:21:06"|"2020-07-07 00:00:00"|"EUR"|"C"|"1300000"|"1300000"|"0"|"00000852"|"LIQ"|"91110InternalEUR"|"000852"|"GYEH9TTJ"|"G)EH9SQV"|"Loan Drawdown"|"CG852"|"BG_COL"|""|"OSTG)EH9SQ0"|"53"
"089111000085200"|"CASHNOSTCLR"|"Loan IQ Cash Clearing with SAP"|"01174d82a31083Ui"|"01174d82a30583UP"|"DRV"|"FEEPY"|"2020-09-29 06:41:17"|"2020-07-12 23:21:25"|"2020-07-07 00:00:00"|"EUR"|"D"|"-10000"|"0"|"10000"|"00000852"|"LIQ"|"91110InternalEUR"|"000852"|"LZEH9QMW"|"LFEH9Q3Y"|"Fee Payment"|"CG852"|"BG_COL"|""|"FACYZEFEXAM"|"57"
"089111000085200"|"CASHNOSTCLR"|"Loan IQ Cash Clearing with SAP"|"01174d82a2f383UC"|"01174d82a2e9b3To"|"DRV"|"PAPER"|"2020-09-29 06:41:17"|"2020-07-12 23:21:25"|"2020-07-07 00:00:00"|"EUR"|"D"|"-2002.18"|"0"|"2002.18"|"00000852"|"LIQ"|"91110InternalEUR"|"000852"|"NWEH2C7S"|"N.EH2BO5"|"Paper Clip Transaction"|"CG852"|"BG_COL"|""|"DEAS#EESVPY"|"37"
"089111000085200"|"CASHNOSTCLR"|"Loan IQ Cash Clearing with SAP"|"01174d829fbb73Ie"|"01174d829fb993IL"|"CRV"|"LNDR"|"2020-09-29 06:41:04"|"2020-07-12 23:21:12"|"2020-07-07 00:00:00"|"EUR"|"C"|"210000"|"210000"|"0"|"00000852"|"LIQ"|"91110InternalEUR"|"000852"|"Q)EH9NPI"|":+EH8RN6"|"Loan Drawdown"|"CG852"|"BG_COL"|""|"OST:+EH8RLZ"|"57"
"089111000085200"|"CASHNOSTCLR"|"Loan IQ Cash Clearing with SAP"|"01174d829fb383IA"|"01174d829fb193Hr"|"CRV"|"LNDR"|"2020-09-29 06:41:04"|"2020-07-12 23:21:12"|"2020-07-07 00:00:00"|"EUR"|"C"|"190000"|"190000"|"0"|"00000852"|"LIQ"|"91110InternalEUR"|"000852"|"Q)EH9NB6"|":+EH7WCH"|"Loan Drawdown"|"CG852"|"BG_COL"|""|"OST:+EH7WBA"|"57"
"089111000085200"|"CASHNOSTCLR"|"Loan IQ Cash Clearing with SAP"|"01174d829ebd837O"|"01174d829ebbd375"|"CRV"|"LNDR"|"2020-09-29 06:41:00"|"2020-07-12 23:21:08"|"2020-07-07 00:00:00"|"EUR"|"C"|"200000"|"200000"|"0"|"00000852"|"LIQ"|"91110InternalEUR"|"000852"|"Q)EH9NIC"|":+EH7WZI"|"Loan Drawdown"|"CG852"|"BG_COL"|""|"OST:+EH7WYB"|"57"
"089111000085200"|"CASHNOSTCLR"|"Loan IQ Cash Clearing with SAP"|"01174d829e5ef31q"|"01174d829e5c331X"|"DRV"|"FEEPY"|"2020-09-29 06:40:58"|"2020-07-12 23:21:06"|"2020-07-07 00:00:00"|"EUR"|"D"|"-10000"|"0"|"10000"|"00000852"|"LIQ"|"91110InternalEUR"|"000852"|"GZEH9RHR"|"GKEH9QYS"|"Fee Payment"|"CG852"|"BG_COL"|""|"FACYZEFEXAM"|"57"
"089111000085200"|"CASHNOSTCLR"|"Loan IQ Cash Clearing with SAP"|"01174d82a338e3VD"|"01174d82a335c3Uu"|"DRV"|"FEEPY"|"2020-09-29 06:41:18"|"2020-07-12 23:21:26"|"2020-07-07 00:00:00"|"EUR"|"D"|"-10000"|"0"|"10000"|"00000852"|"LIQ"|"91110InternalEUR"|"000852"|"QYEH9OOB"|"Q8EH9O5D"|"Fee Payment"|"CG852"|"BG_COL"|""|"FACYZEFEXAM"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82a360c3Xf"|"01174d82a35f53XK"|"CRV"|"INTAC"|"2020-09-29 06:41:19"|"2020-07-12 23:21:27"|"2020-07-07 00:00:00"|"EUR"|"C"|"0.08"|"0.08"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9SVT"|"0TEH9SVI"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OST0-EFZSFV"|"37"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82a383c3Zo"|"01174d82a38273ZT"|"CRV"|"INTAC"|"2020-09-29 06:41:19"|"2020-07-12 23:21:27"|"2020-07-07 00:00:00"|"EUR"|"C"|"2.59"|"2.59"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9T0M"|"0TEH9T0B"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OSTHZEFIZFY"|"37"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82a3bf13an"|"01174d82a3bd13aS"|"CRV"|"INTAC"|"2020-09-29 06:41:20"|"2020-07-12 23:21:28"|"2020-07-07 00:00:00"|"EUR"|"C"|"0.14"|"0.14"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9T2Z"|"0TEH9T2O"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OST#!EFUH6R"|"37"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82a3e523bH"|"01174d82a3e333aw"|"CRV"|"INTAC"|"2020-09-29 06:41:21"|"2020-07-12 23:21:29"|"2020-07-07 00:00:00"|"EUR"|"C"|"13.7"|"13.7"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"08EH9SW6"|"08EH9SVV"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTKREG5NHP"|"53"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82a40b73bm"|"01174d82a40913bR"|"CRV"|"INTAC"|"2020-09-29 06:41:21"|"2020-07-12 23:21:29"|"2020-07-07 00:00:00"|"EUR"|"C"|"46.03"|"46.03"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"08EH9SX3"|"08EH9SWS"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTC(EFH91P"|"53"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82a41983cG"|"01174d82a417c3bv"|"CRV"|"INTAC"|"2020-09-29 06:41:22"|"2020-07-12 23:21:30"|"2020-07-07 00:00:00"|"EUR"|"C"|"249.32"|"249.32"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"08EH9SYG"|"08EH9SY5"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST!TEG50VR"|"53"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82a42bb3dE"|"01174d82a42a13ct"|"CRV"|"INTAC"|"2020-09-29 06:41:22"|"2020-07-12 23:21:30"|"2020-07-07 00:00:00"|"EUR"|"C"|"191.78"|"191.78"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"08EH9SZ8"|"08EH9SYX"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTKLEG6TZ1"|"53"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82a435f3dj"|"01174d82a43443dO"|"CRV"|"INTAC"|"2020-09-29 06:41:22"|"2020-07-12 23:21:30"|"2020-07-07 00:00:00"|"EUR"|"C"|"197.26"|"197.26"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"08EH9T0S"|"08EH9T0H"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST9ZEGPOGX"|"53"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82a449e3et"|"01174d82a44853eY"|"CRV"|"INTAC"|"2020-09-29 06:41:22"|"2020-07-12 23:21:30"|"2020-07-07 00:00:00"|"EUR"|"C"|"177.53"|"177.53"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9T6X"|"0TEH9T6M"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST(DEFGR26"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82a45083fN"|"01174d82a44f33f2"|"CRV"|"INTAC"|"2020-09-29 06:41:23"|"2020-07-12 23:21:31"|"2020-07-07 00:00:00"|"EUR"|"C"|"103.56"|"103.56"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"08EH9T3P"|"08EH9T3E"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTOSEGCH4C"|"53"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d8296bff2Iu"|"01174d8296beb2IZ"|"CRV"|"INTAC"|"2020-09-29 06:40:27"|"2020-07-12 23:20:35"|"2020-07-07 00:00:00"|"EUR"|"C"|"0.05"|"0.05"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9ST6"|"J-EGV09W"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTZIEF9MNN"|"43"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d8296f1c2MW"|"01174d8296f042MB"|"CRV"|"INTAC"|"2020-09-29 06:40:28"|"2020-07-12 23:20:36"|"2020-07-07 00:00:00"|"EUR"|"C"|"6.57"|"6.57"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9T5K"|"0TEH9T56"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OST#!EFUAOU"|"37"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82971332ON"|"01174d82971132O2"|"CRV"|"INTAC"|"2020-09-29 06:40:28"|"2020-07-12 23:20:36"|"2020-07-07 00:00:00"|"EUR"|"C"|"35.51"|"35.51"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9T9D"|"0TEH9T92"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST0JEGNP9U"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82971942Or"|"01174d829717f2OW"|"CRV"|"INTAC"|"2020-09-29 06:40:28"|"2020-07-12 23:20:36"|"2020-07-07 00:00:00"|"EUR"|"C"|"113.42"|"113.42"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"08EH9T4H"|"08EH9T46"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTY(EGCPGU"|"53"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82972cc2QJ"|"01174d82972b82Py"|"CRV"|"INTAC"|"2020-09-29 06:40:29"|"2020-07-12 23:20:37"|"2020-07-07 00:00:00"|"EUR"|"C"|"232.05"|"232.05"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9TEV"|";;EGWXOE"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST7GEFL2JQ"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82973ac2RI"|"01174d82973952Qx"|"CRV"|"INTAC"|"2020-09-29 06:40:29"|"2020-07-12 23:20:37"|"2020-07-07 00:00:00"|"EUR"|"C"|"65.76"|"65.76"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9TPN"|"0TEH9TP4"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTGPEH9QQA"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829741e2Rm"|"01174d82973f62RR"|"CRV"|"INTAC"|"2020-09-29 06:40:29"|"2020-07-12 23:20:37"|"2020-07-07 00:00:00"|"EUR"|"C"|"328.77"|"328.77"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9U25"|"0TEH9U1U"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTSDEBZ23K"|"4"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82975642TQ"|"01174d82975512T5"|"CRV"|"INTAC"|"2020-09-29 06:40:29"|"2020-07-12 23:20:37"|"2020-07-07 00:00:00"|"EUR"|"C"|"0.06"|"0.06"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9ST8"|"J-EGV0AA"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTZIEF9NP7"|"43"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82978ca2VB"|"01174d82978b52Uq"|"CRV"|"INTAC"|"2020-09-29 06:40:30"|"2020-07-12 23:20:38"|"2020-07-07 00:00:00"|"EUR"|"C"|"0.89"|"0.89"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9SW7"|"0TEH9SVW"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OSTOWEGCGLE"|"37"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82979932Vf"|"01174d829796f2VK"|"CRV"|"INTAC"|"2020-09-29 06:40:30"|"2020-07-12 23:20:38"|"2020-07-07 00:00:00"|"EUR"|"C"|"3.13"|"3.13"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9SWL"|"0TEH9SWA"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OSTOWEGCGRA"|"37"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d8297b792Wq"|"01174d8297b622WV"|"CRV"|"INTAC"|"2020-09-29 06:40:31"|"2020-07-12 23:20:39"|"2020-07-07 00:00:00"|"EUR"|"C"|"180.82"|"180.82"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"08EH9SY2"|"08EH9SXR"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST2YEFMLYV"|"53"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82988c32Yw"|"01174d82988ae2Yb"|"CRV"|"INTAC"|"2020-09-29 06:40:34"|"2020-07-12 23:20:42"|"2020-07-07 00:00:00"|"EUR"|"C"|"0.01"|"0.01"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9T5M"|";;EGWX30"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OSTB*EFVX86"|"37"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d8298a1c2ZQ"|"01174d82989ff2Z5"|"CRV"|"INTAC"|"2020-09-29 06:40:35"|"2020-07-12 23:20:43"|"2020-07-07 00:00:00"|"EUR"|"C"|"134.25"|"134.25"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9T6Z"|".!EGQ2ON"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST#AEFTQDM"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d8298b0d2Zv"|"01174d8298ae62Za"|"CRV"|"INTAC"|"2020-09-29 06:40:35"|"2020-07-12 23:20:43"|"2020-07-07 00:00:00"|"EUR"|"C"|"115.07"|"115.07"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9T71"|".!EGQ2P1"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST#AEFTQWG"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d8298d042cF"|"01174d8298ce32bu"|"CRV"|"INTAC"|"2020-09-29 06:40:35"|"2020-07-12 23:20:43"|"2020-07-07 00:00:00"|"EUR"|"C"|"24"|"24"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9TAP"|"0TEH9TAE"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST9FEGPOG0"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82993072eb"|"01174d82992f42eG"|"CRV"|"INTAC"|"2020-09-29 06:40:37"|"2020-07-12 23:20:45"|"2020-07-07 00:00:00"|"EUR"|"C"|"0.3"|"0.3"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9ST2"|"J-EGV094"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST44EF64ER"|"43"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82993582f5"|"01174d82993452ek"|"CRV"|"INTAC"|"2020-09-29 06:40:37"|"2020-07-12 23:20:45"|"2020-07-07 00:00:00"|"EUR"|"C"|"0.02"|"0.02"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9ST4"|"J-EGV09I"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTF?EF7SNQ"|"43"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82993b72fZ"|"01174d829939f2fE"|"CRV"|"INTAC"|"2020-09-29 06:40:37"|"2020-07-12 23:20:45"|"2020-07-07 00:00:00"|"EUR"|"C"|"0.08"|"0.08"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9STA"|"J-EGV0AO"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTZIEF9NY0"|"43"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82996c22is"|"01174d82996af2iX"|"CRV"|"INTAC"|"2020-09-29 06:40:38"|"2020-07-12 23:20:46"|"2020-07-07 00:00:00"|"EUR"|"C"|"180.82"|"180.82"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"08EH9SYU"|"08EH9SYJ"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST!1EG56OY"|"53"
